"year","variable_id","value","unit","contract_status","contract_role","interface_lane","source_variable_id","source_stage","source_file","first_observed_year","last_observed_year","first_fully_supported_year","support_status","baseline_window_eligible","warmup_observation","active_by_default","explicit_future_authorization_required","selection_group","joint_use_authorized","permitted_use","prohibited_use"
1921,"DELTA_G_TOT",3330099.8815084,"millions_2017_dollars","CONDITIONAL_SECONDARY","productive_capital_growth_candidate","conditional_secondary","G_TOT_GPIM_2017","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv",1902,2024,1932,"partial_vintage_warmup","no","yes","no","yes","not_applicable","not_applicable","secondary_growth","not_baseline_stock; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization"
1922,"DELTA_G_TOT",3460859.55632801,"millions_2017_dollars","CONDITIONAL_SECONDARY","productive_capital_growth_candidate","conditional_secondary","G_TOT_GPIM_2017","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv",1902,2024,1932,"partial_vintage_warmup","no","yes","no","yes","not_applicable","not_applicable","secondary_growth","not_baseline_stock; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization"
1923,"DELTA_G_TOT",5240285.4676101,"millions_2017_dollars","CONDITIONAL_SECONDARY","productive_capital_growth_candidate","conditional_secondary","G_TOT_GPIM_2017","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv",1902,2024,1932,"partial_vintage_warmup","no","yes","no","yes","not_applicable","not_applicable","secondary_growth","not_baseline_stock; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization"
1924,"DELTA_G_TOT",4285958.6778316,"millions_2017_dollars","CONDITIONAL_SECONDARY","productive_capital_growth_candidate","conditional_secondary","G_TOT_GPIM_2017","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv",1902,2024,1932,"partial_vintage_warmup","no","yes","no","yes","not_applicable","not_applicable","secondary_growth","not_baseline_stock; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization"
1925,"DELTA_G_TOT",4073810.9873392,"millions_2017_dollars","CONDITIONAL_SECONDARY","productive_capital_growth_candidate","conditional_secondary","G_TOT_GPIM_2017","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv",1902,2024,1932,"partial_vintage_warmup","no","yes","no","yes","not_applicable","not_applicable","secondary_growth","not_baseline_stock; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization"
1926,"DELTA_G_TOT",4264792.5750595,"millions_2017_dollars","CONDITIONAL_SECONDARY","productive_capital_growth_candidate","conditional_secondary","G_TOT_GPIM_2017","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv",1902,2024,1932,"partial_vintage_warmup","no","yes","no","yes","not_applicable","not_applicable","secondary_growth","not_baseline_stock; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization"
1927,"DELTA_G_TOT",3638879.446179,"millions_2017_dollars","CONDITIONAL_SECONDARY","productive_capital_growth_candidate","conditional_secondary","G_TOT_GPIM_2017","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv",1902,2024,1932,"partial_vintage_warmup","no","yes","no","yes","not_applicable","not_applicable","secondary_growth","not_baseline_stock; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization"
1928,"DELTA_G_TOT",3405028.24713069,"millions_2017_dollars","CONDITIONAL_SECONDARY","productive_capital_growth_candidate","conditional_secondary","G_TOT_GPIM_2017","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv",1902,2024,1932,"partial_vintage_warmup","no","yes","no","yes","not_applicable","not_applicable","secondary_growth","not_baseline_stock; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization"
1929,"DELTA_G_TOT",4061292.544663,"millions_2017_dollars","CONDITIONAL_SECONDARY","productive_capital_growth_candidate","conditional_secondary","G_TOT_GPIM_2017","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv",1902,2024,1932,"partial_vintage_warmup","no","yes","no","yes","not_applicable","not_applicable","secondary_growth","not_baseline_stock; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization"
1930,"DELTA_G_TOT",2750418.3168814,"millions_2017_dollars","CONDITIONAL_SECONDARY","productive_capital_growth_candidate","conditional_secondary","G_TOT_GPIM_2017","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv",1902,2024,1932,"partial_vintage_warmup","no","yes","no","yes","not_applicable","not_applicable","secondary_growth","not_baseline_stock; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization"
1931,"DELTA_G_TOT",-677549.883540198,"millions_2017_dollars","CONDITIONAL_SECONDARY","productive_capital_growth_candidate","conditional_secondary","G_TOT_GPIM_2017","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv",1902,2024,1932,"partial_vintage_warmup","no","yes","no","yes","not_applicable","not_applicable","secondary_growth","not_baseline_stock; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization"
1932,"DELTA_G_TOT",-2674774.3923663,"millions_2017_dollars","CONDITIONAL_SECONDARY","productive_capital_growth_candidate","conditional_secondary","G_TOT_GPIM_2017","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv",1902,2024,1932,"fully_supported","no","no","no","yes","not_applicable","not_applicable","secondary_growth","not_baseline_stock; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization"
1933,"DELTA_G_TOT",-3311295.84628859,"millions_2017_dollars","CONDITIONAL_SECONDARY","productive_capital_growth_candidate","conditional_secondary","G_TOT_GPIM_2017","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv",1902,2024,1932,"fully_supported","no","no","no","yes","not_applicable","not_applicable","secondary_growth","not_baseline_stock; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization"
1934,"DELTA_G_TOT",-3194487.1157006,"millions_2017_dollars","CONDITIONAL_SECONDARY","productive_capital_growth_candidate","conditional_secondary","G_TOT_GPIM_2017","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv",1902,2024,1932,"fully_supported","no","no","no","yes","not_applicable","not_applicable","secondary_growth","not_baseline_stock; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization"
1935,"DELTA_G_TOT",-3038993.78241751,"millions_2017_dollars","CONDITIONAL_SECONDARY","productive_capital_growth_candidate","conditional_secondary","G_TOT_GPIM_2017","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv",1902,2024,1932,"fully_supported","no","no","no","yes","not_applicable","not_applicable","secondary_growth","not_baseline_stock; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization"
1936,"DELTA_G_TOT",-2438853.5517806,"millions_2017_dollars","CONDITIONAL_SECONDARY","productive_capital_growth_candidate","conditional_secondary","G_TOT_GPIM_2017","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv",1902,2024,1932,"fully_supported","no","no","no","yes","not_applicable","not_applicable","secondary_growth","not_baseline_stock; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization"
1937,"DELTA_G_TOT",-2043767.55858029,"millions_2017_dollars","CONDITIONAL_SECONDARY","productive_capital_growth_candidate","conditional_secondary","G_TOT_GPIM_2017","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv",1902,2024,1932,"fully_supported","no","no","no","yes","not_applicable","not_applicable","secondary_growth","not_baseline_stock; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization"
1938,"DELTA_G_TOT",-3014024.26617061,"millions_2017_dollars","CONDITIONAL_SECONDARY","productive_capital_growth_candidate","conditional_secondary","G_TOT_GPIM_2017","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv",1902,2024,1932,"fully_supported","no","no","no","yes","not_applicable","not_applicable","secondary_growth","not_baseline_stock; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization"
1939,"DELTA_G_TOT",-2428342.55177079,"millions_2017_dollars","CONDITIONAL_SECONDARY","productive_capital_growth_candidate","conditional_secondary","G_TOT_GPIM_2017","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv",1902,2024,1932,"fully_supported","no","no","no","yes","not_applicable","not_applicable","secondary_growth","not_baseline_stock; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization"
1940,"DELTA_G_TOT",-2325945.0610016,"millions_2017_dollars","CONDITIONAL_SECONDARY","productive_capital_growth_candidate","conditional_secondary","G_TOT_GPIM_2017","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv",1902,2024,1932,"fully_supported","no","no","no","yes","not_applicable","not_applicable","secondary_growth","not_baseline_stock; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization"
1941,"DELTA_G_TOT",-2178003.22458561,"millions_2017_dollars","CONDITIONAL_SECONDARY","productive_capital_growth_candidate","conditional_secondary","G_TOT_GPIM_2017","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv",1902,2024,1932,"fully_supported","no","no","no","yes","not_applicable","not_applicable","secondary_growth","not_baseline_stock; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization"
1942,"DELTA_G_TOT",-2486262.9698963,"millions_2017_dollars","CONDITIONAL_SECONDARY","productive_capital_growth_candidate","conditional_secondary","G_TOT_GPIM_2017","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv",1902,2024,1932,"fully_supported","no","no","no","yes","not_applicable","not_applicable","secondary_growth","not_baseline_stock; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization"
1943,"DELTA_G_TOT",-2698456.50836629,"millions_2017_dollars","CONDITIONAL_SECONDARY","productive_capital_growth_candidate","conditional_secondary","G_TOT_GPIM_2017","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv",1902,2024,1932,"fully_supported","no","no","no","yes","not_applicable","not_applicable","secondary_growth","not_baseline_stock; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization"
1944,"DELTA_G_TOT",-2432200.8995454,"millions_2017_dollars","CONDITIONAL_SECONDARY","productive_capital_growth_candidate","conditional_secondary","G_TOT_GPIM_2017","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv",1902,2024,1932,"fully_supported","no","no","no","yes","not_applicable","not_applicable","secondary_growth","not_baseline_stock; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization"
1945,"DELTA_G_TOT",-1734933.3279284,"millions_2017_dollars","CONDITIONAL_SECONDARY","productive_capital_growth_candidate","conditional_secondary","G_TOT_GPIM_2017","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv",1902,2024,1932,"fully_supported","no","no","no","yes","not_applicable","not_applicable","secondary_growth","not_baseline_stock; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization"
