"year","DELTA_G_TOT","DLOG_G_TOT","DLOG_N_TOT","G_TOT_GPIM_2017","GROWTH_ARITH_G_TOT","GROWTH_ARITH_N_TOT","I_TOT_REAL_2017","L1_DLOG_G_TOT","L1_DLOG_N_TOT","L1_LOG_G_TOT","L1_LOG_N_TOT","LOG_G_TOT_GPIM_2017","LOG_I_TOT_REAL_2017","LOG_N_TOT_GPIM_2017","N_TOT_GPIM_2017"
2004,-392023.188359797,-0.0149646756332515,-0.0212055449953183,26001048.3218391,-0.0148532613268717,-0.0209822883040587,1202681.55661761,-0.0141169542108308,-0.0208969206064786,17.0886120908769,16.6964612285609,17.0736474152437,14.0000642521995,16.6752556835656,17457077.0075131
2005,-279334.254222002,-0.0108013167550673,-0.0155590632922618,25721714.0676171,-0.0107431919961235,-0.0154386464005862,1279366.86963607,-0.0149646756332515,-0.0212055449953183,17.0736474152437,16.6752556835656,17.0628460984886,14.0618758804277,16.6596966202734,17187563.3684063
2006,-160328.314137399,-0.00625269677725981,-0.0100764169351741,25561385.7534797,-0.00623318934795438,-0.0100258199341479,1353575.12093851,-0.0108013167550673,-0.0155590632922618,17.0628460984886,16.6596966202734,17.0565934017113,14.1182598877439,16.6496202033382,17015243.9529679
2007,-93124.4145791009,-0.00364982018346183,-0.00617727642955757,25468261.3389006,-0.00364316768571218,-0.00615823628310217,1415761.19204913,-0.00625269677725981,-0.0100764169351741,17.0565934017113,16.6496202033382,17.0529435815279,14.16317788933,16.6434429269086,16910460.0602909
2008,-155101.675205,-0.00610861824844022,-0.0090830452421109,25313159.6636956,-0.00608999857277635,-0.00904191899804936,1372420.1762314,-0.00364982018346183,-0.00617727642955757,17.0529435815279,16.6434429269086,17.0468349632794,14.1320862912803,16.6343598816665,16757557.050206
2009,-516317.841901999,-0.020608106148817,-0.0284876102813705,24796841.8217936,-0.0203972103349274,-0.0280856641833073,1070047.47876566,-0.00610861824844022,-0.0090830452421109,17.0468349632794,16.6343598816665,17.0262268571306,13.8832135781318,16.6058722713851,16286909.9303613
2010,-560134.099674203,-0.0228479672341813,-0.0283496958771359,24236707.7221194,-0.0225889290136096,-0.0279516139532001,1067780.07980769,-0.020608106148817,-0.0284876102813705,17.0262268571306,16.6058722713851,17.0033788898964,13.8810923595152,16.577522575508,15831664.5114973
2011,-496499.28734,-0.02069816289114,-0.0231605989106782,23740208.4347794,-0.0204854261986613,-0.0228944509149543,1138231.35194297,-0.0228479672341813,-0.0283496958771359,17.0033788898964,16.577522575508,16.9826807270053,13.9449861699686,16.5543619765973,15469207.2454368
2012,-417258.431581497,-0.0177323145645367,-0.0165715770810166,23322950.0031979,-0.0175760222463007,-0.0164350238389105,1236947.70379725,-0.02069816289114,-0.0231605989106782,16.9826807270053,16.5543619765973,16.9649484124408,14.0281573738417,16.5377903995163,15214970.455589
2013,-431659.899797201,-0.0186813610953926,-0.0177597451673108,22891290.1034007,-0.0185079460247531,-0.0176029703585863,1207938.12819373,-0.0177323145645367,-0.0165715770810166,16.9649484124408,16.5377903995163,16.9462670513454,14.0044254377825,16.520030654349,14947141.7816525
2014,-276698.720731501,-0.0121611590350703,-0.00910998002959928,22614591.3826692,-0.0120875109913702,-0.00906860988391014,1297798.58914309,-0.0186813610953926,-0.0177597451673108,16.9462670513454,16.520030654349,16.9341058923103,14.0761799940543,16.5109206743194,14811591.9839552
2015,-351445.836193997,-0.015662689116386,-0.0125960613445173,22263145.5464752,-0.0155406670961709,-0.0125170630010221,1264091.46320772,-0.0121611590350703,-0.00910998002959928,16.9341058923103,16.5109206743194,16.9184432031939,14.0498642112038,16.4983246129749,14626194.3539466
2016,-400324.494259402,-0.0181451199285476,-0.0182887177268434,21862821.0522158,-0.0179814884389858,-0.0181224940108414,1179855.11282214,-0.015662689116386,-0.0125960613445173,16.9184432031939,16.4983246129749,16.9002980832654,13.9809022031591,16.480035895248,14361131.2343658
2017,-265248.218778599,-0.0122065857471654,-0.01429692294586,21597572.8334372,-0.0121323875882759,-0.0141952072604121,1188774,-0.0181451199285476,-0.0182887177268434,16.9002980832654,16.480035895248,16.8880914975182,13.9884330819124,16.4657389723022,14157272
2018,-200764.603555899,-0.00933917678619167,-0.0108106473011276,21396808.2298813,-0.00929570211913243,-0.0107524222592742,1221537.25776901,-0.0122065857471654,-0.01429692294586,16.8880914975182,16.4657389723022,16.878752320732,14.0156206708677,16.4549283250011,14005047.0334166
2019,-243875.705308702,-0.0114632132428731,-0.01430106106125,21152932.5245726,-0.0113977609505385,-0.0141992866259578,1166406.42412687,-0.00933917678619167,-0.0108106473011276,16.878752320732,16.4549283250011,16.8672891074891,13.9694381478747,16.4406272639398,13806185.3563791
2020,-421150.9896193,-0.0201106868299306,-0.0258000001400553,20731781.5349533,-0.0199098157728279,-0.0254700240218145,1009463.44913627,-0.0114632132428731,-0.01430106106125,16.8672891074891,16.4406272639398,16.8471784206592,13.8249295091813,16.4148272637998,13454541.4837025
2021,-498440.1731392,-0.0243360565028929,-0.0288383527167859,20233341.3618141,-0.0240423222817991,-0.0284264960088814,974740.538419145,-0.0201106868299306,-0.0258000001400553,16.8471784206592,16.4148272637998,16.8228423641563,13.7899266001234,16.385988911083,13072076.0139147
2022,-425231.0538675,-0.0212403408469797,-0.0246018809031767,19808110.3079466,-0.0210163534664635,-0.0243017211673762,995397.322573427,-0.0243360565028929,-0.0288383527167859,16.8228423641563,16.385988911083,16.8016020233093,13.8108972556033,16.3613870301798,12754402.0675458
2023,-283745.1362436,-0.0144282837610419,-0.0163171232194124,19524365.171703,-0.0143246948766116,-0.0161847200885615,1063877.78003454,-0.0212403408469797,-0.0246018809031767,16.8016020233093,16.3613870301798,16.7871737395483,13.8774310738973,16.3450699069604,12547975.6401856
2024,-202222.534412298,-0.0104114563975912,-0.0144691676827122,19322142.6372907,-0.0103574447944347,-0.0143649923248126,1059177.7122413,-0.0144282837610419,-0.0163171232194124,16.7871737395483,16.3450699069604,16.7767622831507,13.8730034218752,16.3306007392777,12367724.0664224
