equation,alpha_r1,se_r1,t_r1,alpha_r2,se_r2,t_r2,diff
y,-0.0912449015601068,0.0559107477496614,-1.6319742667125987,-0.0165216915167846,0.036919053294702,-0.4475112453426753,0.0747232100433221
k_NR,0.0191623881339107,0.0084830088563969,2.25891407851832,0.0161682227442159,0.0056015107769801,2.886403934213685,-0.0029941653896947
k_ME,-0.0145557473512859,0.0188036314799955,-0.7740923537440734,-0.0196241604966146,0.012416436922865,-1.580498545478566,-0.0050684131453287
omega_kME,2.6936561351334016,0.9664720330366124,2.787101998875284,-1.3300541374078991,0.6381819941897262,-2.0841298399473254,-4.023710272541301
