year,y_t,K_ME_repaired,K_NRC_repaired,K_cap_repaired,k_ME,k_NRC,k_Kcap,g_K_ME,g_K_NRC,g_Kcap,ME_share,NRC_share,omega_NFC,omega_CORP,Q_omega,Q_MEshare,Q_q_if_retained,q_proxy_if_retained,ME_share_repaired,ME_NRC_ratio_repaired,log_ME_NRC_ratio_repaired,omega_NFC_centered,k_Kcap_centered,k_NRC_centered,tau_centered,inter_kKcap_omega,inter_kNRC_omega,inter_tau_omega,inter_kKcap_omega_orth,inter_kNRC_omega_orth,inter_tau_omega_orth
1941,13.254517321782451,70.395986360145,337681.083922172,337751.479908532,4.2541362496089965,12.729857190360528,12.730065637481337,0.1483846969866631,0.1341092200875291,0.1341121743271074,0.0002084253972157,0.9997915746027842,0.594511097780444,0.594639411049961,0.935819034068548,0.0002634052852842,2.7004324345855854e-06,2.9536282029858705e-06,0.00020842539721575528,0.0002084688474180855,-8.47572094075153,-0.027686577559390746,-1.3340627614799665,-1.2373515329260094,-3.825056124334851,0.03693563211481009,0.034258029184586994,0.10590271305541941,0.06942098980971288,0.06088686898738218,0.15753883160386029
1942,13.381110338079226,74.4882937974273,352064.125909297,352138.614203094,4.31064198280339,12.771568613866908,12.771780167414862,0.0565057331943936,0.0417114235063795,0.041714529933527,0.0002115311720811,0.9997884688279188,0.604405412159509,0.604140469603786,0.9606187850527244,0.0002720996527553,2.8236416466715494e-06,3.105774865436861e-06,0.00021153117208119214,0.00021157592698501144,-8.460926631063518,-0.017792263180325674,-1.2923482315464412,-1.1956401094196298,-3.8102618146468386,0.022993799856302743,0.02127314349574744,0.06779318099214184,0.05128391446228027,0.04525193762095327,0.109112447145813
1943,13.48757993765138,77.7312618111732,349583.290621392,349661.021883204,4.353257516368742,12.764497125915868,12.764719455252672,0.0426155335653515,-0.0070714879510411,-0.0070607121621897,0.0002223046234679,0.999777695376532,0.621900080256822,0.619827602868132,0.9563512524081964,0.0002706060920359,2.8017126643061363e-06,1.0773451386783854e-05,0.000222304623467976,0.00022235405380218305,-8.411239609547124,-0.0002975950830127472,-1.299408943708631,-1.2027115973706692,-3.760574793130444,0.00038669771247047614,0.00035792105765991805,0.001119128567737299,0.022001216032405905,0.02057769915359525,0.03313269724767964
1944,13.504730434266516,80.4073418592451,346320.399251678,346400.806593537,4.387105488673086,12.755119634955571,12.755351784170989,0.0338479723043443,-0.0093774909602952,-0.0093676710816836,0.0002321222708744,0.9997678777291256,0.627959009724536,0.62530531575709,0.950525497010678,0.0002685236154433,2.7007905153002364e-06,9.817647406508846e-06,0.00023212227087448484,0.0002321761641329463,-8.368014146282485,0.005761334384701278,-1.3087766147903146,-1.2120890883309663,-3.7173493298658054,-0.007540299712684378,-0.00698325054192242,-0.021416892514102115,0.011825833811936852,0.012014104085908351,0.008958443967657673
1945,13.428879961620815,84.1568751894496,348720.378718208,348804.535593398,4.432682618897158,12.76202567293545,12.762266974353857,0.0455771302240721,0.0069060379798795,0.0069151901828679,0.0002412723075583,0.9997587276924416,0.638440192180252,0.63547276857004,0.9548679529899684,0.0002701287850921,2.7686814142645847e-06,9.150036683899468e-06,0.0002412723075583843,0.00024133053393319065,-8.329343054038294,0.01624251684041733,-1.3018614246074467,-1.2051830503510867,-3.6786782376216136,-0.02114550611307615,-0.019575205991113055,-0.05975099322504581,-0.00588112952162579,-0.002957659119171469,-0.035768427849011054
1946,13.397830652031807,98.1300746469518,383743.749378331,383841.879452978,4.586293890912618,12.857730289485954,12.857985974510518,0.1536112720154596,0.0957046165505026,0.0957190001566612,0.0002556523399343,0.9997443476600656,0.663415069811751,0.660202066025877,1.0159788098452889,0.0002932231291371,3.6445137770442137e-06,1.4380032375963816e-05,0.0002556523399343481,0.00025571771476649087,-8.271436398573336,0.0412173944719163,-1.2061424244507855,-1.109478433800584,-3.6207715821566557,-0.04971404809790153,-0.045729810264042554,-0.1492387705944554,-0.04495121528632702,-0.0356915551489551,-0.1496320193980339
1947,13.46439726220545,115.768902979168,413306.628612868,413422.397515847,4.751595988308251,12.931945038631236,12.93222510356201,0.1653020973956334,0.0742147491452822,0.0742391290514916,0.0002800257162524,0.9997199742837476,0.644483720777999,0.644188764185941,1.0652301668277475,0.0003122025361938,4.71207485636802e-06,2.437337631807236e-05,0.0002800257162524205,0.0002801041526183827,-8.180349050322986,0.02228604543816426,-1.1319032953992938,-1.0352636846553018,-3.5296842339063064,-0.025225648272876523,-0.02307193351670941,-0.07866270321920794,-0.013850654927069203,-0.009729130770091545,-0.07074392568726079
1948,13.539171904972918,135.530662312505,444500.973896121,444636.504558433,4.9091979048491945,13.004707524926092,13.00501238366087,0.1576019165409432,0.0727624862948577,0.0727872800988613,0.0003048122700746,0.9996951877299254,0.624581372598025,0.623778780389284,1.1121403839311723,0.0003325848464375,6.486146625386508e-06,2.478655382221021e-05,0.0003048122700746307,0.00030490520892352026,-8.0955096200769,0.0023836972581903204,-1.0591160153004324,-0.9625011983604459,-3.44484480366022,-0.002524611941777098,-0.002294311467536693,-0.00821146711337604,0.015849987647688725,0.014582824671922866,0.00860243170628156
1949,13.530015425747829,160.673380093393,474206.67241494,474367.345795034,5.079373609323179,13.069398523402132,13.069737291655418,0.1701757044739844,0.0646909984760384,0.0647249079945471,0.0003387108777989,0.999661289122201,0.622946489496739,0.620869516577869,1.1525663558076875,0.0003523137925737,8.090454041030953e-06,3.389860772431757e-05,0.00033871087779894826,0.00033882564172947924,-7.990024914078954,0.0007488141569043094,-0.9943911073058853,-0.8978101998844057,-3.339360097662274,-0.0007446141386503992,-0.0006722929878865307,-0.002500560116130868,0.017665447200958195,0.015821996331153564,0.012495508035054767
1950,13.65173907964876,191.075648248835,499390.023001601,499581.09864985,5.252669413763962,13.121142678657884,13.1215252235512,0.1732958044407828,0.0517441552557524,0.0517879318957827,0.0003824717323478,0.9996175282676522,0.609475288313768,0.608547071813662,1.1848274661804616,0.0003698549284455,9.845992829219768e-06,4.376085454887128e-05,0.00038247173234781954,0.0003826180729450064,-7.868473264893923,-0.012722387026066762,-0.9426031754101025,-0.8460660446286532,-3.2178084484772427,0.01199216240956682,0.0107639796693792,0.04093820445727489,0.03511686076317409,0.029621943181213126,0.06389129044487285
1951,13.706033804433458,223.385955819529,537159.144672408,537382.530628227,5.408901019034664,13.194049688379463,13.194465467430518,0.156231605270702,0.0729070097215807,0.0729402438793176,0.0004156926269232,0.9995843073730768,0.618138626346099,0.61656915566416,1.2292827423484851,0.0003977525098799,1.3037920232381786e-05,3.322089457546252e-05,0.00041569262692328206,0.00041586549914506845,-7.785148669344801,-0.00405904899373577,-0.8696629315307849,-0.7731590349070743,-3.1344838529281214,0.0035300044471193322,0.0031382904026372787,0.01272302352910891,0.022646959395639737,0.01925874018759606,0.025381388544680042
1952,13.74332258758078,256.192001218301,568759.0512566,569015.243257818,5.54592716812553,13.251212163417986,13.251662502306433,0.1370261490908664,0.0571624750385204,0.0571970348759141,0.0004502375011107,0.9995497624988892,0.63357057934292,0.630758818009814,1.2646384389177527,0.0004215288955597,1.493805689802358e-05,3.4544874187424665e-05,0.00045023750111070673,0.00045044030622858267,-7.7052849952924545,0.011372904003085327,-0.8124658966548708,-0.715996559868552,-3.0546201788757745,-0.00924009664843649,-0.008142960141924378,-0.034739902060241516,0.003405851648602354,0.003934776318108277,-0.03544119572599653
1953,13.814745265202456,304.949333183403,612588.054654126,612893.00398731,5.720145642097684,13.325447973768766,13.32594565480158,0.1742184739721537,0.07423581035078,0.0742831524951466,0.0004975572101484,0.9995024427898516,0.644071883964771,0.640512658711947,1.3117020588795212,0.0004549739565138,1.75041590552137e-05,4.731970903770164e-05,0.0004975572101484084,0.0004978048965639408,-7.605302331671083,0.021874208624936275,-0.7381827441597224,-0.641760749517772,-2.9546375152544027,-0.016147163349077728,-0.014038008522247215,-0.06463035741973815,-0.008229433644893026,-0.005116456033893355,-0.07642238375130814
1954,13.804742793102942,356.913269698581,661175.204736257,661532.118005955,5.877492810243664,13.401774143826962,13.40231381465546,0.1573471681459803,0.0763261700581967,0.0763681598538799,0.0005395252323869,0.999460474767613,0.642039314043351,0.639122132791917,1.3608886434715324,0.0004929714850748,2.1117878159243983e-05,4.196802223852133e-05,0.0005395252323869297,0.0005398164769971279,-7.524281333583299,0.019841638703516296,-0.6618145843058425,-0.5654345794595752,-2.873616517166619,-0.013131485870514353,-0.011219148636111568,-0.057017260706076885,-0.005132003335920225,-0.00272655171599559,-0.07236615995121609
1955,13.917890235334688,426.252028320819,722052.935677697,722479.187706018,6.05503078711032,13.489853733300476,13.490443892610598,0.177537976866656,0.0880795894735122,0.0881300779551388,0.0005899852003685,0.9994100147996317,0.622858846487424,0.620572321079935,1.4174716182684368,0.0005405198858638,2.4816523230747867e-05,5.045996798158832e-05,0.000589985200368518,0.00059033348838995,-7.434822946190155,0.0006611711475892346,-0.5736845063507054,-0.4773549899860612,-2.784158129773475,-0.00037930364341805944,-0.00031561334653653164,-0.0018408050257322256,0.014200746393834026,0.011377247669681059,-0.010161733549131403
1956,13.951835295565536,493.895186465906,785782.233501748,786276.128688214,6.202323321530077,13.574434976410515,13.5750633184805,0.1472925344197566,0.0845812431100423,0.0846194258699011,0.0006281447044435,0.9993718552955564,0.635535528362412,0.632565896030042,1.4701775762561915,0.0005904440947908,2.9086416750763465e-05,3.815950407506919e-05,0.0006281447044435872,0.0006285395182134866,-7.37211165488044,0.013337853022577284,-0.48906508048080255,-0.3927737468760224,-2.72144683846376,-0.006523078161927875,-0.00523875850695936,-0.036298257940187255,0.002395683392744873,0.0027018075520318452,-0.05947857033872822
1957,13.965258990676592,573.023439240968,837883.849044663,838456.872483904,6.350926622057805,13.63863476489903,13.639318424794896,0.1486033005277276,0.0641997884885121,0.0642551063143983,0.0006834262536884,0.9993165737463116,0.638957571161781,0.636319512651866,1.5110139791976955,0.0006308055995556,3.153835974201175e-05,5.528154924481392e-05,0.0006834262536884011,0.0006838936445598239,-7.2877081428412245,0.016759895821946258,-0.42480997416640776,-0.32857395838750847,-2.6370433264245445,-0.007119770911152675,-0.0055068653123791465,-0.044196571428833986,-0.00010959318439358878,0.0009464866934074476,-0.0732497189925036
1958,13.926631450747108,654.769049903866,882814.293672726,883469.06272263,6.484282577892202,13.690870144525809,13.691611553402844,0.1333559558343973,0.0522353796267793,0.0522931286079479,0.0007411341013866,0.9992588658986132,0.640702916019947,0.638462646643123,1.5444270696414806,0.0006665440965338,3.442920490631741e-05,5.770784769827577e-05,0.0007411341013866769,0.0007416837885348056,-7.206587566633607,0.018505240680112278,-0.37251684555845976,-0.2763385787607291,-2.5559227502169266,-0.006893513884455513,-0.005113711909167455,-0.04729796565253872,-0.0010360535010676374,0.00035763866335906773,-0.08000941080292391
1959,14.033301409105135,763.655209530614,923746.864487183,924510.519696713,6.638116390875742,13.736193356908268,13.737019708540377,0.1538338129835397,0.0453232123824598,0.0454081551375296,0.0008260102976233,0.9991739897023766,0.628716570650273,0.627209980309345,1.5735202070491818,0.0007001976287873,3.7049611807253646e-05,8.487619623668782e-05,0.0008260102976233647,0.0008266931546821068,-7.098076966032527,0.006518895310438255,-0.3271086904209266,-0.23101536637826925,-2.4474121496158467,-0.0021323873079885773,-0.0015059649885224749,-0.015954423584840352,0.007926208681352237,0.00607675113840376,-0.04150153359059125
1960,14.066641191578196,885.900392347203,969774.776974673,970660.67736702,6.786604520297676,13.784819134833697,13.785732229316602,0.148488129421934,0.0486257779254266,0.0487125207762275,0.0009126777389914,0.9990873222610084,0.638652100649948,0.635886474211265,1.604146576059342,0.0007404346725716,4.118414527984047e-05,8.666744136804575e-05,0.0009126777389914105,0.0009135114805840527,-6.99821461453602,0.01645442531011332,-0.2783961696447008,-0.1823895884528408,-2.3475497981193403,-0.004580848980040367,-0.0030011158605395757,-0.03862758281492629,0.001202354433931724,0.0018432322370526104,-0.07231352935753185
1961,14.090288985320376,1006.73173475824,1013914.48075591,1014921.21249067,6.914464456788973,13.829329121071554,13.83032154428329,0.1278599364912969,0.044509986237859,0.0445893149666876,0.0009919309226847,0.9990080690773152,0.635335355670866,0.633416361922592,1.632623635729359,0.0007811303477386,4.50485871203572e-05,7.92531836933851e-05,0.0009919309226847956,0.00099291582659682,-6.9148646642825815,0.013137680331031243,-0.2338068546780132,-0.13787960221498352,-2.2641998478659016,-0.0030716797159636143,-0.0018114181380702009,-0.02974633380683179,0.0035799081895180646,0.00325063547808535,-0.0628482295553518
1962,14.17163414993644,1177.97682950164,1057082.33597316,1058260.31280266,7.071553694664641,13.871023157725135,13.872136903483486,0.1570892378756685,0.0416940366535829,0.0418153592001964,0.0011131257737351,0.998886874226265,0.628948763920103,0.628060723321923,1.6591904118393208,0.0008226082955725,4.836258746425524e-05,0.0001211948510503,0.0011131257737351267,0.0011143662034775968,-6.799469463060495,0.006751088580268294,-0.1919914954778168,-0.09618556556140234,-2.148804646643815,-0.0012961515926289207,-0.0006493572732482306,-0.014506770511184507,0.007432064338905064,0.005336521437140515,-0.04359311976266053
1963,14.231417625231522,1348.8447582032,1097406.44429993,1098755.28905813,7.2070037704182575,13.908460175924317,13.90968854167472,0.1354500757536163,0.0374370181991778,0.0375516381912337,0.001227611618015,0.9987723883819848,0.621930029689577,0.623085274875336,1.682808468262872,0.0008644079918891,5.291365266153774e-05,0.0001144858442798,0.0012276116180150055,0.0012291205006215089,-6.701456405506058,-0.0002676456502577196,-0.15443985728658305,-0.058748547362220904,-2.0507915890893784,4.1335156029176934e-05,1.572379316045805e-05,0.0005488854484048888,0.011128892557519442,0.007112991563814755,-0.024263177029553204
1964,14.299198256799162,1651.37963359648,1142818.90215222,1144470.28178581,7.409366359096621,13.94900848941217,13.950452451926502,0.2023625886783637,0.0405483134878554,0.0407639102517816,0.0014429205020681,0.998557079497932,0.619047357779893,0.619666202050873,1.7081607681760258,0.0009144502417099,5.7580543342862165e-05,0.0002153088840531,0.001442920502068161,0.0014450055301732498,-6.539642130315549,-0.003150317559941773,-0.11367594703480144,-0.0182002338743672,-1.8889773138988692,0.0003581153320867459,5.733651636946608e-05,0.005950878402307251,0.012181947766441485,0.007322452396225939,-0.015492858108845445
1965,14.379846047706932,2108.22574391432,1184618.66935368,1186726.89509759,7.653601993071035,13.984931482749506,13.98670956716787,0.244235633974414,0.0359229933373352,0.0362571152413675,0.0017765045627797,0.9982234954372204,0.61236559273945,0.61320930583774,1.7306056395669154,0.0009667663766375,6.538702236446768e-05,0.0003335840607115,0.0017765045627797483,0.0017796661478115601,-6.3313294896784695,-0.009832082600384706,-0.0774188317934339,0.017722759462968085,-1.6806646732617896,0.0007611883490183317,-0.00017425163494665192,0.01652443389105849,0.014826421836781657,0.008145647133098349,0.0030437595082752327
1966,14.451122900904553,2656.04928858402,1219393.83412396,1222049.88341254,7.88459506787294,14.01386443595952,14.01604023900371,0.2309930748019049,0.0289329532100133,0.0293306718358401,0.0021734377005683,0.9978265622994316,0.620003181239775,0.620370250919177,1.748566733811116,0.0010188724489833,7.517126697886622e-05,0.0003969331377886,0.002173437700568383,0.0021781718213231623,-6.12926936808658,-0.002194494100059674,-0.048088159957593746,0.046655712672983185,-1.4786045516698998,0.00010552918330966534,-0.00010238568619494096,0.0032447889649609746,0.010958736982273704,0.0062093301019088476,-0.01136890249092838
1967,14.47934375131303,3325.59961016234,1251286.30998354,1254611.9095937,8.109405270715165,14.03968262815839,14.042336847341394,0.2248102028422245,0.0258181921988711,0.0262966083376845,0.002650699857647,0.9973493001423528,0.628388720851657,0.627922601451223,1.7648707146362967,0.0010760264889415,8.560926223954212e-05,0.0004772621570786,0.002650699857647065,0.0026577447412543705,-5.930277357443225,0.006191045511822257,-0.0217915516199092,0.07247390487185257,-1.2796125410265446,-0.0001349124878520819,0.0004486892434811161,-0.007922139478993864,0.007245959808288994,0.004623758031221099,-0.023960766753626975
1968,14.542228385456964,4222.45407557716,1299608.55997331,1303831.01404889,8.348171772501356,14.077573669376898,14.080817422617862,0.2387665017861913,0.0378910412185078,0.038480575276468,0.0032384979572351,0.9967615020427648,0.627992500156573,0.627513553497346,1.7890514741119123,0.001178026944349,0.0001039745846016,0.000587798099588,0.003238497957235154,0.003249019901549338,-5.729401896875541,0.00579482481673832,0.016689023656558888,0.1103649460903604,-1.0787370804588612,9.670996845216034e-05,0.0006395455285024072,-0.00625109240457885,0.007276833886387735,0.004467151026029384,-0.01898630145440864
1969,14.581441548647952,5230.64995915863,1338380.98637691,1343611.63633607,8.562290824511184,14.106971222320212,14.11087179724847,0.2141190520098277,0.0293975529433137,0.0300543746306072,0.0038929775671057,0.9961070224328942,0.641990534144692,0.639045260076559,1.8079253959768296,0.0012753579751962,0.0001216404888937,0.0006544796098706,0.0038929775671057987,0.003908192071166792,-5.544680397809029,0.01979285880485726,0.046743398287166116,0.1397624990336741,-0.8940155813923489,0.0009251854823570856,0.002766299409587511,-0.017695124171841138,0.0024360497596423495,0.0031842724491198938,-0.03645954961642036
1970,14.572686442226964,6217.04736451688,1369218.28802709,1375435.33539161,8.735050372788955,14.129750542273396,14.134280846530746,0.1727595482777708,0.0227793199531856,0.0234090492822769,0.0045200579078817,0.9954799420921182,0.653676971146293,0.650208208427336,1.822953784029378,0.0013664888789194,0.0001369612343355,0.0006270803407759,0.004520057907881794,0.004540581599647664,-5.394700169484443,0.03147929580645825,0.07015244756944305,0.16254181898685793,-0.7440353530677628,0.0022083496485855512,0.005116702000807093,-0.023421708969682712,-0.0009983900860165416,0.002708320255485219,-0.047186731956746
1971,14.611350599152267,7486.01536947539,1400896.05825014,1408382.07361962,8.920791941558097,14.152622631453458,14.157952137993746,0.1857415687691421,0.0228720891800602,0.0236712914629997,0.0053153299162889,0.9946846700837112,0.64098353494678,0.63797240824182,1.8384271621360329,0.0014734844870865,0.0001518050358527,0.0007952720084071,0.005315329916288938,0.005343733623482513,-5.231830689895359,0.018785859606945232,0.09382373903244279,0.18541390816691994,-0.5811658734786791,0.0017625595892621377,0.003483159647998794,-0.010917700507518162,0.003229019152545056,0.003598760416879285,-0.022931651161444296
1972,14.684298696393933,8839.47912381149,1426906.26096577,1435745.74008958,9.086983231249922,14.171019204718815,14.177194951694164,0.1661912896918256,0.0183965732653597,0.0192428137004174,0.0061567162464713,0.9938432837535288,0.641336309259143,0.638789360651219,1.8507614888840485,0.0015757663904219,0.0001671083069516,0.0008413863301823,0.006156716246471302,0.006194856218395653,-5.084035973468894,0.019138633919308257,0.11306655273286026,0.20381048143227787,-0.4333711570522141,0.002163939361272375,0.0039006541930503387,-0.00829413192600937,0.003317753661884462,0.0037278975832674534,-0.01735471651047446
1973,14.74347014318556,10780.0928121155,1460458.16232414,1471238.25513626,9.285456454084136,14.194260754267574,14.20161495460973,0.1984732228342132,0.0232415495487572,0.0244200029155656,0.0073272243801987,0.9926727756198012,0.64395880536602,0.641378772213877,1.8664229234260148,0.001726113419111,0.0001876549635878,0.0011705081337274,0.007327224380198789,0.007381308886630689,-4.908804300183439,0.021761130026185294,0.13748655564842593,0.22705203098103688,-0.258139483766759,0.002991862814317757,0.004940908768887795,-0.00561740687114079,0.0029109935232371244,0.0039260397524079685,-0.012795889935752348
1974,14.728265044687175,12875.7376995495,1505275.57442061,1518151.31212016,9.463100020942912,14.224486545330585,14.23300391057366,0.1776435668587765,0.0302257910630103,0.0313889559639317,0.0084811952515905,0.9915188047484096,0.654104621464026,0.648983395516306,1.886636118010235,0.0019561073425189,0.0002243959918528,0.0011539708713917,0.008481195251590577,0.00855374120084653,-4.761386524387673,0.031906946124191315,0.16887551161235592,0.25727782204404726,-0.11072170797099279,0.005388301850710685,0.008208949606908697,-0.003532791571008911,0.0011101198075437703,0.004620516884356914,-0.015517250211774202
1975,14.714326694571575,14972.9309034757,1547382.37649219,1562355.30739567,9.613999243385583,14.252075271923283,14.261705053037977,0.1508992224426713,0.0275887265926986,0.0287011424643139,0.0095835632474885,0.9904164367525116,0.6334561606626,0.629506651683764,1.90540966793744,0.0021995273357025,0.0002575162742323,0.0011023679958979,0.0095835632474885,0.009676296648420096,-4.6380760285377,0.0112584853227653,0.19757665407667346,0.2848665486367459,0.012588787878979879,0.002224413860043305,0.0032071658567736105,0.00014173068356690066,0.005638192517745555,0.0038347717735243707,0.0034100320916125616
1976,14.793034479381133,17301.8198134482,1579822.06833701,1597123.88815046,9.758566966482428,14.272822783685031,14.283714999736512,0.1445677230968431,0.0207475117617477,0.022009946698537,0.0108331106571103,0.9891668893428897,0.630753371060034,0.627960062834082,1.919352004269484,0.0024104610519618,0.0002817793350642,0.0012495474096218,0.010833110657110321,0.010951752200588548,-4.514255817202604,0.008555695720199319,0.21958660077520875,0.3056140603984936,0.13640899921407623,0.00187871614046557,0.0026147409085841276,0.0011670738907725443,0.0061317006085549585,0.003597733745633805,0.008380039006236503
1977,14.864403050489017,19862.356988509,1610982.38327681,1630844.74026532,9.896581610743985,14.29235472682732,14.30460868410164,0.1380146442615579,0.0195319431422902,0.0208936843651272,0.0121791832772981,0.987820816722702,0.630403843120234,0.626112863168844,1.932530766116652,0.0026368046467239,0.0003078869842401,0.0013460726201878,0.012179183277298139,0.012329344625177142,-4.395773116083338,0.008206167780399287,0.24048028514033604,0.32514600354078205,0.2548917003333422,0.001973421567739859,0.0026682026581819583,0.002091684058766663,0.0061691860174427245,0.003503976588750721,0.011614174625092845
