"run_id","det_tag","p","stage","fail_code","fail_msg"
1,"SR_none__LR_trend",1,"BETA_EXTRACT","BETA_FAIL","Could not extract/normalize beta"
1,"SR_none__LR_trend",2,"BETA_EXTRACT","BETA_FAIL","Could not extract/normalize beta"
1,"SR_none__LR_trend",3,"BETA_EXTRACT","BETA_FAIL","Could not extract/normalize beta"
1,"SR_none__LR_trend",4,"BETA_EXTRACT","BETA_FAIL","Could not extract/normalize beta"
1,"SR_none__LR_trend",5,"BETA_EXTRACT","BETA_FAIL","Could not extract/normalize beta"
1,"SR_none__LR_trend",6,"BETA_EXTRACT","BETA_FAIL","Could not extract/normalize beta"
1,"SR_none__LR_trend",7,"BETA_EXTRACT","BETA_FAIL","Could not extract/normalize beta"
