"cell_id","det_tag","unit_root_count","unstable_count","max_mod_all","max_mod_nonunit","stability_margin"
"p01_K_only_const_both","SR_const__LR_both",1,0,0.999999999999997,0.950188194616082,0.0498118053839179
"p01_K_short_const_both","SR_const__LR_both",1,0,1,0.942343997823735,0.0576560021762645
"p01_Y_only_const_both","SR_const__LR_both",1,0,0.999999999999998,0.96711471512704,0.0328852848729604
"p01_Y_short_const_both","SR_const__LR_both",1,0,1,0.942343997823735,0.0576560021762645
"p01_sym_const_both","SR_const__LR_both",1,0,1,0.942343997823735,0.0576560021762645
"p02_K_only_const_both","SR_const__LR_both",1,0,1,0.961347185211571,0.038652814788429
"p02_K_short_const_both","SR_const__LR_both",1,0,1,0.967909795492759,0.0320902045072414
"p02_Y_only_const_both","SR_const__LR_both",1,0,1,0.970602433639412,0.0293975663605882
"p02_Y_short_const_both","SR_const__LR_both",1,0,1,0.961718147605311,0.0382818523946885
"p02_sym_const_both","SR_const__LR_both",1,0,0.999999999999999,0.96633010135871,0.0336698986412898
"p03_K_only_const_both","SR_const__LR_both",1,0,0.99999999999999,0.995876050569655,0.00412394943034533
"p03_K_short_const_both","SR_const__LR_both",1,1,1.00271019744328,1.00271019744328,-0.00271019744328416
"p03_Y_only_const_both","SR_const__LR_both",1,1,1.00264675507924,1.00264675507924,-0.00264675507923751
"p03_Y_short_const_both","SR_const__LR_both",2,0,1.00000000000001,0.414726571930009,0.585273428069991
"p03_sym_const_both","SR_const__LR_both",2,0,1.00056946354178,0.614400914904733,0.385599085095267
"p04_K_only_const_both","SR_const__LR_both",1,0,0.999999999999997,0.989396139035151,0.0106038609648493
"p04_K_short_const_both","SR_const__LR_both",1,1,1.00841605650995,1.00841605650995,-0.00841605650994537
"p04_Y_only_const_both","SR_const__LR_both",1,1,1.01893384998495,1.01893384998495,-0.0189338499849465
"p04_Y_short_const_both","SR_const__LR_both",2,0,1.00035475245139,0.572081167416585,0.427918832583415
"p04_sym_const_both","SR_const__LR_both",1,1,1.00257030431664,1.00257030431664,-0.00257030431663563
"p05_K_only_const_both","SR_const__LR_both",1,0,0.999999999999993,0.973776003123738,0.0262239968762621
"p05_K_short_const_both","SR_const__LR_both",1,1,1.00460272047752,1.00460272047752,-0.00460272047752053
"p05_Y_only_const_both","SR_const__LR_both",1,1,1.01678824840057,1.01678824840057,-0.0167882484005717
"p05_Y_short_const_both","SR_const__LR_both",1,0,1,0.981964375165707,0.0180356248342929
"p05_sym_const_both","SR_const__LR_both",1,0,0.999999999999989,0.987568655223228,0.0124313447767721
"p06_K_only_const_both","SR_const__LR_both",1,0,1,0.923880458622762,0.0761195413772384
"p06_K_short_const_both","SR_const__LR_both",1,0,1,0.948981284347156,0.0510187156528442
"p06_Y_only_const_both","SR_const__LR_both",1,0,1,0.972839348349053,0.0271606516509474
"p06_Y_short_const_both","SR_const__LR_both",1,0,1,0.865411982307097,0.134588017692903
"p06_sym_const_both","SR_const__LR_both",1,0,0.999999999999998,0.90001650404949,0.0999834959505104
"p07_K_only_const_both","SR_const__LR_both",1,0,1,0.929815193711484,0.0701848062885158
"p07_K_short_const_both","SR_const__LR_both",1,0,1,0.856415757217695,0.143584242782305
"p07_Y_only_const_both","SR_const__LR_both",1,0,0.999999999999999,0.931651106159792,0.0683488938402083
"p07_Y_short_const_both","SR_const__LR_both",1,0,0.999999999999998,0.916262677725952,0.0837373222740482
"p07_sym_const_both","SR_const__LR_both",1,0,0.999999999999997,0.97005240016547,0.0299475998345303
