"year","ECT","series","window_tag","window_start","window_end"
1947,0.564028260735852,"p=6","shaikh_window",1947,2011
1948,0.592909193431043,"p=6","shaikh_window",1947,2011
1949,0.533104789725972,"p=6","shaikh_window",1947,2011
1950,0.535352981006544,"p=6","shaikh_window",1947,2011
1951,0.571612711436608,"p=6","shaikh_window",1947,2011
1952,0.546508101092944,"p=6","shaikh_window",1947,2011
1953,0.551357069833873,"p=6","shaikh_window",1947,2011
1954,0.495954924153104,"p=6","shaikh_window",1947,2011
1955,0.515298671654307,"p=6","shaikh_window",1947,2011
1956,0.474734368020325,"p=6","shaikh_window",1947,2011
1957,0.442046890566003,"p=6","shaikh_window",1947,2011
1958,0.388285041411693,"p=6","shaikh_window",1947,2011
1959,0.449386544056452,"p=6","shaikh_window",1947,2011
1960,0.461736925068316,"p=6","shaikh_window",1947,2011
1961,0.454731398893887,"p=6","shaikh_window",1947,2011
1962,0.500521163534739,"p=6","shaikh_window",1947,2011
1963,0.52300820089808,"p=6","shaikh_window",1947,2011
1964,0.541794551185009,"p=6","shaikh_window",1947,2011
1965,0.566808907596092,"p=6","shaikh_window",1947,2011
1966,0.574603489082319,"p=6","shaikh_window",1947,2011
1967,0.546185002431952,"p=6","shaikh_window",1947,2011
1968,0.550662918534974,"p=6","shaikh_window",1947,2011
1969,0.537124536366334,"p=6","shaikh_window",1947,2011
1970,0.474270219447797,"p=6","shaikh_window",1947,2011
1971,0.45393640996285,"p=6","shaikh_window",1947,2011
1972,0.471906638064109,"p=6","shaikh_window",1947,2011
1973,0.466568964964103,"p=6","shaikh_window",1947,2011
1974,0.349912218965633,"p=6","shaikh_window",1947,2011
1975,0.314546116481321,"p=6","shaikh_window",1947,2011
1976,0.334429403240361,"p=6","shaikh_window",1947,2011
1977,0.347439178332561,"p=6","shaikh_window",1947,2011
1978,0.35367068186368,"p=6","shaikh_window",1947,2011
1979,0.321532475563901,"p=6","shaikh_window",1947,2011
1980,0.262261740904965,"p=6","shaikh_window",1947,2011
1981,0.260769478450857,"p=6","shaikh_window",1947,2011
1982,0.231746149020745,"p=6","shaikh_window",1947,2011
1983,0.264254817170135,"p=6","shaikh_window",1947,2011
1984,0.318356257851766,"p=6","shaikh_window",1947,2011
1985,0.32824815952673,"p=6","shaikh_window",1947,2011
1986,0.32397856312736,"p=6","shaikh_window",1947,2011
1987,0.339807457859147,"p=6","shaikh_window",1947,2011
1988,0.35848944629431,"p=6","shaikh_window",1947,2011
1989,0.350598868607106,"p=6","shaikh_window",1947,2011
1990,0.337790096145833,"p=6","shaikh_window",1947,2011
1991,0.333874843010706,"p=6","shaikh_window",1947,2011
1992,0.339747096468013,"p=6","shaikh_window",1947,2011
1993,0.33668802171171,"p=6","shaikh_window",1947,2011
1994,0.353444771823073,"p=6","shaikh_window",1947,2011
1995,0.362056815805424,"p=6","shaikh_window",1947,2011
1996,0.369848996085731,"p=6","shaikh_window",1947,2011
1997,0.387679503740594,"p=6","shaikh_window",1947,2011
1998,0.393003062256867,"p=6","shaikh_window",1947,2011
1999,0.401638685815657,"p=6","shaikh_window",1947,2011
2000,0.404803509031057,"p=6","shaikh_window",1947,2011
2001,0.355932516700815,"p=6","shaikh_window",1947,2011
2002,0.327445370218863,"p=6","shaikh_window",1947,2011
2003,0.326595257936079,"p=6","shaikh_window",1947,2011
2004,0.316962647448722,"p=6","shaikh_window",1947,2011
2005,0.308073084793584,"p=6","shaikh_window",1947,2011
2006,0.294163236329645,"p=6","shaikh_window",1947,2011
2007,0.262875358293275,"p=6","shaikh_window",1947,2011
2008,0.186603724276404,"p=6","shaikh_window",1947,2011
2009,0.17891190323223,"p=6","shaikh_window",1947,2011
2010,0.204259791172078,"p=6","shaikh_window",1947,2011
2011,0.213573245789124,"p=6","shaikh_window",1947,2011
