"cell_id","det_tag","unit_root_count","unstable_count","max_mod_all","max_mod_nonunit","stability_margin"
"p01_K_only_const_none","SR_const__LR_none",1,0,1,0.918181972514212,0.0818180274857881
"p01_K_short_const_none","SR_const__LR_none",1,0,1,0.89960159439198,0.10039840560802
"p01_Y_only_const_none","SR_const__LR_none",1,0,1,0.944429162081275,0.0555708379187251
"p01_Y_short_const_none","SR_const__LR_none",1,0,1,0.89960159439198,0.10039840560802
"p01_sym_const_none","SR_const__LR_none",1,0,1,0.89960159439198,0.10039840560802
"p02_K_only_const_none","SR_const__LR_none",1,0,1,0.977800362569455,0.0221996374305446
"p02_K_short_const_none","SR_const__LR_none",1,0,1,0.987280064651032,0.0127199353489682
"p02_Y_only_const_none","SR_const__LR_none",1,0,0.999999999999998,0.990184129978882,0.00981587002111839
"p02_Y_short_const_none","SR_const__LR_none",1,0,1,0.978743118444318,0.021256881555682
"p02_sym_const_none","SR_const__LR_none",1,0,0.999999999999994,0.985076680222778,0.0149233197772217
"p03_K_only_const_none","SR_const__LR_none",1,0,1,0.931389405164643,0.0686105948353575
"p03_K_short_const_none","SR_const__LR_none",1,0,1,0.959919660691831,0.0400803393081689
"p03_Y_only_const_none","SR_const__LR_none",1,0,1,0.971736460320279,0.0282635396797208
"p03_Y_short_const_none","SR_const__LR_none",1,0,1,0.944153342204593,0.0558466577954065
"p03_sym_const_none","SR_const__LR_none",1,0,0.999999999999999,0.953456521628128,0.0465434783718721
"p04_K_only_const_none","SR_const__LR_none",1,0,1,0.826840762468447,0.173159237531553
"p04_K_short_const_none","SR_const__LR_none",1,0,1,0.753192201044052,0.246807798955948
"p04_Y_only_const_none","SR_const__LR_none",1,0,0.999999999999997,0.956601100421629,0.0433988995783713
"p04_Y_short_const_none","SR_const__LR_none",1,0,1,0.812812504976406,0.187187495023594
"p04_sym_const_none","SR_const__LR_none",1,0,1,0.90945681916195,0.0905431808380498
"p05_K_only_const_none","SR_const__LR_none",1,0,1,0.895362188769885,0.104637811230115
"p05_K_short_const_none","SR_const__LR_none",1,0,0.999999999999999,0.678353790041516,0.321646209958484
"p05_Y_only_const_none","SR_const__LR_none",1,0,1,0.947694994919745,0.0523050050802548
"p05_Y_short_const_none","SR_const__LR_none",1,0,0.999999999999999,0.892160597495067,0.107839402504933
"p05_sym_const_none","SR_const__LR_none",1,0,1,0.927519743016625,0.0724802569833749
"p06_K_only_const_none","SR_const__LR_none",1,0,1,0.933744175108628,0.0662558248913717
"p06_K_short_const_none","SR_const__LR_none",1,0,1,0.908025106078489,0.091974893921511
"p06_Y_only_const_none","SR_const__LR_none",1,0,1,0.958805875572134,0.0411941244278655
"p06_Y_short_const_none","SR_const__LR_none",1,0,1,0.897579364386836,0.102420635613164
"p06_sym_const_none","SR_const__LR_none",1,0,0.999999999999997,0.914810275935978,0.0851897240640224
"p07_K_only_const_none","SR_const__LR_none",1,0,1,0.937775306136343,0.0622246938636574
"p07_K_short_const_none","SR_const__LR_none",1,0,1,0.80733854743538,0.19266145256462
"p07_Y_only_const_none","SR_const__LR_none",1,0,0.999999999999999,0.947313409116434,0.0526865908835659
"p07_Y_short_const_none","SR_const__LR_none",1,0,1,0.925324706348947,0.0746752936510525
"p07_sym_const_none","SR_const__LR_none",1,0,1,0.962367339897469,0.0376326601025306
