spec,basis,window,DSR,DLR,det_tag,include,LRinclude,p,r,m,status,PIC_star,logdet_Sigma,logLik_ML,Cn,T_eff,df_LR,df_SR,d_det,k_total,PIC_obs,BIC_obs,common_p_max,comparable_p,computed_comparable,r0_path,fail_code,fail_msg,runtime_sec
Q3,raw,full,none,const,SR_none__LR_const,none,const,1,0,6,runtime_fail,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,7,FALSE,FALSE,SP_Sigma0,R0_VAR_DIFF_FAIL,'x' must be a matrix,0
Q3,raw,full,none,const,SR_none__LR_const,none,const,1,1,6,computed,-44.062495914572295,-44.58127757192835,1336.3697358585966,4.574710978503383,97,11,0,0,12,-2589.2669059617456,-2617.8429399751526,7,TRUE,TRUE,NA,NA,NA,0
Q3,raw,full,none,const,SR_none__LR_const,none,const,1,2,6,computed,-44.02912615754334,-44.97236553455434,1355.337502041379,4.574710978503383,97,20,0,0,22,-2557.6419668644367,-2610.0313625556832,7,TRUE,TRUE,NA,NA,NA,0
Q3,raw,full,none,const,SR_none__LR_const,none,const,1,3,6,computed,-43.98297943234817,-45.25635259131303,1369.1108742708423,4.574710978503383,97,27,0,0,30,-2529.540334153065,-2600.9804191865833,7,TRUE,TRUE,NA,NA,NA,0
Q3,raw,full,none,const,SR_none__LR_const,none,const,1,4,6,computed,-43.918973369518575,-45.42815637273618,1377.4433577665463,4.574710978503383,97,32,0,0,36,-2504.469018266749,-2590.197120306971,7,TRUE,TRUE,NA,NA,NA,0.01999999999679858
Q3,raw,full,none,const,SR_none__LR_const,none,const,1,5,6,computed,-43.856944607705785,-45.50761351747504,1381.2970292890946,4.574710978503383,97,35,0,0,40,-2484.352172726696,-2579.605619438054,7,TRUE,TRUE,NA,NA,NA,0
Q3,raw,full,none,const,SR_none__LR_const,none,const,2,0,6,computed,-42.21239411712816,-43.910224995747974,1303.8236859687518,4.574710978503383,97,0,36,0,36,-2357.22967467116,-2442.957776711382,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q3,raw,full,none,const,SR_none__LR_const,none,const,2,1,6,computed,-42.918823507439356,-45.15345230951215,1350.0571155926489,4.564348191467836,96,11,36,0,48,-2367.477157434002,-2481.0255179948417,7,TRUE,TRUE,NA,NA,NA,0.010000000002037268
Q3,raw,full,none,const,SR_none__LR_const,none,const,2,2,6,computed,-42.83834729456282,-45.500883739585724,1366.7338242101407,4.564348191467836,96,20,36,0,58,-2331.5311843041322,-2468.735453315147,7,TRUE,TRUE,NA,NA,NA,0
Q3,raw,full,none,const,SR_none__LR_const,none,const,2,3,6,computed,-42.79523219895377,-45.790585699604534,1380.6395182933613,4.564348191467836,96,27,36,0,66,-2303.903060178691,-2460.0320559498455,7,TRUE,TRUE,NA,NA,NA,0
