spec,basis,window,det_tag,p,r,m,T_window,T_eff_common,logLik,k_total,k_longrun,k_rank,k_other,xi_val,IC_xi_eta
Q1,raw,post_fordism,SR_none__LR_const,4,3,4,50,43,434.8423985331812,66,15,15,51,4,-45.98197172947221
Q1,raw,post_fordism,SR_none__LR_const,5,0,4,50,43,420.4781290473248,64,0,0,64,1,-600.2394506902616
Q1,raw,post_fordism,SR_none__LR_const,5,1,4,50,43,435.1088107079828,72,7,7,65,1.3333333333333333,-517.9185439126686
Q1,raw,post_fordism,SR_none__LR_const,5,2,4,50,43,445.3329540225737,78,12,12,66,2,-349.05309138527434
Q1,raw,post_fordism,SR_none__LR_const,5,3,4,50,43,453.2749547463085,82,15,15,67,4,157.8697232486611
Q1,raw,post_fordism,SR_none__LR_const,6,0,4,50,43,436.7855306049204,80,0,0,80,1,-572.6750519543557
Q1,raw,post_fordism,SR_none__LR_const,6,1,4,50,43,456.9868752420036,88,7,7,81,1.3333333333333333,-481.4357371792475
Q1,raw,post_fordism,SR_none__LR_const,6,2,4,50,43,474.9705684555905,94,12,12,82,2,-287.96991654911403
Q1,raw,post_fordism,SR_none__LR_const,6,3,4,50,43,482.6478609726377,98,15,15,83,4,339.8407182003908
Q1,raw,post_fordism,SR_none__LR_const,7,0,4,50,43,445.99197225172776,96,0,0,96,1,-530.9087333968735
Q1,raw,post_fordism,SR_none__LR_const,7,1,4,50,43,492.8778856565564,104,7,7,97,1.3333333333333333,-472.9788222068905
Q1,raw,post_fordism,SR_none__LR_const,7,2,4,50,43,515.6222470051797,110,12,12,98,2,-248.9148699460984
Q1,raw,post_fordism,SR_none__LR_const,7,3,4,50,43,533.7247643998451,114,15,15,99,4,478.4037187503641
Q1,raw,post_fordism,SR_none__LR_none,1,0,4,50,43,389.81770665181193,0,0,0,0,1,-779.6354133036239
Q1,raw,post_fordism,SR_none__LR_none,1,1,4,50,43,404.4852157986501,7,7,7,0,1.3333333333333333,-782.6420307874453
Q1,raw,post_fordism,SR_none__LR_none,1,2,4,50,43,413.6315068711382,12,12,12,0,2,-782.1286123539536
Q1,raw,post_fordism,SR_none__LR_none,1,3,4,50,43,415.7244990247662,15,15,15,0,4,-775.030996314129
Q1,raw,post_fordism,SR_none__LR_none,2,0,4,50,43,399.7265618458531,16,0,0,16,1,-739.2739218406092
Q1,raw,post_fordism,SR_none__LR_none,2,1,4,50,43,411.50961516477537,23,7,7,16,1.3333333333333333,-716.4518937182331
Q1,raw,post_fordism,SR_none__LR_none,2,2,4,50,43,416.5221413445026,28,12,12,16,2,-667.5514775984884
Q1,raw,post_fordism,SR_none__LR_none,2,3,4,50,43,420.56951408026305,31,15,15,16,4,-544.0042190207347
Q1,raw,post_fordism,SR_none__LR_none,3,0,4,50,43,399.98681296138545,32,0,0,32,1,-679.6152222205769
Q1,raw,post_fordism,SR_none__LR_none,3,1,4,50,43,421.8190790301943,39,7,7,32,1.3333333333333333,-656.8318856476084
Q1,raw,post_fordism,SR_none__LR_none,3,2,4,50,43,426.86252652635625,44,12,12,32,2,-567.8738442600018
Q1,raw,post_fordism,SR_none__LR_none,3,3,4,50,43,430.86533582969264,47,15,15,32,4,-323.8790551152059
Q1,raw,post_fordism,SR_none__LR_none,4,0,4,50,43,410.49099097804503,48,0,0,48,1,-640.4443764027991
Q1,raw,post_fordism,SR_none__LR_none,4,1,4,50,43,422.52304650193906,55,7,7,48,1.3333333333333333,-578.0008847896352
Q1,raw,post_fordism,SR_none__LR_none,4,2,4,50,43,427.67162780451446,60,12,12,48,2,-449.1336431141242
Q1,raw,post_fordism,SR_none__LR_none,4,3,4,50,43,431.6477455419202,63,15,15,48,4,-84.72706713527293
Q1,raw,post_fordism,SR_none__LR_none,5,0,4,50,43,420.4781290473248,64,0,0,64,1,-600.2394506902616
Q1,raw,post_fordism,SR_none__LR_none,5,1,4,50,43,433.874696509981,71,7,7,64,1.3333333333333333,-520.4652490042564
Q1,raw,post_fordism,SR_none__LR_none,5,2,4,50,43,443.9739670607179,76,12,12,64,2,-361.37991792433706
Q1,raw,post_fordism,SR_none__LR_none,5,3,4,50,43,448.7636411308112,79,15,15,64,4,121.75794909133299
Q1,raw,post_fordism,SR_none__LR_none,6,0,4,50,43,436.7855306049204,80,0,0,80,1,-572.6750519543557
Q1,raw,post_fordism,SR_none__LR_none,6,1,4,50,43,454.76938854052537,87,7,7,80,1.3333333333333333,-482.01569726388254
Q1,raw,post_fordism,SR_none__LR_none,6,2,4,50,43,462.6995659999953,92,12,12,80,2,-278.4727121006979
Q1,raw,post_fordism,SR_none__LR_none,6,3,4,50,43,468.56868999414417,95,15,15,80,4,322.86465876905504
Q1,raw,post_fordism,SR_none__LR_none,7,0,4,50,43,445.99197225172776,96,0,0,96,1,-530.9087333968735
Q1,raw,post_fordism,SR_none__LR_none,7,1,4,50,43,469.8540788103544,103,7,7,96,1.3333333333333333,-431.94614200207786
Q1,raw,post_fordism,SR_none__LR_none,7,2,4,50,43,488.0851218808464,108,12,12,96,2,-208.88542016020597
Q1,raw,post_fordism,SR_none__LR_none,7,3,4,50,43,496.21037558890816,111,15,15,96,4,508.298094983915
Q2,ortho,fordism,SR_const__LR_none,1,0,5,49,42,423.61919393759786,5,0,0,5,1,-828.5500397837789
Q2,ortho,fordism,SR_const__LR_none,1,1,5,49,42,445.8147592841853,14,9,9,5,1.25,-834.6300568895492
Q2,ortho,fordism,SR_const__LR_none,1,2,5,49,42,465.128753665847,21,16,16,5,1.6666666666666665,-839.307546620132
Q2,ortho,fordism,SR_const__LR_none,1,3,5,49,42,472.5969285607657,26,21,21,5,2.5,-819.9819249090386
Q2,ortho,fordism,SR_const__LR_none,1,4,5,49,42,475.4167824311969,29,24,24,5,5,-767.6877535665087
Q2,ortho,fordism,SR_const__LR_none,2,0,5,49,42,441.2150382953409,30,0,0,30,1,-770.2999880421808
Q2,ortho,fordism,SR_const__LR_none,2,1,5,49,42,459.2755430405831,39,9,9,30,1.25,-744.7494488309895
Q2,ortho,fordism,SR_const__LR_none,2,2,5,49,42,472.6577895769667,46,16,16,30,1.6666666666666665,-698.629384347231
Q2,ortho,fordism,SR_const__LR_none,2,3,5,49,42,483.18023574427775,51,21,21,30,2.5,-607.5441881333521
Q2,ortho,fordism,SR_const__LR_none,2,4,5,49,42,485.2288833779496,54,24,24,30,5,-320.1032531745931
Q2,ortho,fordism,SR_const__LR_none,3,0,5,49,42,450.0829677367684,55,0,0,55,1,-694.5941064679515
Q2,ortho,fordism,SR_const__LR_none,3,1,5,49,42,485.8547542825433,64,9,9,55,1.25,-681.1056957435546
Q2,ortho,fordism,SR_const__LR_none,3,2,5,49,42,509.0572405491427,71,16,16,55,1.6666666666666665,-615.6920521964428
Q2,ortho,fordism,SR_const__LR_none,3,3,5,49,42,519.9530276574591,76,21,21,55,2.5,-447.4854208170043
Q2,ortho,fordism,SR_const__LR_none,3,4,5,49,42,523.8393672018653,79,24,24,55,5,69.88448146299652
Q2,ortho,fordism,SR_const__LR_none,4,0,5,49,42,486.3178347865072,80,0,0,80,1,-673.622100110345
Q2,ortho,fordism,SR_const__LR_none,4,1,5,49,42,516.2271652133842,89,9,9,80,1.25,-625.0483420338812
Q2,ortho,fordism,SR_const__LR_none,4,2,5,49,42,535.7111234783468,96,16,16,80,1.6666666666666665,-513.2635839597108
Q2,ortho,fordism,SR_const__LR_none,4,3,5,49,42,549.40192596048,101,21,21,80,2.5,-272.7788662803355
Q2,ortho,fordism,SR_const__LR_none,4,4,5,49,42,554.6290329259165,104,24,24,80,5,475.5138523003152
Q2,ortho,fordism,SR_const__LR_none,5,0,5,49,42,522.6622833241865,105,0,0,105,1,-652.8692567286193
Q2,ortho,fordism,SR_const__LR_none,5,1,5,49,42,582.6817320810103,114,9,9,105,1.25,-641.1553001977782
Q2,ortho,fordism,SR_const__LR_none,5,2,5,49,42,609.7431125595423,121,16,16,105,1.6666666666666665,-505.59132802696126
Q2,ortho,fordism,SR_const__LR_none,5,3,5,49,42,622.2987439822823,126,21,21,105,2.5,-184.9681511812296
Q2,ortho,fordism,SR_const__LR_none,5,4,5,49,42,626.3635534590078,129,24,24,105,5,799.2535135195535
Q2,ortho,fordism,SR_const__LR_none,6,0,5,49,42,592.4864281286899,130,0,0,130,1,-699.0758058805419
Q2,ortho,fordism,SR_const__LR_none,6,1,5,49,42,646.1594124754131,139,9,9,130,1.25,-651.3084854152285
Q2,ortho,fordism,SR_const__LR_none,6,2,5,49,42,684.6362375991237,146,16,16,130,1.6666666666666665,-499.64134401098363
Q2,ortho,fordism,SR_const__LR_none,6,3,5,49,42,703.8400731509074,151,21,21,130,2.5,-114.44645837576945
Q2,ortho,fordism,SR_const__LR_none,6,4,5,49,42,707.9645763000161,154,24,24,130,5,1103.260170122958
Q2,ortho,fordism,SR_const__LR_none,7,0,5,49,42,682.3045957622369,155,0,0,155,1,-785.2704006905517
Q2,ortho,fordism,SR_const__LR_none,7,1,5,49,42,1349.9698650112352,164,9,9,155,1.25,-1942.1272149155175
Q2,ortho,fordism,SR_const__LR_none,7,2,5,49,42,2043.5060557968695,171,16,16,155,1.6666666666666665,-3061.644746311335
Q2,ortho,fordism,SR_none__LR_const,1,0,5,49,42,419.6712988976253,0,0,0,0,1,-839.3425977952506
Q2,ortho,fordism,SR_none__LR_const,1,1,5,49,42,442.4553737018553,10,9,9,1,1.25,-846.5996338163061
Q2,ortho,fordism,SR_none__LR_const,1,2,5,49,42,461.7787455211225,18,16,16,2,1.6666666666666665,-851.2958784220999
Q2,ortho,fordism,SR_none__LR_const,1,3,5,49,42,470.6275235210306,24,21,21,3,2.5,-834.7314629209852
Q2,ortho,fordism,SR_none__LR_const,1,4,5,49,42,473.4529001592008,28,24,24,4,5,-782.4483371139333
Q2,ortho,fordism,SR_none__LR_const,2,0,5,49,42,437.8382309429076,25,0,0,25,1,-782.2347214287311
Q2,ortho,fordism,SR_none__LR_const,2,1,5,49,42,456.0335426489062,35,9,9,26,1.25,-756.9537961390525
Q2,ortho,fordism,SR_none__LR_const,2,2,5,49,42,470.270596584027,43,16,16,27,1.6666666666666665,-712.5433464527684
Q2,ortho,fordism,SR_none__LR_const,2,3,5,49,42,481.2200946015288,49,21,21,28,2.5,-622.312253939271
Q2,ortho,fordism,SR_none__LR_const,2,4,5,49,42,483.42734494705377,53,24,24,29,5,-335.18852440421824
Q2,ortho,fordism,SR_none__LR_const,3,0,5,49,42,444.050517362232,50,0,0,50,1,-701.2175538102955
Q2,ortho,fordism,SR_none__LR_const,3,1,5,49,42,482.9401044837549,60,9,9,51,1.25,-693.9647442373948
Q2,ortho,fordism,SR_none__LR_const,3,2,5,49,42,506.3326977950493,68,16,16,52,1.6666666666666665,-628.9313147796728
Q2,ortho,fordism,SR_none__LR_const,3,3,5,49,42,517.4412342196644,74,21,21,53,2.5,-461.1501820328317
Q2,ortho,fordism,SR_none__LR_const,3,4,5,49,42,521.5528522361216,78,24,24,54,5,55.76916330306722
Q2,ortho,fordism,SR_none__LR_const,4,0,5,49,42,481.3049681880674,75,0,0,75,1,-682.2847150048822
Q2,ortho,fordism,SR_none__LR_const,4,1,5,49,42,511.40664258733307,85,9,9,76,1.25,-634.0956448731959
Q2,ortho,fordism,SR_none__LR_const,4,2,5,49,42,531.4065749875997,93,16,16,77,1.6666666666666665,-523.3428350696333
Q2,ortho,fordism,SR_none__LR_const,4,3,5,49,42,545.7035945020734,99,21,21,78,2.5,-284.0705514549393
Q2,ortho,fordism,SR_none__LR_const,4,4,5,49,42,552.4586952157654,103,24,24,79,5,461.16617962920054
Q2,ortho,fordism,SR_none__LR_const,5,0,5,49,42,510.517466909798,100,0,0,100,1,-647.2679719912592
Q2,ortho,fordism,SR_none__LR_const,5,1,5,49,42,570.6317448934822,110,9,9,101,1.25,-635.7436739141388
Q2,ortho,fordism,SR_none__LR_const,5,2,5,49,42,600.4993578233007,118,16,16,102,1.6666666666666665,-505.7921666458949
Q2,ortho,fordism,SR_none__LR_const,5,3,5,49,42,613.8610987400683,124,21,21,103,2.5,-186.78120878821846
Q2,ortho,fordism,SR_none__LR_const,5,4,5,49,42,622.6625718409788,128,24,24,104,5,787.9671286641949
Q2,ortho,fordism,SR_none__LR_const,6,0,5,49,42,573.1510999281504,125,0,0,125,1,-679.0934975708798
Q2,ortho,fordism,SR_none__LR_const,6,1,5,49,42,630.2229604506953,135,9,9,126,1.25,-638.1239294572097
Q2,ortho,fordism,SR_none__LR_const,6,2,5,49,42,671.2539139648345,143,16,16,127,1.6666666666666665,-491.5650448338222
Q2,ortho,fordism,SR_none__LR_const,6,3,5,49,42,692.6546902113982,149,21,21,128,2.5,-110.76404058816797
Q2,ortho,fordism,SR_none__LR_const,6,4,5,49,42,704.5665202898539,153,24,24,129,5,1091.3679340518659
Q2,ortho,fordism,SR_none__LR_const,7,0,5,49,42,644.4597470116496,150,0,0,150,1,-728.269051280794
Q2,ortho,fordism,SR_none__LR_const,7,1,5,49,42,1390.531867038431,160,9,9,151,1.25,-2041.939567061326
Q2,ortho,fordism,SR_none__LR_none,1,0,5,49,42,419.6712988976253,0,0,0,0,1,-839.3425977952506
Q2,ortho,fordism,SR_none__LR_none,1,1,5,49,42,441.9065072249794,9,9,9,0,1.25,-850.1739878854085
Q2,ortho,fordism,SR_none__LR_none,1,2,5,49,42,450.7558744149906,16,16,16,0,1.6666666666666665,-841.7090349374473
Q2,ortho,fordism,SR_none__LR_none,1,3,5,49,42,456.22838753584097,21,21,21,0,2.5,-833.9657130877312
Q2,ortho,fordism,SR_none__LR_none,1,4,5,49,42,458.2415637664959,24,24,24,0,5,-826.779056694191
Q2,ortho,fordism,SR_none__LR_none,2,0,5,49,42,437.8382309429076,25,0,0,25,1,-782.2347214287311
Q2,ortho,fordism,SR_none__LR_none,2,1,5,49,42,455.9336276445215,34,9,9,25,1.25,-761.4260531531374
Q2,ortho,fordism,SR_none__LR_none,2,2,5,49,42,467.9617132922368,41,16,16,25,1.6666666666666665,-720.3844785967995
Q2,ortho,fordism,SR_none__LR_none,2,3,5,49,42,471.8627645403975,46,21,21,25,2.5,-631.6301159541338
Q2,ortho,fordism,SR_none__LR_none,2,4,5,49,42,473.9871226472115,49,24,24,25,5,-391.0614721702011
Q2,ortho,fordism,SR_none__LR_none,3,0,5,49,42,444.050517362232,50,0,0,50,1,-701.2175538102955
Q2,ortho,fordism,SR_none__LR_none,3,1,5,49,42,468.3384015252822,59,9,9,50,1.25,-669.4334253433036
Q2,ortho,fordism,SR_none__LR_none,3,2,5,49,42,490.0216048391694,66,16,16,50,1.6666666666666665,-608.7680275955242
Q2,ortho,fordism,SR_none__LR_none,3,3,5,49,42,499.60796856685647,71,21,21,50,2.5,-453.5161728643411
Q2,ortho,fordism,SR_none__LR_none,3,4,5,49,42,502.1562442452161,74,24,24,50,5,19.808986919210724
Q2,ortho,fordism,SR_none__LR_none,4,0,5,49,42,481.3049681880674,75,0,0,75,1,-682.2847150048822
Q2,ortho,fordism,SR_none__LR_none,4,1,5,49,42,504.23577455640327,84,9,9,75,1.25,-624.4259958341904
Q2,ortho,fordism,SR_none__LR_none,4,2,5,49,42,519.2427188233776,91,16,16,75,1.6666666666666665,-511.4740214688002
Q2,ortho,fordism,SR_none__LR_none,4,3,5,49,42,527.049909316121,96,21,21,75,2.5,-274.7957032201597
Q2,ortho,fordism,SR_none__LR_none,4,4,5,49,42,529.6132199306721,99,24,24,75,5,432.10373783371983
Q2,ortho,fordism,SR_none__LR_none,5,0,5,49,42,510.517466909798,100,0,0,100,1,-647.2679719912592
Q2,ortho,fordism,SR_none__LR_none,5,1,5,49,42,553.2085691019585,109,9,9,100,1.25,-605.5694093539455
Q2,ortho,fordism,SR_none__LR_none,5,2,5,49,42,568.1899462050045,116,16,16,100,1.6666666666666665,-453.63224213691376
Q2,ortho,fordism,SR_none__LR_none,5,3,5,49,42,578.9270058005075,121,21,21,100,2.5,-144.94554504622204
Q2,ortho,fordism,SR_none__LR_none,5,4,5,49,42,583.456293870066,124,24,24,100,5,791.626292240353
Q2,ortho,fordism,SR_none__LR_none,6,0,5,49,42,573.1510999281504,125,0,0,125,1,-679.0934975708798
Q2,ortho,fordism,SR_none__LR_none,6,1,5,49,42,619.8332723448749,134,9,9,125,1.25,-622.0166402684232
Q2,ortho,fordism,SR_none__LR_none,6,2,5,49,42,641.7440896722446,141,16,16,125,1.6666666666666665,-445.00429497625373
Q2,ortho,fordism,SR_none__LR_none,6,3,5,49,42,655.0370032538216,146,21,21,125,2.5,-63.56118881013981
Q2,ortho,fordism,SR_none__LR_none,6,4,5,49,42,659.1689257586825,149,24,24,125,5,1107.4097307485413
Q2,ortho,fordism,SR_none__LR_none,7,0,5,49,42,644.4597470116496,150,0,0,150,1,-728.269051280794
Q2,ortho,fordism,SR_none__LR_none,7,1,5,49,42,1321.547257117827,159,9,9,150,1.25,-1908.6424342429723
Q2,ortho,fordism,SR_none__LR_none,7,3,5,49,42,2904.7777914365593,171,21,21,150,2.5,-4329.438414032905
Q2,ortho,full,SR_const__LR_none,1,0,5,99,92,818.9821945069692,5,0,0,5,1,-1615.3554461286933
Q2,ortho,full,SR_const__LR_none,1,1,5,99,92,839.9263554360715,14,9,9,5,1.25,-1610.8954350721451
Q2,ortho,full,SR_const__LR_none,1,2,5,99,92,856.0704098937015,21,16,16,5,1.6666666666666665,-1602.1106310792097
Q2,ortho,full,SR_const__LR_none,1,3,5,99,92,864.2705532893826,26,21,21,5,2.5,-1577.0611892476225
Q2,ortho,full,SR_const__LR_none,1,4,5,99,92,866.9719549879029,29,24,24,5,5,-1512.3762697004029
Q2,ortho,full,SR_const__LR_none,2,0,5,99,92,829.1276970049805,30,0,0,30,1,-1522.6017366984897
Q2,ortho,full,SR_const__LR_none,2,1,5,99,92,847.119318385647,39,9,9,30,1.25,-1483.9754679385137
Q2,ortho,full,SR_const__LR_none,2,2,5,99,92,860.5752991141477,46,16,16,30,1.6666666666666665,-1422.7125521430587
Q2,ortho,full,SR_const__LR_none,2,3,5,99,92,869.4541492594999,51,21,21,30,2.5,-1304.8165951222918
Q2,ortho,full,SR_const__LR_none,2,4,5,99,92,871.0679579898521,54,24,24,30,5,-955.344703573171
Q2,ortho,full,SR_const__LR_none,3,0,5,99,92,840.1936985747677,55,0,0,55,1,-1431.6890254118382
Q2,ortho,full,SR_const__LR_none,3,1,5,99,92,862.1353958256145,64,9,9,55,1.25,-1372.7017297856662
Q2,ortho,full,SR_const__LR_none,3,2,5,99,92,874.4078860248117,71,16,16,55,1.6666666666666665,-1261.9698685873434
Q2,ortho,full,SR_const__LR_none,3,3,5,99,92,880.7126487784565,76,21,21,55,2.5,-1044.72180809464
Q2,ortho,full,SR_const__LR_none,3,4,5,99,92,883.5928424203973,79,24,24,55,5,-415.1709003031317
Q2,ortho,full,SR_const__LR_none,4,0,5,99,92,850.7993232713629,80,0,0,80,1,-1339.8555603788027
Q2,ortho,full,SR_const__LR_none,4,1,5,99,92,877.1493290482808,89,9,9,80,1.25,-1261.4237031982161
Q2,ortho,full,SR_const__LR_none,4,2,5,99,92,888.5129037429156,96,16,16,80,1.6666666666666665,-1101.772046646508
Q2,ortho,full,SR_const__LR_none,4,3,5,99,92,892.3116873531792,101,21,21,80,2.5,-785.3080991785205
Q2,ortho,full,SR_const__LR_none,4,4,5,99,92,894.2893037437916,104,24,24,80,5,128.65974918120992
Q2,ortho,full,SR_const__LR_none,5,0,5,99,92,870.152862915773,105,0,0,105,1,-1265.5179252413968
Q2,ortho,full,SR_const__LR_none,5,1,5,99,92,900.8889330778186,114,9,9,105,1.25,-1167.5970182245092
Q2,ortho,full,SR_const__LR_none,5,2,5,99,92,911.4829482323752,121,16,16,105,1.6666666666666665,-959.3042782483838
Q2,ortho,full,SR_const__LR_none,5,3,5,99,92,917.5326756686378,126,21,21,105,2.5,-553.1382897438727
Q2,ortho,full,SR_const__LR_none,5,4,5,99,92,920.193591274514,129,24,24,105,5,642.074746250895
Q2,ortho,full,SR_const__LR_none,6,0,5,99,92,903.1994440723704,130,0,0,130,1,-1218.5663731283655
Q2,ortho,full,SR_const__LR_none,6,1,5,99,92,928.037828674984,139,9,9,130,1.25,-1080.5889163860575
Q2,ortho,full,SR_const__LR_none,6,2,5,99,92,936.1251254436409,146,16,16,130,1.6666666666666665,-820.1807752938716
Q2,ortho,full,SR_const__LR_none,6,3,5,99,92,941.4091619835308,151,21,21,130,2.5,-318.27947630809354
Q2,ortho,full,SR_const__LR_none,6,4,5,99,92,944.2560201055976,154,24,24,130,5,1159.1734607198582
Q2,ortho,full,SR_const__LR_none,7,0,5,99,92,925.3971055959972,155,0,0,155,1,-1149.9169817493932
Q2,ortho,full,SR_const__LR_none,7,1,5,99,92,956.1504953688228,164,9,9,155,1.25,-995.5083567409526
Q2,ortho,full,SR_const__LR_none,7,2,5,99,92,969.9800719701808,171,16,16,155,1.6666666666666665,-699.4828109699083
Q2,ortho,full,SR_const__LR_none,7,3,5,99,92,978.7771361946023,176,21,21,155,2.5,-110.40363866467169
Q2,ortho,full,SR_const__LR_none,7,4,5,99,92,983.1157399455152,179,24,24,155,5,1646.677593171153
Q2,ortho,full,SR_none__LR_const,1,0,5,99,92,811.0883628351354,0,0,0,0,1,-1622.1767256702708
Q2,ortho,full,SR_none__LR_const,1,1,5,99,92,832.0586941182944,10,9,9,1,1.25,-1617.769055321836
Q2,ortho,full,SR_none__LR_const,1,2,5,99,92,848.2083850762559,18,16,16,2,1.6666666666666665,-1608.9955243295638
Q2,ortho,full,SR_none__LR_const,1,3,5,99,92,860.7346902371102,24,21,21,3,2.5,-1592.5984060283226
Q2,ortho,full,SR_none__LR_const,1,4,5,99,92,864.5503880267146,28,24,24,4,5,-1530.1420786632714
Q2,ortho,full,SR_none__LR_const,2,0,5,99,92,821.579964596524,25,0,0,25,1,-1530.115214766822
Q2,ortho,full,SR_none__LR_const,2,1,5,99,92,839.5935576463828,35,9,9,26,1.25,-1491.5328893452304
Q2,ortho,full,SR_none__LR_const,2,2,5,99,92,854.5594221208164,43,16,16,27,1.6666666666666665,-1433.2897410416413
Q2,ortho,full,SR_none__LR_const,2,3,5,99,92,865.805018703804,49,21,21,28,2.5,-1320.1272768961453
Q2,ortho,full,SR_none__LR_const,2,4,5,99,92,869.6460396753491,53,24,24,29,5,-975.1098098294104
Q2,ortho,full,SR_none__LR_const,3,0,5,99,92,832.1604360459785,50,0,0,50,1,-1438.2314432395049
Q2,ortho,full,SR_none__LR_const,3,1,5,99,92,854.2123649928299,60,9,9,51,1.25,-1379.464611005342
Q2,ortho,full,SR_none__LR_const,3,2,5,99,92,867.2824114776289,68,16,16,52,1.6666666666666665,-1270.327862378223
Q2,ortho,full,SR_none__LR_const,3,3,5,99,92,878.3476651192233,74,21,21,53,2.5,-1062.600783661419
Q2,ortho,full,SR_none__LR_const,3,4,5,99,92,881.5943027912047,78,24,24,54,5,-433.78276392999146
Q2,ortho,full,SR_none__LR_const,4,0,5,99,92,845.6076949640728,75,0,0,75,1,-1352.0812466494676
Q2,ortho,full,SR_none__LR_const,4,1,5,99,92,872.0144835961502,85,9,9,76,1.25,-1273.7629551792002
Q2,ortho,full,SR_none__LR_const,4,2,5,99,92,883.6917409307534,93,16,16,77,1.6666666666666665,-1114.7386639074289
Q2,ortho,full,SR_none__LR_const,4,3,5,99,92,890.3468969399908,99,21,21,78,2.5,-803.9874612373887
Q2,ortho,full,SR_none__LR_const,4,4,5,99,92,893.2373588417262,103,24,24,79,5,108.15469610009563
Q2,ortho,full,SR_none__LR_const,5,0,5,99,92,862.4754314173546,100,0,0,100,1,-1272.7720051298052
Q2,ortho,full,SR_none__LR_const,5,1,5,99,92,893.4676750626749,110,9,9,101,1.25,-1175.363445079467
Q2,ortho,full,SR_none__LR_const,5,2,5,99,92,904.1777435619196,118,16,16,102,1.6666666666666665,-967.3028117927178
Q2,ortho,full,SR_none__LR_const,5,3,5,99,92,912.5058049333824,124,21,21,103,2.5,-565.693491158607
Q2,ortho,full,SR_none__LR_const,5,4,5,99,92,918.4757061223702,128,24,24,104,5,622.9015736699375
Q2,ortho,full,SR_none__LR_const,6,0,5,99,92,889.6214508008383,125,0,0,125,1,-1214.0193294705464
Q2,ortho,full,SR_none__LR_const,6,1,5,99,92,914.706518673828,135,9,9,126,1.25,-1076.5352392689906
Q2,ortho,full,SR_none__LR_const,6,2,5,99,92,929.2877508101363,143,16,16,127,1.6666666666666665,-829.1149689121078
Q2,ortho,full,SR_none__LR_const,6,3,5,99,92,936.9361905384786,149,21,21,128,2.5,-331.94247630323434
Q2,ortho,full,SR_none__LR_const,6,4,5,99,92,942.2130962108132,153,24,24,129,5,1140.6503656241819
Q2,ortho,full,SR_none__LR_const,7,0,5,99,92,901.8441994930658,150,0,0,150,1,-1125.4201124287756
Q2,ortho,full,SR_none__LR_const,7,1,5,99,92,939.081409123718,160,9,9,151,1.25,-983.9791271359883
Q2,ortho,full,SR_none__LR_const,7,2,5,99,92,967.0595236715944,168,16,16,152,1.6666666666666665,-716.2506572579807
Q2,ortho,full,SR_none__LR_const,7,3,5,99,92,975.8570765091088,174,21,21,153,2.5,-127.17246217892966
Q2,ortho,full,SR_none__LR_const,7,4,5,99,92,981.0590157031488,178,24,24,154,5,1628.1820987706406
Q2,ortho,full,SR_none__LR_none,1,0,5,99,92,811.0883628351354,0,0,0,0,1,-1622.1767256702708
Q2,ortho,full,SR_none__LR_none,1,1,5,99,92,828.1433474792774,9,9,9,0,1.25,-1615.5905977651134
Q2,ortho,full,SR_none__LR_none,1,2,5,99,92,840.7337865656684,16,16,16,0,1.6666666666666665,-1609.1189558985523
Q2,ortho,full,SR_none__LR_none,1,3,5,99,92,844.6471361005621,21,21,21,0,2.5,-1594.3367120830944
Q2,ortho,full,SR_none__LR_none,1,4,5,99,92,847.3596560839154,24,24,24,0,5,-1586.1963863186538
Q2,ortho,full,SR_none__LR_none,2,0,5,99,92,821.579964596524,25,0,0,25,1,-1530.115214766822
Q2,ortho,full,SR_none__LR_none,2,1,5,99,92,839.4403953764111,34,9,9,25,1.25,-1496.8788005265983
Q2,ortho,full,SR_none__LR_none,2,2,5,99,92,852.7039758010991,41,16,16,25,1.6666666666666665,-1444.6514769923701
Q2,ortho,full,SR_none__LR_none,2,3,5,99,92,856.6128762255732,46,21,21,25,2.5,-1335.6564062675516
Q2,ortho,full,SR_none__LR_none,2,4,5,99,92,858.220302009513,49,24,24,25,5,-1042.694106038719
Q2,ortho,full,SR_none__LR_none,3,0,5,99,92,832.1604360459785,50,0,0,50,1,-1438.2314432395049
Q2,ortho,full,SR_none__LR_none,3,1,5,99,92,850.1204965996825,59,9,9,50,1.25,-1376.9331099403585
Q2,ortho,full,SR_none__LR_none,3,2,5,99,92,861.9210346563115,66,16,16,50,1.6666666666666665,-1274.6777373257517
Q2,ortho,full,SR_none__LR_none,3,3,5,99,92,865.8283445467491,71,21,21,50,2.5,-1071.4755568443384
Q2,ortho,full,SR_none__LR_none,3,4,5,99,92,868.332262103313,74,24,24,50,5,-497.69445409518903
Q2,ortho,full,SR_none__LR_none,4,0,5,99,92,845.6076949640728,75,0,0,75,1,-1352.0812466494676
Q2,ortho,full,SR_none__LR_none,4,1,5,99,92,865.7715076154566,84,9,9,75,1.25,-1266.9292389391244
Q2,ortho,full,SR_none__LR_none,4,2,5,99,92,872.5730438533443,91,16,16,75,1.6666666666666665,-1107.5738983427739
Q2,ortho,full,SR_none__LR_none,4,3,5,99,92,876.79974600618,96,21,21,75,2.5,-810.8065736976351
Q2,ortho,full,SR_none__LR_none,4,4,5,99,92,878.7514809329854,99,24,24,75,5,46.69068037659645
Q2,ortho,full,SR_none__LR_none,5,0,5,99,92,862.4754314173546,100,0,0,100,1,-1272.7720051298052
