spec,basis,window,DSR,DLR,det_tag,include,LRinclude,p,r,m,status,PIC_star,logdet_Sigma,logLik_ML,Cn,T_eff,df_LR,df_SR,d_det,k_total,PIC_obs,BIC_obs,common_p_max,comparable_p,computed_comparable,r0_path,fail_code,fail_msg,runtime_sec
Q2,raw,full,none,none,SR_none__LR_none,none,none,1,0,5,runtime_fail,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,7,FALSE,FALSE,SP_Sigma0,R0_VAR_DIFF_FAIL,'x' must be a matrix,0.020000000004074536
Q2,raw,full,none,none,SR_none__LR_none,none,none,1,1,5,computed,-30.886707063002824,-31.311164782657777,830.4063033546977,4.574710978503383,97,9,0,0,9,-1598.2081823928095,-1619.6402079028649,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,none,none,SR_none__LR_none,none,none,1,2,5,computed,-30.816169963242732,-31.570761464851536,842.9967424410761,4.574710978503383,97,16,0,0,16,-1574.696730541555,-1612.798109226098,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,none,none,SR_none__LR_none,none,none,1,3,5,computed,-30.661047738265992,-31.65144908412755,846.9100919759707,4.574710978503383,97,21,0,0,21,-1547.7431938799075,-1597.7512534033704,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,none,none,SR_none__LR_none,none,none,1,4,5,computed,-30.575490078793802,-31.70737733120701,849.6226119593234,4.574710978503383,97,24,0,0,24,-1532.3000924077512,-1589.4521604345657,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,none,none,SR_none__LR_none,none,none,2,0,5,computed,-29.78046639347292,-30.95951561473668,813.351318710463,4.574710978503383,97,0,25,0,25,-1452.801458763743,-1512.3348629583415,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q2,raw,full,none,none,SR_none__LR_none,none,none,2,1,5,computed,-30.107845801938378,-31.72438578641657,841.6800218097416,4.564348191467836,96,9,25,0,34,-1447.742116378982,-1528.1722051095767,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,none,none,SR_none__LR_none,none,none,2,2,5,computed,-30.05135333849164,-32.000710378597695,854.9436022344248,4.564348191467836,96,16,25,0,41,-1425.7597039729512,-1522.7489286186683,7,TRUE,TRUE,NA,NA,NA,0.010000000002037268
Q2,raw,full,none,none,SR_none__LR_none,none,none,2,3,5,computed,-29.89506229569589,-32.08214580410756,858.852502658903,4.564348191467836,96,21,25,0,46,-1398.927809639481,-1507.7449885102856,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,none,none,SR_none__LR_none,none,none,2,4,5,computed,-29.785914451877776,-32.11563384127282,860.4599284428442,4.564348191467836,96,24,25,0,49,-1381.3528440979073,-1497.2667955037646,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,none,none,SR_none__LR_none,none,none,3,0,5,computed,-28.975028795445407,-31.352293478501572,823.8195910298332,4.564348191467836,96,0,50,0,50,-1301.1422302354,-1419.4217724862747,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q2,raw,full,none,none,SR_none__LR_none,none,none,3,1,5,computed,-29.305120601283818,-32.13331782869889,852.3367935908152,4.553876891600541,95,9,50,0,59,-1297.3622824083116,-1435.9948505771986,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,none,none,SR_none__LR_none,none,none,3,2,5,computed,-29.218004157831793,-32.38175020883848,864.1373316474364,4.553876891600541,95,16,50,0,66,-1272.6382884637026,-1427.7187884492373,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,none,none,SR_none__LR_none,none,none,3,3,5,computed,-29.060585582282947,-32.46400936442651,868.0446415378684,4.553876891600541,95,21,50,0,71,-1245.9350010603869,-1412.7640237720984,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,none,none,SR_none__LR_none,none,none,3,4,5,computed,-28.96949299742328,-32.516723418248965,870.5485590944245,4.553876891600541,95,24,50,0,74,-1230.2320918629914,-1404.1102282104089,7,TRUE,TRUE,NA,NA,NA,0.010000000002037268
Q2,raw,full,none,none,SR_none__LR_none,none,none,4,0,5,computed,-28.160045323673156,-31.755211290726216,834.3767330372752,4.553876891600541,95,0,75,0,75,-1150.984858311857,-1327.21269920451,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q2,raw,full,none,none,SR_none__LR_none,none,none,4,1,5,computed,-28.596749040757924,-32.656714590871545,867.9644751645898,4.543294782270004,94,9,75,0,84,-1158.263522631999,-1354.2921886184993,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,none,none,SR_none__LR_none,none,none,4,2,5,computed,-28.403132115224725,-32.801428127847814,874.7660114024743,4.543294782270004,94,16,75,0,91,-1123.7278094663366,-1336.0921976183781,7,TRUE,TRUE,NA,NA,NA,0.01999999999679858
Q2,raw,full,none,none,SR_none__LR_none,none,none,4,3,5,computed,-28.25139733218564,-32.89135796088692,878.9927135553114,4.543294782270004,94,21,75,0,96,-1097.7963668852735,-1321.8291280127023,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,none,none,SR_none__LR_none,none,none,4,4,5,computed,-28.147924837577104,-32.9328842359253,880.9444484821123,4.543294782270004,94,24,75,0,99,-1081.0689286068332,-1312.1027135194943,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,none,none,SR_none__LR_none,none,none,5,0,5,computed,-27.394404978852197,-32.22769730041603,847.8006625133573,4.543294782270004,94,0,100,0,100,-1007.904387291976,-1241.2718467997142,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q2,raw,full,none,none,SR_none__LR_none,none,none,5,1,5,computed,-27.860316684527895,-33.172718241019346,882.7249802676017,4.532599493153256,93,9,100,0,109,-1018.7893072995512,-1271.3966157814984,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,none,none,SR_none__LR_none,none,none,5,2,5,computed,-27.698373696556526,-33.35193865575844,891.0587295529587,4.532599493153256,93,16,100,0,116,-987.5061217175166,-1256.3359179001395,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,none,none,SR_none__LR_none,none,none,5,3,5,computed,-27.60046973034617,-33.49772283434127,897.8376938570851,4.532599493153256,93,21,100,0,121,-966.8135616452352,-1247.2308490426262,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,none,none,SR_none__LR_none,none,none,5,4,5,computed,-27.518708493070164,-33.56217448394117,900.8346955634598,4.532599493153256,93,24,100,0,124,-952.257271849664,-1239.627053975916,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,none,none,SR_none__LR_none,none,none,6,0,5,computed,-26.69169933640258,-32.783902956232225,864.6450695246248,4.532599493153256,93,0,125,0,125,-873.027922035887,-1162.7152024050924,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q2,raw,full,none,none,SR_none__LR_none,none,none,6,1,5,computed,-27.363118323817744,-33.94920168604135,908.9515522836894,4.5217885770490405,92,9,125,0,134,-903.6262993479478,-1211.9834352428074,7,TRUE,TRUE,NA,NA,NA,0.01999999999679858
Q2,raw,full,none,none,SR_none__LR_none,none,none,6,2,5,computed,-27.29711493566793,-34.22724742875396,921.7416564485363,4.5217885770490405,92,16,125,0,141,-881.4457790467759,-1205.911123533158,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,none,none,SR_none__LR_none,none,none,6,3,5,computed,-27.20824534198053,-34.38412721425401,928.9581265815505,4.5217885770490405,92,21,125,0,146,-861.7639131479001,-1197.735120913941,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,none,none,SR_none__LR_none,none,none,6,4,5,computed,-27.116953473046625,-34.44028497283257,931.5413834761881,4.5217885770490405,92,24,125,0,149,-846.4615432382328,-1189.3362689720693,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,none,none,SR_none__LR_none,none,none,7,0,5,computed,-26.203159596990616,-33.57564097261405,891.7677594660958,4.5217885770490405,92,0,150,0,150,-760.0913339850673,-1105.2672323748354,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q2,raw,full,none,none,SR_none__LR_none,none,none,7,1,5,computed,-26.94417770580621,-34.82578937103895,938.9563837742036,4.51085950651685,91,9,150,0,159,-797.4196142940013,-1160.686106012228,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,none,none,SR_none__LR_none,none,none,7,2,5,computed,-26.958428394642272,-35.187029252684,955.3927983893635,4.51085950651685,91,16,150,0,166,-782.7235625634355,-1161.98291869693,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,none,none,SR_none__LR_none,none,none,7,3,5,computed,-26.83441548400507,-35.310865765481786,961.0273597216196,4.51085950651685,91,21,150,0,171,-760.0149131130293,-1150.697743828858,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,none,none,SR_none__LR_none,none,none,7,4,5,computed,-26.734899415889384,-35.3600593514271,963.2656678819873,4.51085950651685,91,24,150,0,174,-744.1048661648135,-1141.6417816300427,7,TRUE,TRUE,NA,NA,NA,0.020000000004074536
Q2,raw,fordism,none,none,SR_none__LR_none,none,none,1,0,5,runtime_fail,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,7,FALSE,FALSE,SP_Sigma0,R0_VAR_DIFF_FAIL,'x' must be a matrix,0
Q2,raw,fordism,none,none,SR_none__LR_none,none,none,1,1,5,computed,-33.83977546878519,-34.577037775495626,479.1098324211078,3.8501476017100584,47,9,0,0,9,-911.5058110116588,-923.5683364268251,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,fordism,none,none,SR_none__LR_none,none,none,1,2,5,computed,-33.64291804682886,-34.95360659209186,487.9591996111243,3.8501476017100584,47,16,0,0,16,-892.8715479679254,-914.3160375948877,7,TRUE,TRUE,NA,NA,NA,0
