spec,basis,window,DSR,DLR,det_tag,include,LRinclude,p,r,m,status,PIC_star,logdet_Sigma,logLik_ML,Cn,T_eff,df_LR,df_SR,d_det,k_total,PIC_obs,BIC_obs,common_p_max,comparable_p,computed_comparable,r0_path,fail_code,fail_msg,runtime_sec
Q2,raw,full,const,none,SR_const__LR_none,const,none,1,0,5,computed,-28.949901506063547,-29.183828418240616,734.7277112235023,4.584967478670572,98,0,5,1,5,-1434.5458694955028,-1446.5305850536517,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q2,raw,full,const,none,SR_const__LR_none,const,none,1,1,5,computed,-30.893845836415238,-31.554113400322944,842.1893113113972,4.574710978503383,97,9,5,1,14,-1586.993962574772,-1620.332668923747,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,const,none,SR_const__LR_none,const,none,1,2,5,computed,-30.89657915668074,-31.886980502542297,858.3333657690755,4.574710978503383,97,16,5,1,21,-1570.5897414661172,-1620.59780098958,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,const,none,SR_const__LR_none,const,none,1,3,5,computed,-30.829844433988352,-32.05605562410266,866.5335091647567,4.574710978503383,97,21,5,1,26,-1552.209792526043,-1614.1245328884254,7,TRUE,TRUE,NA,NA,NA,0.01999999999679858
Q2,raw,full,const,none,SR_const__LR_none,const,none,1,4,5,computed,-30.74405753152988,-32.11175462819584,869.2349108632769,4.574710978503383,97,24,5,1,29,-1536.7444544842215,-1605.8032033499558,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,const,none,SR_const__LR_none,const,none,2,0,5,computed,-29.70741596513423,-31.12227503065074,821.2451503822946,4.574710978503383,97,0,30,1,30,-1433.8088863759695,-1505.2489714094877,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q2,raw,full,const,none,SR_const__LR_none,const,none,2,1,5,computed,-30.03009689632442,-31.884363349108227,849.3589448189919,4.564348191467836,96,9,30,1,39,-1428.4502672150559,-1520.708310170738,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,const,none,SR_const__LR_none,const,none,2,2,5,computed,-29.977612772540294,-32.164696280951965,862.8149255475054,4.564348191467836,96,16,30,1,46,-1406.8526554166856,-1515.6698342874902,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,const,none,SR_const__LR_none,const,none,2,3,5,computed,-29.924862348929583,-32.34967232564687,871.6937756928584,4.564348191467836,96,21,30,1,51,-1389.960660524965,-1510.6057936208572,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,const,none,SR_const__LR_none,const,none,2,4,5,computed,-29.815847483162027,-32.383293340862686,873.3075844232093,4.564348191467836,96,24,30,1,54,-1372.398460876211,-1500.1403665071555,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,const,none,SR_const__LR_none,const,none,3,0,5,computed,-28.894546752315982,-31.509537903677764,831.3673234382918,4.564348191467836,96,0,55,1,55,-1281.5879998698906,-1411.6954963458527,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q2,raw,full,const,none,SR_const__LR_none,const,none,3,1,5,computed,-29.31838811700862,-32.386263075560564,864.3516928168837,4.553876891600541,95,9,55,1,64,-1286.8741736762688,-1437.2552645713326,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,const,none,SR_const__LR_none,const,none,3,2,5,computed,-29.24120750813671,-32.64463129028027,876.6241830160665,4.553876891600541,95,16,55,1,71,-1263.094084016783,-1429.9231067284945,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,const,none,SR_const__LR_none,const,none,3,3,5,computed,-29.13426162444501,-32.777363137725445,882.9289457697121,4.553876891600541,95,21,55,1,76,-1241.1857023398948,-1419.763247777783,7,TRUE,TRUE,NA,NA,NA,0.01999999999679858
Q2,raw,full,const,none,SR_const__LR_none,const,none,3,4,5,computed,-29.051090641382665,-32.83799879334522,885.8091394116562,4.553876891600541,95,24,55,1,79,-1226.2353453132753,-1411.8620043868698,7,TRUE,TRUE,NA,NA,NA,0
