spec,basis,det_tag,p,T_window,T_eff,m,r_from,r_to,LR_step,df_step,pval_step,reject_step,ll_source
Q2,raw,SR_const__LR_none,7,50,43,5,0,1,1338.5383651831985,9,0,TRUE,stats_logLik
Q2,raw,SR_none__LR_const,1,50,49,5,0,1,36.58349125334689,9,3.1224560063880524e-5,TRUE,stats_logLik
Q2,raw,SR_none__LR_const,1,50,49,5,1,2,29.702267176958685,7,1.0767218762908204e-4,TRUE,stats_logLik
Q2,raw,SR_none__LR_const,1,50,49,5,2,3,16.995234720282497,5,0.0045088433331941236,TRUE,stats_logLik
Q2,raw,SR_none__LR_const,1,50,49,5,3,4,11.67921556088254,3,0.008566848758433276,TRUE,stats_logLik
Q2,raw,SR_none__LR_const,2,50,48,5,0,1,32.63757909736228,9,1.5440721412507408e-4,TRUE,stats_logLik
Q2,raw,SR_none__LR_const,2,50,48,5,1,2,22.447186469483313,7,0.0021263417317168853,TRUE,stats_logLik
Q2,raw,SR_none__LR_const,2,50,48,5,2,3,20.979183073337254,5,8.174281493860125e-4,TRUE,stats_logLik
Q2,raw,SR_none__LR_const,2,50,48,5,3,4,8.600077890647754,3,0.035108879242202073,TRUE,stats_logLik
Q2,raw,SR_none__LR_const,3,50,47,5,0,1,75.6628336434419,9,1.1689538226278273e-12,TRUE,stats_logLik
Q2,raw,SR_none__LR_const,3,50,47,5,1,2,25.21142405322462,7,6.960096119041914e-4,TRUE,stats_logLik
Q2,raw,SR_none__LR_const,3,50,47,5,2,3,22.6018023915085,5,4.021605130462014e-4,TRUE,stats_logLik
Q2,raw,SR_none__LR_const,3,50,47,5,3,4,8.048645311283963,3,0.04501697941399563,TRUE,stats_logLik
Q2,raw,SR_none__LR_const,4,50,46,5,0,1,63.13858717560515,9,3.316332763958485e-10,TRUE,stats_logLik
Q2,raw,SR_none__LR_const,4,50,46,5,1,2,25.64452963153849,7,5.828708324125964e-4,TRUE,stats_logLik
Q2,raw,SR_none__LR_const,4,50,46,5,2,3,21.816252792403475,5,5.674251473968273e-4,TRUE,stats_logLik
Q2,raw,SR_none__LR_const,4,50,46,5,3,4,12.704450527398421,3,0.005321360705075939,TRUE,stats_logLik
Q2,raw,SR_none__LR_const,5,50,45,5,0,1,99.04575398091174,9,0,TRUE,stats_logLik
Q2,raw,SR_none__LR_const,5,50,45,5,1,2,65.34674562467671,7,1.2808532012797968e-11,TRUE,stats_logLik
Q2,raw,SR_none__LR_const,5,50,45,5,2,3,32.62393620154285,5,4.469091456016372e-6,TRUE,stats_logLik
Q2,raw,SR_none__LR_const,5,50,45,5,3,4,15.137500154550935,3,0.0017028369385690967,TRUE,stats_logLik
Q2,raw,SR_none__LR_const,6,50,44,5,0,1,180.53005206355283,9,0,TRUE,stats_logLik
Q2,raw,SR_none__LR_const,6,50,44,5,1,2,89.09837632620156,7,2.220446049250313e-16,TRUE,stats_logLik
Q2,raw,SR_none__LR_const,6,50,44,5,2,3,33.896602600586675,5,2.4965585687652947e-6,TRUE,stats_logLik
Q2,raw,SR_none__LR_const,6,50,44,5,3,4,26.69531764106432,3,6.819973099925214e-6,TRUE,stats_logLik
Q2,raw,SR_none__LR_const,7,50,43,5,0,1,1428.7165634271337,9,0,TRUE,stats_logLik
Q2,raw,SR_none__LR_none,1,50,49,5,0,1,31.39326850249904,9,2.533803468643958e-4,TRUE,stats_logLik
Q2,raw,SR_none__LR_none,1,50,49,5,1,2,20.640053251044037,7,0.004341068067111653,TRUE,stats_logLik
Q2,raw,SR_none__LR_none,1,50,49,5,2,3,13.197007013240864,5,0.021600909008160585,TRUE,stats_logLik
Q2,raw,SR_none__LR_none,1,50,49,5,3,4,4.177424977648343,3,0.2429318140554103,FALSE,stats_logLik
Q2,raw,SR_none__LR_none,2,50,48,5,0,1,28.737654250696096,9,7.17461088139304e-4,TRUE,stats_logLik
Q2,raw,SR_none__LR_none,2,50,48,5,1,2,21.574098221097074,7,0.0030071769936692583,TRUE,stats_logLik
Q2,raw,SR_none__LR_none,2,50,48,5,2,3,8.914651642370018,5,0.11251722539217701,FALSE,stats_logLik
Q2,raw,SR_none__LR_none,2,50,48,5,3,4,7.933516232450074,3,0.04740589458903144,TRUE,stats_logLik
Q2,raw,SR_none__LR_none,3,50,47,5,0,1,51.565551781816794,9,5.4610240662889e-8,TRUE,stats_logLik
Q2,raw,SR_none__LR_none,3,50,47,5,1,2,24.107668891912226,7,0.0010907465021037233,TRUE,stats_logLik
Q2,raw,SR_none__LR_none,3,50,47,5,2,3,8.861318253671016,5,0.11472521088867516,FALSE,stats_logLik
Q2,raw,SR_none__LR_none,3,50,47,5,3,4,6.9905399048068375,3,0.07219990992091452,FALSE,stats_logLik
Q2,raw,SR_none__LR_none,4,50,46,5,0,1,31.48015816686734,9,2.44803188144016e-4,TRUE,stats_logLik
Q2,raw,SR_none__LR_none,4,50,46,5,1,2,23.39860559003364,7,0.0014523681183532533,TRUE,stats_logLik
Q2,raw,SR_none__LR_none,4,50,46,5,2,3,15.610786938207866,5,0.008047778391966132,TRUE,stats_logLik
Q2,raw,SR_none__LR_none,4,50,46,5,3,4,11.06320170049753,3,0.0113889833000278,TRUE,stats_logLik
Q2,raw,SR_none__LR_none,5,50,45,5,0,1,95.20074211143515,9,1.1102230246251565e-16,TRUE,stats_logLik
Q2,raw,SR_none__LR_none,5,50,45,5,1,2,32.66281900983495,7,3.0592870513324044e-5,TRUE,stats_logLik
Q2,raw,SR_none__LR_none,5,50,45,5,2,3,22.062202273172943,5,5.095323556776332e-4,TRUE,stats_logLik
Q2,raw,SR_none__LR_none,5,50,45,5,3,4,9.564983739121317,3,0.022649997408191624,TRUE,stats_logLik
Q2,raw,SR_none__LR_none,6,50,44,5,0,1,120.12206956310115,9,0,TRUE,stats_logLik
Q2,raw,SR_none__LR_none,6,50,44,5,1,2,77.93539584423297,7,3.630429290524262e-14,TRUE,stats_logLik
Q2,raw,SR_none__LR_none,6,50,44,5,2,3,31.39096701072026,5,7.841040394307441e-6,TRUE,stats_logLik
Q2,raw,SR_none__LR_none,6,50,44,5,3,4,10.600394674702102,3,0.014095100911158953,TRUE,stats_logLik
Q3,ortho,SR_const__LR_none,1,50,49,6,0,1,41.268751100971485,11,2.166412222470715e-5,TRUE,stats_logLik
Q3,ortho,SR_const__LR_none,1,50,49,6,1,2,35.341955841626714,9,5.1849602208720036e-5,TRUE,stats_logLik
Q3,ortho,SR_const__LR_none,1,50,49,6,2,3,18.89766165619676,7,0.008514042565625601,TRUE,stats_logLik
Q3,ortho,SR_const__LR_none,1,50,49,6,3,4,15.035352683901692,5,0.010212344636995163,TRUE,stats_logLik
Q3,ortho,SR_const__LR_none,1,50,49,6,4,5,8.1755098863473,3,0.042520344927737264,TRUE,stats_logLik
Q3,ortho,SR_const__LR_none,2,50,48,6,0,1,49.7984659276558,11,6.803768433094604e-7,TRUE,stats_logLik
Q3,ortho,SR_const__LR_none,2,50,48,6,1,2,42.56018202529981,9,2.595519680848035e-6,TRUE,stats_logLik
Q3,ortho,SR_const__LR_none,2,50,48,6,2,3,25.297340212652216,7,6.719750016044301e-4,TRUE,stats_logLik
Q3,ortho,SR_const__LR_none,2,50,48,6,3,4,16.963294930518714,5,0.004569937776153665,TRUE,stats_logLik
Q3,ortho,SR_const__LR_none,2,50,48,6,4,5,7.371953050834918,3,0.06094143174105149,FALSE,stats_logLik
Q3,ortho,SR_const__LR_none,3,50,47,6,0,1,92.10926741127514,11,6.439293542825908e-15,TRUE,stats_logLik
Q3,ortho,SR_const__LR_none,3,50,47,6,1,2,71.17393654318744,9,8.958389585700388e-12,TRUE,stats_logLik
Q3,ortho,SR_const__LR_none,3,50,47,6,2,3,45.935274983919726,7,8.99918294328117e-8,TRUE,stats_logLik
Q3,ortho,SR_const__LR_none,3,50,47,6,3,4,21.341162242946666,5,6.982198070717427e-4,TRUE,stats_logLik
Q3,ortho,SR_const__LR_none,3,50,47,6,4,5,10.603273588141064,3,0.014076451283096092,TRUE,stats_logLik
Q3,ortho,SR_const__LR_none,4,50,46,6,0,1,114.68993875971705,11,0,TRUE,stats_logLik
Q3,ortho,SR_const__LR_none,4,50,46,6,1,2,51.247774987690946,9,6.269997376850966e-8,TRUE,stats_logLik
Q3,ortho,SR_const__LR_none,4,50,46,6,2,3,47.8800703222164,7,3.758075817206219e-8,TRUE,stats_logLik
Q3,ortho,SR_const__LR_none,4,50,46,6,3,4,19.946572441086573,5,0.0012789111193358682,TRUE,stats_logLik
Q3,ortho,SR_const__LR_none,4,50,46,6,4,5,11.763871007544367,3,0.008237403517810993,TRUE,stats_logLik
Q3,ortho,SR_const__LR_none,5,50,45,6,0,1,288.8196371075783,11,0,TRUE,stats_logLik
Q3,ortho,SR_const__LR_none,5,50,45,6,1,2,112.65107286235047,9,0,TRUE,stats_logLik
Q3,ortho,SR_const__LR_none,5,50,45,6,2,3,76.17464506319675,7,8.282263763703668e-14,TRUE,stats_logLik
Q3,ortho,SR_const__LR_none,5,50,45,6,3,4,53.7868954537264,5,2.3181845332231887e-10,TRUE,stats_logLik
Q3,ortho,SR_const__LR_none,5,50,45,6,4,5,13.185910915737622,3,0.00425133454369464,TRUE,stats_logLik
Q3,ortho,SR_none__LR_const,1,50,49,6,0,1,45.32538100940701,11,4.252759203349221e-6,TRUE,stats_logLik
Q3,ortho,SR_none__LR_const,1,50,49,6,1,2,38.12662103325988,9,1.6542761482218893e-5,TRUE,stats_logLik
Q3,ortho,SR_none__LR_const,1,50,49,6,2,3,24.951685130738724,7,7.739104923849549e-4,TRUE,stats_logLik
Q3,ortho,SR_none__LR_const,1,50,49,6,3,4,15.430259716088358,5,0.008673735395054116,TRUE,stats_logLik
Q3,ortho,SR_none__LR_const,1,50,49,6,4,5,8.324663229280759,3,0.03975745528637509,TRUE,stats_logLik
Q3,ortho,SR_none__LR_const,2,50,48,6,0,1,50.568071081600465,11,4.946447217379912e-7,TRUE,stats_logLik
Q3,ortho,SR_none__LR_const,2,50,48,6,1,2,42.57108597605816,9,2.5836072083951223e-6,TRUE,stats_logLik
Q3,ortho,SR_none__LR_const,2,50,48,6,2,3,28.61852814476515,7,1.6978847878135195e-4,TRUE,stats_logLik
Q3,ortho,SR_none__LR_const,2,50,48,6,3,4,21.672916926514745,5,6.041078769551955e-4,TRUE,stats_logLik
Q3,ortho,SR_none__LR_const,2,50,48,6,4,5,8.908667763484345,3,0.0305301702422327,TRUE,stats_logLik
Q3,ortho,SR_none__LR_const,3,50,47,6,0,1,93.60677276485671,11,3.219646771412954e-15,TRUE,stats_logLik
Q3,ortho,SR_none__LR_const,3,50,47,6,1,2,79.6552520823011,9,1.8918200339612667e-13,TRUE,stats_logLik
Q3,ortho,SR_none__LR_const,3,50,47,6,2,3,47.553234266541494,7,4.353284666080981e-8,TRUE,stats_logLik
Q3,ortho,SR_none__LR_const,3,50,47,6,3,4,21.52431560473451,5,6.446067774447117e-4,TRUE,stats_logLik
Q3,ortho,SR_none__LR_const,3,50,47,6,4,5,13.265076605954164,3,0.0040970588748895365,TRUE,stats_logLik
Q3,ortho,SR_none__LR_const,4,50,46,6,0,1,123.49596246603255,11,0,TRUE,stats_logLik
Q3,ortho,SR_none__LR_const,4,50,46,6,1,2,51.28795712846727,9,6.161469345844495e-8,TRUE,stats_logLik
Q3,ortho,SR_none__LR_const,4,50,46,6,2,3,47.99564876060617,7,3.5675883025554356e-8,TRUE,stats_logLik
Q3,ortho,SR_none__LR_const,4,50,46,6,3,4,24.64161695128496,5,1.633792680010293e-4,TRUE,stats_logLik
Q3,ortho,SR_none__LR_const,4,50,46,6,4,5,11.879607254378016,3,0.007807162293089531,TRUE,stats_logLik
Q3,ortho,SR_none__LR_const,5,50,45,6,0,1,289.1328380711327,11,0,TRUE,stats_logLik
Q3,ortho,SR_none__LR_const,5,50,45,6,1,2,116.66934463824259,9,0,TRUE,stats_logLik
Q3,ortho,SR_none__LR_const,5,50,45,6,2,3,82.63271050931917,7,3.9968028886505635e-15,TRUE,stats_logLik
Q3,ortho,SR_none__LR_const,5,50,45,6,3,4,54.11874085470845,5,1.9812984586309312e-10,TRUE,stats_logLik
Q3,ortho,SR_none__LR_const,5,50,45,6,4,5,15.435882472030926,3,0.001479620925446179,TRUE,stats_logLik
Q3,ortho,SR_none__LR_none,1,50,49,6,0,1,44.4835550733535,11,5.9791581961121665e-6,TRUE,stats_logLik
Q3,ortho,SR_none__LR_none,1,50,49,6,1,2,26.39718576184191,9,0.0017584755709518785,TRUE,stats_logLik
Q3,ortho,SR_none__LR_none,1,50,49,6,2,3,21.113862493693432,7,0.0036052330407573274,TRUE,stats_logLik
Q3,ortho,SR_none__LR_none,1,50,49,6,3,4,9.037767358533529,5,0.10756719417393668,FALSE,stats_logLik
Q3,ortho,SR_none__LR_none,1,50,49,6,4,5,3.929814199650309,3,0.26914334480927216,FALSE,stats_logLik
Q3,ortho,SR_none__LR_none,2,50,48,6,0,1,50.5586906624128,11,4.965734212714068e-7,TRUE,stats_logLik
Q3,ortho,SR_none__LR_none,2,50,48,6,1,2,41.13528122625053,9,4.726178385650037e-6,TRUE,stats_logLik
Q3,ortho,SR_none__LR_none,2,50,48,6,2,3,25.578893152992805,7,5.987768126463067e-4,TRUE,stats_logLik
Q3,ortho,SR_none__LR_none,2,50,48,6,3,4,9.261747783006058,5,0.09906844735250586,FALSE,stats_logLik
Q3,ortho,SR_none__LR_none,2,50,48,6,4,5,8.1489702005058,3,0.04303120854871234,TRUE,stats_logLik
Q3,ortho,SR_none__LR_none,3,50,47,6,0,1,79.65549773887801,11,1.72029057665668e-12,TRUE,stats_logLik
Q3,ortho,SR_none__LR_none,3,50,47,6,1,2,52.211518190554216,9,4.122487007318654e-8,TRUE,stats_logLik
Q3,ortho,SR_none__LR_none,3,50,47,6,2,3,44.015850820284186,7,2.1220427082191406e-7,TRUE,stats_logLik
Q3,ortho,SR_none__LR_none,3,50,47,6,3,4,14.78215545124749,5,0.011334859700998567,TRUE,stats_logLik
Q3,ortho,SR_none__LR_none,3,50,47,6,4,5,7.385146199360861,3,0.06058414830291725,FALSE,stats_logLik
Q3,ortho,SR_none__LR_none,4,50,46,6,0,1,117.36393857076268,11,0,TRUE,stats_logLik
Q3,ortho,SR_none__LR_none,4,50,46,6,1,2,48.162141066216236,9,2.381897868941607e-7,TRUE,stats_logLik
Q3,ortho,SR_none__LR_none,4,50,46,6,2,3,25.32398352255609,7,6.646883607461795e-4,TRUE,stats_logLik
Q3,ortho,SR_none__LR_none,4,50,46,6,3,4,14.255758649862855,5,0.014063879610300645,TRUE,stats_logLik
Q3,ortho,SR_none__LR_none,4,50,46,6,4,5,11.351667965214347,3,0.009968615308989515,TRUE,stats_logLik
Q3,ortho,SR_none__LR_none,5,50,45,6,0,1,177.36353830739768,11,0,TRUE,stats_logLik
Q3,ortho,SR_none__LR_none,5,50,45,6,1,2,116.4844086811188,9,0,TRUE,stats_logLik
Q3,ortho,SR_none__LR_none,5,50,45,6,2,3,68.82841785984033,7,2.547517752304884e-12,TRUE,stats_logLik
Q3,ortho,SR_none__LR_none,5,50,45,6,3,4,18.048791830539585,5,0.002885872390169575,TRUE,stats_logLik
Q3,ortho,SR_none__LR_none,5,50,45,6,4,5,14.02087623095349,3,0.002876873926140444,TRUE,stats_logLik
Q3,ortho,SR_none__LR_none,6,50,44,6,0,1,1314.0849213116853,11,0,TRUE,stats_logLik
Q3,raw,SR_const__LR_none,1,50,49,6,0,1,41.26875113665574,11,2.1664121917952528e-5,TRUE,stats_logLik
Q3,raw,SR_const__LR_none,1,50,49,6,1,2,35.341955902768404,9,5.184960091852986e-5,TRUE,stats_logLik
Q3,raw,SR_const__LR_none,1,50,49,6,2,3,18.89766164276125,7,0.008514042609329309,TRUE,stats_logLik
Q3,raw,SR_const__LR_none,1,50,49,6,3,4,15.035352654499775,5,0.010212344760860415,TRUE,stats_logLik
Q3,raw,SR_const__LR_none,1,50,49,6,4,5,8.175509886336386,3,0.0425203449279461,TRUE,stats_logLik
Q3,raw,SR_const__LR_none,2,50,48,6,0,1,49.79846589459021,11,6.803768526353338e-7,TRUE,stats_logLik
Q3,raw,SR_const__LR_none,2,50,48,6,1,2,42.56018203173153,9,2.59551967385363e-6,TRUE,stats_logLik
Q3,raw,SR_const__LR_none,2,50,48,6,2,3,25.297340220716933,7,6.719749993869817e-4,TRUE,stats_logLik
Q3,raw,SR_const__LR_none,2,50,48,6,3,4,16.963294920607723,5,0.004569937795236401,TRUE,stats_logLik
Q3,raw,SR_const__LR_none,2,50,48,6,4,5,7.371953039837308,3,0.06094143203972757,FALSE,stats_logLik
Q3,raw,SR_const__LR_none,3,50,47,6,0,1,92.1092674743818,11,6.439293542825908e-15,TRUE,stats_logLik
Q3,raw,SR_const__LR_none,3,50,47,6,1,2,71.17393647911513,9,8.958389585700388e-12,TRUE,stats_logLik
Q3,raw,SR_const__LR_none,3,50,47,6,2,3,45.935275060712,7,8.999182632418723e-8,TRUE,stats_logLik
Q3,raw,SR_const__LR_none,3,50,47,6,3,4,21.341162261262753,5,6.982198014963137e-4,TRUE,stats_logLik
Q3,raw,SR_const__LR_none,3,50,47,6,4,5,10.60327365477201,3,0.014076450851741584,TRUE,stats_logLik
Q3,raw,SR_const__LR_none,4,50,46,6,0,1,114.68993747501872,11,0,TRUE,stats_logLik
Q3,raw,SR_const__LR_none,4,50,46,6,1,2,51.247774848302015,9,6.269997754326795e-8,TRUE,stats_logLik
Q3,raw,SR_const__LR_none,4,50,46,6,2,3,47.880070168204384,7,3.7580760725575146e-8,TRUE,stats_logLik
Q3,raw,SR_const__LR_none,4,50,46,6,3,4,19.946572458159608,5,0.0012789111099048567,TRUE,stats_logLik
Q3,raw,SR_const__LR_none,4,50,46,6,4,5,11.76387080941322,3,0.008237404274026972,TRUE,stats_logLik
Q3,raw,SR_const__LR_none,5,50,45,6,0,1,288.8192450313675,11,0,TRUE,stats_logLik
Q3,raw,SR_const__LR_none,5,50,45,6,1,2,112.65108137256266,9,0,TRUE,stats_logLik
Q3,raw,SR_const__LR_none,5,50,45,6,2,3,76.17464596555146,7,8.282263763703668e-14,TRUE,stats_logLik
Q3,raw,SR_const__LR_none,5,50,45,6,3,4,53.78689552313335,5,2.3181845332231887e-10,TRUE,stats_logLik
Q3,raw,SR_const__LR_none,5,50,45,6,4,5,13.18591077549172,3,0.0042513348220317715,TRUE,stats_logLik
Q3,raw,SR_none__LR_const,1,50,49,6,0,1,45.32538084579505,11,4.252759485567914e-6,TRUE,stats_logLik
Q3,raw,SR_none__LR_const,1,50,49,6,1,2,38.12662099342674,9,1.6542761754667623e-5,TRUE,stats_logLik
Q3,raw,SR_none__LR_const,1,50,49,6,2,3,24.951685252070774,7,7.739104540712693e-4,TRUE,stats_logLik
Q3,raw,SR_none__LR_const,1,50,49,6,3,4,15.430259727994553,5,0.008673735352250245,TRUE,stats_logLik
Q3,raw,SR_none__LR_const,1,50,49,6,4,5,8.32466324721213,3,0.03975745496498739,TRUE,stats_logLik
Q3,raw,SR_none__LR_const,2,50,48,6,0,1,50.56807120645385,11,4.946446960918394e-7,TRUE,stats_logLik
Q3,raw,SR_none__LR_const,2,50,48,6,1,2,42.57108617904146,9,2.5836069871276734e-6,TRUE,stats_logLik
Q3,raw,SR_none__LR_const,2,50,48,6,2,3,28.618528276470215,7,1.6978846941417824e-4,TRUE,stats_logLik
Q3,raw,SR_none__LR_const,2,50,48,6,3,4,21.67291689799208,5,6.041078844825076e-4,TRUE,stats_logLik
Q3,raw,SR_none__LR_const,2,50,48,6,4,5,8.908667802557602,3,0.03053016970122502,TRUE,stats_logLik
Q3,raw,SR_none__LR_const,3,50,47,6,0,1,93.60677254425877,11,3.219646771412954e-15,TRUE,stats_logLik
Q3,raw,SR_none__LR_const,3,50,47,6,1,2,79.65525299950787,9,1.8918200339612667e-13,TRUE,stats_logLik
Q3,raw,SR_none__LR_const,3,50,47,6,2,3,47.55323414806685,7,4.353284899227816e-8,TRUE,stats_logLik
Q3,raw,SR_none__LR_const,3,50,47,6,3,4,21.52431562339575,5,6.44606772194467e-4,TRUE,stats_logLik
Q3,raw,SR_none__LR_const,3,50,47,6,4,5,13.265076381966992,3,0.004097059303451167,TRUE,stats_logLik
Q3,raw,SR_none__LR_const,4,50,46,6,0,1,123.49595950835987,11,0,TRUE,stats_logLik
Q3,raw,SR_none__LR_const,4,50,46,6,1,2,51.28795680831831,9,6.161470200716224e-8,TRUE,stats_logLik
Q3,raw,SR_none__LR_const,4,50,46,6,2,3,47.995648617527195,7,3.567588535702271e-8,TRUE,stats_logLik
Q3,raw,SR_none__LR_const,4,50,46,6,3,4,24.6416174304984,5,1.6337923325049353e-4,TRUE,stats_logLik
Q3,raw,SR_none__LR_const,4,50,46,6,4,5,11.879607614904899,3,0.00780716098804668,TRUE,stats_logLik
Q3,raw,SR_none__LR_const,5,50,45,6,0,1,289.13241752726094,11,0,TRUE,stats_logLik
Q3,raw,SR_none__LR_const,5,50,45,6,1,2,116.6693516049213,9,0,TRUE,stats_logLik
Q3,raw,SR_none__LR_const,5,50,45,6,2,3,82.63270418923776,7,3.9968028886505635e-15,TRUE,stats_logLik
Q3,raw,SR_none__LR_const,5,50,45,6,3,4,54.118742467665015,5,1.9812973484079066e-10,TRUE,stats_logLik
Q3,raw,SR_none__LR_const,5,50,45,6,4,5,15.43588260121578,3,0.0014796208353869966,TRUE,stats_logLik
Q3,raw,SR_none__LR_const,6,50,44,6,2,3,1480.434739528835,7,0,TRUE,resid_Sigma
Q3,raw,SR_none__LR_const,6,50,44,6,3,4,1813.6151359637015,5,0,TRUE,resid_Sigma
Q3,raw,SR_none__LR_const,6,50,44,6,4,5,2104.6429065582615,3,0,TRUE,resid_Sigma
Q3,raw,SR_none__LR_none,1,50,49,6,0,1,44.48355491777761,11,5.979158571811638e-6,TRUE,stats_logLik
Q3,raw,SR_none__LR_none,1,50,49,6,1,2,26.39718581110128,9,0.0017584755381736539,TRUE,stats_logLik
Q3,raw,SR_none__LR_none,1,50,49,6,2,3,21.113862514250968,7,0.003605233011623854,TRUE,stats_logLik
Q3,raw,SR_none__LR_none,1,50,49,6,3,4,9.03776740021658,5,0.10756719253216107,FALSE,stats_logLik
Q3,raw,SR_none__LR_none,1,50,49,6,4,5,3.929814170280224,3,0.2691433480650367,FALSE,stats_logLik
Q3,raw,SR_none__LR_none,2,50,48,6,0,1,50.558690961497405,11,4.965733596540289e-7,TRUE,stats_logLik
Q3,raw,SR_none__LR_none,2,50,48,6,1,2,41.13528143083772,9,4.726177980196589e-6,TRUE,stats_logLik
Q3,raw,SR_none__LR_none,2,50,48,6,2,3,25.578893181064814,7,5.98776805753265e-4,TRUE,stats_logLik
Q3,raw,SR_none__LR_none,2,50,48,6,3,4,9.261747715824185,5,0.09906844980674778,FALSE,stats_logLik
Q3,raw,SR_none__LR_none,2,50,48,6,4,5,8.14897021527895,3,0.043031208262684584,TRUE,stats_logLik
Q3,raw,SR_none__LR_none,3,50,47,6,0,1,79.65549645088299,11,1.72029057665668e-12,TRUE,stats_logLik
Q3,raw,SR_none__LR_none,3,50,47,6,1,2,52.2115181268241,9,4.1224871294431864e-8,TRUE,stats_logLik
Q3,raw,SR_none__LR_none,3,50,47,6,2,3,44.01585107245478,7,2.1220424695211904e-7,TRUE,stats_logLik
Q3,raw,SR_none__LR_none,3,50,47,6,3,4,14.782155556901671,5,0.011334859208530834,TRUE,stats_logLik
Q3,raw,SR_none__LR_none,3,50,47,6,4,5,7.385146383803203,3,0.06058414332226636,FALSE,stats_logLik
Q3,raw,SR_none__LR_none,4,50,46,6,0,1,117.3639412081302,11,0,TRUE,stats_logLik
Q3,raw,SR_none__LR_none,4,50,46,6,1,2,48.16214161432322,9,2.3818973071687566e-7,TRUE,stats_logLik
Q3,raw,SR_none__LR_none,4,50,46,6,2,3,25.32398381712278,7,6.646882806154997e-4,TRUE,stats_logLik
Q3,raw,SR_none__LR_none,4,50,46,6,3,4,14.2557591591044,5,0.014063876685478705,TRUE,stats_logLik
Q3,raw,SR_none__LR_none,4,50,46,6,4,5,11.351667738757214,3,0.009968616352369675,TRUE,stats_logLik
Q3,raw,SR_none__LR_none,5,50,45,6,0,1,177.36354751941758,11,0,TRUE,stats_logLik
Q3,raw,SR_none__LR_none,5,50,45,6,1,2,116.48442036221104,9,0,TRUE,stats_logLik
Q3,raw,SR_none__LR_none,5,50,45,6,2,3,68.8284593852627,7,2.547517752304884e-12,TRUE,stats_logLik
Q3,raw,SR_none__LR_none,5,50,45,6,3,4,18.048785490352657,5,0.002885880176239475,TRUE,stats_logLik
Q3,raw,SR_none__LR_none,5,50,45,6,4,5,14.020874734580957,3,0.002876875943312429,TRUE,stats_logLik
Q3,raw,SR_none__LR_none,6,50,44,6,0,1,968.1911177080328,11,0,TRUE,stats_logLik
Q3,raw,SR_none__LR_none,6,50,44,6,1,2,1460.6732959377446,9,0,TRUE,resid_Sigma
