spec,basis,window,det_tag,p,share_computed,n_r_computed,min_r_computed,max_r_computed,r0_ok,r1_ok,r1_fail,T_window,T_eff,m
Q3,ortho,fordism,SR_none__LR_const,2,1,6,0,5,TRUE,TRUE,FALSE,49,47,6
Q3,ortho,fordism,SR_none__LR_const,3,1,6,0,5,TRUE,TRUE,FALSE,49,46,6
Q3,ortho,fordism,SR_none__LR_const,4,1,6,0,5,TRUE,TRUE,FALSE,49,45,6
Q3,ortho,fordism,SR_none__LR_const,5,1,6,0,5,TRUE,TRUE,FALSE,49,44,6
Q3,ortho,fordism,SR_none__LR_const,6,0.16666666666666666,1,0,0,TRUE,FALSE,TRUE,49,43,6
Q3,ortho,fordism,SR_none__LR_const,7,0,0,NA,NA,FALSE,FALSE,TRUE,49,42,6
Q3,ortho,fordism,SR_none__LR_none,1,1,6,0,5,TRUE,TRUE,FALSE,49,48,6
Q3,ortho,fordism,SR_none__LR_none,2,1,6,0,5,TRUE,TRUE,FALSE,49,47,6
Q3,ortho,fordism,SR_none__LR_none,3,1,6,0,5,TRUE,TRUE,FALSE,49,46,6
Q3,ortho,fordism,SR_none__LR_none,4,1,6,0,5,TRUE,TRUE,FALSE,49,45,6
Q3,ortho,fordism,SR_none__LR_none,5,1,6,0,5,TRUE,TRUE,FALSE,49,44,6
Q3,ortho,fordism,SR_none__LR_none,6,0.6666666666666666,4,0,3,TRUE,TRUE,FALSE,49,43,6
Q3,ortho,fordism,SR_none__LR_none,7,0,0,NA,NA,FALSE,FALSE,TRUE,49,42,6
Q3,raw,fordism,SR_const__LR_none,1,1,6,0,5,TRUE,TRUE,FALSE,49,48,6
Q3,raw,fordism,SR_const__LR_none,2,1,6,0,5,TRUE,TRUE,FALSE,49,47,6
Q3,raw,fordism,SR_const__LR_none,3,1,6,0,5,TRUE,TRUE,FALSE,49,46,6
Q3,raw,fordism,SR_const__LR_none,4,1,6,0,5,TRUE,TRUE,FALSE,49,45,6
Q3,raw,fordism,SR_const__LR_none,5,1,6,0,5,TRUE,TRUE,FALSE,49,44,6
Q3,raw,fordism,SR_const__LR_none,6,0,0,NA,NA,FALSE,FALSE,TRUE,49,43,6
Q3,raw,fordism,SR_const__LR_none,7,0,0,NA,NA,FALSE,FALSE,TRUE,49,42,6
Q3,raw,fordism,SR_none__LR_const,1,1,6,0,5,TRUE,TRUE,FALSE,49,48,6
Q3,raw,fordism,SR_none__LR_const,2,1,6,0,5,TRUE,TRUE,FALSE,49,47,6
Q3,raw,fordism,SR_none__LR_const,3,1,6,0,5,TRUE,TRUE,FALSE,49,46,6
Q3,raw,fordism,SR_none__LR_const,4,1,6,0,5,TRUE,TRUE,FALSE,49,45,6
Q3,raw,fordism,SR_none__LR_const,5,1,6,0,5,TRUE,TRUE,FALSE,49,44,6
Q3,raw,fordism,SR_none__LR_const,6,0.16666666666666666,1,0,0,TRUE,FALSE,TRUE,49,43,6
Q3,raw,fordism,SR_none__LR_const,7,0,0,NA,NA,FALSE,FALSE,TRUE,49,42,6
Q3,raw,fordism,SR_none__LR_none,1,1,6,0,5,TRUE,TRUE,FALSE,49,48,6
Q3,raw,fordism,SR_none__LR_none,2,1,6,0,5,TRUE,TRUE,FALSE,49,47,6
Q3,raw,fordism,SR_none__LR_none,3,1,6,0,5,TRUE,TRUE,FALSE,49,46,6
Q3,raw,fordism,SR_none__LR_none,4,1,6,0,5,TRUE,TRUE,FALSE,49,45,6
Q3,raw,fordism,SR_none__LR_none,5,1,6,0,5,TRUE,TRUE,FALSE,49,44,6
Q3,raw,fordism,SR_none__LR_none,6,0.3333333333333333,2,0,2,TRUE,FALSE,TRUE,49,43,6
Q3,raw,fordism,SR_none__LR_none,7,0,0,NA,NA,FALSE,FALSE,TRUE,49,42,6
Q3,ortho,full,SR_const__LR_none,1,1,6,0,5,TRUE,TRUE,FALSE,99,98,6
Q3,ortho,full,SR_const__LR_none,2,1,6,0,5,TRUE,TRUE,FALSE,99,97,6
Q3,ortho,full,SR_const__LR_none,3,1,6,0,5,TRUE,TRUE,FALSE,99,96,6
Q3,ortho,full,SR_const__LR_none,4,1,6,0,5,TRUE,TRUE,FALSE,99,95,6
Q3,ortho,full,SR_const__LR_none,5,1,6,0,5,TRUE,TRUE,FALSE,99,94,6
Q3,ortho,full,SR_const__LR_none,6,1,6,0,5,TRUE,TRUE,FALSE,99,93,6
Q3,ortho,full,SR_const__LR_none,7,1,6,0,5,TRUE,TRUE,FALSE,99,92,6
Q3,ortho,full,SR_none__LR_const,1,1,6,0,5,TRUE,TRUE,FALSE,99,98,6
Q3,ortho,full,SR_none__LR_const,2,1,6,0,5,TRUE,TRUE,FALSE,99,97,6
Q3,ortho,full,SR_none__LR_const,3,1,6,0,5,TRUE,TRUE,FALSE,99,96,6
Q3,ortho,full,SR_none__LR_const,4,1,6,0,5,TRUE,TRUE,FALSE,99,95,6
Q3,ortho,full,SR_none__LR_const,5,1,6,0,5,TRUE,TRUE,FALSE,99,94,6
Q3,ortho,full,SR_none__LR_const,6,1,6,0,5,TRUE,TRUE,FALSE,99,93,6
Q3,ortho,full,SR_none__LR_const,7,1,6,0,5,TRUE,TRUE,FALSE,99,92,6
Q3,ortho,full,SR_none__LR_none,1,1,6,0,5,TRUE,TRUE,FALSE,99,98,6
Q3,ortho,full,SR_none__LR_none,2,1,6,0,5,TRUE,TRUE,FALSE,99,97,6
Q3,ortho,full,SR_none__LR_none,3,1,6,0,5,TRUE,TRUE,FALSE,99,96,6
Q3,ortho,full,SR_none__LR_none,4,1,6,0,5,TRUE,TRUE,FALSE,99,95,6
Q3,ortho,full,SR_none__LR_none,5,1,6,0,5,TRUE,TRUE,FALSE,99,94,6
Q3,ortho,full,SR_none__LR_none,6,1,6,0,5,TRUE,TRUE,FALSE,99,93,6
Q3,ortho,full,SR_none__LR_none,7,1,6,0,5,TRUE,TRUE,FALSE,99,92,6
Q3,raw,full,SR_const__LR_none,1,1,6,0,5,TRUE,TRUE,FALSE,99,98,6
Q3,raw,full,SR_const__LR_none,2,1,6,0,5,TRUE,TRUE,FALSE,99,97,6
Q3,raw,full,SR_const__LR_none,3,1,6,0,5,TRUE,TRUE,FALSE,99,96,6
Q3,raw,full,SR_const__LR_none,4,1,6,0,5,TRUE,TRUE,FALSE,99,95,6
Q3,raw,full,SR_const__LR_none,5,1,6,0,5,TRUE,TRUE,FALSE,99,94,6
Q3,raw,full,SR_const__LR_none,6,1,6,0,5,TRUE,TRUE,FALSE,99,93,6
Q3,raw,full,SR_const__LR_none,7,1,6,0,5,TRUE,TRUE,FALSE,99,92,6
Q3,raw,full,SR_none__LR_const,1,1,6,0,5,TRUE,TRUE,FALSE,99,98,6
Q3,raw,full,SR_none__LR_const,2,1,6,0,5,TRUE,TRUE,FALSE,99,97,6
Q3,raw,full,SR_none__LR_const,3,1,6,0,5,TRUE,TRUE,FALSE,99,96,6
Q3,raw,full,SR_none__LR_const,4,1,6,0,5,TRUE,TRUE,FALSE,99,95,6
Q3,raw,full,SR_none__LR_const,5,1,6,0,5,TRUE,TRUE,FALSE,99,94,6
Q3,raw,full,SR_none__LR_const,6,1,6,0,5,TRUE,TRUE,FALSE,99,93,6
Q3,raw,full,SR_none__LR_const,7,1,6,0,5,TRUE,TRUE,FALSE,99,92,6
Q3,raw,full,SR_none__LR_none,1,1,6,0,5,TRUE,TRUE,FALSE,99,98,6
Q3,raw,full,SR_none__LR_none,2,1,6,0,5,TRUE,TRUE,FALSE,99,97,6
Q3,raw,full,SR_none__LR_none,3,1,6,0,5,TRUE,TRUE,FALSE,99,96,6
Q3,raw,full,SR_none__LR_none,4,1,6,0,5,TRUE,TRUE,FALSE,99,95,6
Q3,raw,full,SR_none__LR_none,5,1,6,0,5,TRUE,TRUE,FALSE,99,94,6
Q3,raw,full,SR_none__LR_none,6,1,6,0,5,TRUE,TRUE,FALSE,99,93,6
Q3,raw,full,SR_none__LR_none,7,1,6,0,5,TRUE,TRUE,FALSE,99,92,6
Q3,ortho,post_fordism,SR_const__LR_none,1,1,6,0,5,TRUE,TRUE,FALSE,50,49,6
Q3,ortho,post_fordism,SR_const__LR_none,2,1,6,0,5,TRUE,TRUE,FALSE,50,48,6
Q3,ortho,post_fordism,SR_const__LR_none,3,1,6,0,5,TRUE,TRUE,FALSE,50,47,6
Q3,ortho,post_fordism,SR_const__LR_none,4,1,6,0,5,TRUE,TRUE,FALSE,50,46,6
Q3,ortho,post_fordism,SR_const__LR_none,5,1,6,0,5,TRUE,TRUE,FALSE,50,45,6
Q3,ortho,post_fordism,SR_const__LR_none,6,0.5,3,0,4,TRUE,FALSE,TRUE,50,44,6
Q3,ortho,post_fordism,SR_const__LR_none,7,0,0,NA,NA,FALSE,FALSE,TRUE,50,43,6
Q3,ortho,post_fordism,SR_none__LR_const,1,1,6,0,5,TRUE,TRUE,FALSE,50,49,6
Q3,ortho,post_fordism,SR_none__LR_const,2,1,6,0,5,TRUE,TRUE,FALSE,50,48,6
Q3,ortho,post_fordism,SR_none__LR_const,3,1,6,0,5,TRUE,TRUE,FALSE,50,47,6
Q3,ortho,post_fordism,SR_none__LR_const,4,1,6,0,5,TRUE,TRUE,FALSE,50,46,6
Q3,ortho,post_fordism,SR_none__LR_const,5,1,6,0,5,TRUE,TRUE,FALSE,50,45,6
Q3,ortho,post_fordism,SR_none__LR_const,6,0.16666666666666666,1,0,0,TRUE,FALSE,TRUE,50,44,6
Q3,ortho,post_fordism,SR_none__LR_const,7,0,0,NA,NA,FALSE,FALSE,TRUE,50,43,6
Q3,ortho,post_fordism,SR_none__LR_none,1,1,6,0,5,TRUE,TRUE,FALSE,50,49,6
Q3,ortho,post_fordism,SR_none__LR_none,2,1,6,0,5,TRUE,TRUE,FALSE,50,48,6
Q3,ortho,post_fordism,SR_none__LR_none,3,1,6,0,5,TRUE,TRUE,FALSE,50,47,6
Q3,ortho,post_fordism,SR_none__LR_none,4,1,6,0,5,TRUE,TRUE,FALSE,50,46,6
Q3,ortho,post_fordism,SR_none__LR_none,5,1,6,0,5,TRUE,TRUE,FALSE,50,45,6
Q3,ortho,post_fordism,SR_none__LR_none,6,0.5,3,0,5,TRUE,TRUE,FALSE,50,44,6
Q3,ortho,post_fordism,SR_none__LR_none,7,0,0,NA,NA,FALSE,FALSE,TRUE,50,43,6
Q3,raw,post_fordism,SR_const__LR_none,1,1,6,0,5,TRUE,TRUE,FALSE,50,49,6
Q3,raw,post_fordism,SR_const__LR_none,2,1,6,0,5,TRUE,TRUE,FALSE,50,48,6
Q3,raw,post_fordism,SR_const__LR_none,3,1,6,0,5,TRUE,TRUE,FALSE,50,47,6
Q3,raw,post_fordism,SR_const__LR_none,4,1,6,0,5,TRUE,TRUE,FALSE,50,46,6
Q3,raw,post_fordism,SR_const__LR_none,5,1,6,0,5,TRUE,TRUE,FALSE,50,45,6
Q3,raw,post_fordism,SR_const__LR_none,6,0.16666666666666666,1,0,0,TRUE,FALSE,TRUE,50,44,6
Q3,raw,post_fordism,SR_const__LR_none,7,0,0,NA,NA,FALSE,FALSE,TRUE,50,43,6
Q3,raw,post_fordism,SR_none__LR_const,1,1,6,0,5,TRUE,TRUE,FALSE,50,49,6
Q3,raw,post_fordism,SR_none__LR_const,2,1,6,0,5,TRUE,TRUE,FALSE,50,48,6
Q3,raw,post_fordism,SR_none__LR_const,3,1,6,0,5,TRUE,TRUE,FALSE,50,47,6
Q3,raw,post_fordism,SR_none__LR_const,4,1,6,0,5,TRUE,TRUE,FALSE,50,46,6
Q3,raw,post_fordism,SR_none__LR_const,5,1,6,0,5,TRUE,TRUE,FALSE,50,45,6
Q3,raw,post_fordism,SR_none__LR_const,6,0.8333333333333334,5,0,5,TRUE,FALSE,TRUE,50,44,6
Q3,raw,post_fordism,SR_none__LR_const,7,0,0,NA,NA,FALSE,FALSE,TRUE,50,43,6
Q3,raw,post_fordism,SR_none__LR_none,1,1,6,0,5,TRUE,TRUE,FALSE,50,49,6
Q3,raw,post_fordism,SR_none__LR_none,2,1,6,0,5,TRUE,TRUE,FALSE,50,48,6
Q3,raw,post_fordism,SR_none__LR_none,3,1,6,0,5,TRUE,TRUE,FALSE,50,47,6
Q3,raw,post_fordism,SR_none__LR_none,4,1,6,0,5,TRUE,TRUE,FALSE,50,46,6
Q3,raw,post_fordism,SR_none__LR_none,5,1,6,0,5,TRUE,TRUE,FALSE,50,45,6
Q3,raw,post_fordism,SR_none__LR_none,6,0.6666666666666666,4,0,4,TRUE,TRUE,FALSE,50,44,6
Q3,raw,post_fordism,SR_none__LR_none,7,0,0,NA,NA,FALSE,FALSE,TRUE,50,43,6
