spec,basis,window,det_tag,p,r,k_longrun,k_total,T_window,T_eff,m,logLik,ll_source,status
Q2,ortho,fordism,SR_const__LR_none,4,1,9,89,49,45,5,516.2271652133842,stats_logLik,computed
Q2,ortho,fordism,SR_const__LR_none,4,2,16,96,49,45,5,535.7111234783468,stats_logLik,computed
Q2,ortho,fordism,SR_const__LR_none,4,3,21,101,49,45,5,549.40192596048,stats_logLik,computed
Q2,ortho,fordism,SR_const__LR_none,4,4,24,104,49,45,5,554.6290329259165,stats_logLik,computed
Q2,ortho,fordism,SR_const__LR_none,5,0,0,105,49,44,5,522.6622833241865,stats_logLik,computed
Q2,ortho,fordism,SR_const__LR_none,5,1,9,114,49,44,5,582.6817320810103,stats_logLik,computed
Q2,ortho,fordism,SR_const__LR_none,5,2,16,121,49,44,5,609.7431125595423,stats_logLik,computed
Q2,ortho,fordism,SR_const__LR_none,5,3,21,126,49,44,5,622.2987439822823,stats_logLik,computed
Q2,ortho,fordism,SR_const__LR_none,5,4,24,129,49,44,5,626.3635534590078,stats_logLik,computed
Q2,ortho,fordism,SR_const__LR_none,6,0,0,130,49,43,5,592.4864281286899,stats_logLik,computed
Q2,ortho,fordism,SR_const__LR_none,6,1,9,139,49,43,5,646.1594124754131,stats_logLik,computed
Q2,ortho,fordism,SR_const__LR_none,6,2,16,146,49,43,5,684.6362375991237,stats_logLik,computed
Q2,ortho,fordism,SR_const__LR_none,6,3,21,151,49,43,5,703.8400731509074,stats_logLik,computed
Q2,ortho,fordism,SR_const__LR_none,6,4,24,154,49,43,5,707.9645763000161,stats_logLik,computed
Q2,ortho,fordism,SR_const__LR_none,7,0,0,155,49,42,5,682.3045957622369,stats_logLik,computed
Q2,ortho,fordism,SR_const__LR_none,7,1,9,164,49,42,5,1349.9698650112352,resid_Sigma,computed
Q2,ortho,fordism,SR_const__LR_none,7,2,16,171,49,42,5,2043.5060557968695,resid_Sigma,computed
Q2,ortho,fordism,SR_const__LR_none,7,3,21,176,49,42,5,NA,NA,fail: logLik extraction
Q2,ortho,fordism,SR_const__LR_none,7,4,24,179,49,42,5,NA,NA,fail: sistema es computacionalmente singular: número de condición recíproco = 1.15235e-20
Q2,ortho,fordism,SR_none__LR_const,1,0,0,0,49,48,5,419.6712988976253,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_const,1,1,9,10,49,48,5,442.4553737018553,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_const,1,2,16,18,49,48,5,461.7787455211225,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_const,1,3,21,24,49,48,5,470.6275235210306,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_const,1,4,24,28,49,48,5,473.4529001592008,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_const,2,0,0,25,49,47,5,437.8382309429076,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_const,2,1,9,35,49,47,5,456.0335426489062,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_const,2,2,16,43,49,47,5,470.270596584027,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_const,2,3,21,49,49,47,5,481.2200946015288,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_const,2,4,24,53,49,47,5,483.42734494705377,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_const,3,0,0,50,49,46,5,444.050517362232,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_const,3,1,9,60,49,46,5,482.94010448375485,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_const,3,2,16,68,49,46,5,506.3326977950493,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_const,3,3,21,74,49,46,5,517.4412342196644,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_const,3,4,24,78,49,46,5,521.5528522361216,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_const,4,0,0,75,49,45,5,481.3049681880674,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_const,4,1,9,85,49,45,5,511.40664258733307,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_const,4,2,16,93,49,45,5,531.4065749875997,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_const,4,3,21,99,49,45,5,545.7035945020734,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_const,4,4,24,103,49,45,5,552.4586952157654,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_const,5,0,0,100,49,44,5,510.51746690979803,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_const,5,1,9,110,49,44,5,570.6317448934822,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_const,5,2,16,118,49,44,5,600.4993578233007,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_const,5,3,21,124,49,44,5,613.8610987400683,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_const,5,4,24,128,49,44,5,622.6625718409788,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_const,6,0,0,125,49,43,5,573.1510999281504,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_const,6,1,9,135,49,43,5,630.2229604506953,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_const,6,2,16,143,49,43,5,671.2539139648345,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_const,6,3,21,149,49,43,5,692.6546902113982,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_const,6,4,24,153,49,43,5,704.5665202898539,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_const,7,0,0,150,49,42,5,644.4597470116496,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_const,7,1,9,160,49,42,5,1390.531867038431,resid_Sigma,computed
Q2,ortho,fordism,SR_none__LR_const,7,2,16,168,49,42,5,NA,NA,fail: logLik extraction
Q2,ortho,fordism,SR_none__LR_const,7,3,21,174,49,42,5,NA,NA,"fail: Lapack routine dgesv: system is exactly singular: U[3,3] = 0"
Q2,ortho,fordism,SR_none__LR_const,7,4,24,178,49,42,5,NA,NA,fail: sistema es computacionalmente singular: número de condición recíproco = 9.89228e-20
Q2,ortho,fordism,SR_none__LR_none,1,0,0,0,49,48,5,419.6712988976253,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_none,1,1,9,9,49,48,5,441.9065072249794,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_none,1,2,16,16,49,48,5,450.75587441499067,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_none,1,3,21,21,49,48,5,456.22838753584097,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_none,1,4,24,24,49,48,5,458.2415637664959,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_none,2,0,0,25,49,47,5,437.8382309429076,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_none,2,1,9,34,49,47,5,455.93362764452155,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_none,2,2,16,41,49,47,5,467.96171329223677,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_none,2,3,21,46,49,47,5,471.8627645403975,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_none,2,4,24,49,49,47,5,473.98712264721155,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_none,3,0,0,50,49,46,5,444.050517362232,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_none,3,1,9,59,49,46,5,468.3384015252822,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_none,3,2,16,66,49,46,5,490.0216048391694,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_none,3,3,21,71,49,46,5,499.60796856685647,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_none,3,4,24,74,49,46,5,502.1562442452161,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_none,4,0,0,75,49,45,5,481.3049681880674,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_none,4,1,9,84,49,45,5,504.23577455640327,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_none,4,2,16,91,49,45,5,519.2427188233776,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_none,4,3,21,96,49,45,5,527.049909316121,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_none,4,4,24,99,49,45,5,529.6132199306721,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_none,5,0,0,100,49,44,5,510.51746690979803,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_none,5,1,9,109,49,44,5,553.2085691019585,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_none,5,2,16,116,49,44,5,568.1899462050045,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_none,5,3,21,121,49,44,5,578.9270058005075,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_none,5,4,24,124,49,44,5,583.456293870066,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_none,6,0,0,125,49,43,5,573.1510999281504,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_none,6,1,9,134,49,43,5,619.8332723448749,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_none,6,2,16,141,49,43,5,641.7440896722446,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_none,6,3,21,146,49,43,5,655.0370032538216,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_none,6,4,24,149,49,43,5,659.1689257586825,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_none,7,0,0,150,49,42,5,644.4597470116496,stats_logLik,computed
Q2,ortho,fordism,SR_none__LR_none,7,1,9,159,49,42,5,1321.547257117827,resid_Sigma,computed
Q2,ortho,fordism,SR_none__LR_none,7,2,16,166,49,42,5,NA,NA,fail: logLik extraction
Q2,ortho,fordism,SR_none__LR_none,7,3,21,171,49,42,5,2904.7777914365593,resid_Sigma,computed
Q2,ortho,fordism,SR_none__LR_none,7,4,24,174,49,42,5,NA,NA,fail: logLik extraction
Q2,ortho,full,SR_const__LR_none,1,0,0,5,99,98,5,818.9821945069692,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,1,1,9,14,99,98,5,839.9263554360715,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,1,2,16,21,99,98,5,856.0704098937015,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,1,3,21,26,99,98,5,864.2705532893826,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,1,4,24,29,99,98,5,866.9719549879029,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,2,0,0,30,99,97,5,829.1276970049805,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,2,1,9,39,99,97,5,847.119318385647,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,2,2,16,46,99,97,5,860.5752991141477,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,2,3,21,51,99,97,5,869.4541492594999,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,2,4,24,54,99,97,5,871.0679579898521,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,3,0,0,55,99,96,5,840.1936985747677,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,3,1,9,64,99,96,5,862.1353958256145,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,3,2,16,71,99,96,5,874.4078860248117,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,3,3,21,76,99,96,5,880.7126487784565,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,3,4,24,79,99,96,5,883.5928424203973,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,4,0,0,80,99,95,5,850.7993232713629,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,4,1,9,89,99,95,5,877.1493290482808,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,4,2,16,96,99,95,5,888.5129037429156,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,4,3,21,101,99,95,5,892.3116873531792,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,4,4,24,104,99,95,5,894.2893037437916,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,5,0,0,105,99,94,5,870.152862915773,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,5,1,9,114,99,94,5,900.8889330778186,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,5,2,16,121,99,94,5,911.4829482323751,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,5,3,21,126,99,94,5,917.5326756686378,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,5,4,24,129,99,94,5,920.193591274514,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,6,0,0,130,99,93,5,903.1994440723705,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,6,1,9,139,99,93,5,928.0378286749839,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,6,2,16,146,99,93,5,936.1251254436409,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,6,3,21,151,99,93,5,941.4091619835309,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,6,4,24,154,99,93,5,944.2560201055977,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,7,0,0,155,99,92,5,925.3971055959973,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,7,1,9,164,99,92,5,956.1504953688228,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,7,2,16,171,99,92,5,969.9800719701808,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,7,3,21,176,99,92,5,978.7771361946025,stats_logLik,computed
Q2,ortho,full,SR_const__LR_none,7,4,24,179,99,92,5,983.1157399455153,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,1,0,0,0,99,98,5,811.0883628351354,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,1,1,9,10,99,98,5,832.0586941182944,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,1,2,16,18,99,98,5,848.2083850762559,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,1,3,21,24,99,98,5,860.7346902371102,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,1,4,24,28,99,98,5,864.5503880267146,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,2,0,0,25,99,97,5,821.579964596524,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,2,1,9,35,99,97,5,839.5935576463828,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,2,2,16,43,99,97,5,854.5594221208164,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,2,3,21,49,99,97,5,865.805018703804,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,2,4,24,53,99,97,5,869.6460396753491,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,3,0,0,50,99,96,5,832.1604360459785,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,3,1,9,60,99,96,5,854.2123649928299,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,3,2,16,68,99,96,5,867.2824114776289,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,3,3,21,74,99,96,5,878.3476651192233,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,3,4,24,78,99,96,5,881.5943027912047,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,4,0,0,75,99,95,5,845.6076949640728,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,4,1,9,85,99,95,5,872.0144835961502,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,4,2,16,93,99,95,5,883.6917409307534,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,4,3,21,99,99,95,5,890.3468969399908,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,4,4,24,103,99,95,5,893.2373588417262,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,5,0,0,100,99,94,5,862.4754314173546,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,5,1,9,110,99,94,5,893.4676750626749,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,5,2,16,118,99,94,5,904.1777435619197,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,5,3,21,124,99,94,5,912.5058049333825,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,5,4,24,128,99,94,5,918.4757061223702,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,6,0,0,125,99,93,5,889.6214508008383,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,6,1,9,135,99,93,5,914.7065186738281,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,6,2,16,143,99,93,5,929.2877508101365,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,6,3,21,149,99,93,5,936.9361905384786,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,6,4,24,153,99,93,5,942.2130962108131,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,7,0,0,150,99,92,5,901.8441994930658,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,7,1,9,160,99,92,5,939.081409123718,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,7,2,16,168,99,92,5,967.0595236715943,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,7,3,21,174,99,92,5,975.8570765091088,stats_logLik,computed
Q2,ortho,full,SR_none__LR_const,7,4,24,178,99,92,5,981.0590157031487,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,1,0,0,0,99,98,5,811.0883628351354,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,1,1,9,9,99,98,5,828.1433474792774,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,1,2,16,16,99,98,5,840.7337865656684,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,1,3,21,21,99,98,5,844.6471361005621,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,1,4,24,24,99,98,5,847.3596560839154,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,2,0,0,25,99,97,5,821.579964596524,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,2,1,9,34,99,97,5,839.4403953764111,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,2,2,16,41,99,97,5,852.7039758010991,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,2,3,21,46,99,97,5,856.6128762255732,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,2,4,24,49,99,97,5,858.220302009513,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,3,0,0,50,99,96,5,832.1604360459785,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,3,1,9,59,99,96,5,850.1204965996825,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,3,2,16,66,99,96,5,861.9210346563115,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,3,3,21,71,99,96,5,865.8283445467491,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,3,4,24,74,99,96,5,868.332262103313,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,4,0,0,75,99,95,5,845.6076949640728,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,4,1,9,84,99,95,5,865.7715076154566,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,4,2,16,91,99,95,5,872.5730438533443,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,4,3,21,96,99,95,5,876.79974600618,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,4,4,24,99,99,95,5,878.7514809329854,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,5,0,0,100,99,94,5,862.4754314173546,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,5,1,9,109,99,94,5,880.5553421600259,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,5,2,16,116,99,94,5,888.88909144539,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,5,3,21,121,99,94,5,895.6680557494919,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,5,4,24,124,99,94,5,898.6650574558919,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,6,0,0,125,99,93,5,889.6214508008383,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,6,1,9,134,99,93,5,906.8052436185483,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,6,2,16,141,99,93,5,919.5953477833104,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,6,3,21,146,99,93,5,926.8118179163083,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,6,4,24,149,99,93,5,929.3950748109169,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,7,0,0,150,99,92,5,901.8441994930658,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,7,1,9,159,99,92,5,936.8334045509179,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,7,2,16,166,99,92,5,953.2698191657381,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,7,3,21,171,99,92,5,958.9043804980267,stats_logLik,computed
Q2,ortho,full,SR_none__LR_none,7,4,24,174,99,92,5,961.1426886585338,stats_logLik,computed
Q2,ortho,post_fordism,SR_const__LR_none,1,0,0,5,50,49,5,502.811500615677,stats_logLik,computed
Q2,ortho,post_fordism,SR_const__LR_none,1,1,9,14,50,49,5,520.6837225128187,stats_logLik,computed
Q2,ortho,post_fordism,SR_const__LR_none,1,2,16,21,50,49,5,529.6636228368343,stats_logLik,computed
Q2,ortho,post_fordism,SR_const__LR_none,1,3,21,26,50,49,5,537.7492634684588,stats_logLik,computed
Q2,ortho,post_fordism,SR_const__LR_none,1,4,24,29,50,49,5,543.357350142486,stats_logLik,computed
Q2,ortho,post_fordism,SR_const__LR_none,2,0,0,30,50,48,5,512.6478701575488,stats_logLik,computed
Q2,ortho,post_fordism,SR_const__LR_none,2,1,9,39,50,48,5,528.629113389899,stats_logLik,computed
Q2,ortho,post_fordism,SR_const__LR_none,2,2,16,46,50,48,5,539.3981813650275,stats_logLik,computed
Q2,ortho,post_fordism,SR_const__LR_none,2,3,21,51,50,48,5,547.0371500792393,stats_logLik,computed
Q2,ortho,post_fordism,SR_const__LR_none,2,4,24,54,50,48,5,550.9793924674526,stats_logLik,computed
Q2,ortho,post_fordism,SR_const__LR_none,3,0,0,55,50,47,5,518.7323406092332,stats_logLik,computed
Q2,ortho,post_fordism,SR_const__LR_none,3,1,9,64,50,47,5,551.9022934281858,stats_logLik,computed
Q2,ortho,post_fordism,SR_const__LR_none,3,2,16,71,50,47,5,564.480427788096,stats_logLik,computed
Q2,ortho,post_fordism,SR_const__LR_none,3,3,21,76,50,47,5,574.7158437817252,stats_logLik,computed
Q2,ortho,post_fordism,SR_const__LR_none,3,4,24,79,50,47,5,578.7146888344859,stats_logLik,computed
Q2,ortho,post_fordism,SR_const__LR_none,4,0,0,80,50,46,5,543.8486949171171,stats_logLik,computed
Q2,ortho,post_fordism,SR_const__LR_none,4,1,9,89,50,46,5,574.4332891844789,stats_logLik,computed
Q2,ortho,post_fordism,SR_const__LR_none,4,2,16,96,50,46,5,586.8388818938663,stats_logLik,computed
Q2,ortho,post_fordism,SR_const__LR_none,4,3,21,101,50,46,5,597.5179772617879,stats_logLik,computed
Q2,ortho,post_fordism,SR_const__LR_none,4,4,24,104,50,46,5,602.041153536219,stats_logLik,computed
Q2,ortho,post_fordism,SR_const__LR_none,5,0,0,105,50,45,5,572.8074986849898,stats_logLik,computed
Q2,ortho,post_fordism,SR_const__LR_none,5,1,9,114,50,45,5,622.0898220655574,stats_logLik,computed
Q2,ortho,post_fordism,SR_const__LR_none,5,2,16,121,50,45,5,654.6605086679155,stats_logLik,computed
Q2,ortho,post_fordism,SR_const__LR_none,5,3,21,126,50,45,5,663.9214112073935,stats_logLik,computed
Q2,ortho,post_fordism,SR_const__LR_none,5,4,24,129,50,45,5,667.4610260106382,stats_logLik,computed
Q2,ortho,post_fordism,SR_const__LR_none,6,0,0,130,50,44,5,670.1246884229136,stats_logLik,computed
Q2,ortho,post_fordism,SR_const__LR_none,6,1,9,139,50,44,5,735.3763955502611,stats_logLik,computed
Q2,ortho,post_fordism,SR_const__LR_none,6,2,16,146,50,44,5,768.9599346107562,stats_logLik,computed
Q2,ortho,post_fordism,SR_const__LR_none,6,3,21,151,50,44,5,784.2307472469817,stats_logLik,computed
Q2,ortho,post_fordism,SR_const__LR_none,6,4,24,154,50,44,5,790.2938101949852,stats_logLik,computed
Q2,ortho,post_fordism,SR_const__LR_none,7,0,0,155,50,43,5,819.7307491861841,stats_logLik,computed
Q2,ortho,post_fordism,SR_const__LR_none,7,1,9,164,50,43,5,NA,NA,fail: logLik extraction
Q2,ortho,post_fordism,SR_const__LR_none,7,2,16,171,50,43,5,2274.5375955646396,resid_Sigma,computed
Q2,ortho,post_fordism,SR_const__LR_none,7,3,21,176,50,43,5,3151.888965983587,resid_Sigma,computed
Q2,ortho,post_fordism,SR_const__LR_none,7,4,24,179,50,43,5,NA,NA,fail: logLik extraction
Q2,ortho,post_fordism,SR_none__LR_const,1,0,0,0,50,49,5,494.9603772620917,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_const,1,1,9,10,50,49,5,513.2521228878167,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_const,1,2,16,18,50,49,5,528.1032564767547,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_const,1,3,21,24,50,49,5,536.600873836783,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_const,1,4,24,28,50,49,5,542.440481617268,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_const,2,0,0,25,50,48,5,507.13073657155894,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_const,2,1,9,35,50,48,5,523.4495261186084,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_const,2,2,16,43,50,48,5,534.6731193541178,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_const,2,3,21,49,50,48,5,545.1627108905654,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_const,2,4,24,53,50,48,5,549.4627498356851,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_const,3,0,0,50,50,47,5,511.44978680397054,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_const,3,1,9,60,50,47,5,549.2812036241527,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_const,3,2,16,68,50,47,5,561.8869156514354,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_const,3,3,21,74,50,47,5,573.1878168455157,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_const,3,4,24,78,50,47,5,577.212139501359,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_const,4,0,0,75,50,46,5,536.3644694373547,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_const,4,1,9,85,50,46,5,567.9337630232699,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_const,4,2,16,93,50,46,5,580.756027833915,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_const,4,3,21,99,50,46,5,591.6641542291002,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_const,4,4,24,103,50,46,5,598.0163794959489,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_const,5,0,0,100,50,45,5,558.8686136134573,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_const,5,1,9,110,50,45,5,608.3914906083261,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_const,5,2,16,118,50,45,5,641.0648634539557,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_const,5,3,21,124,50,45,5,657.3768315523486,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_const,5,4,24,128,50,45,5,664.9455816328802,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_const,6,0,0,125,50,44,5,621.302395277128,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_const,6,1,9,135,50,44,5,711.5674168740956,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_const,6,2,16,143,50,44,5,756.1166053068946,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_const,6,3,21,149,50,44,5,773.0649064944027,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_const,6,4,24,153,50,44,5,786.4125653123435,stats_logLik,computed
