spec,basis,window,DSR,DLR,det_tag,include,LRinclude,p,r,m,status,PIC_star,logdet_Sigma,logLik_ML,Cn,T_eff,df_LR,df_SR,d_det,k_total,PIC_obs,BIC_obs,common_p_max,comparable_p,computed_comparable,r0_path,fail_code,fail_msg,runtime_sec
Q3,ortho,full,const,none,SR_const__LR_none,const,none,1,0,6,computed,-33.488672422120736,-33.76938471673322,820.3639935955804,4.584967478670572,98,0,6,1,6,-1598.8365236493585,-1613.2181823191374,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q3,ortho,full,const,none,SR_const__LR_none,const,none,1,1,6,computed,-35.72643867190059,-36.52819214235994,945.7950925794458,4.574710978503383,97,11,6,1,17,-1773.3373836720073,-1813.8200985243343,7,TRUE,TRUE,NA,NA,NA,0
Q3,ortho,full,const,none,SR_const__LR_none,const,none,1,2,6,computed,-35.6924886199129,-36.918699810027206,964.734714461306,4.574710978503383,97,20,6,1,26,-1748.6122031191417,-1810.526943481524,7,TRUE,TRUE,NA,NA,NA,0
Q3,ortho,full,const,none,SR_const__LR_none,const,none,1,3,6,computed,-35.59252075194941,-37.14886572401757,975.8977612897919,4.574710978503383,97,27,6,1,33,-1722.2459667521023,-1800.8300602889722,7,TRUE,TRUE,NA,NA,NA,0.01999999999679858
Q3,ortho,full,const,none,SR_const__LR_none,const,none,1,4,6,computed,-35.500421996887425,-37.292576813208335,982.8677491154923,4.574710978503383,97,32,6,1,38,-1701.4057066720663,-1791.896481047856,7,TRUE,TRUE,NA,NA,NA,0
Q3,ortho,full,const,none,SR_const__LR_none,const,none,1,5,6,computed,-35.41678308904325,-37.35042381191581,985.6733285528068,4.574710978503383,97,35,6,1,41,-1686.1487241078335,-1783.7835069869748,7,TRUE,TRUE,NA,NA,NA,0
Q3,ortho,full,const,none,SR_const__LR_none,const,none,2,0,6,computed,-33.88442553358899,-35.8652282253121,913.6413426025168,4.574710978503383,97,0,42,1,42,-1535.1287050609662,-1635.1448241078915,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q3,ortho,full,const,none,SR_const__LR_none,const,none,2,1,6,computed,-34.56855898789017,-37.0884595519297,962.9374633666285,4.564348191467836,96,11,42,1,53,-1558.5881577995347,-1683.9644725854619,7,TRUE,TRUE,NA,NA,NA,0.010000000002037268
Q3,ortho,full,const,none,SR_const__LR_none,const,none,2,2,6,computed,-34.482146278671785,-37.429954485661426,979.3292201855768,4.564348191467836,96,20,42,1,62,-1529.0022201090633,-1675.6688525001478,7,TRUE,TRUE,NA,NA,NA,0
Q3,ortho,full,const,none,SR_const__LR_none,const,none,2,3,6,computed,-34.40595877626842,-37.686584038885925,991.6474387403737,4.564348191467836,96,27,42,1,69,-1505.1290839632597,-1668.3548522694666,7,TRUE,TRUE,NA,NA,NA,0
Q3,ortho,full,const,none,SR_const__LR_none,const,none,2,4,6,computed,-34.32823932986633,-37.84659106078945,999.3277757913136,4.564348191467836,96,32,42,1,74,-1485.840062882713,-1660.8937854140072,7,TRUE,TRUE,NA,NA,NA,0
Q3,ortho,full,const,none,SR_const__LR_none,const,none,2,5,6,computed,-34.22194833892961,-37.8829359508361,1001.0723305136358,4.564348191467836,96,35,42,1,77,-1468.5393552179016,-1650.6898502842482,7,TRUE,TRUE,NA,NA,NA,0
Q3,ortho,full,const,none,SR_const__LR_none,const,none,3,0,6,computed,-32.88198115272902,-36.590514058296634,939.0360796723379,4.564348191467836,96,0,78,1,78,-1337.5369144988204,-1522.0530004101847,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q3,ortho,full,const,none,SR_const__LR_none,const,none,3,1,6,computed,-33.54944877687446,-37.81571239111076,987.4513746502405,4.553876891600541,95,11,78,1,89,-1360.4840014220845,-1569.6077059480328,7,TRUE,TRUE,NA,NA,NA,0
Q3,ortho,full,const,none,SR_const__LR_none,const,none,3,2,6,computed,-33.45283618493589,-38.15051971521855,1003.3547225454851,4.553876891600541,95,20,78,1,98,-1330.1584642810506,-1560.429509714117,7,TRUE,TRUE,NA,NA,NA,0
Q3,ortho,full,const,none,SR_const__LR_none,const,none,3,3,6,computed,-33.39267774967334,-38.42591010354762,1016.435765990929,4.553876891600541,95,27,78,1,105,-1307.995481114087,-1554.7144583638012,7,TRUE,TRUE,NA,NA,NA,0
Q3,ortho,full,const,none,SR_const__LR_none,const,none,3,4,6,computed,-33.2543263795874,-38.52723646459855,1021.2487681407397,4.553876891600541,95,32,78,1,110,-1283.103578229529,-1541.5710782054198,7,TRUE,TRUE,NA,NA,NA,0
Q3,ortho,full,const,none,SR_const__LR_none,const,none,3,5,6,computed,-33.16798086257722,-38.584697586270494,1023.9781714200382,4.553876891600541,95,35,78,1,113,-1267.8516404776183,-1533.3682540892153,7,TRUE,TRUE,NA,NA,NA,0
Q3,ortho,full,const,none,SR_const__LR_none,const,none,4,0,6,computed,-31.73491431910317,-37.19956658902382,958.1844490519671,4.553876891600541,95,0,114,1,114,-1129.36061430464,-1397.2269324614726,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q3,ortho,full,const,none,SR_const__LR_none,const,none,4,1,6,computed,-32.454162410369264,-38.49577781232406,1009.0202244517296,4.543294782270004,94,11,114,1,125,-1158.419276735036,-1450.128601119709,7,TRUE,TRUE,NA,NA,NA,0
Q3,ortho,full,const,none,SR_const__LR_none,const,none,4,2,6,computed,-32.525261227837234,-39.001872938732774,1032.8066953908483,4.543294782270004,94,20,114,1,134,-1144.099494217147,-1456.811889957516,7,TRUE,TRUE,NA,NA,NA,0
Q3,ortho,full,const,none,SR_const__LR_none,const,none,4,3,6,computed,-32.45460761671996,-39.26954979012497,1045.3875074063637,4.543294782270004,94,27,114,1,141,-1121.1223326067459,-1450.1704505126568,7,TRUE,TRUE,NA,NA,NA,0
Q3,ortho,full,const,none,SR_const__LR_none,const,none,4,4,6,computed,-32.34776571374447,-39.40437250322767,1051.7241749219465,4.543294782270004,94,32,114,1,146,-1099.4108207511745,-1440.1273116324724,7,TRUE,TRUE,NA,NA,NA,0
Q3,ortho,full,const,none,SR_const__LR_none,const,none,4,5,6,computed,-32.25635498065716,-39.45796053978727,1054.2428126403004,4.543294782270004,94,35,114,1,149,-1083.8171880558402,-1431.5347027223702,7,TRUE,TRUE,NA,NA,NA,0.01999999999679858
Q3,ortho,full,const,none,SR_const__LR_none,const,none,5,0,6,computed,-30.5813397091348,-37.83127819148055,977.7887422721532,4.543294782270004,94,0,150,1,150,-924.0320779421984,-1274.083267203806,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q3,ortho,full,const,none,SR_const__LR_none,const,none,5,1,6,computed,-31.746000589595813,-39.592758851936395,1049.295585085127,4.532599493153256,93,11,150,1,161,-995.7254346570428,-1368.8426517725798,7,TRUE,TRUE,NA,NA,NA,0
Q3,ortho,full,const,none,SR_const__LR_none,const,none,5,2,6,computed,-31.698936918850237,-39.984333841818554,1067.503822108974,4.532599493153256,93,20,150,1,170,-970.4910290797748,-1364.4657303818944,7,TRUE,TRUE,NA,NA,NA,0
Q3,ortho,full,const,none,SR_const__LR_none,const,none,5,3,6,computed,-31.568017056605978,-40.194577382284756,1077.2801467396862,4.532599493153256,93,27,150,1,177,-942.0929941884508,-1352.290183191246,7,TRUE,TRUE,NA,NA,NA,0
Q3,ortho,full,const,none,SR_const__LR_none,const,none,5,4,6,computed,-31.472502657249144,-40.34275112772111,1084.170225903575,4.532599493153256,93,32,150,1,182,-921.6226638356943,-1343.4073440532575,7,TRUE,TRUE,NA,NA,NA,0
Q3,ortho,full,const,none,SR_const__LR_none,const,none,5,5,6,computed,-31.38931351147529,-40.405774868823165,1087.1008298653355,4.532599493153256,93,35,150,1,185,-906.9335785508943,-1335.6707534973186,7,TRUE,TRUE,NA,NA,NA,0
Q3,ortho,full,const,none,SR_const__LR_none,const,none,6,0,6,computed,-29.750673257074425,-38.81587224338094,1013.1703577890149,4.532599493153256,93,0,186,1,186,-752.2225366621462,-1183.2772098515243,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
