spec,basis,window,DSR,DLR,det_tag,include,LRinclude,p,r,m,status,PIC_star,logdet_Sigma,logLik_ML,Cn,T_eff,df_LR,df_SR,d_det,k_total,PIC_obs,BIC_obs,common_p_max,comparable_p,computed_comparable,r0_path,fail_code,fail_msg,runtime_sec
Q2,ortho,full,const,none,SR_const__LR_none,const,none,1,0,5,computed,-28.903242622036224,-29.137169534213292,732.4414259061615,4.584967478670572,98,0,5,1,5,-1429.9732988608212,-1441.9580144189702,7,TRUE,TRUE,SP_Sigma0,NA,NA,0.01999999999679858
Q2,ortho,full,const,none,SR_const__LR_none,const,none,1,1,5,computed,-30.847186952387908,-31.507454516295613,839.9263554360715,4.574710978503383,97,9,5,1,14,-1582.4680508241206,-1615.8067571730955,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,const,none,SR_const__LR_none,const,none,1,2,5,computed,-30.849920272653378,-31.840321618514935,856.0704098937015,4.574710978503383,97,16,5,1,21,-1566.0638297153691,-1616.071889238832,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,const,none,SR_const__LR_none,const,none,1,3,5,computed,-30.783185549961086,-32.009396740075395,864.2705532893826,4.574710978503383,97,21,5,1,26,-1547.683880775295,-1609.5986211376774,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,const,none,SR_const__LR_none,const,none,1,4,5,computed,-30.697398647502634,-32.065095744168595,866.9719549879029,4.574710978503383,97,24,5,1,29,-1532.2185427334734,-1601.2772915992077,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,const,none,SR_const__LR_none,const,none,2,0,5,computed,-29.66075708110691,-31.07561614662342,818.9821945069692,4.574710978503383,97,0,30,1,30,-1429.2829746253187,-1500.723059658837,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q2,ortho,full,const,none,SR_const__LR_none,const,none,2,1,5,computed,-29.983438012297132,-31.83770446508094,847.119318385647,4.564348191467836,96,9,30,1,39,-1423.9710143483662,-1516.2290573040484,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,const,none,SR_const__LR_none,const,none,2,2,5,computed,-29.930953888513113,-32.118037396924784,860.5752991141477,4.564348191467836,96,16,30,1,46,-1402.3734025499703,-1511.1905814207748,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,const,none,SR_const__LR_none,const,none,2,3,5,computed,-29.878203464902317,-32.303013441619605,869.4541492594999,4.564348191467836,96,21,30,1,51,-1385.4814076582481,-1506.1265407541403,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,const,none,SR_const__LR_none,const,none,2,4,5,computed,-29.769188599134633,-32.33663445683529,871.0679579898521,4.564348191467836,96,24,30,1,54,-1367.9192080094965,-1495.661113640441,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,const,none,SR_const__LR_none,const,none,3,0,5,computed,-28.84788786828871,-31.46287901965049,829.1276970049805,4.564348191467836,96,0,55,1,55,-1277.108747003268,-1407.2162434792301,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q2,ortho,full,const,none,SR_const__LR_none,const,none,3,1,5,computed,-29.27172923298132,-32.33960419153326,862.1353958256145,4.553876891600541,95,9,55,1,64,-1282.4415796937305,-1432.8226705887944,7,TRUE,TRUE,NA,NA,NA,0.010000000002037268
Q2,ortho,full,const,none,SR_const__LR_none,const,none,3,2,5,computed,-29.19454862410941,-32.59797240625297,874.4078860248117,4.553876891600541,95,16,55,1,71,-1258.6614900342734,-1425.490512745985,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,const,none,SR_const__LR_none,const,none,3,3,5,computed,-29.087602740417694,-32.73070425369813,880.7126487784565,4.553876891600541,95,21,55,1,76,-1236.7531083573836,-1415.3306537952717,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,const,none,SR_const__LR_none,const,none,3,4,5,computed,-29.004431757355427,-32.79133990931798,883.5928424203973,4.553876891600541,95,24,55,1,79,-1221.8027513307575,-1407.429410404352,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,const,none,SR_const__LR_none,const,none,4,0,5,computed,-28.042830024904536,-31.877673723094464,840.1936985747677,4.553876891600541,95,0,80,1,80,-1128.1008822026624,-1316.0772458214922,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q2,ortho,full,const,none,SR_const__LR_none,const,none,4,1,5,computed,-28.55050684773314,-32.85213701392495,877.1493290482808,4.543294782270004,94,9,80,1,89,-1142.2483835126443,-1349.9454224745314,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,const,none,SR_const__LR_none,const,none,4,2,5,computed,-28.45395457021572,-33.093915198917,888.5129037429156,4.543294782270004,94,16,80,1,96,-1116.8367472604818,-1340.8695083879106,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,const,none,SR_const__LR_none,const,none,4,3,5,computed,-28.29311513733461,-33.17474038211408,892.3116873531792,4.543294782270004,94,21,80,1,101,-1090.0494675942723,-1325.750601697088,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,const,none,SR_const__LR_none,const,none,4,4,5,computed,-28.190193312168866,-33.216817326595255,894.2893037437916,4.543294782270004,94,24,80,1,104,-1073.373792243455,-1316.0759501315029,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,const,none,SR_const__LR_none,const,none,5,0,5,computed,-27.216541655497526,-32.29149859313955,850.7993232713629,4.543294782270004,94,0,105,1,105,-979.5168619212503,-1224.5526944043754,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
