spec,basis,window,DSR,DLR,det_tag,include,LRinclude,p,r,m,status,PIC_star,logdet_Sigma,logLik_ML,Cn,T_eff,df_LR,df_SR,d_det,k_total,PIC_obs,BIC_obs,common_p_max,comparable_p,computed_comparable,r0_path,fail_code,fail_msg,runtime_sec
Q2,ortho,full,none,none,SR_none__LR_none,none,none,1,0,5,runtime_fail,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,7,FALSE,FALSE,SP_Sigma0,R0_VAR_DIFF_FAIL,'x' must be a matrix,0
Q2,ortho,full,none,none,SR_none__LR_none,none,none,1,1,5,computed,-30.840048178975564,-31.264505898630517,828.1433474792774,4.574710978503383,97,9,0,0,9,-1593.682270641969,-1615.1142961520243,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,none,none,SR_none__LR_none,none,none,1,2,5,computed,-30.76951107921537,-31.524102580824174,840.7337865656684,4.574710978503383,97,16,0,0,16,-1570.1708187907398,-1608.2721974752826,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,none,none,SR_none__LR_none,none,none,1,3,5,computed,-30.614388854238726,-31.604790200100283,844.6471361005621,4.574710978503383,97,21,0,0,21,-1543.2172821290903,-1593.2253416525532,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,none,none,SR_none__LR_none,none,none,1,4,5,computed,-30.528831194766518,-31.660718447179725,847.3596560839154,4.574710978503383,97,24,0,0,24,-1527.7741806569352,-1584.9262486837497,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,none,none,SR_none__LR_none,none,none,2,0,5,computed,-29.733807509445555,-30.912856730709315,811.0883628351354,4.574710978503383,97,0,25,0,25,-1448.2755470130878,-1507.8089512076863,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q2,ortho,full,none,none,SR_none__LR_none,none,none,2,1,5,computed,-30.061186917911037,-31.677726902389228,839.4403953764111,4.564348191467836,96,9,25,0,34,-1443.262863512321,-1523.6929522429157,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,none,none,SR_none__LR_none,none,none,2,2,5,computed,-30.004694454464268,-31.954051494570322,852.7039758010991,4.564348191467836,96,16,25,0,41,-1421.2804511062998,-1518.2696757520168,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,none,none,SR_none__LR_none,none,none,2,3,5,computed,-29.848403411668475,-32.035486920080146,856.6128762255732,4.564348191467836,96,21,25,0,46,-1394.4485567728216,-1503.2657356436262,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,none,none,SR_none__LR_none,none,none,2,4,5,computed,-29.73925556785056,-32.0689749572456,858.220302009513,4.564348191467836,96,24,25,0,49,-1376.873591231245,-1492.787542637102,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,none,none,SR_none__LR_none,none,none,3,0,5,computed,-28.928369911418137,-31.305634594474302,821.579964596524,4.564348191467836,96,0,50,0,50,-1296.6629773687814,-1414.9425196196562,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q2,ortho,full,none,none,SR_none__LR_none,none,none,3,1,5,computed,-29.258461717256466,-32.08665894467154,850.1204965996825,4.553876891600541,95,9,50,0,59,-1292.9296884260461,-1431.5622565949332,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,none,none,SR_none__LR_none,none,none,3,2,5,computed,-29.171345273804405,-32.335091324811096,861.9210346563115,4.553876891600541,95,16,50,0,66,-1268.2056944814526,-1423.2861944669871,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,none,none,SR_none__LR_none,none,none,3,3,5,computed,-29.013926698255688,-32.41735048039925,865.8283445467491,4.553876891600541,95,21,50,0,71,-1241.5024070781483,-1408.3314297898598,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,none,none,SR_none__LR_none,none,none,3,4,5,computed,-28.92283411339593,-32.47006453422161,868.332262103313,4.553876891600541,95,24,50,0,74,-1225.7994978807685,-1399.677634228186,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,none,none,SR_none__LR_none,none,none,4,0,5,computed,-28.113386439645847,-31.708552406698907,832.1604360459785,4.553876891600541,95,0,75,0,75,-1146.5522643292634,-1322.7801052219165,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q2,ortho,full,none,none,SR_none__LR_none,none,none,4,1,5,computed,-28.550090156730587,-32.61005570684421,865.7715076154566,4.543294782270004,94,9,75,0,84,-1153.8775875337328,-1349.906253520233,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,none,none,SR_none__LR_none,none,none,4,2,5,computed,-28.356473231197416,-32.754769243820505,872.5730438533443,4.543294782270004,94,16,75,0,91,-1119.3418743680763,-1331.7062625201183,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,none,none,SR_none__LR_none,none,none,4,3,5,computed,-28.204738448158295,-32.84469907685958,876.79974600618,4.543294782270004,94,21,75,0,96,-1093.410431787011,-1317.4431929144398,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,none,none,SR_none__LR_none,none,none,4,4,5,computed,-28.101265953549838,-32.886225351898034,878.7514809329854,4.543294782270004,94,24,75,0,99,-1076.6829935085793,-1307.7167784212404,7,TRUE,TRUE,NA,NA,NA,0.010000000002037268
Q2,ortho,full,none,none,SR_none__LR_none,none,none,5,0,5,computed,-27.347746094824867,-32.1810384163887,845.6076949640728,4.543294782270004,94,0,100,0,100,-1003.518452193407,-1236.8859117011452,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q2,ortho,full,none,none,SR_none__LR_none,none,none,5,1,5,computed,-27.81365780050062,-33.12605935699207,880.5553421600259,4.532599493153256,93,9,100,0,109,-1014.4500310843996,-1267.0573395663469,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,none,none,SR_none__LR_none,none,none,5,2,5,computed,-27.651714812529246,-33.30527977173116,888.88909144539,4.532599493153256,93,16,100,0,116,-983.1668455023794,-1251.9966416850023,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,none,none,SR_none__LR_none,none,none,5,3,5,computed,-27.55381084631889,-33.45106395031399,895.6680557494919,4.532599493153256,93,21,100,0,121,-962.4742854300488,-1242.8915728274399,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,none,none,SR_none__LR_none,none,none,5,4,5,computed,-27.472049609042948,-33.515515599913954,898.6650574558919,4.532599493153256,93,24,100,0,124,-947.9179956345281,-1235.28777776078,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,none,none,SR_none__LR_none,none,none,6,0,5,computed,-26.645040452375234,-32.73724407220488,862.4754314173546,4.532599493153256,93,0,125,0,125,-868.6886458213465,-1158.375926190552,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q2,ortho,full,none,none,SR_none__LR_none,none,none,6,1,5,computed,-27.316459439790485,-33.90254280201409,906.8052436185483,4.5217885770490405,92,9,125,0,134,-899.3336820176656,-1207.6908179125253,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,none,none,SR_none__LR_none,none,none,6,2,5,computed,-27.250456051640672,-34.1805885447267,919.5953477833104,4.5217885770490405,92,16,125,0,141,-877.1531617163241,-1201.6185062027062,7,TRUE,TRUE,NA,NA,NA,0.010000000002037268
Q2,ortho,full,none,none,SR_none__LR_none,none,none,6,3,5,computed,-27.16158645795317,-34.33746833022665,926.8118179163083,4.5217885770490405,92,21,125,0,146,-857.4712958174158,-1193.4425035834568,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,none,none,SR_none__LR_none,none,none,6,4,5,computed,-27.070294589019273,-34.39362608880522,929.3950748109169,4.5217885770490405,92,24,125,0,149,-842.1689259076903,-1185.0436516415266,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,none,none,SR_none__LR_none,none,none,7,0,5,computed,-26.156500712963243,-33.52898208858668,889.6214508008383,4.5217885770490405,92,0,150,0,150,-755.7987166545523,-1100.9746150443204,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q2,ortho,full,none,none,SR_none__LR_none,none,none,7,1,5,computed,-26.897518821778768,-34.77913048701151,936.8334045509179,4.51085950651685,91,9,150,0,159,-793.1736558474299,-1156.4401475656566,7,TRUE,TRUE,NA,NA,NA,0.01999999999679858
Q2,ortho,full,none,none,SR_none__LR_none,none,none,7,2,5,computed,-26.911769510614914,-35.14037036865664,953.2698191657381,4.51085950651685,91,16,150,0,166,-778.4776041161847,-1157.7369602496792,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,none,none,SR_none__LR_none,none,none,7,3,5,computed,-26.787756599977726,-35.26420688145444,958.9043804980267,4.51085950651685,91,21,150,0,171,-755.7689546658435,-1146.4517853816722,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,full,none,none,SR_none__LR_none,none,none,7,4,5,computed,-26.68824053186211,-35.31340046739982,961.1426886585338,4.51085950651685,91,24,150,0,174,-739.8589077179065,-1137.3958231831357,7,TRUE,TRUE,NA,NA,NA,0.010000000002037268
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,1,0,5,runtime_fail,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,7,FALSE,FALSE,SP_Sigma0,R0_VAR_DIFF_FAIL,'x' must be a matrix,0
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,1,1,5,computed,-33.793116584757954,-34.53037889146839,478.01334864641194,3.8501476017100584,47,9,0,0,9,-909.3128434622671,-921.3753688774334,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,1,2,5,computed,-33.59625916280161,-34.90694770806461,486.86271583642366,3.8501476017100584,47,16,0,0,16,-890.6785804185241,-912.1230700454864,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,1,3,5,computed,-33.419541891166475,-35.13982060682416,492.3352289572742,3.8501476017100584,47,21,0,0,21,-875.6714656432492,-903.8173582786371,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,1,4,5,computed,-33.25945486257458,-35.22548768046908,494.3484051879294,3.8501476017100584,47,24,0,0,24,-864.1265334943741,-896.2932679348174,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,2,0,5,computed,-31.536248961734653,-33.58419981370809,455.778140319042,3.8501476017100584,47,0,25,0,25,-781.795575553204,-815.3025905953325,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,2,1,5,computed,-32.7191824910504,-35.549047871064076,491.27223839743027,3.828641396489095,46,9,25,0,34,-807.7848367571003,-852.3706693142313,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,2,2,5,computed,-32.6595233936593,-36.07200811661697,503.3003240451503,3.828641396489095,46,16,25,0,41,-795.8610821624133,-849.6263508342478,7,TRUE,TRUE,NA,NA,NA,0.01999999999679858
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,2,3,5,computed,-32.41297764396092,-36.24161904045002,507.2013752933127,3.828641396489095,46,21,25,0,46,-777.9632375943615,-838.285246348127,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,2,4,5,computed,-32.25564703579054,-36.333982436398486,509.32573340012755,3.828641396489095,46,24,25,0,49,-766.7919855693652,-831.0480383722894,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,3,0,5,computed,-30.600724757418757,-34.76229149273299,473.17684169578405,3.828641396489095,46,0,50,0,50,-689.354212747803,-754.9216135671134,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,3,1,5,computed,-31.549929250328177,-36.54088673691593,502.90878160953645,3.8066624897703196,45,9,50,0,59,-705.5921213393419,-781.224476322624,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,3,2,5,computed,-31.92147967698113,-37.504584661977596,524.59198492341,3.8066624897703196,45,16,50,0,66,-713.338560286443,-797.9442455219789,7,TRUE,TRUE,NA,NA,NA,0.010000000002037268
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,3,3,5,computed,-31.9245777882372,-37.93064527209704,534.1783486510964,3.8066624897703196,45,21,50,0,71,-707.0684536842115,-798.0836605285001,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,3,4,5,computed,-31.784056985735145,-38.043901968913005,536.7266243294542,3.8066624897703196,45,24,50,0,74,-696.8993046063647,-791.7602244159048,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,4,0,5,computed,-29.116987735610294,-35.46142521856083,478.62089744656726,3.8066624897703196,45,0,75,0,75,-575.5992840290698,-671.7421081603605,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,4,1,5,computed,-31.421292575116922,-38.64565460350633,538.0379239720559,3.784189633918261,44,9,75,0,84,-653.0417874228436,-758.2039186949778,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,4,2,5,computed,-31.501396236401682,-39.32778843382354,553.0448682390338,3.784189633918261,44,16,75,0,91,-647.8028375800271,-761.7284797915058,7,TRUE,TRUE,NA,NA,NA,0.020000000004074536
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,4,3,5,computed,-31.426246982217016,-39.682660728947766,560.8520587317712,3.784189633918261,44,21,75,0,96,-638.2366197249503,-758.4219126073893,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,4,4,5,computed,-31.284748171475275,-39.79917484779136,563.4153693463344,3.784189633918261,44,24,75,0,99,-628.2548816497456,-752.1959649347609,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,5,0,5,computed,-29.002914236953533,-37.6033452231314,515.1071176038625,3.784189633918261,44,0,100,0,100,-526.6022583966917,-651.795271815899,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,5,1,5,computed,-31.92227284572504,-41.45647779015756,586.2424878488803,3.7612001156935624,43,9,100,0,109,-629.3810260101192,-762.5141630871623,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,5,2,5,computed,-32.00679269214901,-42.15328602750839,601.2238649519153,3.7612001156935624,43,16,100,0,116,-624.465544915148,-766.1485164833773,7,TRUE,TRUE,NA,NA,NA,0.010000000002037268
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,5,3,5,computed,-32.06884196220592,-42.652684148227344,611.9609245473174,3.7612001156935624,43,21,100,0,121,-621.0266388909228,-768.8166350957138,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,5,4,5,computed,-32.01709721318474,-42.863348709603386,616.4902126168936,3.7612001156935624,43,24,100,0,124,-615.1373999010575,-766.5916108877855,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,6,0,5,computed,-28.537123863498095,-39.47084513004915,543.5513856570526,3.7612001156935624,43,0,125,0,125,-464.2771409383696,-616.95275685241,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,6,1,5,computed,-33.31677085581839,-45.24171678081771,652.098960425025,3.7376696182833684,42,9,125,0,134,-643.8490620506932,-803.3501920000786,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,6,2,5,computed,-33.73719817313861,-46.28508903451849,674.009777752788,3.7376696182833684,42,16,125,0,141,-653.17486079879,-821.0081393276209,7,TRUE,TRUE,NA,NA,NA,0.01999999999679858
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,6,3,5,computed,-33.92523338914516,-46.918084919368304,687.3026913346645,3.7376696182833684,42,21,125,0,146,-655.1208051715222,-828.9056183999571,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,6,4,5,computed,-33.855015202354075,-47.11484313388317,691.4346138395065,3.7376696182833684,42,24,125,0,149,-648.6007205065938,-825.9564545547911,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,7,0,5,computed,-29.669936124218594,-43.01875618951634,605.4167880068618,3.7376696182833684,42,0,150,0,150,-471.6370922831003,-650.1831332712184,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,7,1,5,computed,-70.59792583143411,-84.99933945597033,1284.8928187491283,3.713572066704308,41,9,150,0,159,-1795.108200022653,-1979.3276788922717,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,7,2,5,computed,-105.0954214798394,-120.13085960356904,1825.9730017444883,3.713572066704308,41,16,150,0,166,-2843.1632700238806,-3035.4930404160614,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,7,3,5,computed,-141.4858633895834,-156.97417615559402,2326.087516041317,3.713572066704308,41,21,150,0,171,-3819.0313729107584,-4017.1542086761974,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,fordism,none,none,SR_none__LR_none,none,none,7,4,5,computed,-172.48722197171233,-188.2472595230916,2814.097802019197,3.713572066704308,41,24,150,0,174,-4780.43538944245,-4982.034064431844,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,post_fordism,none,none,SR_none__LR_none,none,none,1,0,5,runtime_fail,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,7,FALSE,FALSE,SP_Sigma0,R0_VAR_DIFF_FAIL,'x' must be a matrix,0
Q2,ortho,post_fordism,none,none,SR_none__LR_none,none,none,1,1,5,computed,-36.08544488179007,-36.811295071335294,542.9258337429325,3.871201010907891,48,9,0,0,9,-1038.6923747695473,-1051.0108583876938,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,post_fordism,none,none,SR_none__LR_none,none,none,1,2,5,computed,-35.95089584376309,-37.24129618073239,553.2458603684624,3.871201010907891,48,16,0,0,16,-1022.6529781301382,-1044.5525045623986,7,TRUE,TRUE,NA,NA,NA,0
Q2,ortho,post_fordism,none,none,SR_none__LR_none,none,none,1,3,5,computed,-35.82258338456953,-37.516233826841734,559.8443638750911,3.871201010907891,48,21,0,0,21,-1009.6503780787746,-1038.3935065211165,7,TRUE,TRUE,NA,NA,NA,0.01999999999679858
