spec,basis,window,DSR,DLR,det_tag,include,LRinclude,p,r,m,status,PIC_star,logdet_Sigma,logLik_ML,Cn,T_eff,df_LR,df_SR,d_det,k_total,PIC_obs,BIC_obs,common_p_max,comparable_p,computed_comparable,r0_path,fail_code,fail_msg,runtime_sec
Q3,ortho,full,none,const,SR_none__LR_const,none,const,1,0,6,runtime_fail,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,7,FALSE,FALSE,SP_Sigma0,R0_VAR_DIFF_FAIL,'x' must be a matrix,0
Q3,ortho,full,none,const,SR_none__LR_const,none,const,1,1,6,computed,-35.85289168803079,-36.37167334538684,938.203930927237,4.574710978503383,97,11,0,0,12,-1792.9352960990261,-1821.5113301124334,7,TRUE,TRUE,NA,NA,NA,0
Q3,ortho,full,none,const,SR_none__LR_const,none,const,1,2,6,computed,-35.819521931005745,-36.76276130801675,957.1716971148422,4.574710978503383,97,20,0,0,22,-1761.3103570113635,-1813.69975270261,7,TRUE,TRUE,NA,NA,NA,0
Q3,ortho,full,none,const,SR_none__LR_const,none,const,1,3,6,computed,-35.77337520582958,-37.04674836479444,970.9450693688478,4.574710978503383,97,27,0,0,30,-1733.208724349076,-1804.6488093825942,7,TRUE,TRUE,NA,NA,NA,0
Q3,ortho,full,none,const,SR_none__LR_const,none,const,1,4,6,computed,-35.709369142978204,-37.21855214619581,979.2775527665805,4.574710978503383,97,32,0,0,36,-1708.1374082668174,-1793.8655103070391,7,TRUE,TRUE,NA,NA,NA,0.010000000002037268
Q3,ortho,full,none,const,SR_none__LR_const,none,const,1,5,6,computed,-35.64734038116847,-37.29800929093773,983.1312242865527,4.574710978503383,97,35,0,0,40,-1688.0205627216124,-1783.27400943297,7,TRUE,TRUE,NA,NA,NA,0
Q3,ortho,full,none,const,SR_none__LR_const,none,const,2,0,6,computed,-34.00278989058087,-35.70062076920068,905.6578809811161,4.574710978503383,97,0,36,0,36,-1560.8980646958887,-1646.6261667361105,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q3,ortho,full,none,const,SR_none__LR_const,none,const,2,1,6,computed,-34.7092192808943,-36.943848082967094,955.9961128594325,4.564348191467836,96,11,36,0,48,-1579.3551519675693,-1692.903512528409,7,TRUE,TRUE,NA,NA,NA,0.020000000004074536
Q3,ortho,full,none,const,SR_none__LR_const,none,const,2,2,6,computed,-34.62874306801472,-37.29127951303762,972.6728215034184,4.564348191467836,96,20,36,0,58,-1543.4091788906878,-1680.6134479017023,7,TRUE,TRUE,NA,NA,NA,0
Q3,ortho,full,none,const,SR_none__LR_const,none,const,2,3,6,computed,-34.58562797240576,-37.580981473056525,986.5785155841567,4.564348191467836,96,27,36,0,66,-1515.7810547602817,-1671.9100505314361,7,TRUE,TRUE,NA,NA,NA,0
