spec,basis,window,DSR,DLR,det_tag,include,LRinclude,p,r,m,status,PIC_star,logdet_Sigma,logLik_ML,Cn,T_eff,df_LR,df_SR,d_det,k_total,PIC_obs,BIC_obs,common_p_max,comparable_p,computed_comparable,r0_path,fail_code,fail_msg,runtime_sec
Q2,raw,full,none,const,SR_none__LR_const,none,const,1,0,5,runtime_fail,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,7,FALSE,FALSE,SP_Sigma0,R0_VAR_DIFF_FAIL,'x' must be a matrix,0
Q2,raw,full,none,const,SR_none__LR_const,none,const,1,1,5,computed,-30.967435859682716,-31.39189357933767,834.3216499936113,4.574710978503383,97,9,0,0,10,-1599.0828285243495,-1622.8961902021888,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,none,const,SR_none__LR_const,none,const,1,2,5,computed,-30.970285396450546,-31.72487689805935,850.4713409516676,4.574710978503383,97,16,0,0,18,-1575.7338332701634,-1618.5978842902744,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,none,const,SR_none__LR_const,none,const,1,3,5,computed,-30.992749885411385,-31.98315123127294,862.9976461125153,4.574710978503383,97,21,0,0,24,-1559.050160714135,-1616.2022287409495,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,none,const,SR_none__LR_const,none,const,1,4,5,computed,-30.92993816008864,-32.06182541250185,866.8133439021229,4.574710978503383,97,24,0,0,28,-1538.8573677082009,-1605.5347804061512,7,TRUE,TRUE,NA,NA,NA,0.01999999999679858
Q2,raw,full,none,const,SR_none__LR_const,none,const,2,0,5,computed,-29.78046639347292,-30.95951561473668,813.351318710463,4.574710978503383,97,0,25,0,25,-1452.801458763743,-1512.3348629583415,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q2,raw,full,none,const,SR_none__LR_const,none,const,2,1,5,computed,-30.111036682562556,-31.727576667040747,841.8331840796856,4.564348191467836,96,9,25,0,35,-1441.1185018823846,-1523.9141814579968,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,none,const,SR_none__LR_const,none,const,2,2,5,computed,-30.090008470152487,-32.03936551025854,856.7990485541251,4.564348191467836,96,16,25,0,43,-1415.6107185393812,-1517.3311248751331,7,TRUE,TRUE,NA,NA,NA,0.010000000002037268
Q2,raw,full,none,const,SR_none__LR_const,none,const,2,3,5,computed,-30.086565263992423,-32.273648772404094,868.0446451371424,4.564348191467836,96,21,25,0,49,-1396.5222774865038,-1512.4362288923608,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,none,const,SR_none__LR_const,none,const,2,4,5,computed,-30.023950653249667,-32.35367004264471,871.8856661086917,4.564348191467836,96,24,25,0,53,-1376.484563283661,-1501.8608780695881,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,none,const,SR_none__LR_const,none,const,3,0,5,computed,-28.975028795445407,-31.352293478501572,823.8195910298332,4.564348191467836,96,0,50,0,50,-1301.1422302354,-1419.4217724862747,7,TRUE,TRUE,SP_Sigma0,NA,NA,0
Q2,raw,full,none,const,SR_none__LR_const,none,const,3,1,5,computed,-29.391265199034322,-32.2194624264494,856.4286619840956,4.553876891600541,95,9,50,0,60,-1298.6424377580363,-1439.6247104721588,7,TRUE,TRUE,NA,NA,NA,0
Q2,raw,full,none,const,SR_none__LR_const,none,const,3,2,5,computed,-29.330875248806727,-32.49462129981342,869.4987084688387,4.553876891600541,95,16,50,0,68,-1269.5538792328352,-1429.3337883088407,7,TRUE,TRUE,NA,NA,NA,0
