Term,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),0.10249954496182673,0.10931956880072739,0.9376138790728995,0.36329540434219854
mu,0.638575278277827,0.1759714396896387,3.6288574975807664,0.0024748090741553083
B_real,-0.08868335615471509,0.07042184645625812,-1.2593159739115891,0.22716046215561678
PyPK,-0.45061159727382294,0.1891945455705063,-2.38173672457114,0.030907721327211337
pi,0.15549111710221558,0.24330075416853292,0.6390901566811743,0.5324029790929761
