Term,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),0.007701051703924902,0.12603550312053405,0.061102241140419,0.9518056428308007
r,0.6094042943758683,0.11867488014889686,5.135074024184999,3.338786268493294e-5
mu,-0.1422201278319741,0.04075369842580626,-3.4897477609520897,0.0019768334498108755
pi,0.049687605760784424,0.33725330364794603,0.14733022693427078,0.884155267997911
