test,statistic,p_value
BG(1),1.4768915121714694,0.22426150808859227
BG(2),13.47211631752442,0.0011873181640839872
Breusch-Pagan,9.23424220431365,0.41593873801635894
Jarque-Bera,16.5753074312614,2.5160410551827717e-4
RESET,0.6515991501751811,0.4256919606697791
