"year","line_number","line_desc","value","table_label","table_name","source"
1925,1,"Private fixed assets",7955,"govt_inv","FAAt604","API"
1926,1,"Private fixed assets",8524,"govt_inv","FAAt604","API"
1927,1,"Private fixed assets",8828,"govt_inv","FAAt604","API"
1928,1,"Private fixed assets",9076,"govt_inv","FAAt604","API"
1929,1,"Private fixed assets",9409,"govt_inv","FAAt604","API"
1930,1,"Private fixed assets",9219,"govt_inv","FAAt604","API"
1931,1,"Private fixed assets",8549,"govt_inv","FAAt604","API"
1932,1,"Private fixed assets",7464,"govt_inv","FAAt604","API"
1933,1,"Private fixed assets",7041,"govt_inv","FAAt604","API"
1934,1,"Private fixed assets",7288,"govt_inv","FAAt604","API"
1935,1,"Private fixed assets",7324,"govt_inv","FAAt604","API"
1936,1,"Private fixed assets",7508,"govt_inv","FAAt604","API"
1937,1,"Private fixed assets",8371,"govt_inv","FAAt604","API"
1938,1,"Private fixed assets",8580,"govt_inv","FAAt604","API"
1939,1,"Private fixed assets",8590,"govt_inv","FAAt604","API"
1940,1,"Private fixed assets",8976,"govt_inv","FAAt604","API"
1941,1,"Private fixed assets",9950,"govt_inv","FAAt604","API"
1942,1,"Private fixed assets",11246,"govt_inv","FAAt604","API"
1943,1,"Private fixed assets",11539,"govt_inv","FAAt604","API"
1944,1,"Private fixed assets",12038,"govt_inv","FAAt604","API"
1945,1,"Private fixed assets",12507,"govt_inv","FAAt604","API"
1946,1,"Private fixed assets",14247,"govt_inv","FAAt604","API"
1947,1,"Private fixed assets",17736,"govt_inv","FAAt604","API"
1948,1,"Private fixed assets",20821,"govt_inv","FAAt604","API"
1949,1,"Private fixed assets",22590,"govt_inv","FAAt604","API"
1950,1,"Private fixed assets",24334,"govt_inv","FAAt604","API"
1951,1,"Private fixed assets",27747,"govt_inv","FAAt604","API"
1952,1,"Private fixed assets",29544,"govt_inv","FAAt604","API"
1953,1,"Private fixed assets",31345,"govt_inv","FAAt604","API"
1954,1,"Private fixed assets",32959,"govt_inv","FAAt604","API"
1955,1,"Private fixed assets",34996,"govt_inv","FAAt604","API"
1956,1,"Private fixed assets",38812,"govt_inv","FAAt604","API"
1957,1,"Private fixed assets",42260,"govt_inv","FAAt604","API"
1958,1,"Private fixed assets",44911,"govt_inv","FAAt604","API"
