year,g_Y,g_kNR,g_lphi,g_Yp,g_mu,mu_CL,theta_CL,lphi,omega,phi,regime
1920,NA,NA,NA,NA,NA,0.215952898251255,1.9334255542501004,0.010718761155963819,0.516925820551757,1.010776412877209,pre_1973
1921,-0.07961383056128923,0.02364800661690225,0.022227590663852936,0.16002768813944546,-0.2396415187007347,0.16993547421429453,1.9404273848005977,0.032946351819816755,0.6558033235305708,1.0334950926230655,pre_1973
1922,0.004102556954157066,0.021228770327546442,0.016793262915221874,0.12852154076465272,-0.12441898381049565,0.15005468851388465,1.9457697657102806,0.04973961473503863,0.6898369608309547,1.0509973965083028,pre_1973
1923,0.1330951592370333,0.04359565544217858,-0.025557946936601184,-0.049956712437767475,0.18305187167480078,0.18019717885459394,1.9375462195952722,0.024181667798437445,0.6010173223079679,1.0244764153610786,pre_1973
1924,0.09403946085441994,0.03744625628538145,-0.011379144056970603,0.014462176447055924,0.07957728440736402,0.19512277460983524,1.9340099597287062,0.012802523741466842,0.5216991909156851,1.0128848269029,pre_1973
1925,0.04120829782364055,0.06405987499651289,-0.05815619984334219,-0.14789331287749943,0.18910161070113998,0.23574025500643347,1.9175296002270232,-0.04535367610187535,0.4717264513305704,0.9556594281545984,pre_1973
1926,-0.007431602574049734,0.05895101753676357,-0.054573322001623126,-0.1577015643050631,0.15026996173101337,0.2739650507530132,1.9011710137477251,-0.09992699810349848,0.5617975851274443,0.9049034752946246,pre_1973
1927,0.021782005279002092,0.056879973720928234,-0.05474140669798899,-0.16232072086455807,0.18410272614356016,0.3293441564979352,1.8848854723375503,-0.15466840480148747,0.5875910751460215,0.8566992077333336,pre_1973
1928,0.11630083472950759,0.05003466544116719,-0.05351783083462536,-0.10180156238056066,0.21810239711006824,0.40961007455728826,1.8731122273019742,-0.20818623563611283,0.436008684898591,0.8120557889021027,pre_1973
1929,0.045308673562281854,0.07373966524318476,-0.057165706003683425,-0.18536759562378666,0.2306762691860685,0.5158840024188288,1.8537775584422254,-0.26535194163979625,0.5614619056398236,0.766935985764371,pre_1973
1930,-0.043403884897784906,0.07786085351190053,-0.06163800986398016,-0.21672485867097563,0.17332097377319072,0.6135138949005888,1.8322972551553944,-0.3269899515037764,0.6686490552422352,0.7210909888702796,pre_1973
1931,-0.14982932097934665,0.06343928405801336,-0.06097569393449831,-0.1173660189766517,-0.03246330200269494,0.5939170187124447,1.8184518239721226,-0.3879656454382747,0.5811436847010782,0.6784356502231751,pre_1973
1932,-0.2013071172709857,0.03547565343555448,-0.07826867743759536,-0.20099862068661925,-3.084965843664633e-4,0.5937338255994525,1.8027485267643681,-0.4662343228758701,0.4609216486983835,0.6273602619619035,pre_1973
1933,0.051546974722770145,0.036831687259685,-0.08548199572797088,-0.3879522084452338,0.43949918316800396,0.9214332120453881,1.7759348152680787,-0.551716318603841,0.5189968270302697,0.575960429976316,pre_1973
1934,0.13354894163184206,0.015518190735292592,-0.05588816913230943,-0.25648869838430094,0.390037640016143,1.3609903837725528,1.7591869245741611,-0.6076044877361504,0.5367886606293845,0.5446540329943358,pre_1973
1935,0.0846946488807383,0.024959944066026196,-0.05144649842866045,-0.24344251513870974,0.32813716401944804,1.8895710055247916,1.742269138621522,-0.6590509861648108,0.5718574788836842,0.5173420663777132,pre_1973
1936,0.051060891019458765,0.031281182502929994,-0.052377453005782115,-0.132270731099166,0.18333162211862478,2.269776671881147,1.7312932421474783,-0.711428439170593,0.5285386217121376,0.4909424149774394,pre_1973
1937,0.09246736679937051,0.02935053245764152,-0.0509292755880324,-0.19227664976990058,0.28474401656927106,3.0174903041904653,1.7170322047407711,-0.7623577147586253,0.5328311331485793,0.46656510178837,pre_1973
1938,0.02342458145027848,0.0390350106013031,-0.053850310162609105,-0.2143999957547601,0.23782457720503858,3.827646172898884,1.7005600472786815,-0.8162080249212345,0.5531664074120999,0.4421049308699078,pre_1973
1939,0.022830095370267145,0.024336867128386785,-0.04129822918311632,-0.19481740009378082,0.21764749546404796,4.758333650174692,1.686754383485081,-0.8575062541043508,0.5785353553129456,0.4242186578916733,pre_1973
1940,0.05074168542210877,0.02266747799111357,-0.03774517674264999,-0.19109318016474652,0.2418348655868553,6.060136951282763,1.6733683470555605,-0.8952514308470008,0.6074707800874707,0.4085048750007193,pre_1973
1941,0.0016054819176520851,0.02122476768841608,-0.037264278020792574,-0.1585270200740325,0.16013250199168458,7.112578960473538,1.6620558675341461,-0.9325157088677933,0.6162600974278495,0.3935623755812888,pre_1973
1942,0.032398400557250184,0.0093258155836934975,-0.03595918502374218,-0.06581224445852682,0.098210645015777,7.846562564774364,1.657318054643586,-0.9684748938915355,0.5675648436860874,0.3796616210484708,pre_1973
1943,0.02821863838148886,0.00576365284811331,-0.02970661691836085,-0.20300149338312573,0.2312201317646146,9.887740711405833,1.6449373701069594,-0.9981815108098964,0.6030991976573497,0.36854903459815425,pre_1973
1944,0.018750048513455297,0.011289654853186448,-0.041194004622902014,-0.2264892283987206,0.2452392769121759,12.63581136856986,1.6306726606433097,-1.0393755154327984,0.6254367210587357,0.35367547788751724,pre_1973
1945,0.08276647482095001,0.02273250224975598,-0.04209383077256135,-0.1195481227555866,0.2023145975765366,15.469178374898162,1.6215681587613897,-1.0814693462053597,0.6044555633395453,0.3390969086581734,pre_1973
1946,0.08219707212256111,0.019554061870156403,-0.008450719586850397,0.06659115463636983,0.015605917486191279,15.712482651493543,1.6235936740422445,-1.0899200657922101,0.5719435501825137,0.3362433699799561,pre_1973
1947,-0.11379727163016362,0.03216225105125403,0.018709167479165956,-0.08104573376924304,-0.03275153786092058,15.206210530462478,1.6158699655381112,-1.0712108983130442,0.6818860563830722,0.3425934203544924,pre_1973
1948,0.1535507125020903,0.022155002051466255,0.01896774278862523,0.32089578259259166,-0.16734507009050137,12.863050021042488,1.6323723462663722,-1.052243155524419,0.5947289826246759,0.34915366405717035,pre_1973
1949,-0.021831096920728044,0.032617412197147644,0.026924816813352237,0.20339530978439724,-0.22522640670512528,10.26902882431957,1.6410472734535893,-1.0253183387110667,0.5904415851407467,0.35868226477982357,pre_1973
1950,0.048101499395972525,0.020956059848938224,0.02692091180359668,0.22419622212434634,-0.17609472272837381,8.610976549656652,1.6519999746368712,-0.99839742690747,0.5640614965956121,0.36846946751905457,pre_1973
1951,0.04258805572371038,0.029573239786810035,0.03596772617014565,0.3021352041213184,-0.259547148397608,6.642514516270073,1.6665905122910583,-0.9624297007373244,0.5267448831360416,0.3819637001266297,pre_1973
1952,0.062446858750673684,0.03140289472273494,0.03376040492430121,0.01690716937071951,0.045539689379954174,6.952006155503441,1.6645532870094424,-0.9286692958130232,0.6375593229564251,0.3950790941336379,pre_1973
1953,0.07268338384716344,0.02892328810295197,0.020054993908516394,0.5235891510746195,-0.450905767227456,4.428781572524462,1.6918470554164622,-0.9086143019045068,0.4335714681918065,0.4030823877181324,pre_1973
1954,-0.032924637555515446,0.02288173639204416,0.01152612923658225,0.1117246309928775,-0.14464926854839294,3.8323386775738166,1.6960329562123915,-0.8970881726679245,0.4252265162640857,0.40775524566127863,pre_1973
1955,0.036943138571794876,0.02543614632181246,0.026427435841583247,0.18110794537359054,-0.14416480680179566,3.317828261599173,1.7039313162163254,-0.8706607368263413,0.4184994409605206,0.41867482396195865,pre_1973
1956,0.016646717135024858,0.029776112472987393,0.033397882942281854,0.05419436760990082,-0.03754765047487596,3.1955613868831945,1.7041289382360552,-0.8372628538840594,0.5117340439004434,0.43289379686889007,pre_1973
1957,0.09768813670396703,0.03930606296313499,0.05140253907958581,0.28031501264587727,-0.18262687594191024,2.662154891444102,1.7162936861548979,-0.7858603148044736,0.5364323677274111,0.4557274640017607,pre_1973
1958,0.05345988381768407,0.0368504108016765,0.04437624245818128,0.41503824063702577,-0.3615783568193417,1.8543932388230555,1.7363116886801915,-0.7414840723462923,0.4467800326865331,0.47640636910787254,pre_1973
1959,-0.05828267926406738,0.02550268325868643,0.012192135004216453,-0.0804620456604685,0.022179366396401112,1.895982007313935,1.7292237519116005,-0.7292919373420759,0.5750776192763191,0.482250332682313,pre_1973
1960,0.07970035016744603,0.038587814720958846,0.015332706034101307,0.10036717616592225,-0.020666825998476218,1.8572002058007455,1.7311310228036423,-0.7139592313079746,0.6093126657451776,0.48970151266893247,pre_1973
1961,0.046716293927048014,0.03432395471180172,0.0338753362284443,0.1659995966007727,-0.1192833026737247,1.6483697765659528,1.7371619824352427,-0.6800838950795303,0.6588962612543945,0.5065744914755551,pre_1973
1962,0.0462978746727849,0.040329895243694125,0.015260095456490319,0.23983968425494628,-0.19354180958216138,1.358315019993035,1.7467472935243984,-0.66482379962304,0.5941905193772513,0.5143641508797592,pre_1973
1963,0.06134111730799674,0.05745002679042699,-0.01926644885728379,0.06625391828808605,-0.00491280098008931,1.3516582537042732,1.7448285092705045,-0.6840902484803237,0.5576814422070525,0.5045490350951006,pre_1973
1964,0.022006985337714724,0.0497360509289031,-0.008335876921378826,-0.10786329621702387,0.1298702815547386,1.539107120340936,1.7339055428292063,-0.6924261254017026,0.6767742739731578,0.5003606575905039,pre_1973
1965,0.00805045224670664,0.041861064200592324,-0.015981499369065233,0.05440257725798253,-0.04635212501127589,1.4693943826112774,1.7328876846391903,-0.7084076247707678,0.6381088691725728,0.49242770315456846,pre_1973
1966,0.10572091117246885,0.03424133703577681,0.0054617174313484895,0.21136082304985918,-0.10563991187739033,1.3220855070502502,1.7413826534625296,-0.7029459073394193,0.553495656761064,0.4951245621614712,pre_1973
1967,0.0319498645043943,0.035669781903227005,0.0035601199258081806,0.0503002220426987,-0.0183503575383044,1.2980460065898054,1.7407237836390481,-0.6993857874136111,0.5791916250038267,0.4968904064245619,pre_1973
1968,0.03517598794761767,0.034711902763543634,0.01279931459847461,0.18344558911432718,-0.1482696011667095,1.1191734935526032,1.7475711828558256,-0.6865864728151365,0.5394079097121091,0.5032911381652301,pre_1973
1969,0.03653255284689294,0.03570643786584071,0.00555343520532503,0.14804075034977704,-0.1115081975028841,1.001082849056346,1.7523285234981083,-0.6810330376098115,0.5005314522990513,0.5060939081880377,pre_1973
1970,0.020354321855833746,0.041082414717237725,0.0011121660514987752,0.07272987944158338,-0.05237555758574963,0.95,1.7523695362294802,-0.6799208715583127,0.5092767661923354,0.5066570817648125,pre_1973
1971,0.08576691853435747,0.0344209979905834,-0.004844152185857098,-0.028533876499323277,0.11430079503368075,1.0650348276507047,1.7474544417597784,-0.6847650237441698,0.5623170054214746,0.5042086927270404,pre_1973
1972,-0.012205854489604206,0.023396490552272553,-0.015766947846206136,-0.20900194550280693,0.19679609101320272,1.2966753837931915,1.733649187961698,-0.700531971590376,0.6903477385078481,0.4963212047704117,pre_1973
1973,NA,NA,NA,NA,NA,0.9139068528306564,1.183175045027067,-0.7069927322781382,0.5450286722310115,0.49312492854809487,post_1973
1974,0.009697924398111013,0.029350049402886214,-0.018443298509104977,0.037670115197605436,-0.027972190799494423,0.8886971056448345,1.1833372495052743,-0.7254360307872432,0.3944709808320595,0.4841134345661719,post_1973
1975,-0.13823133552353184,0.013025760533352582,-0.0031129993220524455,0.015855044622621755,-0.15408638014615358,0.7617893575050017,1.1833615405164357,-0.7285490301092956,0.4927199418713367,0.48260873305510393,post_1973
1976,0.034577574600746175,0.009234986566699632,-0.009668984760505595,0.012510792687837675,0.0220667819129085,0.7787864428970338,1.1834486260516026,-0.7382180148698012,0.485581282901028,0.4779648834047762,post_1973
1977,0.09402460218806397,0.01157153400327715,0.009448461369224503,0.012006333232174067,0.0820182689558899,0.8453537126476918,1.1833557928088922,-0.7287695535005767,0.5044183129122691,0.4825023182745342,post_1973
1978,0.07897192763046235,0.0198734375756473,0.01697870420968428,0.020492283005858543,0.058479644624603803,0.8962637910014261,1.1831896063129486,-0.7117908492908924,0.4455660672071336,0.4907645247143309,post_1973
1979,0.0795655994594604,0.02056702118198217,0.027194652890500493,0.019569714352120765,0.059995885107339636,0.9516817325543727,1.1829281308353155,-0.6845961964003919,0.4299995843258176,0.5042938241273963,post_1973
1980,0.07645079100648644,0.02827504873015485,0.037256104271573776,0.02692617637642342,0.049524614630063024,1,1.1825708389513294,-0.6473400921288182,0.4640163206762214,0.5234362188358552,post_1973
1981,0.06026880182535521,0.043072178185013854,0.03555072062425069,0.0446257441775931,0.01564305764776211,1.0157660507666304,1.182225922523065,-0.6117893715045675,0.5415162292349118,0.5423794818578844,post_1973
1982,-0.14604312922300977,0.020910171788298015,-0.005859736845192032,0.02559878070320519,-0.17164190992621498,0.8555601723152997,1.1822738724116313,-0.6176491083497595,0.6064176749716583,0.539210574373371,post_1973
1983,-0.028420422209652685,0.020254532925381596,-0.02864375138878472,0.02870487998162774,-0.057125302191280425,0.8080558072481465,1.1825333891345036,-0.6462928597385442,0.5702478847140596,0.5239846653238024,post_1973
1984,0.057188543714691065,0.034506485494635086,-0.037268889423991425,0.04694066164219564,0.010247882072495426,0.816379243823872,1.1828673821542914,-0.6835617491625356,0.5647610479727213,0.5048157593915361,post_1973
1985,0.019491600860039426,0.03472420788872199,-0.030671646240296724,0.04607407250466054,-0.026582471644621117,0.794963764953125,1.183139042126388,-0.7142333954028324,0.4814043627812959,0.48956727249971904,post_1973
1986,0.05445245602109594,0.03306311303402154,-0.03279113424185809,0.04448044009090531,0.009972015930190634,0.80293081403041755,1.1834298611603264,-0.7470245296446905,0.4775327906453508,0.47377415852166016,post_1973
1987,0.06270910749493908,0.038523995827951296,-0.017442327045650075,0.04829323315332498,0.014415874341614093,0.8145895976226033,1.1835761417331467,-0.7644668566903405,0.4465858348198765,0.46558208679179913,post_1973
1988,0.07085308304483107,0.04021322603404087,-0.004153157647593275,0.04801906353762309,0.022834019507207974,0.8334039384334696,1.1835990207093992,-0.7686200143379338,0.4156336999540685,0.4636524607815977,post_1973
1989,0.10053118983620735,0.05050483699504227,0.01719721097366289,0.05649400513607074,0.04403718470013661,0.8709247946327334,1.1834221805157097,-0.7514228033642709,0.4162439907912031,0.4716949459161299,post_1973
1990,0.03703596363131112,0.05006866740465554,0.013043076825823618,0.0566878047706559,-0.019651841139344782,0.8539765960164526,1.183284430281879,-0.7383797265384473,0.4656652389700015,0.4778875971551382,post_1973
1991,0.07632888883738431,0.04521322639389069,0.007636331907640681,0.05189535229070716,0.024433536546677154,0.8750992642905906,1.1831984431375209,-0.7307433946308066,0.4341830271623798,0.4815508746614676,post_1973
1992,0.11481185277839145,0.051131928416872086,0.03464263101760068,0.054262863690523036,0.06054898908786842,0.9297226481888423,1.1828651952141274,-0.6961007636132059,0.4150036428256035,0.4985253872409972,post_1973
1993,0.0673651960909325,0.05657286029427766,0.047195006345710055,0.05852809256473239,0.00883710352620011,0.9379751137217961,1.1824182169421245,-0.6489057572674959,0.4061028796031479,0.5226173342125345,post_1973
1994,0.05547980945193132,0.0559579656489646,0.04649634985714357,0.05792354794843187,-0.00244373849650055,0.935685746274631,1.1819804181706124,-0.6024094074103523,0.4066280414062997,0.5474909169852625,post_1973
1995,0.09979568071179301,0.029036411590183775,0.12726141999343454,0.012504455935449806,0.08729122477634321,1.021033780911509,1.1808234029672098,-0.47514798741691777,0.3866670095911675,0.6217930321112852,post_1973
1996,0.07111795478746075,0.03284062226871143,0.12499665808518046,0.017365669216858667,0.053752285570602076,1.0774185088618926,1.1796897199716598,-0.3501513293317373,0.4024880657943085,0.7045814578094843,post_1973
1997,0.0639148079740508,0.033580477053451574,0.13035131100199848,0.01732485636392664,0.046589951610124164,1.1288030933257596,1.1785117330831887,-0.21980001832973883,0.3972574387492811,0.8026793030606145,post_1973
1998,0.03205382967618675,0.04457216590367352,0.09832671905124357,0.03570704353021337,-0.0036532138540266157,1.1246868575494655,1.1776248088220342,-0.12147329927849526,0.4050958330904683,0.8856146995846323,post_1973
1999,-0.007324496157195881,0.03409874244152178,0.056744729105297154,0.030461297214961255,-0.037785793372157137,1.082982549408778,1.177114600201328,-0.06472857017319811,0.4251029962168492,0.9373218459586364,post_1973
2000,0.043611756632412124,0.033366936258765634,0.0675523091526351,0.027761021455360142,0.015850735177051982,1.1002853880870556,1.1765095904142515,0.002823738979436996,0.4261650910860889,1.002827729485513,post_1973
