year,y,k,k_NR,k_ME,pi,s_ME,phi_ME,log_phi_ME,pi_kME,pi_kNR,K_NR,K_ME,K_total,GDP_real,omega,exploitation_rate,FBKF_ME,FBKF_NR,M_CIF,I_total
1892,14.342248080484852,,,,,,,,,,,,,1693398.6119113408,,,5978.00082401914,207128.41161471917,270443.4668044055,232171.3087074733
1893,14.369551348185704,,,,,,,,,,,,,1740270.8990571147,,,12485.1792385711,212486.6041100278,248768.4629982612,223885.78901539635
1894,14.385556702174823,,,,,,,,,,,,,1768348.6486034663,,,10321.52421513385,229407.281776228,213457.7278900346,220929.2298273854
1895,14.447695758123484,,,,,,,,,,,,,1881718.0203570975,,,8627.068600060189,244554.68560083187,271037.3200519125,264140.6816419828
1896,14.500708573846682,,,,,,,,,,,,,1984164.692762372,,,9764.165330037084,268819.1764045716,285974.9930269583,282038.819524445
1897,14.461719663887555,,,,,,,,,,,,,1908292.963257006,,,6764.358778784435,245849.34924506405,263296.0560085914,259883.8264719763
1898,14.490249780281648,,,,,,,,,,,,,1963520.866777998,,,7838.004263783141,249847.0540622429,237090.0239458395,245517.2959449376
1899,14.499881201113036,,,,,,,,,,,,,1982523.7279349049,,,12023.899762839555,243065.0120588655,247001.31470479092,239235.74342334
1900,14.52780671853199,13.527990733966952,13.189844380938716,12.279400835728806,,0.286909082754158,0.4023457259311081,-0.9104435452099113,,,534904.9683985981,215216.7278144904,750121.6962130886,2038666.995236581,,,12431.79159071022,259440.9041230236,308950.1134756252,272934.3978456589
1901,14.5307371922114,14.198788329179596,13.843758784910005,12.990965697578154,,0.2988472721426524,0.42622279036965266,-0.8527930873318509,,,1028650.9916269252,438434.4959677383,1467085.4875946634,2044650.0174701088,,,18175.81502593396,264100.2977972391,367730.224046286,306659.2575192961
1902,14.56266535827094,14.600901748919824,14.24024813724548,13.406151401127417,,0.3027795343265341,0.43426656163064625,-0.8340967361180635,,,1529189.0761087262,664075.6821648811,2193264.758273607,2110985.289422116,,,29392.389531338937,257435.43399483248,358274.70477658795,278713.69294613565
1903,14.62004170120732,14.886849933039311,14.523803510201184,13.697587915373406,,0.3044458568478006,0.43770259992712407,-0.8262155948277768,,,2030522.1002704853,888764.8024978759,2919286.9027683614,2235648.054357602,,,26194.231806096792,262460.0675643087,376344.58405069634,280680.5305454452
1904,14.677084636503329,15.106055138742578,14.742163796107256,13.918720797979647,,0.30503329610889285,0.43891785664121236,-0.8234429981276079,,,2526040.9574383325,1108724.4828267489,3634765.4402650814,2366883.4234039,,,24199.31913247146,263317.08356164244,419250.4540710212,267508.47361285443
1905,14.721622827376391,15.336285163210187,14.949776259766676,14.198647152855857,,0.3205753238715172,0.47183350139448677,-0.7511291069108177,,,3108889.852337701,1466878.3844782864,4575768.236815987,2474682.906958334,,,21384.465631893992,291217.0737232709,545396.9173533896,326976.1572621925
1906,14.791884077430408,15.566143331874525,15.16155206540565,14.46578106578848,,0.33275051763324726,0.49868981007369506,-0.6957709996171699,,,3842186.122879178,1916059.067886404,5758245.190765582,2654811.142687558,,,79545.39861751652,315746.2696456264,659008.6718360531,378340.65477750497
1907,14.870617382151254,15.783460078023506,15.365263690447321,14.70983417257362,,0.34176705304241184,0.5192190008447464,-0.655429517873702,,,4710307.217200665,2445681.006986727,7155988.224187392,2872281.966699408,,,92590.95541239103,378395.122348522,854196.3211289748,522655.0460529282
1908,14.918527224427178,15.97918191112094,15.551273572612047,14.923999263102257,,0.34812883645677817,0.5340454616285474,-0.6272743095097906,,,5673254.929376615,3029776.047695366,8703030.977071982,3013242.2739663576,,,108621.19480784434,418542.713019667,802266.3527501153,541995.4875290344
1909,14.920303403460386,16.129321396899403,15.695772598233122,15.084615703058159,,0.3517953396790774,0.5427226325477287,-0.6111568951749626,,,6555222.369385326,3557667.541248564,10112889.91063389,3018599.087637104,,,57606.60800786343,435205.7670272296,683788.0678288724,460717.6676788275
1910,14.981338590980316,16.26951415172683,15.831827679645246,15.23238782987401,,0.3544718577723087,0.5491191391734538,-0.5994398497712339,,,7510613.260883849,4124221.4884812655,11634834.749365114,3208578.5925527643,,,60068.42886290035,481212.4934589696,732957.3230139344,528695.3974634041
1911,15.015664264314427,16.397065502614655,15.956593045090157,15.364992882114176,,0.35626778690171534,0.5534409800419923,-0.5916001629759821,,,8508643.142222578,4709031.79945924,13217674.941681817,3320627.28501278,,,74274.01070002069,501121.6805251719,830889.785529978,588057.3382457079
1912,15.072511135252642,16.52319473698844,16.080607524580266,15.494931915287562,,0.35762768431148995,0.5567296030311892,-0.5856756092927055,,,9632058.543950971,5362452.129546999,14994510.673497971,3514863.100536471,,,88479.59253714101,566212.2154536484,868672.2809206757,660396.5310723188
1913,15.107234578666464,16.629146567194017,16.185743168976597,15.60234811097363,,0.3581517655768688,0.5580007022980472,-0.5833950580029672,,,10699880.90478854,5970541.05937747,16670421.964166012,3639054.956855598,,,83605.70311687728,557202.6216263324,859729.74612943,654823.9706891438
1914,14.937002726192826,16.70663641588653,16.263921629668474,15.67860270192379,,0.35770962896805775,0.5569282136260894,-0.5853189277446841,,,11569948.287984544,6443630.631773463,18013578.919758007,3069430.8951081703,,,54906.61873635521,499171.1120519915,683447.1439296916,590538.9168993483
1915,14.810841944030305,16.748694348246282,16.308470471997108,15.716172415100635,,0.35610774723660976,0.5530548716936774,-0.5922980568964709,,,12097029.348024402,6690321.0139462855,18787350.361970685,2705620.797766997,,,25428.46426882135,367167.79362071614,413115.3041314013,319729.01152512466
1916,14.914365267407051,16.77266022840174,16.341754726617417,15.723065723184568,,0.3500796758160588,0.5386501433935444,-0.6186890034328473,,,12506445.715629991,6736598.7780676745,19243044.493697666,3000727.3504828736,,,47068.64506721267,334440.48681567307,576832.8808241093,382141.69823022187
1917,14.945708815407277,16.79957593983029,16.378686583345175,15.731116265212979,,0.3435372692649664,0.523315724078215,-0.6475703181321962,,,12976967.111467771,6791050.940276939,19768018.05174471,3096270.297909822,,,101832.2624137236,335844.7322952887,736931.9652865544,467022.5395079272
1918,14.97344921529941,16.824883982103366,16.414319732918276,15.736392628598553,,0.3367241083508364,0.5076682457334737,-0.6779271043197247,,,13447714.62097177,6826977.690753123,20274692.311724894,3183364.5031280317,,,110133.18398633217,348287.7294410884,765767.9754435751,491443.62310466735
1919,14.867079027190636,16.846815985772793,16.446754320995694,15.737308422045563,,0.32972128782614873,0.4919166935151424,-0.7094458989501324,,,13891036.31968069,6833232.655876078,20724268.97555677,2862136.7727876278,,,125315.08294915188,336914.4184435392,566860.4764253743,448898.3668225878
1920,14.919018608891568,16.880280036774536,16.4830765050189,15.764936971250236,0.483074179448243,0.32780280176712273,0.4876586850240903,-0.7181395337686628,7.615633991439977,7.962548657444618,14404864.284193031,7024657.174780058,21429521.458973087,3014723.29825359,0.516925820551757,0.9345135418707052,107445.37954035672,366665.1181547726,514085.9664892925,448524.0911811186
1921,14.839404778330278,16.91855622375329,16.51762571988702,15.810812568530991,0.3441966764694292,0.3303033992547228,0.49321349232942496,-0.7068131513560284,5.442029138369446,5.685311875951076,14911238.075608283,7354423.806226255,22265661.881834537,2784015.250498198,0.6558033235305708,0.5248474109835526,86371.15064178758,357058.25469868537,515966.1139719593,457730.5448498864
1922,14.843507335284436,16.95091029513423,16.547172401544085,15.848834601773762,0.3101630391690453,0.33218086199188107,0.4974114143878317,-0.6983377997703228,4.915722707373676,5.132321281717063,15358389.064096268,7639438.027090732,22997827.091187,2795460.292540422,0.6898369608309547,0.4496178905743658,90883.43180649236,335096.6329830216,497893.3603897853,393827.3691472939
1923,14.976602494521469,16.977599259430598,16.578136885521698,15.866872310279339,0.3989826776920321,0.3293194755256004,0.4910228693216971,-0.7112645752423596,6.3306072009528105,6.614389445730493,15841393.04940322,7778486.269170758,23619879.318573978,3193418.3832870666,0.6010173223079679,0.66384555466704,120764.3769554862,380961.7387650759,703014.4277064471,531235.2292172217
1924,15.070641955375889,17.007565341958877,16.610011901050107,15.892939422507752,0.4783008090843149,0.32803796857358364,0.4881793214971338,-0.7170724785423563,7.6016057845134615,7.944582131172366,16354471.44921255,7983914.775520829,24338386.22473338,3508299.325508568,0.5216991909156851,0.916813400160354,146305.4193035313,368178.8946799255,781280.6848892624,475034.45906957175
1925,15.11185025319953,17.03385417785113,16.646103400512235,15.89884309766092,0.5282735486694295,0.32141855993587987,0.47366246843637305,-0.7472603028513137,8.3989382629398,8.793696114906856,16955509.793146342,8031188.622218793,24986698.415365137,3655890.473888711,0.4717264513305704,1.11987264479098,153961.4282881939,474375.3789049454,964051.1944416926,584614.7144998771
1926,15.104418650625481,17.05806708168028,16.67957593031136,15.903220793196061,0.4382024148725557,0.3151059685971271,0.46007988703258734,-0.7763551371152979,6.968829755829955,7.309030451712592,17532659.036593877,8066423.788936983,25599082.82553086,3628822.054280333,0.5617975851274443,0.7800005312823641,204320.12854258332,420952.0563927112,1298301.151336656,817865.0187004358
1927,15.126200655904482,17.080799165160332,16.711642086152462,15.905359360219002,0.4124089248539785,0.30868318943757656,0.4465148029402702,-0.8062827259334611,6.559512153164082,6.892030345294636,18103975.013907507,8083692.835770486,26187667.849677995,3708732.217763216,0.5875910751460215,0.7018638340473284,149941.9975488045,481058.5300965144,903249.351807356,529741.4844469493
1928,15.24250149063399,17.098133396775697,16.73813345500925,15.901876194825542,0.563991315101409,0.3023236333007951,0.43332933109247546,-0.8362572601837115,8.968520067699448,9.440161899633559,18589983.18185073,8055584.977211746,26645568.15906248,4166144.103727921,0.436008684898591,1.2935322956527455,88100.61808369208,503563.0596384043,967197.9105889422,521493.5543302168
1929,15.287810164196271,17.137700081411708,16.787501699098268,15.918450154065045,0.4385380943601764,0.2954516940690044,0.4193490944224076,-0.8690515450332241,6.980846795731141,7.361959004190777,19530769.423828915,8190210.471255503,27720979.89508442,4359248.177905941,0.5614619056398236,0.7810647346776498,276265.6756580944,513591.8823693295,1243141.7237774336,860209.2661648899
1930,15.244406279298486,17.179599683439562,16.839975658431086,15.934672997712964,0.3313509447577648,0.28796201908308955,0.40441946469242146,-0.905302660718124,5.279968952198234,5.579941844118903,20582991.933317017,8324162.579440497,28907154.512757514,4174087.290435733,0.6686490552422352,0.4955528496749681,253801.37246469385,546251.2020164606,1126463.166532588,888001.6504004517
1931,15.09457695831914,17.208376973149225,16.87920115517574,15.937136587836479,0.4188563152989217,0.2804834983076255,0.3898221898287257,-0.9420645673392604,6.675370307596817,7.069960001046213,21406414.009942114,8344695.185735948,29751109.195678063,3593283.4709406565,0.5811436847010782,0.7207448455959184,125193.6888542667,559301.6471787543,583620.6589026458,684789.1465122167
1932,14.893269841048154,17.20070305929433,16.884890162519,15.894343563834436,0.5390783513016165,0.2708041276961591,0.3713736431894127,-0.9905465986845645,8.568296523413327,9.102278750719625,21528542.32148009,7995133.194485517,29523675.51596561,2938088.7446062607,0.4609216486983835,1.169566135207455,16702.40296972916,466864.4445462296,211408.5915162956,426723.0405027595
1933,14.944816815770924,17.19214594213036,16.890822582216998,15.845693255366152,0.4810031729697303,0.2601615000500677,0.3516463391235707,-1.0451293268508464,7.621828733736174,8.124539256115149,21656638.25375355,7615477.559655915,29272115.813409466,3093509.657358266,0.5189968270302697,0.9267940532932708,12678.942576231204,506335.2234627458,210080.9791408176,500235.7235768539
1934,15.078365757402766,17.178974268519685,16.887041964990456,15.805323276969135,0.4632113393706155,0.2531809087210859,0.3390123681593599,-1.0817186880213212,7.321204964310438,7.8222693266110195,21574917.36913133,7314163.83015172,28889081.19928305,3535501.6524094115,0.5367886606293845,0.862930559724381,22774.67970344016,501853.852534247,312007.46211782325,526044.391912118
1935,15.163060406283504,17.178214495057006,16.894855795196,15.778836722606503,0.4281425211163158,0.24675045111321436,0.3275812796408343,-1.1160190725894978,6.755590934699454,7.233406154051814,21744160.46746208,7122979.91064687,28867140.378108952,3847985.8221308007,0.5718574788836842,0.74868745609848,40629.42573238251,531449.9080142967,420842.5492173743,580356.3444728424
1936,15.214121297302963,17.183990107051546,16.909279410260478,15.757740452103647,0.4714613782878624,0.24020809833259704,0.3161498534078184,-1.1515389581568303,7.42916603225119,7.972072176615978,22060062.61675576,6974285.56245463,29034348.17921039,4049570.14860498,0.5285386217121376,0.8920093232933852,54273.58366777421,535332.980579072,472973.6657107101,597471.9108069873
1937,15.306588664102334,17.189196867110855,16.922807279493984,15.736161708973256,0.4671688668514206,0.2338594095352001,0.3052434663373245,-1.1866455705207275,7.35144483417175,7.905808700706177,22360515.92366125,6825401.389629302,29185917.31329055,4441881.758491351,0.5328311331485793,0.876767211575738,57812.61056152852,546387.781888737,530652.4534465295,593241.1144223878
1938,15.330013245552612,17.20340558402043,16.94571015118148,15.721346409411954,0.4468335925879001,0.2271694249195387,0.29394466555090365,-1.2243637417695266,7.0248256964364275,7.571912545805668,22878545.48925883,6725026.402131322,29603571.891390152,4547159.205740728,0.5531664074120999,0.807774272986567,101870.36565901758,576421.3749048365,603490.8097896136,716091.299590093
1939,15.35284334092288,17.209190195807246,16.95808359933545,15.704385047357222,0.4214646446870543,0.22206055846072745,0.28544710115397487,-1.253698551978226,6.6188430640131,7.147232678767278,23163390.609680697,6611922.702430557,29775313.312111255,4652165.373641137,0.5785353553129456,0.7285028318780493,79565.56453480279,601327.0403772804,518149.1108878412,647828.4243993681
