"year","CORP_CFC","CORP_COMP","CORP_COMPENSATION_SHARE_GVA","CORP_COMPENSATION_SHARE_NVA","CORP_DIVIDENDS_NET","CORP_GVA","CORP_NET_INT","CORP_NOS","CORP_NVA","CORP_PAT","CORP_PBT","CORP_TAX","CORP_TRANSFERS_NET","CORP_UNDISTRIBUTED","I_current_ME","I_current_NRC","I_real_ME_guardian","I_real_NRC_guardian","K_current_capacity_refrozen","K_current_ME_refrozen","K_current_NRC_refrozen","K_real_capacity_refrozen","K_real_ME_refrozen","K_real_NRC_refrozen","NFC_CFC","NFC_COMP","NFC_COMPENSATION_SHARE_GVA","NFC_COMPENSATION_SHARE_NVA","NFC_DIVIDENDS_NET","NFC_GVA","NFC_NET_INT","NFC_NOS","NFC_NVA","NFC_PAT","NFC_PBT","NFC_RETAINED","NFC_TAX","NFC_TRANSFERS_NET","NFC_UNDISTRIBUTED","P_Y_NFC_GVA_IMPLICIT_SOURCE","pKN_capacity","pKN_ME","pKN_NRC","Y_REAL_NFC_GVA_BASELINE","Y_NFC_real","NFC_GVA_nominal","NFC_NVA_nominal","NFC_GOS","NFC_TAX_PROD_IMPORTS_NET_SUBSIDIES","NFC_NET_INTEREST","NFC_CURRENT_TRANSFERS_NET","NFC_RETAINED_EARNINGS_OR_NET_SAVING_IF_AVAILABLE","Y_CORP_GVA_raw_nominal","Y_CORP_NVA_raw_nominal","CORP_GVA_nominal_raw","CORP_NVA_nominal_raw","CORP_GOS_raw","CORP_NOS_raw","CORP_TAX_PROD_IMPORTS_NET_SUBSIDIES","CORP_NET_INTEREST","CORP_CURRENT_TRANSFERS_NET","CORP_PROFITS_BEFORE_TAX","CORP_TAXES_ON_CORPORATE_INCOME_OR_PROFITS","CORP_PROFITS_AFTER_TAX","CORP_UNDISTRIBUTED_PROFITS_OR_RETAINED_EARNINGS","omega_NFC_GVA","omega_NFC_NVA","omega_CORP_raw_GVA","omega_CORP_raw_NVA","NFC_GOS_share_GVA","NFC_NOS_share_GVA","NFC_NOS_share_NVA","CORP_GOS_raw_share_GVA","CORP_NOS_raw_share_GVA","CORP_NOS_raw_share_NVA","CORP_PBT_share_GVA","CORP_profit_share_GVA","ln_Y_NFC","ln_K_ME","ln_K_NRC","ln_K_capacity","c_ME_NRC","ME_share_capacity","NRC_share_capacity","d_ln_Y_NFC","d_ln_K_ME","d_ln_K_NRC","d_ln_K_capacity","d_c_ME_NRC","omega_NFC","d_omega_NFC","omega_c_NFC","d_omega_c_NFC","omega_c_CORP_raw","s_ME_lag","s_NRC_lag","growth_contribution_ME","growth_contribution_NRC","growth_contribution_capacity_sum","growth_weight_guard_status","w_growth_ME_capacity","w_growth_NRC_capacity"
"2010","1270714","4700760","0.57068891168038","0.674787885295419","514546","8236992","93221","1580572","6966278","851626","1055410","272267","98666","601872","70253","10847","59354.3906455768","18821.511224893","2248405.20238184","816689.077859188","1431716.12452265","3174280.06349816","689993.061694591","2484287.00180357","1123495","4166597","0.57177005128177","0.675990132542249","382167","7287190","303977","1358883","6163695","1220653","1492920","706107","203784","71808","397148","89.75774662321","70.8319731531193","118.361926111755","57.6308664612114","8118731","8118731","7287190","6163695","2916809","203784","303977","71808","706107","8236992","6966278","8236992","6966278","3263965","1580572","272267","93221","98666","1055410","272267","851626","601872","0.57177005128177","0.675990132542249","0.57068891168038","0.674787885295419","0.400265259997338","0.186475582494761","0.22046564601266","0.396256910289581","0.191887038375174","0.226889021655467","0.128130511720784","0.103390412422399","15.9096844191366","13.4444368210078","14.7254962555398","14.9705914129428","-1.28105943453203","0.217369938345704","0.782630061654297","0.0425535147477891","0.034418094742021","-0.0270025154657638","-0.0139686948228981","0.0614206102077848","0.57177005128177","-0.0213446997297763","-0.732471418577371","0.0637732988964506","-0.731086414490965","0.20710251194785","0.792897488052149","0.00712807387753164","-0.0214102266838934","-0.0142821528063618","NEGATIVE_OR_OPPOSITE_SIGN_CONTRIBUTIONS","-0.499089596237658","1.49908959623766"
"2011","1324537","4927979","0.571490813431576","0.675205559727653","633083","8623024","95115","1651835","7298487","834174","1043392","280763","106842","536032","78815","9078","66825.4924588169","14533.4448274118","2354464.00888267","847558.717864358","1506905.29101832","3131109.72665309","718626.260344467","2412483.46630862","1173463","4372725","0.57077261993538","0.67401273198101","460831","7661063","301801","1444027","6487600","1176882","1457645","543799","209219","79885","392291","91.8681579860306","75.1958319710313","117.941517675417","62.4628235618151","8339193","8339193","7661063","6487600","3079119","209219","301801","79885","543799","8623024","7298487","8623024","7298487","3414282","1651835","280763","95115","106842","1043392","280763","834174","536032","0.57077261993538","0.67401273198101","0.571490813431576","0.675205559727653","0.401917984488576","0.188489116980242","0.222582619150379","0.395949495211889","0.191560988349331","0.226325675444787","0.121000706944571","0.0967379889004136","15.9364770070632","13.4850966967518","14.6961672588282","14.9568980449366","-1.21107056207641","0.229511682144919","0.77048831785508","0.0267925879266304","0.0406598757440051","-0.0293289967116088","-0.0136933680061659","0.0699888724556139","0.57077261993538","-0.000997431346390076","-0.691245917642966","0.0412255009344048","-0.692115700644084","0.217369938345704","0.782630061654297","0.00883823468361836","-0.0229537545046651","-0.0141155198210467","NEGATIVE_OR_OPPOSITE_SIGN_CONTRIBUTIONS","-0.626135969179133","1.62613596917913"
"2012","1392029","5182659","0.564929408063707","0.665983334543396","765393","9173994","150590","1856116","7781965","1045208","1291012","334589","53156","552388","89524","11056","77143.5943702773","16620.1119652985","2435547.55370743","876647.861749501","1558899.69195793","3098856.27669874","755414.939595801","2343441.33710294","1234809","4608338","0.568162965987683","0.670192968841803","539890","8110944","307917","1572715","6876136","1475416","1810004","710023","245803","82372","396733","93.7832090937156","78.59504721213","116.048520594333","66.5218141916497","8648610","8648610","8110944","6876136","3256803","245803","307917","82372","710023","9173994","7781965","9173994","7781965","3656746","1856116","334589","150590","53156","1291012","334589","1045208","552388","0.568162965987683","0.670192968841803","0.564929408063707","0.665983334543396","0.401531930192096","0.193900364741761","0.228720752469119","0.398599127054149","0.202323655323952","0.238515079417602","0.14072518469055","0.113931620186366","15.9729091723538","13.5350224661311","14.6671310638587","14.9465436583788","-1.13210859772762","0.243772176617548","0.756227823382453","0.0364321652906376","0.0499257693793158","-0.0290361949694731","-0.010354386557843","0.0789619643487889","0.568162965987683","-0.00260965394769697","-0.643222178705082","0.0480237389378839","-0.639561439978099","0.229511682144919","0.77048831785508","0.011458547312626","-0.0223720490189415","-0.0109135017063154","NEGATIVE_OR_OPPOSITE_SIGN_CONTRIBUTIONS","-1.04994232107878","2.04994232107878"
"2013","1447694","5356731","0.566433797144341","0.668818304642122","858891","9456941","128425","1875859","8009247","1076687","1340643","362418","65135","460989","98595","9376","87106.102997439","12981.9816168481","2546065.93581665","905451.13672084","1640614.79909581","3071532.74465686","799942.390327641","2271590.35432922","1282795","4773788","0.567108862532718","0.669069293653454","550095","8417763","301337","1634506","7134968","1458906","1821323","600014","263956","84166","434953","95.0612816965969","82.8923585543962","113.189543105721","72.2231803797331","8855091","8855091","8417763","7134968","3380019","263956","301337","84166","600014","9456941","8009247","9456941","8009247","3737792","1875859","362418","128425","65135","1340643","362418","1076687","460989","0.567108862532718","0.669069293653454","0.566433797144341","0.668818304642122","0.401534113041672","0.194173440140807","0.22908385854008","0.395243239859485","0.198357904527479","0.23421165560258","0.141762859681582","0.113851508643228","15.9965031058261","13.5922949919666","14.6359907407751","14.9376872603324","-1.04369574880852","0.260437526417127","0.739562473582874","0.0235939334722701","0.0572725258354989","-0.0311403230836031","-0.00885639804631566","0.0884128489191021","0.567108862532718","-0.00105410345496482","-0.591889108937033","0.0513330697680491","-0.591184546061016","0.243772176617548","0.756227823382453","0.0139614482833043","-0.0235491787449396","-0.00958773046163526","NEGATIVE_OR_OPPOSITE_SIGN_CONTRIBUTIONS","-1.45617863780904","2.45617863780904"
"2014","1524311","5648214","0.562206465288649","0.662764623509276","898271","10046512","156103","2061056","8522202","1122618","1413247","406890","96997","502795","108643","12446","98220.1988384826","15993.5102936233","2658677.82854386","943760.906000788","1714916.92254308","3056943.43250824","853220.031142216","2203723.40136602","1352680","5032917","0.568582031539934","0.671143385554831","626369","8851699","310655","1711433","7499019","1542486","1949376","644215","290629","82241","401539","96.6797903860191","86.971770568957","110.611667747341","77.8190639297132","9155687","9155687","8851699","7499019","3528153","290629","310655","82241","644215","10046512","8522202","10046512","8522202","3991408","2061056","406890","156103","96997","1413247","406890","1122618","502795","0.568582031539934","0.671143385554831","0.562206465288649","0.662764623509276","0.398584836651133","0.193345141989125","0.228220917962736","0.397292911211374","0.205151399809207","0.241845476087049","0.140670413771466","0.111742065305849","16.0298857742365","13.6567727429669","14.6056589429066","14.9329260964519","-0.948886199939677","0.279108871321882","0.720891128678116","0.0333826684104324","0.0644777510002861","-0.0303317978685573","-0.00476116388051295","0.0948095488688434","0.568582031539934","0.00147316900721572","-0.539519643261909","0.052369465675124","-0.533469956429265","0.260437526417127","0.739562473582874","0.0167924259794539","-0.022432259459886","-0.00563983348043206","NEGATIVE_OR_OPPOSITE_SIGN_CONTRIBUTIONS","-2.97746840180953","3.97746840180953"
"2015","1587221","5949841","0.567217985504381","0.668349341944749","965924","10489514","218459","2117610","8902292","1045997","1329945","396125","121223","415878","117409","15767","109873.30301841","18775.0156882561","2775282.9746575","978368.998324813","1796913.97633269","3055301.84010531","915574.04812885","2139727.79197646","1408263","5303853","0.575109869197914","0.678757041627619","683656","9222330","324537","1738998","7814067","1446219","1842345","480295","283948","99763","347094","97.5522579281645","90.8349852125197","106.858533214686","83.9786249012957","9453733","9453733","9222330","7814067","3634529","283948","324537","99763","480295","10489514","8902292","10489514","8902292","4143548","2117610","396125","218459","121223","1329945","396125","1045997","415878","0.575109869197914","0.678757041627619","0.567217985504381","0.668349341944749","0.394100948458795","0.188563844494829","0.222547106391588","0.395018110467272","0.201878752437911","0.237872449027734","0.126788047568267","0.0997183472942598","16.0619202479225","13.7273065225444","14.5761891788964","14.9323889477057","-0.848882656351986","0.29966729836987","0.70033270163013","0.0320344736860037","0.0705337795775343","-0.0294697640101571","-0.000537148746223792","0.100003543587691","0.575109869197914","0.00652783765798048","-0.488200793458968","0.0513188498029409","-0.481501510265581","0.279108871321882","0.720891128678116","0.019686603607952","-0.0212444914391599","-0.00155788783120786","NEGATIVE_OR_OPPOSITE_SIGN_CONTRIBUTIONS","-12.6367272492838","13.6367272492838"
"2016","1629907","6109709","0.57183540015035","0.674772159673055","953732","10684384","231573","2093040","9054477","1046198","1308258","376034","137067","394636","119343","19228","115594.777485041","21080.8986695745","2909058.36698027","1012593.39740256","1896464.96957771","3060007.80472964","980790.733059923","2079217.07166972","1441019","5448417","0.582943530383766","0.689204553360564","729527","9346389","343885","1671794","7905370","1444015","1820049","490284","262059","73341","262982","98.2351929695706","95.0670244201319","103.242553510209","91.2105328211233","9514298","9514298","9346389","7905370","3635913","262059","343885","73341","490284","10684384","9054477","10684384","9054477","4198641","2093040","376034","231573","137067","1308258","376034","1046198","394636","0.582943530383766","0.689204553360564","0.57183540015035","0.674772159673055","0.389017940511571","0.178870577717234","0.211475743703331","0.39296987079461","0.195897114892164","0.231160783775805","0.122445805017865","0.0979184200043727","16.0683062777458","13.7961143957711","14.5475019729672","14.9339280244906","-0.751387577196105","0.320519029900507","0.679480970099494","0.00638602982321856","0.0688078732266426","-0.0286872059292378","0.00153907678485155","0.0974950791558804","0.582943530383766","0.00783366118585216","-0.438016526937202","0.0501842665217661","-0.429670015873937","0.29966729836987","0.70033270163013","0.0206194694764045","-0.020090588430643","0.000528881045761494","NEGATIVE_OR_OPPOSITE_SIGN_CONTRIBUTIONS","38.9869700221836","-37.9869700221836"
"2017","1709313","6432103","0.577766513666986","0.682567844480596","1043492","11132703","268838","2106659","9423390","1090774","1304589","297156","111478","385695","116048","19520","116048","19520","3061711.69346696","1043317.3379843","2018394.35548266","3061711.69346696","1043317.3379843","2018394.35548266","1509413","5727599","0.586156566953376","0.6932430456609","769578","9771449","351963","1708532","8262036","1499065","1796221","455573","213815","92900","280276","100","100","100","100","9771449","9771449","9771449","8262036","3830035","213815","351963","92900","455573","11132703","9423390","11132703","9423390","4403444","2106659","297156","268838","111478","1304589","297156","1090774","385695","0.586156566953376","0.6932430456609","0.577766513666986","0.682567844480596","0.391961826746473","0.174849400534148","0.20679309555175","0.395541316426029","0.189231581943756","0.223556384698076","0.117185287346658","0.0979792598437235","16.0949753241786","13.8579159427252","14.5178128797745","14.9344846944856","-0.659896937049243","0.340762763590875","0.659237236409125","0.0266690464327937","0.0618015469541593","-0.0296890931927027","0.000556669995029679","0.091490640146862","0.586156566953376","0.00321303656960981","-0.386802923163833","0.0512136037733698","-0.381266352698464","0.320519029900507","0.679480970099494","0.0198085718760977","-0.020173173843952","-0.000364601967854206","NEGATIVE_OR_OPPOSITE_SIGN_CONTRIBUTIONS","-54.3293059899739","55.3293059899739"
"2018","1793566","6780648","0.574809036253505","0.677876079299523","418955","11796349","302183","2273961","10002784","1105166","1318110","297423","127201","1128198","121217","22380","124175.342708353","19944.768132338","3282697.34053624","1084154.76294745","2198542.57758879","3069926.79991246","1110613.93400177","1959312.86591069","1582147","6047036","0.584943959084541","0.690643317800138","282406","10337804","358281","1835141","8755657","1499553","1796977","1080598","212944","97765","883746","101.987974503904","106.9308017582","97.61760858168","112.20987805676","10136297","10136297","10337804","8755657","4077824","212944","358281","97765","1080598","11796349","10002784","11796349","10002784","4718278","2273961","297423","302183","127201","1318110","297423","1105166","1128198","0.584943959084541","0.690643317800138","0.574809036253505","0.677876079299523","0.394457468916996","0.177517488240249","0.209594893906876","0.399977823646961","0.19276820311098","0.227332810545544","0.111738810033511","0.093687123024251","16.1316333020534","13.9204235140839","14.4881043911227","14.9371642756024","-0.567680877038793","0.361772122395049","0.638227877604951","0.0366579778748815","0.062507571358621","-0.0297084886518295","0.00267958111680855","0.0922160600104505","0.584943959084541","-0.00121260786883559","-0.332061499711656","0.0547414234521769","-0.326308097830213","0.340762763590875","0.659237236409125","0.0213002527615175","-0.0195849419567239","0.00171531080479358","NEGATIVE_OR_OPPOSITE_SIGN_CONTRIBUTIONS","12.4177220256481","-11.4177220256481"
"2019","1891831","7108215","0.576378084153845","0.680816226842485","937773","12332556","264641","2339171","10440725","1070649","1267438","297195","136233","703328","125493","28445","132719.615158057","22877.6511461099","3486493.74567167","1118477.33024276","2368016.4154289","3087426.20794607","1182885.74528324","1904540.46266283","1664696","6344263","0.587441985101222","0.694491783136635","667792","10799812","372810","1861862","9135116","1545262","1842457","607490","196788","89471","535001","103.779603647263","112.925573304344","94.5549758041037","124.335316673612","10406488","10406488","10799812","9135116","4258761","196788","372810","89471","607490","12332556","10440725","12332556","10440725","4927146","2339171","297195","264641","136233","1267438","297195","1070649","703328","0.587441985101222","0.694491783136635","0.576378084153845","0.680816226842485","0.394336586599841","0.172397630625422","0.203813722781407","0.399523505103078","0.189674468131343","0.224042966364884","0.102771720639258","0.0868148500602795","16.1579400157543","13.9834675578088","14.4597513104944","14.9428483593724","-0.476283752685603","0.383130046068425","0.616869953931575","0.0263067137008903","0.0630440437249256","-0.0283530806282641","0.00568408376997986","0.0913971243531897","0.587441985101222","0.00249802601668159","-0.27978907314909","0.0522724265625655","-0.274519516886531","0.361772122395049","0.638227877604951","0.0228075775027326","-0.0180957264729391","0.00471185102979348","NEGATIVE_OR_OPPOSITE_SIGN_CONTRIBUTIONS","4.8404708380036","-3.8404708380036"
"2020","1968202","7167961","0.592623908718225","0.707800381827205","1167415","12095295","288979","2380724","10127094","1329798","1541796","311059","125481","487789","102015","26240","109832.035431267","19335.6155280744","3648423.1212376","1141023.1132187","2507400.0080189","3076097.39575474","1228455.53103888","1847641.86471586","1728115","6350094","0.60484793205077","0.724024852725833","828245","10498662","324369","1912578","8770547","1766607","2077667","599192","211997","90877","457089","105.202094930837","118.605578817911","92.8827364433585","135.708118326519","9979518","9979518","10498662","8770547","3936571","211997","324369","90877","599192","12095295","10127094","12095295","10127094","4616275","2380724","311059","288979","125481","1541796","311059","1329798","487789","0.60484793205077","0.724024852725833","0.592623908718225","0.707800381827205","0.374959304338019","0.18217349982312","0.218068268718017","0.381658735896892","0.196830585777362","0.235084615586663","0.127470723120023","0.109943411880405","16.1160453505281","14.0212682725177","14.4294207162534","14.9391722722256","-0.408152443735773","0.399355213113293","0.600644786886707","-0.0418946652261845","0.0378007147088777","-0.0303305942409526","-0.00367608714674006","0.0681313089498303","0.60484793205077","0.0174059469495478","-0.24687016155505","0.0329189115940399","-0.241880896559589","0.383130046068425","0.616869953931575","0.0144825895678317","-0.0187100322721338","-0.00422744270430206","NEGATIVE_OR_OPPOSITE_SIGN_CONTRIBUTIONS","-3.42585117785121","4.42585117785121"
"2021","2070269","7883565","0.570493812651767","0.671023081522653","1544530","13818844","250238","3100089","11748575","1978947","2322728","468876","152062","684384","107788","22166","110345.986526685","12949.1438788801","4298206.55813168","1241292.48262205","3056914.07550963","3056567.42046419","1270750.39487779","1785817.0255864","1815454","6998733","0.579714486970795","0.682319272087017","1158014","12072724","326392","2555943","10257270","2497709","2966585","953179","343781","122876","604880","110.302899069124","140.6220104734","97.6818490574952","171.177339655268","10945065","10945065","12072724","10257270","4730210","343781","326392","122876","953179","13818844","11748575","13818844","11748575","5466403","3100089","468876","250238","152062","2322728","468876","1978947","684384","0.579714486970795","0.682319272087017","0.570493812651767","0.671023081522653","0.391809669466477","0.2117122034762","0.249183554688528","0.395575997529171","0.224337795549324","0.263869362880179","0.168084103127584","0.143206407135069","16.2083992277063","14.055118146053","14.3953865858906","14.9328030862689","-0.34026843983758","0.415744271292666","0.584255728707333","0.0923538771781551","0.0338498735353188","-0.0340341303628744","-0.00636918595674629","0.0678840038981932","0.579714486970795","-0.0251334450799753","-0.197258544032795","0.0496116175222552","-0.194121039568009","0.399355213113293","0.600644786886707","0.0135181234595552","-0.0204424229786831","-0.00692429951912784","NEGATIVE_OR_OPPOSITE_SIGN_CONTRIBUTIONS","-1.95227306707523","2.95227306707523"
"2022","2287902","8504055","0.555000855599031","0.652416826598795","1644556","15322598","240968","3350735","13034696","2003885","2475707","600568","196648","667994","96337","28252","95062.6361248309","13047.092382626","5048093.86543025","1311472.51524538","3736621.35018487","3019738.01307856","1294124.11123958","1725613.90183897","2010486","7593396","0.56475673366441","0.664051990819018","1268698","13445428","307810","2736706","11434942","2557284","3157852","912728","471821","119058","569319","118.453404583424","167.169928105247","101.340551795235","216.538667554937","11350816","11350816","13445428","11434942","5380211","471821","307810","119058","912728","15322598","13034696","15322598","13034696","6217975","3350735","600568","240968","196648","2475707","600568","2003885","667994","0.56475673366441","0.664051990819018","0.555000855599031","0.652416826598795","0.400151709562537","0.203541754118947","0.239328367384811","0.405804224583847","0.218679299685341","0.257062765407034","0.161572273840246","0.13077971503266","16.2448001935805","14.0733446623027","14.3610934302595","14.9206806349518","-0.287748767956883","0.428555095056159","0.571444904943837","0.0364009658742468","0.0182265162496797","-0.0342931556310173","-0.0121224513171256","0.0525196718806971","0.56475673366441","-0.0149577533063847","-0.162508054307287","0.034750489725508","-0.159700812413637","0.415744271292666","0.584255728707333","0.00757756971642705","-0.020035972632874","-0.012458402916447","NEGATIVE_OR_OPPOSITE_SIGN_CONTRIBUTIONS","-0.608229623591923","1.60822962359192"
"2023","2447353","8960619","0.555665323570836","0.655084246714296","1741153","16125928","168012","3523348","13678575","2217253","2704112","613010","211086","790086","111241","31533","110643.675704947","13654.4430512682","5187980.15087368","1336904.2075725","3851075.94330118","2997321.27290574","1329725.51119848","1667595.76170726","2154291","8015626","0.565941031361275","0.667464452695247","1385640","14163359","218873","2877736","12009068","2769151","3382161","1027997","486859","97823","688541","122.623002567546","173.087222840287","100.539863025381","230.935819803146","11550328","11550328","14163359","12009068","5660874","486859","218873","97823","1027997","16125928","13678575","16125928","13678575","6552299","3523348","613010","168012","211086","2704112","613010","2217253","790086","0.565941031361275","0.667464452695247","0.555665323570836","0.655084246714296","0.399684425142369","0.203181745234305","0.239630252739014","0.406320740114925","0.218489627387646","0.257581509769841","0.167687217752678","0.137496149058832","16.2622243927973","14.1004830963406","14.3268934834332","14.9132295387202","-0.226410387092583","0.443637965412157","0.556362034587843","0.0174241992167055","0.0271384340379264","-0.034199946826373","-0.00745109623152551","0.0613383808642993","0.565941031361275","0.00118429769686534","-0.128134927982082","0.0343731263252051","-0.125808401003598","0.428555095056159","0.571444904943837","0.0116303141787988","-0.019543385363281","-0.00791307118448214","NEGATIVE_OR_OPPOSITE_SIGN_CONTRIBUTIONS","-1.46975983251691","2.46975983251691"
"2024","2583318","9443321","0.55676416577035","0.656800526869239","1880004","16961079","88225","3683673","14377761","2379983","2920184","680341","251287","783816","127749","31589","129339.157028079","12667.0974333952","5379381.4280819","1363879.05274535","4015502.37533655","2991060.76450131","1380855.9516735","1610204.81282781","2274356","8451105","0.56912875490843","0.672064561293459","1539583","14849197","199330","2957761","12574841","3041229","3721570","1161225","540201","111445","567202","125.159593432685","179.848617317501","98.7705525034979","249.378361270986","11864210","11864210","14849197","12574841","5857891","540201","199330","111445","1161225","16961079","14377761","16961079","14377761","6837417","3683673","680341","88225","251287","2920184","680341","2379983","783816","0.56912875490843","0.672064561293459","0.55676416577035","0.656800526869239","0.394492106206147","0.199186595746558","0.235212596326268","0.403123940404971","0.217183883171584","0.256206303610138","0.172169706891879","0.140320259106157","16.2890368632501","14.1382141196907","14.2918719418063","14.9111386531868","-0.153657822115564","0.461660949206335","0.538339050793665","0.026812470452878","0.0377310233501387","-0.0350215416268806","-0.00209088553339853","0.0727525649770193","0.56912875490843","0.00318772354715513","-0.087451084982572","0.0406838429995102","-0.0855511691442608","0.443637965412157","0.556362034587843","0.0167389144319741","-0.0194846561539341","-0.00274574172196003","NEGATIVE_OR_OPPOSITE_SIGN_CONTRIBUTIONS","-6.09631790859963","7.09631790859963"
"2025","2742753","9891479","0.553057731097018","0.653234005539838","1706853","17885075","43823","3837914","15142321","2247254","2784220","695171","243206","1148860",,,,,,,,,,,"2413879","8837921","0.566460048121974","0.670141530940562","1401020","15602020","201022","3033067","13188141","2992228","3687399","1285375","536966","98264","795795","127.576027512297",,,,"12229586","12229586","15602020","13188141","6227133","536966","201022","98264","1285375","17885075","15142321","17885075","15142321","7298425","3837914","695171","43823","243206","2784220","695171","2247254","1148860","0.566460048121974","0.670141530940562","0.553057731097018","0.653234005539838","0.399123510929995","0.194402199202411","0.229984423126808","0.408073491444682","0.214587526191531","0.253456124724869","0.155672816580305","0.125649682766217","16.3193686559048",,,,,,,"0.0303317926546534",,,,,"0.566460048121974","-0.00266870678645648",,,,"0.461660949206335","0.538339050793665",,,,"MISSING_INPUT",,
