"year","variable_id","value"
"1925","CORP_CFC",
"1925","CORP_COMP",
"1925","CORP_COMPENSATION_SHARE_GVA",
"1925","CORP_COMPENSATION_SHARE_NVA",
"1925","CORP_DIVIDENDS_NET",
"1925","CORP_GVA",
"1925","CORP_NET_INT",
"1925","CORP_NOS",
"1925","CORP_NVA",
"1925","CORP_PAT",
"1925","CORP_PBT",
"1925","CORP_TAX",
"1925","CORP_TRANSFERS_NET",
"1925","CORP_UNDISTRIBUTED",
"1925","I_current_ME","226"
"1925","I_current_NRC",
"1925","I_real_ME_guardian","2.45009950816448"
"1925","I_real_NRC_guardian",
"1925","K_current_capacity_refrozen",
"1925","K_current_ME_refrozen",
"1925","K_current_NRC_refrozen",
"1925","K_real_capacity_refrozen",
"1925","K_real_ME_refrozen",
"1925","K_real_NRC_refrozen",
"1925","NFC_CFC",
"1925","NFC_COMP",
"1925","NFC_COMPENSATION_SHARE_GVA",
"1925","NFC_COMPENSATION_SHARE_NVA",
"1925","NFC_DIVIDENDS_NET",
"1925","NFC_GVA",
"1925","NFC_NET_INT",
"1925","NFC_NOS",
"1925","NFC_NVA",
"1925","NFC_PAT",
"1925","NFC_PBT",
"1925","NFC_RETAINED",
"1925","NFC_TAX",
"1925","NFC_TRANSFERS_NET",
"1925","NFC_UNDISTRIBUTED",
"1925","P_Y_NFC_GVA_IMPLICIT_SOURCE",
"1925","pKN_capacity",
"1925","pKN_ME",
"1925","pKN_NRC",
"1925","Y_REAL_NFC_GVA_BASELINE",
"1925","Y_NFC_real",
"1925","NFC_GVA_nominal",
"1925","NFC_NVA_nominal",
"1925","NFC_GOS","0"
"1925","NFC_TAX_PROD_IMPORTS_NET_SUBSIDIES",
"1925","NFC_NET_INTEREST",
"1925","NFC_CURRENT_TRANSFERS_NET",
"1925","NFC_RETAINED_EARNINGS_OR_NET_SAVING_IF_AVAILABLE",
"1925","Y_CORP_GVA_raw_nominal",
"1925","Y_CORP_NVA_raw_nominal",
"1925","CORP_GVA_nominal_raw",
"1925","CORP_NVA_nominal_raw",
"1925","CORP_GOS_raw","0"
"1925","CORP_NOS_raw",
"1925","CORP_TAX_PROD_IMPORTS_NET_SUBSIDIES",
"1925","CORP_NET_INTEREST",
"1925","CORP_CURRENT_TRANSFERS_NET",
"1925","CORP_PROFITS_BEFORE_TAX",
"1925","CORP_TAXES_ON_CORPORATE_INCOME_OR_PROFITS",
"1925","CORP_PROFITS_AFTER_TAX",
"1925","CORP_UNDISTRIBUTED_PROFITS_OR_RETAINED_EARNINGS",
"1925","omega_NFC_GVA",
"1925","omega_NFC_NVA",
"1925","omega_CORP_raw_GVA",
"1925","omega_CORP_raw_NVA",
"1925","NFC_GOS_share_GVA",
"1925","NFC_NOS_share_GVA",
"1925","NFC_NOS_share_NVA",
"1925","CORP_GOS_raw_share_GVA",
"1925","CORP_NOS_raw_share_GVA",
"1925","CORP_NOS_raw_share_NVA",
"1925","CORP_PBT_share_GVA",
"1925","CORP_profit_share_GVA",
"1925","ln_Y_NFC",
"1925","ln_K_ME",
"1925","ln_K_NRC",
"1925","ln_K_capacity",
"1925","c_ME_NRC",
"1925","ME_share_capacity",
"1925","NRC_share_capacity",
"1925","d_ln_Y_NFC",
"1925","d_ln_K_ME",
"1925","d_ln_K_NRC",
"1925","d_ln_K_capacity",
"1925","d_c_ME_NRC",
"1925","omega_NFC",
"1925","d_omega_NFC",
"1925","omega_c_NFC",
"1925","d_omega_c_NFC",
"1925","omega_c_CORP_raw",
"1925","s_ME_lag",
"1925","s_NRC_lag",
"1925","growth_contribution_ME",
"1925","growth_contribution_NRC",
"1925","growth_contribution_capacity_sum",
"1925","growth_weight_guard_status","MISSING_INPUT"
"1925","w_growth_ME_capacity",
"1925","w_growth_NRC_capacity",
"1926","CORP_CFC",
"1926","CORP_COMP",
"1926","CORP_COMPENSATION_SHARE_GVA",
"1926","CORP_COMPENSATION_SHARE_NVA",
"1926","CORP_DIVIDENDS_NET",
"1926","CORP_GVA",
"1926","CORP_NET_INT",
"1926","CORP_NOS",
"1926","CORP_NVA",
"1926","CORP_PAT",
"1926","CORP_PBT",
"1926","CORP_TAX",
"1926","CORP_TRANSFERS_NET",
"1926","CORP_UNDISTRIBUTED",
"1926","I_current_ME","134"
"1926","I_current_NRC",
"1926","I_real_ME_guardian","1.60370483443434"
"1926","I_real_NRC_guardian",
"1926","K_current_capacity_refrozen",
"1926","K_current_ME_refrozen",
"1926","K_current_NRC_refrozen",
"1926","K_real_capacity_refrozen",
"1926","K_real_ME_refrozen",
"1926","K_real_NRC_refrozen",
"1926","NFC_CFC",
"1926","NFC_COMP",
"1926","NFC_COMPENSATION_SHARE_GVA",
"1926","NFC_COMPENSATION_SHARE_NVA",
"1926","NFC_DIVIDENDS_NET",
"1926","NFC_GVA",
"1926","NFC_NET_INT",
"1926","NFC_NOS",
"1926","NFC_NVA",
"1926","NFC_PAT",
"1926","NFC_PBT",
"1926","NFC_RETAINED",
"1926","NFC_TAX",
"1926","NFC_TRANSFERS_NET",
"1926","NFC_UNDISTRIBUTED",
"1926","P_Y_NFC_GVA_IMPLICIT_SOURCE",
"1926","pKN_capacity",
"1926","pKN_ME",
"1926","pKN_NRC",
"1926","Y_REAL_NFC_GVA_BASELINE",
"1926","Y_NFC_real",
"1926","NFC_GVA_nominal",
"1926","NFC_NVA_nominal",
"1926","NFC_GOS","0"
"1926","NFC_TAX_PROD_IMPORTS_NET_SUBSIDIES",
"1926","NFC_NET_INTEREST",
"1926","NFC_CURRENT_TRANSFERS_NET",
"1926","NFC_RETAINED_EARNINGS_OR_NET_SAVING_IF_AVAILABLE",
"1926","Y_CORP_GVA_raw_nominal",
"1926","Y_CORP_NVA_raw_nominal",
"1926","CORP_GVA_nominal_raw",
"1926","CORP_NVA_nominal_raw",
"1926","CORP_GOS_raw","0"
"1926","CORP_NOS_raw",
"1926","CORP_TAX_PROD_IMPORTS_NET_SUBSIDIES",
"1926","CORP_NET_INTEREST",
"1926","CORP_CURRENT_TRANSFERS_NET",
"1926","CORP_PROFITS_BEFORE_TAX",
"1926","CORP_TAXES_ON_CORPORATE_INCOME_OR_PROFITS",
"1926","CORP_PROFITS_AFTER_TAX",
"1926","CORP_UNDISTRIBUTED_PROFITS_OR_RETAINED_EARNINGS",
"1926","omega_NFC_GVA",
"1926","omega_NFC_NVA",
"1926","omega_CORP_raw_GVA",
"1926","omega_CORP_raw_NVA",
"1926","NFC_GOS_share_GVA",
"1926","NFC_NOS_share_GVA",
"1926","NFC_NOS_share_NVA",
"1926","CORP_GOS_raw_share_GVA",
"1926","CORP_NOS_raw_share_GVA",
"1926","CORP_NOS_raw_share_NVA",
"1926","CORP_PBT_share_GVA",
"1926","CORP_profit_share_GVA",
"1926","ln_Y_NFC",
"1926","ln_K_ME",
"1926","ln_K_NRC",
"1926","ln_K_capacity",
"1926","c_ME_NRC",
"1926","ME_share_capacity",
"1926","NRC_share_capacity",
"1926","d_ln_Y_NFC",
"1926","d_ln_K_ME",
"1926","d_ln_K_NRC",
"1926","d_ln_K_capacity",
"1926","d_c_ME_NRC",
"1926","omega_NFC",
"1926","d_omega_NFC",
"1926","omega_c_NFC",
"1926","d_omega_c_NFC",
"1926","omega_c_CORP_raw",
"1926","s_ME_lag",
"1926","s_NRC_lag",
"1926","growth_contribution_ME",
"1926","growth_contribution_NRC",
"1926","growth_contribution_capacity_sum",
"1926","growth_weight_guard_status","MISSING_INPUT"
"1926","w_growth_ME_capacity",
"1926","w_growth_NRC_capacity",
"1927","CORP_CFC",
"1927","CORP_COMP",
"1927","CORP_COMPENSATION_SHARE_GVA",
"1927","CORP_COMPENSATION_SHARE_NVA",
"1927","CORP_DIVIDENDS_NET",
"1927","CORP_GVA",
"1927","CORP_NET_INT",
"1927","CORP_NOS",
"1927","CORP_NVA",
"1927","CORP_PAT",
"1927","CORP_PBT",
"1927","CORP_TAX",
"1927","CORP_TRANSFERS_NET",
"1927","CORP_UNDISTRIBUTED",
"1927","I_current_ME","133"
"1927","I_current_NRC",
"1927","I_real_ME_guardian","1.77465776107911"
"1927","I_real_NRC_guardian",
"1927","K_current_capacity_refrozen",
"1927","K_current_ME_refrozen",
"1927","K_current_NRC_refrozen",
"1927","K_real_capacity_refrozen",
"1927","K_real_ME_refrozen",
"1927","K_real_NRC_refrozen",
"1927","NFC_CFC",
"1927","NFC_COMP",
"1927","NFC_COMPENSATION_SHARE_GVA",
"1927","NFC_COMPENSATION_SHARE_NVA",
"1927","NFC_DIVIDENDS_NET",
"1927","NFC_GVA",
"1927","NFC_NET_INT",
"1927","NFC_NOS",
"1927","NFC_NVA",
"1927","NFC_PAT",
"1927","NFC_PBT",
"1927","NFC_RETAINED",
"1927","NFC_TAX",
"1927","NFC_TRANSFERS_NET",
"1927","NFC_UNDISTRIBUTED",
"1927","P_Y_NFC_GVA_IMPLICIT_SOURCE",
"1927","pKN_capacity",
"1927","pKN_ME",
"1927","pKN_NRC",
"1927","Y_REAL_NFC_GVA_BASELINE",
"1927","Y_NFC_real",
"1927","NFC_GVA_nominal",
"1927","NFC_NVA_nominal",
"1927","NFC_GOS","0"
"1927","NFC_TAX_PROD_IMPORTS_NET_SUBSIDIES",
"1927","NFC_NET_INTEREST",
"1927","NFC_CURRENT_TRANSFERS_NET",
"1927","NFC_RETAINED_EARNINGS_OR_NET_SAVING_IF_AVAILABLE",
"1927","Y_CORP_GVA_raw_nominal",
"1927","Y_CORP_NVA_raw_nominal",
"1927","CORP_GVA_nominal_raw",
"1927","CORP_NVA_nominal_raw",
"1927","CORP_GOS_raw","0"
"1927","CORP_NOS_raw",
"1927","CORP_TAX_PROD_IMPORTS_NET_SUBSIDIES",
"1927","CORP_NET_INTEREST",
"1927","CORP_CURRENT_TRANSFERS_NET",
"1927","CORP_PROFITS_BEFORE_TAX",
"1927","CORP_TAXES_ON_CORPORATE_INCOME_OR_PROFITS",
"1927","CORP_PROFITS_AFTER_TAX",
"1927","CORP_UNDISTRIBUTED_PROFITS_OR_RETAINED_EARNINGS",
"1927","omega_NFC_GVA",
"1927","omega_NFC_NVA",
"1927","omega_CORP_raw_GVA",
"1927","omega_CORP_raw_NVA",
"1927","NFC_GOS_share_GVA",
"1927","NFC_NOS_share_GVA",
"1927","NFC_NOS_share_NVA",
"1927","CORP_GOS_raw_share_GVA",
"1927","CORP_NOS_raw_share_GVA",
"1927","CORP_NOS_raw_share_NVA",
"1927","CORP_PBT_share_GVA",
"1927","CORP_profit_share_GVA",
"1927","ln_Y_NFC",
"1927","ln_K_ME",
"1927","ln_K_NRC",
"1927","ln_K_capacity",
"1927","c_ME_NRC",
"1927","ME_share_capacity",
"1927","NRC_share_capacity",
"1927","d_ln_Y_NFC",
"1927","d_ln_K_ME",
"1927","d_ln_K_NRC",
"1927","d_ln_K_capacity",
"1927","d_c_ME_NRC",
"1927","omega_NFC",
"1927","d_omega_NFC",
"1927","omega_c_NFC",
"1927","d_omega_c_NFC",
"1927","omega_c_CORP_raw",
"1927","s_ME_lag",
"1927","s_NRC_lag",
"1927","growth_contribution_ME",
"1927","growth_contribution_NRC",
"1927","growth_contribution_capacity_sum",
"1927","growth_weight_guard_status","MISSING_INPUT"
"1927","w_growth_ME_capacity",
"1927","w_growth_NRC_capacity",
"1928","CORP_CFC",
"1928","CORP_COMP",
"1928","CORP_COMPENSATION_SHARE_GVA",
"1928","CORP_COMPENSATION_SHARE_NVA",
"1928","CORP_DIVIDENDS_NET",
"1928","CORP_GVA",
"1928","CORP_NET_INT",
"1928","CORP_NOS",
"1928","CORP_NVA",
"1928","CORP_PAT",
"1928","CORP_PBT",
"1928","CORP_TAX",
"1928","CORP_TRANSFERS_NET",
"1928","CORP_UNDISTRIBUTED",
"1928","I_current_ME","138"
"1928","I_current_NRC",
"1928","I_real_ME_guardian","2.07167713156206"
"1928","I_real_NRC_guardian",
"1928","K_current_capacity_refrozen",
"1928","K_current_ME_refrozen",
"1928","K_current_NRC_refrozen",
"1928","K_real_capacity_refrozen",
"1928","K_real_ME_refrozen",
"1928","K_real_NRC_refrozen",
"1928","NFC_CFC",
"1928","NFC_COMP",
"1928","NFC_COMPENSATION_SHARE_GVA",
"1928","NFC_COMPENSATION_SHARE_NVA",
"1928","NFC_DIVIDENDS_NET",
"1928","NFC_GVA",
"1928","NFC_NET_INT",
"1928","NFC_NOS",
"1928","NFC_NVA",
"1928","NFC_PAT",
"1928","NFC_PBT",
"1928","NFC_RETAINED",
"1928","NFC_TAX",
"1928","NFC_TRANSFERS_NET",
"1928","NFC_UNDISTRIBUTED",
"1928","P_Y_NFC_GVA_IMPLICIT_SOURCE",
"1928","pKN_capacity",
"1928","pKN_ME",
"1928","pKN_NRC",
"1928","Y_REAL_NFC_GVA_BASELINE",
"1928","Y_NFC_real",
"1928","NFC_GVA_nominal",
"1928","NFC_NVA_nominal",
"1928","NFC_GOS","0"
"1928","NFC_TAX_PROD_IMPORTS_NET_SUBSIDIES",
"1928","NFC_NET_INTEREST",
"1928","NFC_CURRENT_TRANSFERS_NET",
"1928","NFC_RETAINED_EARNINGS_OR_NET_SAVING_IF_AVAILABLE",
"1928","Y_CORP_GVA_raw_nominal",
"1928","Y_CORP_NVA_raw_nominal",
"1928","CORP_GVA_nominal_raw",
"1928","CORP_NVA_nominal_raw",
"1928","CORP_GOS_raw","0"
"1928","CORP_NOS_raw",
"1928","CORP_TAX_PROD_IMPORTS_NET_SUBSIDIES",
"1928","CORP_NET_INTEREST",
"1928","CORP_CURRENT_TRANSFERS_NET",
"1928","CORP_PROFITS_BEFORE_TAX",
"1928","CORP_TAXES_ON_CORPORATE_INCOME_OR_PROFITS",
"1928","CORP_PROFITS_AFTER_TAX",
"1928","CORP_UNDISTRIBUTED_PROFITS_OR_RETAINED_EARNINGS",
"1928","omega_NFC_GVA",
"1928","omega_NFC_NVA",
"1928","omega_CORP_raw_GVA",
"1928","omega_CORP_raw_NVA",
"1928","NFC_GOS_share_GVA",
"1928","NFC_NOS_share_GVA",
"1928","NFC_NOS_share_NVA",
"1928","CORP_GOS_raw_share_GVA",
"1928","CORP_NOS_raw_share_GVA",
"1928","CORP_NOS_raw_share_NVA",
"1928","CORP_PBT_share_GVA",
"1928","CORP_profit_share_GVA",
"1928","ln_Y_NFC",
"1928","ln_K_ME",
"1928","ln_K_NRC",
"1928","ln_K_capacity",
"1928","c_ME_NRC",
"1928","ME_share_capacity",
"1928","NRC_share_capacity",
"1928","d_ln_Y_NFC",
"1928","d_ln_K_ME",
"1928","d_ln_K_NRC",
"1928","d_ln_K_capacity",
"1928","d_c_ME_NRC",
"1928","omega_NFC",
"1928","d_omega_NFC",
"1928","omega_c_NFC",
"1928","d_omega_c_NFC",
"1928","omega_c_CORP_raw",
"1928","s_ME_lag",
"1928","s_NRC_lag",
"1928","growth_contribution_ME",
"1928","growth_contribution_NRC",
"1928","growth_contribution_capacity_sum",
"1928","growth_weight_guard_status","MISSING_INPUT"
"1928","w_growth_ME_capacity",
"1928","w_growth_NRC_capacity",
"1929","CORP_CFC","5228"
"1929","CORP_COMP","34242"
"1929","CORP_COMPENSATION_SHARE_GVA","0.624785607415246"
"1929","CORP_COMPENSATION_SHARE_NVA","0.690669248456977"
"1929","CORP_DIVIDENDS_NET","5573"
"1929","CORP_GVA","54806"
"1929","CORP_NET_INT","1381"
"1929","CORP_NOS","12337"
"1929","CORP_NVA","49578"
"1929","CORP_PAT","7878"
"1929","CORP_PBT","9027"
"1929","CORP_TAX","1365"
"1929","CORP_TRANSFERS_NET","355"
"1929","CORP_UNDISTRIBUTED","3663"
"1929","I_current_ME","152"
"1929","I_current_NRC",
