Term,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),-0.13614895288617643,0.10626538075692181,-1.2812164405415551,0.22093362278018353
mu,0.2519933101968201,0.1626730650637828,1.5490782699521617,0.1436675307857176
B_real,0.038122663191327996,0.08314315002423274,0.45851838882958895,0.6536170782203672
PyPK,-0.04512862494181228,0.15115389264522425,-0.2985607856473429,0.7696607194732498
pi,0.08635087106985716,0.2679946629467859,0.32221115943269113,0.7520538357976012
