Term,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),-0.12820072012490705,0.13134578311990547,-0.9760550897006925,0.3391921860822723
r,0.02432994276114226,0.12114436833884566,0.20083428635403366,0.842593559258181
mu,0.019478993534598064,0.041659351328900335,0.4675779366032736,0.6444864125329892
pi,0.43845144116423473,0.35359959307574723,1.239965909888111,0.22749017731875204
