Term,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),-0.18234903114142084,0.15118330232332275,-1.2061453106206572,0.23750980435308305
mu,-0.016014197613021326,0.043505114277870446,-0.36809919658496787,0.7154725586668805
B_real,0.2024416634738352,0.10650589837614166,1.9007554188114717,0.06731502628608968
PyPK,0.07723915266099919,0.09498995163634005,0.8131297187801706,0.4227695367556956
pi,0.04444721999898319,0.43388611839422037,0.10243982951904289,0.9191126481003637
