term,estimate,se,t_stat,p_value
(Intercept),-0.12538215873768108,0.02468564886097918,-5.0791518361048125,2.2336708541628514e-5
d(B_real),-0.1888232219523439,0.10643037661710614,-1.7741478321706428,0.08691488059138974
"d(L(B_real, 1))",0.045288565170077864,0.08029788705906242,0.5640069350363635,0.57723952585705
d(PyPK),-0.12839384553909333,0.05227141439972834,-2.4562917803838995,0.020500806051476573
"d(L(PyPK, 1))",-0.1428720066529033,0.052803279124513915,-2.7057411778537634,0.0114710767863767
d(pi),0.4127460433246719,0.16328471242020764,2.5277690556999852,0.017402488247816074
ect,-0.5534145059151231,0.10907064487266108,-5.073908809847317,2.2659167216722905e-5
