Term,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),-0.08704250293721638,0.22680513433058452,-0.3837765983302026,0.7039434244681845
mu,0.01738469921229512,0.08210392880766676,0.21174016231330162,0.8337908438913877
B_real,0.23445401183385706,0.16418445339843332,1.427991548413525,0.1639757744575524
PyPK,0.05936987939980073,0.15764194673902168,0.3766121938222975,0.7092034315922289
pi,-0.2811474448101291,0.28133892841004354,-0.999319384626235,0.32590587802975013
