Term,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),-0.03929572770263231,0.12008755116498622,-0.32722565596033004,0.7456966920190402
mu,-0.019960748488854135,0.03454745372126058,-0.5777777039634688,0.5675876525417474
B_real,0.08007616128198482,0.0867948049228679,0.9225916384413358,0.36334536170994025
PyPK,0.0706915218096793,0.07852940759783043,0.9001917112594178,0.3749584085383213
pi,-0.07238265544401694,0.1377793367495288,-0.5253520386413421,0.6030762034792131
