test,statistic,p_value
BG(1),0.11364637242982523,0.7360303788391122
BG(2),8.176203792511556,0.016771036533598252
Breusch-Pagan,8.230445860578925,0.7668724502180531
Jarque-Bera,25.83001178591853,2.4608447000140643e-6
RESET,0.770932168708061,0.38740120319059634
