Term,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),-0.1278016701587777,0.12106772039428056,-1.055621347643837,0.3059131476383936
r,0.11911385786984596,0.16686201424110284,0.7138464581743306,0.485008361450307
mu,0.14301991407371126,0.056610019025543926,2.5264063947616218,0.021738793460245685
pi,0.14247289079016537,0.3751564594310854,0.37976925948768586,0.7088192640170754
