term,estimate,se,t_stat,p_value
(Intercept),-0.051916546516465975,0.01578914798576513,-3.2881157718752068,0.00322101781470878
d(mu),0.20380064783355467,0.028993607685315927,7.029157945624385,3.6629747613079416e-7
d(pi),-0.1932618480233524,0.06427804192251652,-3.006654251483243,0.006291246688863315
ect,-0.38366036305782836,0.11657188801992911,-3.291191123131143,0.0031972774741746146
