test,statistic,p_value
BG(1),0.643986597548233,0.42227086856146195
BG(2),1.8018978223845783,0.40618404422639975
Breusch-Pagan,11.83548758991638,0.29621762290383435
Jarque-Bera,17.95491270796027,1.2622350742841348e-4
RESET,2.3105697979588804,0.13896741746978655
