term,estimate,se,t_stat,p_value
(Intercept),-0.05191654651646568,0.034169810700590546,-1.5193688654402882,0.14432096333950617
"L(g_K, 1)",0.6163396369421716,0.17908082171189169,3.4416842130295198,0.0025807287059967337
r,0.01959364637845424,0.07812243517159291,0.25080690758573454,0.8045220501808378
mu,0.20380064783355478,0.04439795164637972,4.590316451010708,1.7729254807547168e-4
"L(mu, 1)",-0.09788128092572558,0.05803827417578567,-1.686495374229493,0.10723794357900628
pi,-0.193261848023352,0.0930983272194851,-2.0758895867991822,0.05101388676861422
"L(pi, 1)",0.16829097840260435,0.08795208113208469,1.9134394119664808,0.07011496993187145
