year,y,k_NR,k_ME,phi,s_ME,omega,omega_kME,k_CL,c_t,ECT_m,ECT_m_lag1,ECT_theta,theta_CL,g_Y,g_K_CL,g_Yp,g_mu,mu_CL
1998,17.620935307289084,18.966418772109304,18.84494547283081,0.8856146995846323,0.4696689624766495,0.4050958330904683,7.634008885860846,19.600672640425444,-0.12147329927849526,0.08722246248831134,0.01003527498684064,0.21836484948731627,0.6214608591207403,0.03205382967618675,0.08955197433790829,0.055653046907994976,-0.023599217231808224,1.1619428437192445
1999,17.61361081113189,19.000517514550825,18.935788944377627,0.9373218459586364,0.4838235050690951,0.4251029962168492,8.049660615984818,19.661824042095525,-0.06472857017319811,0.02961514906908569,0.08722246248831134,0.19223340278123668,0.5996471715805983,-0.007324496157195881,0.06115140167008093,0.03666926504965311,-0.04399376120684899,1.1119327397513383
2000,17.6572225677643,19.03388445080959,19.036708189789028,1.002827729485513,0.5007059342757954,0.4261650910860889,8.112780479680735,19.72844449754665,0.002823738979436996,0.13111272143753716,0.02961514906908569,0.2106265079591889,0.5739069787424872,0.043611756632412124,0.06662045545112605,0.038233944310404215,0.005377812322007909,1.1179286132310768
2001,17.690156065165045,19.071895739385024,19.127990290947135,1.0576976859773048,0.5140199618171558,0.4183546082112362,8.00228288403752,19.793483469008066,0.056094551562111405,0.05226591194096386,0.13111272143753716,0.20592492423958753,0.5537223081310656,0.03293349740074447,0.06503897146141568,0.0360135293960856,-0.003080031995341126,1.1144906545630429
2002,17.711593717770285,19.108864427128378,19.214846994252635,1.1118024944228562,0.5264708690131101,0.4268990183860807,8.202799320285184,19.85640627270124,0.1059825671242578,0.0955885972835766,0.05226591194096386,0.19842620737229222,0.5346342046718229,0.021437652605239776,0.06292280369317282,0.033640683108220694,-0.012203030502980917,1.1009731361997541
2003,17.75039846302527,19.149679854994854,19.300734015205528,1.1630596479315871,0.5376918981609026,0.4259551372862888,8.221246807173015,19.921203578068027,0.15105416021067342,0.14776036263762293,0.0955885972835766,0.19824930335513002,0.5175476515133169,0.03880474525498556,0.0647973053667883,0.03353569321697253,0.0052690520380130335,1.106789530933444
2004,17.809054906822023,19.188109698586516,19.402049375031893,1.2385479389256675,0.5532818473032457,0.401823594993902,7.796201230124505,19.993937112703023,0.2139396764453778,0.10130220986736838,0.14776036263762293,0.21230073451374842,0.49413749029865445,0.058656443796753166,0.07273353463499532,0.03594036626508685,0.022716077531666316,1.1322191852200632
2005,17.86315904587946,19.230708291330163,19.540671538311447,1.3633750050642723,0.576876290111732,0.3887470001595428,7.596377441621533,20.090798975658934,0.3099632469812832,0.16282877448151112,0.10130220986736838,0.22864163906603618,0.45839331542023487,0.054104139057436385,0.0968618629559117,0.044400830498140795,0.00970330855929559,1.143258931744744
2006,17.90803632017195,19.273604164643498,19.670583323377503,1.4873249319937665,0.5979616546526426,0.3651752066024995,7.183209329106061,20.1848119731194,0.39697915873400547,0.03716855545586206,0.16282877448151112,0.22828146338774502,0.4266485303070988,0.04487727429248878,0.09401299746046377,0.04011050719627188,0.004766767096216901,1.14872159006945
2007,17.953012417762558,19.317521903329077,19.803371992669888,1.6255562897297555,0.6191283333320087,0.3559182343457447,7.0483811937230385,20.282814696817866,0.4858500893408113,0.08253962034521223,0.03716855545586206,0.23439394107198996,0.39457550572598243,0.0449760975906095,0.09800272369846752,0.03866947426584655,0.00630662332476295,1.1559890368801926
2008,17.98898097691127,19.36788023187854,19.957314096725327,1.8029674031826337,0.6432352374613601,0.3768038606709044,7.519993000267966,20.398558874733006,0.5894338648467858,0.3719009005270202,0.08253962034521223,0.2423700574683405,0.35753427335370996,0.03596855914871355,0.1157441779151398,0.04138251054581203,-0.005413951397098479,1.1497474794087899
2009,17.972019042945508,19.41486672705043,20.05884359321807,1.9040379467144104,0.6556518825343227,0.3918599767086992,7.8602579832418735,20.480968890978026,0.643976866167641,0.22304127988306277,0.3719009005270202,0.18929142842107893,0.3383721351268894,-0.01696193396576362,0.08241001624502076,0.027885253152669313,-0.044847187118432934,1.0993236730420828
2010,18.022694459592724,19.446985776546818,20.15210243055284,2.0240827885166706,0.6693212223563143,0.3749755558960666,7.556545811371027,20.553593611644338,0.705116654006023,0.3466069155974978,0.22304127988306277,0.20553531013329884,0.31784756846712964,0.05067541664721631,0.07262472066631176,0.023083590874391692,0.027591825772824617,1.1300783581264717
2011,18.083073373908885,19.496694200520928,20.284521418774755,2.1986141240522814,0.687364601912933,0.3738098048186586,7.582552992392091,20.659411830284018,0.7878272182538275,0.44664010042589375,0.3466069155974978,0.22342395141553517,0.2903964095310543,0.0603789143161606,0.10581821863967988,0.03072923075593512,0.029649683560225484,1.1640864977790522
2012,18.142806681150105,19.550101249346067,20.41681013238969,2.3790681634250386,0.7040604238695216,0.3530543014669379,7.208242639473942,20.767701229536797,0.8667088830436214,0.27828838322402305,0.44664010042589375,0.22529513083491626,0.2653564493986015,0.0597333072412205,0.10828939925277936,0.0287352904932251,0.0309980167479954,1.2007359663647494
2013,18.17535623233987,19.60000461852894,20.527182377148065,2.527366265189225,0.7165023632876545,0.3374997594779841,6.927919115048185,20.86055611048967,0.927177758619127,0.12808750021389592,0.27828838322402305,0.2032546792951937,0.24670969015606836,0.03254955118976355,0.0928548809528742,0.022908198909362208,0.00964135228040134,1.21236867220937
2014,18.193123942275893,19.64929451848993,20.616632874970392,2.630932527350279,0.724588658019001,0.3402362245219792,7.014525331735644,20.93878402836178,0.967338356480461,0.03682014662463295,0.12808750021389592,0.17310919840433137,0.2343542287077703,0.017767709936023834,0.07822791787210903,0.01833304335633291,-5.653334203090769e-4,1.2116834733823818
2015,18.214415093521488,19.696867862183655,20.69100271468294,2.7023853676999376,0.729903859083897,0.3348317142876987,6.928003909288717,21.005845168080906,0.9941348524992861,-0.04592503646265911,0.03682014662463295,0.14163009148738492,0.22636888112858,0.02129115124559533,0.06706113971912586,0.015180555165425897,0.006110596080169433,1.219110249570714
2016,18.231793596265643,19.739279488158893,20.753972766725287,2.7585171712636827,0.7339376263475249,0.3293602951378692,6.83553459573194,21.063303998431888,1.0146932785663942,-0.10800958603212509,-0.04592503646265911,0.11097955210804145,0.2203358356999168,0.017378502744154645,0.057458830350981316,0.012660239403723211,0.004718263340431433,1.2248759240582037
2017,18.245279208990492,19.77678453235519,20.810767899104825,2.8122457592956493,0.7376874254337796,0.329834392870671,6.86410699517369,21.11500298597872,1.0339833667496343,-0.08957494539958333,-0.10800958603212509,0.08505563540875549,0.21462192737677563,0.013485612724849716,0.05169898754683189,0.01109573635072898,0.0023898763741207352,1.2278067268235406
2018,18.28440404714271,19.814135076873143,20.868359584993108,2.869748823851837,0.7415852951911679,0.3179679732626864,6.635470002557214,21.16732467841106,1.0542245081199653,-0.12192503815609256,-0.08957494539958333,0.07843278478622029,0.20892049983801528,0.0391248381522189,0.05232169243233997,0.010931074135335369,0.028193764016883532,1.2629158231055588
2019,18.290825618674155,19.851127158636658,20.921176270976257,2.915522684601114,0.7446062555242541,0.3049138991284411,6.37915743113679,21.21607598736751,1.0700491123395999,-0.25175856884629155,-0.12192503815609256,0.03802678383227054,0.20457803076547243,0.006421571531443959,0.048751308956450856,0.009973446783549856,-0.0035518752521058964,1.2584380605824745
2020,18.22746297188566,19.88413608044042,20.958375997508856,2.927766709092642,0.7454023942702512,0.3388187082985331,7.101089883510931,21.25220707739002,1.0742399170684358,-0.12628086982159026,-0.25175856884629155,-0.04416063867466402,0.2027104853754656,-0.06336264678849446,0.036131090022507806,0.0073241507956072,-0.07068679758410165,1.1725542863654965
2021,18.33485804559489,19.918771364948537,21.00775381517882,2.971249139936205,0.7481900619269471,0.3678456619978876,7.727611109233102,21.29785205497754,1.088982450230283,0.34294319821647434,-0.12628086982159026,0.04189753372416227,0.1979042983652439,0.10739507370922752,0.045644977587521396,0.009033337263355704,0.09836173644587182,1.2937516538701157
2022,18.355287129984216,19.95499293320013,21.056592421519277,3.008974997333632,0.7505596815482511,0.3449338122965359,7.2631306979289905,21.34352853020689,1.1015994883191453,0.16230809228150456,0.34294319821647434,0.010419254048738225,0.1947438068598346,0.020429084389327556,0.04567647522934948,0.008895210670102455,0.011533873719225101,1.3087600079200181
2023,18.362034563087477,19.988068252496294,21.100273312683296,3.041056719715428,0.7525399742297064,0.3269540204435793,6.898819192040165,21.38457447455338,1.1122050601870015,-0.11112944444028015,0.16230809228150456,-0.028838166346396577,0.19208190928637708,0.006747433103260647,0.04104594434648945,0.007884183358536068,-0.0011367502552754212,1.3072731199171923
2024,18.389699596299828,20.021352920590004,21.13636569662708,3.0496071408276904,0.7530624662530571,0.3587612387242985,7.582908739451701,21.419972794738662,1.1150127760370765,0.13102344588305925,-0.11112944444028015,-0.02154485139881057,0.1906645116975066,0.02766503321235092,0.03539832018528344,0.006749203433039057,0.020915829779311862,1.3349037736984186
