"window_id","window_start","window_end","spec_id","is_orthogonalized","estimator","coefficient_name","regressor","coefficient_value","std_error","t_stat","p_value","intercept","r_squared","max_vif","condition_number","eg_adf_stat","eg_p_value","eg_classification"
"fordist_core_1929_1973",1929,1973,"SPEC_B_NRC_orth",TRUE,"IM_OLS","beta_comp","tau_centered",0.09077,0.08762,1.03597,0.30676,14.38086,,34.7942,14.07291,-2.68096,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_B_NRC_orth",TRUE,"IM_OLS","beta_dist","omega_NFC_centered",2.58432,5.67578,0.45532,0.65147,14.38086,,34.7942,14.07291,-2.68096,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_B_NRC_orth",TRUE,"IM_OLS","beta_inter","inter_tau_omega_orth",0.01608,1.30506,0.01232,0.99023,14.38086,,34.7942,14.07291,-2.68096,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_B_NRC_orth",TRUE,"DOLS","beta_scale","k_NRC_centered",0.4898,0.21673,2.25997,0.02964,14.64273,,34.7942,14.07291,-2.68096,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_B_NRC_orth",TRUE,"DOLS","beta_comp","tau_centered",0.16103,0.11834,1.36067,0.18163,14.64273,,34.7942,14.07291,-2.68096,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_B_NRC_orth",TRUE,"DOLS","beta_dist","omega_NFC_centered",-0.80407,6.8428,-0.11751,0.90708,14.64273,,34.7942,14.07291,-2.68096,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_B_NRC_orth",TRUE,"DOLS","beta_inter","inter_tau_omega_orth",-0.63356,1.73779,-0.36458,0.71745,14.64273,,34.7942,14.07291,-2.68096,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_Kcap_raw",FALSE,"FM_OLS","beta_scale","k_Kcap_centered",1.23797,0.25609,4.83409,1e-05,14.64016,,83.79447,18.94924,-1.93924,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_Kcap_raw",FALSE,"FM_OLS","beta_dist","omega_NFC_centered",-5.70826,12.82691,-0.44502,0.65835,14.64016,,83.79447,18.94924,-1.93924,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_Kcap_raw",FALSE,"FM_OLS","beta_inter","inter_kKcap_omega",-2.49144,14.78062,-0.16856,0.86687,14.64016,,83.79447,18.94924,-1.93924,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_Kcap_raw",FALSE,"IM_OLS","beta_scale","k_Kcap_centered",0.29598,0.44559,0.66424,0.50978,15.51957,,83.79447,18.94924,-1.93924,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_Kcap_raw",FALSE,"IM_OLS","beta_dist","omega_NFC_centered",-38.79137,20.5679,-1.88602,0.06548,15.51957,,83.79447,18.94924,-1.93924,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_Kcap_raw",FALSE,"IM_OLS","beta_inter","inter_kKcap_omega",37.25697,23.54425,1.58242,0.12026,15.51957,,83.79447,18.94924,-1.93924,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_Kcap_raw",FALSE,"DOLS","beta_scale","k_Kcap_centered",0.47751,0.48454,0.98548,0.32944,15.3822,,83.79447,18.94924,-1.93924,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_Kcap_raw",FALSE,"DOLS","beta_dist","omega_NFC_centered",-32.37421,19.73884,-1.64013,0.10766,15.3822,,83.79447,18.94924,-1.93924,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_Kcap_raw",FALSE,"DOLS","beta_inter","inter_kKcap_omega",30.76748,22.88882,1.34421,0.18533,15.3822,,83.79447,18.94924,-1.93924,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_Kcap_orth",TRUE,"FM_OLS","beta_scale","k_Kcap_centered",1.21512,0.17826,6.81656,0,14.66394,,26.50317,10.66885,-1.93924,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_Kcap_orth",TRUE,"FM_OLS","beta_dist","omega_NFC_centered",-6.6597,7.19425,-0.9257,0.35933,14.66394,,26.50317,10.66885,-1.93924,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_Kcap_orth",TRUE,"FM_OLS","beta_inter","inter_kKcap_omega_orth",-2.51929,14.8005,-0.17022,0.86557,14.66394,,26.50317,10.66885,-1.93924,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_Kcap_orth",TRUE,"IM_OLS","beta_scale","k_Kcap_centered",0.69493,0.27069,2.56722,0.01349,15.12309,,26.50317,10.66885,-1.93924,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_Kcap_orth",TRUE,"IM_OLS","beta_dist","omega_NFC_centered",-18.3406,11.74527,-1.56153,0.12511,15.12309,,26.50317,10.66885,-1.93924,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_Kcap_orth",TRUE,"IM_OLS","beta_inter","inter_kKcap_omega_orth",24.24629,23.14087,1.04777,0.3001,15.12309,,26.50317,10.66885,-1.93924,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_Kcap_orth",TRUE,"DOLS","beta_scale","k_Kcap_centered",0.76007,0.31069,2.44639,0.01823,15.08788,,26.50317,10.66885,-1.93924,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_Kcap_orth",TRUE,"DOLS","beta_dist","omega_NFC_centered",-20.51995,10.96687,-1.87108,0.06757,15.08788,,26.50317,10.66885,-1.93924,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_Kcap_orth",TRUE,"DOLS","beta_inter","inter_kKcap_omega_orth",30.76748,22.88882,1.34421,0.18533,15.08788,,26.50317,10.66885,-1.93924,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_NRC_raw",FALSE,"FM_OLS","beta_scale","k_NRC_centered",0.76256,0.15715,4.85235,1e-05,15.0102,,11.02631,6.58118,-2.92272,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_NRC_raw",FALSE,"FM_OLS","beta_dist","omega_NFC_centered",-29.72777,3.71238,-8.00773,0,15.0102,,11.02631,6.58118,-2.92272,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_NRC_raw",FALSE,"FM_OLS","beta_inter","inter_kNRC_omega",28.69123,5.72449,5.01201,1e-05,15.0102,,11.02631,6.58118,-2.92272,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_NRC_raw",FALSE,"IM_OLS","beta_scale","k_NRC_centered",0.36422,0.1992,1.82836,0.07385,15.34614,,11.02631,6.58118,-2.92272,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_NRC_raw",FALSE,"IM_OLS","beta_dist","omega_NFC_centered",-27.00712,5.69001,-4.74641,2e-05,15.34614,,11.02631,6.58118,-2.92272,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_NRC_raw",FALSE,"IM_OLS","beta_inter","inter_kNRC_omega",28.39739,7.60382,3.73462,0.00051,15.34614,,11.02631,6.58118,-2.92272,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_NRC_raw",FALSE,"DOLS","beta_scale","k_NRC_centered",0.54993,0.14613,3.76318,0.00047,15.2134,,11.02631,6.58118,-2.92272,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_NRC_raw",FALSE,"DOLS","beta_dist","omega_NFC_centered",-21.653,4.4409,-4.87581,1e-05,15.2134,,11.02631,6.58118,-2.92272,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_NRC_raw",FALSE,"DOLS","beta_inter","inter_kNRC_omega",24.37045,5.3102,4.58937,3e-05,15.2134,,11.02631,6.58118,-2.92272,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_NRC_orth",TRUE,"FM_OLS","beta_scale","k_NRC_centered",1.09163,0.17214,6.34133,0,14.82738,,5.0652,4.26686,-2.92272,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_NRC_orth",TRUE,"FM_OLS","beta_dist","omega_NFC_centered",-23.43657,2.54171,-9.2208,0,14.82738,,5.0652,4.26686,-2.92272,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_NRC_orth",TRUE,"FM_OLS","beta_inter","inter_kNRC_omega_orth",28.68778,5.72904,5.00743,1e-05,14.82738,,5.0652,4.26686,-2.92272,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_NRC_orth",TRUE,"IM_OLS","beta_scale","k_NRC_centered",0.66449,0.22552,2.94653,0.00499,15.18141,,5.0652,4.26686,-2.92272,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_NRC_orth",TRUE,"IM_OLS","beta_dist","omega_NFC_centered",-20.72085,4.35163,-4.76163,2e-05,15.18141,,5.0652,4.26686,-2.92272,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_NRC_orth",TRUE,"IM_OLS","beta_inter","inter_kNRC_omega_orth",26.73671,7.83662,3.41176,0.00134,15.18141,,5.0652,4.26686,-2.92272,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_NRC_orth",TRUE,"DOLS","beta_scale","k_NRC_centered",0.82935,0.16093,5.15353,0,15.05829,,5.0652,4.26686,-2.92272,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_NRC_orth",TRUE,"DOLS","beta_dist","omega_NFC_centered",-16.30366,3.37817,-4.82619,2e-05,15.05829,,5.0652,4.26686,-2.92272,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_A_NRC_orth",TRUE,"DOLS","beta_inter","inter_kNRC_omega_orth",24.37045,5.3102,4.58937,3e-05,15.05829,,5.0652,4.26686,-2.92272,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_B_NRC_raw",FALSE,"FM_OLS","beta_scale","k_NRC_centered",0.20603,0.07815,2.6365,0.01138,14.64488,,41.90861,14.26515,-3.03616,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_B_NRC_raw",FALSE,"FM_OLS","beta_comp","tau_centered",0.35479,0.01455,24.38569,0,14.64488,,41.90861,14.26515,-3.03616,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_B_NRC_raw",FALSE,"FM_OLS","beta_dist","omega_NFC_centered",1.06904,1.85985,0.5748,0.56823,14.64488,,41.90861,14.26515,-3.03616,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_B_NRC_raw",FALSE,"FM_OLS","beta_inter","inter_tau_omega",0.0831,0.65358,0.12714,0.89938,14.64488,,41.90861,14.26515,-3.03616,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_B_NRC_raw",FALSE,"IM_OLS","beta_scale","k_NRC_centered",0.04162,0.12331,0.33755,0.73724,14.81655,,41.90861,14.26515,-3.03616,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_B_NRC_raw",FALSE,"IM_OLS","beta_comp","tau_centered",0.35274,0.02255,15.6395,0,14.81655,,41.90861,14.26515,-3.03616,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_B_NRC_raw",FALSE,"IM_OLS","beta_dist","omega_NFC_centered",-4.20186,3.439,-1.22183,0.228,14.81655,,41.90861,14.26515,-3.03616,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_B_NRC_raw",FALSE,"IM_OLS","beta_inter","inter_tau_omega",2.13579,1.25662,1.69962,0.09596,14.81655,,41.90861,14.26515,-3.03616,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_B_NRC_raw",FALSE,"DOLS","beta_scale","k_NRC_centered",0.2484,0.06298,3.94426,0.00027,14.5296,,41.90861,14.26515,-3.03616,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_B_NRC_raw",FALSE,"DOLS","beta_comp","tau_centered",0.34598,0.01252,27.6399,0,14.5296,,41.90861,14.26515,-3.03616,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_B_NRC_raw",FALSE,"DOLS","beta_dist","omega_NFC_centered",1.1949,1.66123,0.71929,0.4756,14.5296,,41.90861,14.26515,-3.03616,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_B_NRC_raw",FALSE,"DOLS","beta_inter","inter_tau_omega",0.03458,0.60202,0.05744,0.95444,14.5296,,41.90861,14.26515,-3.03616,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_B_NRC_orth",TRUE,"FM_OLS","beta_scale","k_NRC_centered",0.21457,0.05099,4.20827,0.00012,14.64142,,19.99638,9.00287,-3.03616,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_B_NRC_orth",TRUE,"FM_OLS","beta_comp","tau_centered",0.35201,0.02077,16.95105,0,14.64142,,19.99638,9.00287,-3.03616,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_B_NRC_orth",TRUE,"FM_OLS","beta_dist","omega_NFC_centered",1.12604,1.45353,0.77469,0.44248,14.64142,,19.99638,9.00287,-3.03616,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_B_NRC_orth",TRUE,"FM_OLS","beta_inter","inter_tau_omega_orth",0.08213,0.65364,0.12565,0.90056,14.64142,,19.99638,9.00287,-3.03616,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_B_NRC_orth",TRUE,"IM_OLS","beta_scale","k_NRC_centered",0.25472,0.05671,4.49171,5e-05,14.79766,,19.99638,9.00287,-3.03616,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_B_NRC_orth",TRUE,"IM_OLS","beta_comp","tau_centered",0.26419,0.05365,4.92401,1e-05,14.79766,,19.99638,9.00287,-3.03616,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_B_NRC_orth",TRUE,"IM_OLS","beta_dist","omega_NFC_centered",-4.14717,3.00812,-1.37866,0.17467,14.79766,,19.99638,9.00287,-3.03616,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_B_NRC_orth",TRUE,"IM_OLS","beta_inter","inter_tau_omega_orth",2.80722,1.44782,1.93893,0.05866,14.79766,,19.99638,9.00287,-3.03616,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_B_NRC_orth",TRUE,"DOLS","beta_scale","k_NRC_centered",0.25188,0.02851,8.83543,0,14.52825,,19.99638,9.00287,-3.03616,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_B_NRC_orth",TRUE,"DOLS","beta_comp","tau_centered",0.3448,0.02248,15.33511,0,14.52825,,19.99638,9.00287,-3.03616,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_B_NRC_orth",TRUE,"DOLS","beta_dist","omega_NFC_centered",1.21805,1.27317,0.95671,0.34372,14.52825,,19.99638,9.00287,-3.03616,0.1,"EG_PASS_WEAK"
"post_fordist_1974_2024",1974,2024,"SPEC_B_NRC_orth",TRUE,"DOLS","beta_inter","inter_tau_omega_orth",0.03458,0.60202,0.05744,0.95444,14.52825,,19.99638,9.00287,-3.03616,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_Kcap_raw",FALSE,"FM_OLS","beta_scale","k_Kcap_centered",0.83698,0.08201,10.20584,0,14.41287,,3.52797,3.46881,-0.98472,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_Kcap_raw",FALSE,"FM_OLS","beta_dist","omega_NFC_centered",3.5542,3.06888,1.15814,0.25775,14.41287,,3.52797,3.46881,-0.98472,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_Kcap_raw",FALSE,"FM_OLS","beta_inter","inter_kKcap_omega",3.84773,4.00619,0.96045,0.34603,14.41287,,3.52797,3.46881,-0.98472,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_Kcap_raw",FALSE,"IM_OLS","beta_scale","k_Kcap_centered",0.82539,0.09148,9.02256,0,14.41438,,3.52797,3.46881,-0.98472,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_Kcap_raw",FALSE,"IM_OLS","beta_dist","omega_NFC_centered",1.15789,3.59661,0.32194,0.75018,14.41438,,3.52797,3.46881,-0.98472,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_Kcap_raw",FALSE,"IM_OLS","beta_inter","inter_kKcap_omega",6.81871,4.85453,1.40461,0.17244,14.41438,,3.52797,3.46881,-0.98472,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_Kcap_raw",FALSE,"DOLS","beta_scale","k_Kcap_centered",0.74015,0.09307,7.95268,0,14.50767,,3.52797,3.46881,-0.98472,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_Kcap_raw",FALSE,"DOLS","beta_dist","omega_NFC_centered",2.75158,2.46242,1.11743,0.27444,14.50767,,3.52797,3.46881,-0.98472,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_Kcap_raw",FALSE,"DOLS","beta_inter","inter_kKcap_omega",5.89235,6.53871,0.90115,0.37611,14.50767,,3.52797,3.46881,-0.98472,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_Kcap_orth",TRUE,"FM_OLS","beta_scale","k_Kcap_centered",0.87234,0.06234,13.99325,0,14.37609,,4.91936,4.19992,-0.98472,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_Kcap_orth",TRUE,"FM_OLS","beta_dist","omega_NFC_centered",5.03512,4.35398,1.15644,0.25843,14.37609,,4.91936,4.19992,-0.98472,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_Kcap_orth",TRUE,"FM_OLS","beta_inter","inter_kKcap_omega_orth",3.84668,4.00565,0.96031,0.34609,14.37609,,4.91936,4.19992,-0.98472,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_Kcap_orth",TRUE,"IM_OLS","beta_scale","k_Kcap_centered",0.89462,0.06563,13.63083,0,14.34242,,4.91936,4.19992,-0.98472,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_Kcap_orth",TRUE,"IM_OLS","beta_dist","omega_NFC_centered",3.89609,5.0243,0.77545,0.44535,14.34242,,4.91936,4.19992,-0.98472,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_Kcap_orth",TRUE,"IM_OLS","beta_inter","inter_kKcap_omega_orth",7.03312,4.86153,1.44669,0.16041,14.34242,,4.91936,4.19992,-0.98472,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_Kcap_orth",TRUE,"DOLS","beta_scale","k_Kcap_centered",0.79426,0.10177,7.80463,0,14.4513,,4.91936,4.19992,-0.98472,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_Kcap_orth",TRUE,"DOLS","beta_dist","omega_NFC_centered",5.02182,4.14962,1.21019,0.23753,14.4513,,4.91936,4.19992,-0.98472,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_Kcap_orth",TRUE,"DOLS","beta_inter","inter_kKcap_omega_orth",5.89235,6.53871,0.90115,0.37611,14.4513,,4.91936,4.19992,-0.98472,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_NRC_raw",FALSE,"FM_OLS","beta_scale","k_NRC_centered",0.83796,0.08298,10.09875,0,14.33321,,3.10929,3.21622,-0.97528,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_NRC_raw",FALSE,"FM_OLS","beta_dist","omega_NFC_centered",3.27927,2.82142,1.16228,0.2561,14.33321,,3.10929,3.21622,-0.97528,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_NRC_raw",FALSE,"FM_OLS","beta_inter","inter_kNRC_omega",3.93692,4.05502,0.97088,0.34091,14.33321,,3.10929,3.21622,-0.97528,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_NRC_raw",FALSE,"IM_OLS","beta_scale","k_NRC_centered",0.82497,0.09239,8.92966,0,14.33725,,3.10929,3.21622,-0.97528,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_NRC_raw",FALSE,"IM_OLS","beta_dist","omega_NFC_centered",0.59442,3.34365,0.17778,0.86033,14.33725,,3.10929,3.21622,-0.97528,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_NRC_raw",FALSE,"IM_OLS","beta_inter","inter_kNRC_omega",6.94311,4.91447,1.41279,0.17005,14.33725,,3.10929,3.21622,-0.97528,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_NRC_raw",FALSE,"DOLS","beta_scale","k_NRC_centered",0.73583,0.09331,7.88615,0,14.44178,,3.10929,3.21622,-0.97528,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_NRC_raw",FALSE,"DOLS","beta_dist","omega_NFC_centered",2.26209,2.29376,0.98619,0.33349,14.44178,,3.10929,3.21622,-0.97528,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_NRC_raw",FALSE,"DOLS","beta_inter","inter_kNRC_omega",5.78339,6.59585,0.87682,0.38893,14.44178,,3.10929,3.21622,-0.97528,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_NRC_orth",TRUE,"FM_OLS","beta_scale","k_NRC_centered",0.8831,0.06079,14.52826,0,14.30816,,3.05649,3.18441,-0.97528,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_NRC_orth",TRUE,"FM_OLS","beta_dist","omega_NFC_centered",4.14267,3.49878,1.18403,0.24754,14.30816,,3.05649,3.18441,-0.97528,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_NRC_orth",TRUE,"FM_OLS","beta_inter","inter_kNRC_omega_orth",3.9363,4.0547,0.9708,0.34095,14.30816,,3.05649,3.18441,-0.97528,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_NRC_orth",TRUE,"IM_OLS","beta_scale","k_NRC_centered",0.90976,0.06283,14.47875,0,14.28838,,3.05649,3.18441,-0.97528,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_NRC_orth",TRUE,"IM_OLS","beta_dist","omega_NFC_centered",2.1615,4.05971,0.53243,0.59913,14.28838,,3.05649,3.18441,-0.97528,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_NRC_orth",TRUE,"IM_OLS","beta_inter","inter_kNRC_omega_orth",7.10303,4.91971,1.44379,0.16121,14.28838,,3.05649,3.18441,-0.97528,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_NRC_orth",TRUE,"DOLS","beta_scale","k_NRC_centered",0.80214,0.10992,7.29765,0,14.40497,,3.05649,3.18441,-0.97528,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_NRC_orth",TRUE,"DOLS","beta_dist","omega_NFC_centered",3.53155,2.89365,1.22045,0.23368,14.40497,,3.05649,3.18441,-0.97528,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_A_NRC_orth",TRUE,"DOLS","beta_inter","inter_kNRC_omega_orth",5.78339,6.59585,0.87682,0.38893,14.40497,,3.05649,3.18441,-0.97528,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_B_NRC_raw",FALSE,"FM_OLS","beta_scale","k_NRC_centered",0.34142,0.03639,9.38144,0,14.82153,,15.42479,8.86479,-2.27785,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_B_NRC_raw",FALSE,"FM_OLS","beta_comp","tau_centered",0.27696,0.01863,14.86516,0,14.82153,,15.42479,8.86479,-2.27785,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_B_NRC_raw",FALSE,"FM_OLS","beta_dist","omega_NFC_centered",-4.47061,1.16102,-3.8506,0.00077,14.82153,,15.42479,8.86479,-2.27785,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_B_NRC_raw",FALSE,"FM_OLS","beta_inter","inter_tau_omega",-1.02913,0.41328,-2.49013,0.02009,14.82153,,15.42479,8.86479,-2.27785,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_B_NRC_raw",FALSE,"IM_OLS","beta_scale","k_NRC_centered",0.27672,0.04123,6.71122,0,15.00531,,15.42479,8.86479,-2.27785,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_B_NRC_raw",FALSE,"IM_OLS","beta_comp","tau_centered",0.36443,0.03321,10.97415,0,15.00531,,15.42479,8.86479,-2.27785,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_B_NRC_raw",FALSE,"IM_OLS","beta_dist","omega_NFC_centered",-8.79547,1.76149,-4.99319,4e-05,15.00531,,15.42479,8.86479,-2.27785,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_B_NRC_raw",FALSE,"IM_OLS","beta_inter","inter_tau_omega",-1.89512,0.54056,-3.50582,0.00182,15.00531,,15.42479,8.86479,-2.27785,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_B_NRC_raw",FALSE,"DOLS","beta_scale","k_NRC_centered",0.21014,0.05295,3.96825,0.00057,15.16931,,15.42479,8.86479,-2.27785,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_B_NRC_raw",FALSE,"DOLS","beta_comp","tau_centered",0.41708,0.049,8.51204,0,15.16931,,15.42479,8.86479,-2.27785,0.1,"EG_PASS_WEAK"
"golden_age_1945_1973",1945,1973,"SPEC_B_NRC_raw",FALSE,"DOLS","beta_dist","omega_NFC_centered",-12.02883,3.01631,-3.98793,0.00054,15.16931,,15.42479,8.86479,-2.27785,0.1,"EG_PASS_WEAK"
