"run_tag","variable_id","window_family","n_windows_attempted","n_windows_valid","n_I1_preferred","n_I0_preferred","n_I2_risk","n_deterministic_sensitive","n_mixed_test_evidence","n_insufficient_observations","n_test_failed","share_I1_preferred","share_I2_risk","dominant_classification","near_endpoint_classification","rolling_stability_label","s32_window_implication","human_review_flag","notes"
"S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","k_t","pre_1974_expanding",21,21,0,21,0,0,0,0,0,0,0,"I0_preferred","I0_preferred","stable_I0","supports_with_caveat",FALSE,"Rolling integration-order diagnostic only; not model-choice evidence."
"S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","k_t","post_1973_expanding",27,27,0,0,27,0,0,0,0,0,1,"I2_risk","I2_risk","stable_I2_risk","not_compatible_without_redesign",TRUE,"Rolling integration-order diagnostic only; not model-choice evidence."
"S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","k_t","fixed_width_30_pre_1974",16,16,2,8,0,0,6,0,0,0.125,0,"I0_preferred","I0_preferred","mixed_unstable","supports_with_caveat",TRUE,"Rolling integration-order diagnostic only; not model-choice evidence."
"S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","k_t","fixed_width_30_post_1973",22,22,0,0,22,0,0,0,0,0,1,"I2_risk","I2_risk","stable_I2_risk","not_compatible_without_redesign",TRUE,"Rolling integration-order diagnostic only; not model-choice evidence."
"S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","k_t","fixed_width_35_pre_1974",11,11,0,6,0,0,5,0,0,0,0,"I0_preferred","I0_preferred","mixed_unstable","supports_with_caveat",TRUE,"Rolling integration-order diagnostic only; not model-choice evidence."
"S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","k_t","fixed_width_35_post_1973",17,17,0,0,17,0,0,0,0,0,1,"I2_risk","I2_risk","stable_I2_risk","not_compatible_without_redesign",TRUE,"Rolling integration-order diagnostic only; not model-choice evidence."
"S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","k_t","fixed_width_40_pre_1974",6,6,0,6,0,0,0,0,0,0,0,"I0_preferred","I0_preferred","stable_I0","supports_with_caveat",FALSE,"Rolling integration-order diagnostic only; not model-choice evidence."
"S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","k_t","fixed_width_40_post_1973",12,12,0,0,12,0,0,0,0,0,1,"I2_risk","I2_risk","stable_I2_risk","not_compatible_without_redesign",TRUE,"Rolling integration-order diagnostic only; not model-choice evidence."
"S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","k_NRC_t","pre_1974_expanding",21,21,0,0,21,0,0,0,0,0,1,"I2_risk","I2_risk","stable_I2_risk","not_compatible_without_redesign",TRUE,"Rolling integration-order diagnostic only; not model-choice evidence."
"S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","k_NRC_t","post_1973_expanding",27,27,0,0,27,0,0,0,0,0,1,"I2_risk","I2_risk","stable_I2_risk","not_compatible_without_redesign",TRUE,"Rolling integration-order diagnostic only; not model-choice evidence."
