"variable_name","object_family","source_role","baseline_or_validation","year","value","unit","frequency","source_system","source_dataset","source_table","source_line","source_series_code","source_title","sector_boundary","asset_boundary","asset_block","price_basis","stock_flow_type","allowed_use","not_allowed_use","construction_stage","status","notes"
"I_NOM_NFC_ME_DIRECT","capital_investment_input","canonical_direct_nominal_investment","baseline_input",1901,563,"Millions of current dollars","A","BEA","FixedAssets","FAAt407",38,"i3nnofi2eq00","Equipment","NFC","ME","ME","current_cost","gross_investment","canonical nominal ME investment input for future GPIM protocol","do not treat as real investment before price-treatment lock","S12C_capital_input_preparation","source_input_ready","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not. | Imported without transformation from the validated S12A source layer."
"I_NOM_NFC_ME_DIRECT","capital_investment_input","canonical_direct_nominal_investment","baseline_input",1902,634,"Millions of current dollars","A","BEA","FixedAssets","FAAt407",38,"i3nnofi2eq00","Equipment","NFC","ME","ME","current_cost","gross_investment","canonical nominal ME investment input for future GPIM protocol","do not treat as real investment before price-treatment lock","S12C_capital_input_preparation","source_input_ready","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not. | Imported without transformation from the validated S12A source layer."
"I_NOM_NFC_ME_DIRECT","capital_investment_input","canonical_direct_nominal_investment","baseline_input",1903,721,"Millions of current dollars","A","BEA","FixedAssets","FAAt407",38,"i3nnofi2eq00","Equipment","NFC","ME","ME","current_cost","gross_investment","canonical nominal ME investment input for future GPIM protocol","do not treat as real investment before price-treatment lock","S12C_capital_input_preparation","source_input_ready","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not. | Imported without transformation from the validated S12A source layer."
"I_NOM_NFC_ME_DIRECT","capital_investment_input","canonical_direct_nominal_investment","baseline_input",1904,621,"Millions of current dollars","A","BEA","FixedAssets","FAAt407",38,"i3nnofi2eq00","Equipment","NFC","ME","ME","current_cost","gross_investment","canonical nominal ME investment input for future GPIM protocol","do not treat as real investment before price-treatment lock","S12C_capital_input_preparation","source_input_ready","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not. | Imported without transformation from the validated S12A source layer."
"I_NOM_NFC_ME_DIRECT","capital_investment_input","canonical_direct_nominal_investment","baseline_input",1905,765,"Millions of current dollars","A","BEA","FixedAssets","FAAt407",38,"i3nnofi2eq00","Equipment","NFC","ME","ME","current_cost","gross_investment","canonical nominal ME investment input for future GPIM protocol","do not treat as real investment before price-treatment lock","S12C_capital_input_preparation","source_input_ready","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not. | Imported without transformation from the validated S12A source layer."
"I_NOM_NFC_ME_DIRECT","capital_investment_input","canonical_direct_nominal_investment","baseline_input",1906,999,"Millions of current dollars","A","BEA","FixedAssets","FAAt407",38,"i3nnofi2eq00","Equipment","NFC","ME","ME","current_cost","gross_investment","canonical nominal ME investment input for future GPIM protocol","do not treat as real investment before price-treatment lock","S12C_capital_input_preparation","source_input_ready","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not. | Imported without transformation from the validated S12A source layer."
"I_NOM_NFC_ME_DIRECT","capital_investment_input","canonical_direct_nominal_investment","baseline_input",1907,1143,"Millions of current dollars","A","BEA","FixedAssets","FAAt407",38,"i3nnofi2eq00","Equipment","NFC","ME","ME","current_cost","gross_investment","canonical nominal ME investment input for future GPIM protocol","do not treat as real investment before price-treatment lock","S12C_capital_input_preparation","source_input_ready","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not. | Imported without transformation from the validated S12A source layer."
"I_NOM_NFC_ME_DIRECT","capital_investment_input","canonical_direct_nominal_investment","baseline_input",1908,637,"Millions of current dollars","A","BEA","FixedAssets","FAAt407",38,"i3nnofi2eq00","Equipment","NFC","ME","ME","current_cost","gross_investment","canonical nominal ME investment input for future GPIM protocol","do not treat as real investment before price-treatment lock","S12C_capital_input_preparation","source_input_ready","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not. | Imported without transformation from the validated S12A source layer."
"I_NOM_NFC_ME_DIRECT","capital_investment_input","canonical_direct_nominal_investment","baseline_input",1909,779,"Millions of current dollars","A","BEA","FixedAssets","FAAt407",38,"i3nnofi2eq00","Equipment","NFC","ME","ME","current_cost","gross_investment","canonical nominal ME investment input for future GPIM protocol","do not treat as real investment before price-treatment lock","S12C_capital_input_preparation","source_input_ready","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not. | Imported without transformation from the validated S12A source layer."
"I_NOM_NFC_ME_DIRECT","capital_investment_input","canonical_direct_nominal_investment","baseline_input",1910,958,"Millions of current dollars","A","BEA","FixedAssets","FAAt407",38,"i3nnofi2eq00","Equipment","NFC","ME","ME","current_cost","gross_investment","canonical nominal ME investment input for future GPIM protocol","do not treat as real investment before price-treatment lock","S12C_capital_input_preparation","source_input_ready","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not. | Imported without transformation from the validated S12A source layer."
