"TableName","SeriesCode","LineNumber","LineDescription","TimePeriod","METRIC_NAME","CL_UNIT","UNIT_MULT","DataValue","NoteRef"
"T11500","A467RD","3","Unit nonlabor cost","1963","Ratio","Level","0","0.046","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1964","Ratio","Level","0","0.046","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1965","Ratio","Level","0","0.045","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1966","Ratio","Level","0","0.046","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1967","Ratio","Level","0","0.048","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1968","Ratio","Level","0","0.052","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1969","Ratio","Level","0","0.056","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1970","Ratio","Level","0","0.063","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1971","Ratio","Level","0","0.066","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1972","Ratio","Level","0","0.066","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1973","Ratio","Level","0","0.070","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1974","Ratio","Level","0","0.080","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1975","Ratio","Level","0","0.092","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1976","Ratio","Level","0","0.091","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1977","Ratio","Level","0","0.094","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1978","Ratio","Level","0","0.098","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1979","Ratio","Level","0","0.107","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1980","Ratio","Level","0","0.124","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1981","Ratio","Level","0","0.140","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1982","Ratio","Level","0","0.153","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1983","Ratio","Level","0","0.154","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1984","Ratio","Level","0","0.151","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1985","Ratio","Level","0","0.154","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1986","Ratio","Level","0","0.161","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1987","Ratio","Level","0","0.163","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1988","Ratio","Level","0","0.166","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1989","Ratio","Level","0","0.175","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1990","Ratio","Level","0","0.182","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1991","Ratio","Level","0","0.190","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1992","Ratio","Level","0","0.184","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1993","Ratio","Level","0","0.183","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1994","Ratio","Level","0","0.183","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1995","Ratio","Level","0","0.184","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1996","Ratio","Level","0","0.183","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1997","Ratio","Level","0","0.182","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1998","Ratio","Level","0","0.183","T11500"
"T11500","A467RD","3","Unit nonlabor cost","1999","Ratio","Level","0","0.187","T11500"
"T11500","A467RD","3","Unit nonlabor cost","2000","Ratio","Level","0","0.195","T11500"
"T11500","A467RD","3","Unit nonlabor cost","2001","Ratio","Level","0","0.210","T11500"
"T11500","A467RD","3","Unit nonlabor cost","2002","Ratio","Level","0","0.211","T11500"
"T11500","A467RD","3","Unit nonlabor cost","2003","Ratio","Level","0","0.209","T11500"
"T11500","A467RD","3","Unit nonlabor cost","2004","Ratio","Level","0","0.207","T11500"
"T11500","A467RD","3","Unit nonlabor cost","2005","Ratio","Level","0","0.216","T11500"
"T11500","A467RD","3","Unit nonlabor cost","2006","Ratio","Level","0","0.221","T11500"
"T11500","A467RD","3","Unit nonlabor cost","2007","Ratio","Level","0","0.236","T11500"
"T11500","A467RD","3","Unit nonlabor cost","2008","Ratio","Level","0","0.253","T11500"
"T11500","A467RD","3","Unit nonlabor cost","2009","Ratio","Level","0","0.268","T11500"
"T11500","A467RD","3","Unit nonlabor cost","2010","Ratio","Level","0","0.263","T11500"
"T11500","A467RD","3","Unit nonlabor cost","2011","Ratio","Level","0","0.267","T11500"
"T11500","A467RD","3","Unit nonlabor cost","2012","Ratio","Level","0","0.268","T11500"
"T11500","A467RD","3","Unit nonlabor cost","2013","Ratio","Level","0","0.270","T11500"
"T11500","A467RD","3","Unit nonlabor cost","2014","Ratio","Level","0","0.273","T11500"
"T11500","A467RD","3","Unit nonlabor cost","2015","Ratio","Level","0","0.275","T11500"
"T11500","A467RD","3","Unit nonlabor cost","2016","Ratio","Level","0","0.278","T11500"
"T11500","A467RD","3","Unit nonlabor cost","2017","Ratio","Level","0","0.285","T11500"
"T11500","A467RD","3","Unit nonlabor cost","2018","Ratio","Level","0","0.287","T11500"
"T11500","A467RD","3","Unit nonlabor cost","2019","Ratio","Level","0","0.294","T11500"
"T11500","A467RD","3","Unit nonlabor cost","2020","Ratio","Level","0","0.266","T11500"
"T11500","A467RD","3","Unit nonlabor cost","2021","Ratio","Level","0","0.271","T11500"
"T11500","A467RD","3","Unit nonlabor cost","2022","Ratio","Level","0","0.312","T11500"
"T11500","A467RD","3","Unit nonlabor cost","2023","Ratio","Level","0","0.311","T11500"
"T11500","A467RD","3","Unit nonlabor cost","2024","Ratio","Level","0","0.316","T11500"
"T11500","A467RD","3","Unit nonlabor cost","2025","Ratio","Level","0","0.330","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1929","Chained Dollar IPDs","Level","0","0.013","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1930","Chained Dollar IPDs","Level","0","0.014","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1931","Chained Dollar IPDs","Level","0","0.014","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1932","Chained Dollar IPDs","Level","0","0.015","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1933","Chained Dollar IPDs","Level","0","0.015","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1934","Chained Dollar IPDs","Level","0","0.013","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1935","Chained Dollar IPDs","Level","0","0.012","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1936","Chained Dollar IPDs","Level","0","0.011","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1937","Chained Dollar IPDs","Level","0","0.011","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1938","Chained Dollar IPDs","Level","0","0.012","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1939","Chained Dollar IPDs","Level","0","0.011","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1940","Chained Dollar IPDs","Level","0","0.010","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1941","Chained Dollar IPDs","Level","0","0.009","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1942","Chained Dollar IPDs","Level","0","0.009","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1943","Chained Dollar IPDs","Level","0","0.009","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1944","Chained Dollar IPDs","Level","0","0.009","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1945","Chained Dollar IPDs","Level","0","0.010","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1946","Chained Dollar IPDs","Level","0","0.012","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1947","Chained Dollar IPDs","Level","0","0.013","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1948","Chained Dollar IPDs","Level","0","0.015","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1949","Chained Dollar IPDs","Level","0","0.016","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1950","Chained Dollar IPDs","Level","0","0.015","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1951","Chained Dollar IPDs","Level","0","0.016","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1952","Chained Dollar IPDs","Level","0","0.017","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1953","Chained Dollar IPDs","Level","0","0.017","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1954","Chained Dollar IPDs","Level","0","0.018","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1955","Chained Dollar IPDs","Level","0","0.017","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1956","Chained Dollar IPDs","Level","0","0.019","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1957","Chained Dollar IPDs","Level","0","0.020","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1958","Chained Dollar IPDs","Level","0","0.023","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1959","Chained Dollar IPDs","Level","0","0.021","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1960","Chained Dollar IPDs","Level","0","0.021","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1961","Chained Dollar IPDs","Level","0","0.022","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1962","Chained Dollar IPDs","Level","0","0.021","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1963","Chained Dollar IPDs","Level","0","0.021","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1964","Chained Dollar IPDs","Level","0","0.021","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1965","Chained Dollar IPDs","Level","0","0.020","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1966","Chained Dollar IPDs","Level","0","0.021","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1967","Chained Dollar IPDs","Level","0","0.022","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1968","Chained Dollar IPDs","Level","0","0.023","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1969","Chained Dollar IPDs","Level","0","0.025","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1970","Chained Dollar IPDs","Level","0","0.028","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1971","Chained Dollar IPDs","Level","0","0.029","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1972","Chained Dollar IPDs","Level","0","0.029","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1973","Chained Dollar IPDs","Level","0","0.031","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1974","Chained Dollar IPDs","Level","0","0.037","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1975","Chained Dollar IPDs","Level","0","0.044","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1976","Chained Dollar IPDs","Level","0","0.044","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1977","Chained Dollar IPDs","Level","0","0.046","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1978","Chained Dollar IPDs","Level","0","0.049","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1979","Chained Dollar IPDs","Level","0","0.055","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1980","Chained Dollar IPDs","Level","0","0.063","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1981","Chained Dollar IPDs","Level","0","0.070","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1982","Chained Dollar IPDs","Level","0","0.078","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1983","Chained Dollar IPDs","Level","0","0.077","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1984","Chained Dollar IPDs","Level","0","0.074","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1985","Chained Dollar IPDs","Level","0","0.076","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1986","Chained Dollar IPDs","Level","0","0.078","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1987","Chained Dollar IPDs","Level","0","0.078","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1988","Chained Dollar IPDs","Level","0","0.079","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1989","Chained Dollar IPDs","Level","0","0.082","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1990","Chained Dollar IPDs","Level","0","0.085","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1991","Chained Dollar IPDs","Level","0","0.090","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1992","Chained Dollar IPDs","Level","0","0.089","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1993","Chained Dollar IPDs","Level","0","0.090","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1994","Chained Dollar IPDs","Level","0","0.090","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1995","Chained Dollar IPDs","Level","0","0.093","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1996","Chained Dollar IPDs","Level","0","0.094","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1997","Chained Dollar IPDs","Level","0","0.094","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1998","Chained Dollar IPDs","Level","0","0.095","T11500"
"T11500","A456RD","4","Consumption of fixed capital","1999","Chained Dollar IPDs","Level","0","0.097","T11500"
"T11500","A456RD","4","Consumption of fixed capital","2000","Chained Dollar IPDs","Level","0","0.100","T11500"
"T11500","A456RD","4","Consumption of fixed capital","2001","Chained Dollar IPDs","Level","0","0.109","T11500"
"T11500","A456RD","4","Consumption of fixed capital","2002","Chained Dollar IPDs","Level","0","0.111","T11500"
"T11500","A456RD","4","Consumption of fixed capital","2003","Chained Dollar IPDs","Level","0","0.111","T11500"
"T11500","A456RD","4","Consumption of fixed capital","2004","Chained Dollar IPDs","Level","0","0.110","T11500"
"T11500","A456RD","4","Consumption of fixed capital","2005","Chained Dollar IPDs","Level","0","0.113","T11500"
"T11500","A456RD","4","Consumption of fixed capital","2006","Chained Dollar IPDs","Level","0","0.118","T11500"
"T11500","A456RD","4","Consumption of fixed capital","2007","Chained Dollar IPDs","Level","0","0.124","T11500"
"T11500","A456RD","4","Consumption of fixed capital","2008","Chained Dollar IPDs","Level","0","0.132","T11500"
"T11500","A456RD","4","Consumption of fixed capital","2009","Chained Dollar IPDs","Level","0","0.143","T11500"
"T11500","A456RD","4","Consumption of fixed capital","2010","Chained Dollar IPDs","Level","0","0.138","T11500"
"T11500","A456RD","4","Consumption of fixed capital","2011","Chained Dollar IPDs","Level","0","0.141","T11500"
"T11500","A456RD","4","Consumption of fixed capital","2012","Chained Dollar IPDs","Level","0","0.143","T11500"
"T11500","A456RD","4","Consumption of fixed capital","2013","Chained Dollar IPDs","Level","0","0.145","T11500"
"T11500","A456RD","4","Consumption of fixed capital","2014","Chained Dollar IPDs","Level","0","0.148","T11500"
"T11500","A456RD","4","Consumption of fixed capital","2015","Chained Dollar IPDs","Level","0","0.149","T11500"
"T11500","A456RD","4","Consumption of fixed capital","2016","Chained Dollar IPDs","Level","0","0.151","T11500"
"T11500","A456RD","4","Consumption of fixed capital","2017","Chained Dollar IPDs","Level","0","0.154","T11500"
"T11500","A456RD","4","Consumption of fixed capital","2018","Chained Dollar IPDs","Level","0","0.156","T11500"
"T11500","A456RD","4","Consumption of fixed capital","2019","Chained Dollar IPDs","Level","0","0.160","T11500"
"T11500","A456RD","4","Consumption of fixed capital","2020","Chained Dollar IPDs","Level","0","0.173","T11500"
"T11500","A456RD","4","Consumption of fixed capital","2021","Chained Dollar IPDs","Level","0","0.166","T11500"
"T11500","A456RD","4","Consumption of fixed capital","2022","Chained Dollar IPDs","Level","0","0.177","T11500"
"T11500","A456RD","4","Consumption of fixed capital","2023","Chained Dollar IPDs","Level","0","0.187","T11500"
"T11500","A456RD","4","Consumption of fixed capital","2024","Chained Dollar IPDs","Level","0","0.192","T11500"
"T11500","A456RD","4","Consumption of fixed capital","2025","Chained Dollar IPDs","Level","0","0.197","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1929","Chained Dollar IPDs","Level","0","0.009","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1930","Chained Dollar IPDs","Level","0","0.009","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1931","Chained Dollar IPDs","Level","0","0.010","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1932","Chained Dollar IPDs","Level","0","0.012","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1933","Chained Dollar IPDs","Level","0","0.014","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1934","Chained Dollar IPDs","Level","0","0.014","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1935","Chained Dollar IPDs","Level","0","0.013","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1936","Chained Dollar IPDs","Level","0","0.012","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1937","Chained Dollar IPDs","Level","0","0.012","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1938","Chained Dollar IPDs","Level","0","0.013","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1939","Chained Dollar IPDs","Level","0","0.012","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1940","Chained Dollar IPDs","Level","0","0.011","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1941","Chained Dollar IPDs","Level","0","0.011","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1942","Chained Dollar IPDs","Level","0","0.010","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1943","Chained Dollar IPDs","Level","0","0.010","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1944","Chained Dollar IPDs","Level","0","0.011","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1945","Chained Dollar IPDs","Level","0","0.013","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1946","Chained Dollar IPDs","Level","0","0.015","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1947","Chained Dollar IPDs","Level","0","0.017","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1948","Chained Dollar IPDs","Level","0","0.017","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1949","Chained Dollar IPDs","Level","0","0.018","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1950","Chained Dollar IPDs","Level","0","0.018","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1951","Chained Dollar IPDs","Level","0","0.018","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1952","Chained Dollar IPDs","Level","0","0.019","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1953","Chained Dollar IPDs","Level","0","0.019","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1954","Chained Dollar IPDs","Level","0","0.018","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1955","Chained Dollar IPDs","Level","0","0.018","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1956","Chained Dollar IPDs","Level","0","0.019","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1957","Chained Dollar IPDs","Level","0","0.020","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1958","Chained Dollar IPDs","Level","0","0.021","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1959","Chained Dollar IPDs","Level","0","0.021","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1960","Chained Dollar IPDs","Level","0","0.022","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1961","Chained Dollar IPDs","Level","0","0.022","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1962","Chained Dollar IPDs","Level","0","0.022","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1963","Chained Dollar IPDs","Level","0","0.022","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1964","Chained Dollar IPDs","Level","0","0.022","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1965","Chained Dollar IPDs","Level","0","0.022","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1966","Chained Dollar IPDs","Level","0","0.021","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1967","Chained Dollar IPDs","Level","0","0.022","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1968","Chained Dollar IPDs","Level","0","0.023","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1969","Chained Dollar IPDs","Level","0","0.025","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1970","Chained Dollar IPDs","Level","0","0.027","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1971","Chained Dollar IPDs","Level","0","0.028","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1972","Chained Dollar IPDs","Level","0","0.028","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1973","Chained Dollar IPDs","Level","0","0.029","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1974","Chained Dollar IPDs","Level","0","0.031","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1975","Chained Dollar IPDs","Level","0","0.035","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1976","Chained Dollar IPDs","Level","0","0.035","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1977","Chained Dollar IPDs","Level","0","0.036","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1978","Chained Dollar IPDs","Level","0","0.037","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1979","Chained Dollar IPDs","Level","0","0.038","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1980","Chained Dollar IPDs","Level","0","0.042","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1981","Chained Dollar IPDs","Level","0","0.048","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1982","Chained Dollar IPDs","Level","0","0.049","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1983","Chained Dollar IPDs","Level","0","0.052","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1984","Chained Dollar IPDs","Level","0","0.052","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1985","Chained Dollar IPDs","Level","0","0.054","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1986","Chained Dollar IPDs","Level","0","0.057","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1987","Chained Dollar IPDs","Level","0","0.057","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1988","Chained Dollar IPDs","Level","0","0.057","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1989","Chained Dollar IPDs","Level","0","0.059","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1990","Chained Dollar IPDs","Level","0","0.061","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1991","Chained Dollar IPDs","Level","0","0.066","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1992","Chained Dollar IPDs","Level","0","0.068","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1993","Chained Dollar IPDs","Level","0","0.069","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1994","Chained Dollar IPDs","Level","0","0.072","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1995","Chained Dollar IPDs","Level","0","0.069","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1996","Chained Dollar IPDs","Level","0","0.069","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1997","Chained Dollar IPDs","Level","0","0.068","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1998","Chained Dollar IPDs","Level","0","0.066","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","1999","Chained Dollar IPDs","Level","0","0.067","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","2000","Chained Dollar IPDs","Level","0","0.067","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","2001","Chained Dollar IPDs","Level","0","0.069","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","2002","Chained Dollar IPDs","Level","0","0.072","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","2003","Chained Dollar IPDs","Level","0","0.075","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","2004","Chained Dollar IPDs","Level","0","0.076","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","2005","Chained Dollar IPDs","Level","0","0.081","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","2006","Chained Dollar IPDs","Level","0","0.081","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","2007","Chained Dollar IPDs","Level","0","0.082","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","2008","Chained Dollar IPDs","Level","0","0.082","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","2009","Chained Dollar IPDs","Level","0","0.086","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","2010","Chained Dollar IPDs","Level","0","0.087","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","2011","Chained Dollar IPDs","Level","0","0.090","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","2012","Chained Dollar IPDs","Level","0","0.090","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","2013","Chained Dollar IPDs","Level","0","0.092","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","2014","Chained Dollar IPDs","Level","0","0.091","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","2015","Chained Dollar IPDs","Level","0","0.092","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","2016","Chained Dollar IPDs","Level","0","0.090","T11500"
"T11500","W330RD","5","Taxes on production and imports less subsidies plus business current transfer payments (net)","2017","Chained Dollar IPDs","Level","0","0.094","T11500"
