"run_id","stage_tag","window_tag","model","system","det_terms","lag_structure","cap_memory","N","T_eff_2011","T_eff_1947","logLik_2011","logLik_1947","k_total_2011","k_total_1947","boundsF_stat_2011","boundsF_p_2011","boundsT_stat_2011","boundsT_p_2011","boundsF_stat_1947","boundsF_p_1947","boundsT_stat_1947","boundsT_p_1947","alpha_hat_2011","alpha_hat_1947","max_abs_u_with_diff"
"stage4_20260304_130528","S1_ARDL_faithful","shaikh_window","Shaikh baseline","ARDL","none","(p=2,q=4)",0.8,65,61,61,137.453362163868,137.453362163869,12,12,1.1351103046368,0.783903638777674,-1.19554258326608,0.76078073525273,1.13511030463676,0.783903638777685,-1.19554258326606,0.760780735252737,-0.110623557549943,-0.110623557549942,1.2223555501123e-13
