gamma,ok,ssr,n_r1,n_r2,msg
-4.689770455266935,FALSE,NA,NA,NA,"Regime split too small: n_r1=7, n_r2=26"
-4.689422024096986,FALSE,NA,NA,NA,"Regime split too small: n_r1=7, n_r2=26"
-4.689073592927037,FALSE,NA,NA,NA,"Regime split too small: n_r1=7, n_r2=26"
-4.6887251617570875,FALSE,NA,NA,NA,"Regime split too small: n_r1=7, n_r2=26"
-4.688376730587138,FALSE,NA,NA,NA,"Regime split too small: n_r1=7, n_r2=26"
-4.68802829941719,FALSE,NA,NA,NA,"Regime split too small: n_r1=7, n_r2=26"
-4.6876902702270575,TRUE,0.003288783198900425,8,25,NA
-4.687364406064168,TRUE,0.003288783198900425,8,25,NA
-4.687038541901278,TRUE,0.003288783198900425,8,25,NA
-4.686712677738388,TRUE,0.003288783198900425,8,25,NA
-4.686386813575499,TRUE,0.003288783198900425,8,25,NA
-4.686060949412609,TRUE,0.003288783198900425,8,25,NA
-4.6857350852497195,TRUE,0.003288783198900425,8,25,NA
-4.6854092210868306,TRUE,0.003288783198900425,8,25,NA
-4.685242248085839,TRUE,0.00339796885639688,9,24,NA
-4.685147498340256,TRUE,0.00339796885639688,9,24,NA
-4.685052748594673,TRUE,0.00339796885639688,9,24,NA
-4.68495799884909,TRUE,0.00339796885639688,9,24,NA
-4.684863249103508,TRUE,0.00339796885639688,9,24,NA
-4.684768499357925,TRUE,0.00339796885639688,9,24,NA
-4.684673749612342,TRUE,0.00339796885639688,9,24,NA
-4.684578999866759,TRUE,0.00339796885639688,9,24,NA
-4.681741996791857,TRUE,9.043396608622486e-4,10,23,NA
-4.678647175027872,TRUE,9.043396608622486e-4,10,23,NA
-4.675552353263887,TRUE,9.043396608622486e-4,10,23,NA
-4.672457531499903,TRUE,9.043396608622486e-4,10,23,NA
-4.669362709735919,TRUE,9.043396608622486e-4,10,23,NA
-4.666267887971935,TRUE,9.043396608622486e-4,10,23,NA
-4.66317306620795,TRUE,9.043396608622486e-4,10,23,NA
-4.660438206637309,TRUE,0.003166023018454956,11,22,NA
-4.659903116025988,TRUE,0.003166023018454956,11,22,NA
-4.6593680254146665,TRUE,0.003166023018454956,11,22,NA
-4.658832934803345,TRUE,0.003166023018454956,11,22,NA
-4.658297844192024,TRUE,0.003166023018454956,11,22,NA
-4.657762753580703,TRUE,0.003166023018454956,11,22,NA
-4.657227662969381,TRUE,0.003166023018454956,11,22,NA
-4.65669257235806,TRUE,0.003166023018454956,11,22,NA
-4.655752219137095,TRUE,0.004300865604296916,12,21,NA
-4.654113434610148,TRUE,0.004300865604296916,12,21,NA
-4.6524746500831995,TRUE,0.004300865604296916,12,21,NA
-4.650835865556253,TRUE,0.004300865604296916,12,21,NA
-4.649197081029305,TRUE,0.004300865604296916,12,21,NA
-4.647558296502359,TRUE,0.004300865604296916,12,21,NA
-4.645919511975411,TRUE,0.004300865604296916,12,21,NA
-4.644280727448463,TRUE,0.004300865604296916,12,21,NA
-4.6434951082281595,TRUE,5.279551007425747e-4,13,20,NA
-4.643293233691348,TRUE,5.279551007425747e-4,13,20,NA
-4.643091359154536,TRUE,5.279551007425747e-4,13,20,NA
-4.642889484617726,TRUE,5.279551007425747e-4,13,20,NA
-4.642687610080914,TRUE,5.279551007425747e-4,13,20,NA
-4.642485735544103,TRUE,5.279551007425747e-4,13,20,NA
-4.642283861007291,TRUE,5.279551007425747e-4,13,20,NA
-4.6420819864704805,TRUE,5.279551007425747e-4,13,20,NA
-4.640829737295083,TRUE,4.6782289700826296e-5,14,19,NA
-4.639347406055997,TRUE,4.6782289700826296e-5,14,19,NA
-4.637865074816909,TRUE,4.6782289700826296e-5,14,19,NA
-4.636382743577822,TRUE,4.6782289700826296e-5,14,19,NA
-4.634900412338735,TRUE,4.6782289700826296e-5,14,19,NA
-4.633418081099647,TRUE,4.6782289700826296e-5,14,19,NA
-4.63193574986056,TRUE,4.6782289700826296e-5,14,19,NA
-4.630500341907949,TRUE,2.676280891613168e-6,15,18,NA
-4.630019040780365,TRUE,2.676280891613168e-6,15,18,NA
-4.629537739652779,TRUE,2.676280891613168e-6,15,18,NA
-4.629056438525195,TRUE,2.676280891613168e-6,15,18,NA
-4.628575137397609,TRUE,2.676280891613168e-6,15,18,NA
-4.6280938362700255,TRUE,2.676280891613168e-6,15,18,NA
-4.62761253514244,TRUE,2.676280891613168e-6,15,18,NA
-4.627131234014856,TRUE,2.676280891613168e-6,15,18,NA
-4.62663003120238,TRUE,2.7508736803865124e-4,16,17,NA
-4.626075946770049,TRUE,2.7508736803865124e-4,16,17,NA
-4.6255218623377194,TRUE,2.7508736803865124e-4,16,17,NA
-4.62496777790539,TRUE,2.7508736803865124e-4,16,17,NA
-4.624413693473059,TRUE,2.7508736803865124e-4,16,17,NA
-4.62385960904073,TRUE,2.7508736803865124e-4,16,17,NA
-4.6233055246084005,TRUE,2.7508736803865124e-4,16,17,NA
-4.622751440176071,TRUE,2.7508736803865124e-4,16,17,NA
-4.6214161345732325,TRUE,0.0011851100343569661,17,16,NA
-4.6192996077998885,TRUE,0.0011851100343569661,17,16,NA
-4.617183081026543,TRUE,0.0011851100343569661,17,16,NA
-4.615066554253198,TRUE,0.0011851100343569661,17,16,NA
-4.612950027479853,TRUE,0.0011851100343569661,17,16,NA
-4.610833500706508,TRUE,0.0011851100343569661,17,16,NA
-4.608716973933163,TRUE,0.0011851100343569661,17,16,NA
-4.606600447159818,TRUE,0.0011851100343569661,17,16,NA
-4.604707755342359,TRUE,2.532268591610395e-4,18,15,NA
-4.602899302486793,TRUE,2.532268591610395e-4,18,15,NA
-4.601090849631227,TRUE,2.532268591610395e-4,18,15,NA
-4.599282396775661,TRUE,2.532268591610395e-4,18,15,NA
-4.597473943920095,TRUE,2.532268591610395e-4,18,15,NA
-4.595665491064529,TRUE,2.532268591610395e-4,18,15,NA
-4.593857038208963,TRUE,2.532268591610395e-4,18,15,NA
-4.592048585353397,TRUE,2.532268591610395e-4,18,15,NA
-4.591912649863259,TRUE,8.332066468803329e-4,19,14,NA
-4.59185896932552,TRUE,8.332066468803329e-4,19,14,NA
-4.591805288787779,TRUE,8.332066468803329e-4,19,14,NA
-4.591751608250039,TRUE,8.332066468803329e-4,19,14,NA
-4.5916979277123,TRUE,8.332066468803329e-4,19,14,NA
-4.59164424717456,TRUE,8.332066468803329e-4,19,14,NA
-4.59159056663682,TRUE,8.332066468803329e-4,19,14,NA
-4.591000419430458,TRUE,2.2791639339736974e-4,20,13,NA
-4.587961185258646,TRUE,2.2791639339736974e-4,20,13,NA
-4.584921951086832,TRUE,2.2791639339736974e-4,20,13,NA
-4.581882716915019,TRUE,2.2791639339736974e-4,20,13,NA
-4.578843482743206,TRUE,2.2791639339736974e-4,20,13,NA
-4.5758042485713935,TRUE,2.2791639339736974e-4,20,13,NA
-4.572765014399581,TRUE,2.2791639339736974e-4,20,13,NA
-4.569725780227768,TRUE,2.2791639339736974e-4,20,13,NA
-4.567425791241559,TRUE,9.982651427707384e-6,21,12,NA
-4.566206237526615,TRUE,9.982651427707384e-6,21,12,NA
-4.564986683811671,TRUE,9.982651427707384e-6,21,12,NA
-4.563767130096727,TRUE,9.982651427707384e-6,21,12,NA
-4.5625475763817835,TRUE,9.982651427707384e-6,21,12,NA
-4.56132802266684,TRUE,9.982651427707384e-6,21,12,NA
-4.560108468951896,TRUE,9.982651427707384e-6,21,12,NA
-4.558888915236952,TRUE,9.982651427707384e-6,21,12,NA
-4.5580575951881395,TRUE,0.0021465310661449737,22,11,NA
-4.557451546525846,TRUE,0.0021465310661449737,22,11,NA
-4.556845497863553,TRUE,0.0021465310661449737,22,11,NA
-4.55623944920126,TRUE,0.0021465310661449737,22,11,NA
-4.555633400538968,TRUE,0.0021465310661449737,22,11,NA
-4.555027351876674,TRUE,0.0021465310661449737,22,11,NA
-4.554421303214381,TRUE,0.0021465310661449737,22,11,NA
-4.553815254552088,TRUE,0.0021465310661449737,22,11,NA
-4.553384304724311,TRUE,1.7758005041196387e-4,23,10,NA
-4.552982007433091,TRUE,1.7758005041196387e-4,23,10,NA
-4.55257971014187,TRUE,1.7758005041196387e-4,23,10,NA
-4.55217741285065,TRUE,1.7758005041196387e-4,23,10,NA
-4.55177511555943,TRUE,1.7758005041196387e-4,23,10,NA
-4.551372818268209,TRUE,1.7758005041196387e-4,23,10,NA
-4.55097052097699,TRUE,1.7758005041196387e-4,23,10,NA
-4.550594078872614,TRUE,0.0010235957155436762,24,9,NA
-4.5504926419374065,TRUE,0.0010235957155436762,24,9,NA
-4.5503912050021995,TRUE,0.0010235957155436762,24,9,NA
-4.550289768066993,TRUE,0.0010235957155436762,24,9,NA
-4.5501883311317854,TRUE,0.0010235957155436762,24,9,NA
-4.550086894196579,TRUE,0.0010235957155436762,24,9,NA
-4.549985457261372,TRUE,0.0010235957155436762,24,9,NA
-4.549884020326165,TRUE,0.0010235957155436762,24,9,NA
-4.549672125153255,TRUE,4.225309201509849e-6,25,8,NA
-4.549217221857395,TRUE,4.225309201509849e-6,25,8,NA
-4.548762318561536,TRUE,4.225309201509849e-6,25,8,NA
-4.548307415265676,TRUE,4.225309201509849e-6,25,8,NA
-4.5478525119698165,TRUE,4.225309201509849e-6,25,8,NA
-4.547397608673958,TRUE,4.225309201509849e-6,25,8,NA
-4.546942705378099,TRUE,4.225309201509849e-6,25,8,NA
-4.54648780208224,TRUE,4.225309201509849e-6,25,8,NA
-4.5457789820430055,FALSE,NA,NA,NA,"Regime split too small: n_r1=26, n_r2=7"
-4.5448530447884234,FALSE,NA,NA,NA,"Regime split too small: n_r1=26, n_r2=7"
-4.5439271075338405,FALSE,NA,NA,NA,"Regime split too small: n_r1=26, n_r2=7"
-4.543001170279258,FALSE,NA,NA,NA,"Regime split too small: n_r1=26, n_r2=7"
-4.542075233024676,FALSE,NA,NA,NA,"Regime split too small: n_r1=26, n_r2=7"
-4.541149295770092,FALSE,NA,NA,NA,"Regime split too small: n_r1=26, n_r2=7"
-4.54022335851551,FALSE,NA,NA,NA,"Regime split too small: n_r1=26, n_r2=7"
-4.539297421260928,FALSE,NA,NA,NA,"Regime split too small: n_r1=26, n_r2=7"
-4.538359415715738,FALSE,NA,NA,NA,"Regime split too small: n_r1=27, n_r2=6"
-4.537417715795875,FALSE,NA,NA,NA,"Regime split too small: n_r1=27, n_r2=6"
-4.53647601587601,FALSE,NA,NA,NA,"Regime split too small: n_r1=27, n_r2=6"
-4.535534315956147,FALSE,NA,NA,NA,"Regime split too small: n_r1=27, n_r2=6"
-4.534592616036283,FALSE,NA,NA,NA,"Regime split too small: n_r1=27, n_r2=6"
-4.53365091611642,FALSE,NA,NA,NA,"Regime split too small: n_r1=27, n_r2=6"
-4.532709216196556,FALSE,NA,NA,NA,"Regime split too small: n_r1=27, n_r2=6"
-4.531767516276692,FALSE,NA,NA,NA,"Regime split too small: n_r1=27, n_r2=6"
-4.531216600782112,FALSE,NA,NA,NA,"Regime split too small: n_r1=28, n_r2=5"
-4.530668762330249,FALSE,NA,NA,NA,"Regime split too small: n_r1=28, n_r2=5"
-4.530120923878387,FALSE,NA,NA,NA,"Regime split too small: n_r1=28, n_r2=5"
-4.5295730854265255,FALSE,NA,NA,NA,"Regime split too small: n_r1=28, n_r2=5"
-4.529025246974664,FALSE,NA,NA,NA,"Regime split too small: n_r1=28, n_r2=5"
-4.528477408522802,FALSE,NA,NA,NA,"Regime split too small: n_r1=28, n_r2=5"
-4.52792957007094,FALSE,NA,NA,NA,"Regime split too small: n_r1=28, n_r2=5"
-4.527499689057613,FALSE,NA,NA,NA,"Regime split too small: n_r1=29, n_r2=4"
-4.527491084610485,FALSE,NA,NA,NA,"Regime split too small: n_r1=29, n_r2=4"
-4.527482480163357,FALSE,NA,NA,NA,"Regime split too small: n_r1=29, n_r2=4"
-4.527473875716229,FALSE,NA,NA,NA,"Regime split too small: n_r1=29, n_r2=4"
-4.527465271269101,FALSE,NA,NA,NA,"Regime split too small: n_r1=29, n_r2=4"
-4.527456666821973,FALSE,NA,NA,NA,"Regime split too small: n_r1=29, n_r2=4"
-4.5274480623748445,FALSE,NA,NA,NA,"Regime split too small: n_r1=29, n_r2=4"
