"variable","family","window_id","start_year","end_year","n_obs","level_stationarity_flag","first_difference_stationarity_flag","i2_risk_flag","unstable_classification_flag","notes"
"q_e_h1_Kcap","aggregate_q_indexes","fordist_core",1945,1973,29,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_e_h1_Kcap","aggregate_q_indexes","bridge_1940_1978",1940,1978,39,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_e_h1_Kcap","aggregate_q_indexes","pre_1974_alt_1940_1973",1940,1973,34,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_e_h1_Kcap","aggregate_q_indexes","pre_1974_alt_1947_1973",1947,1973,27,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"q_e_h3_Kcap","aggregate_q_indexes","full_long_sample",1929,2024,93,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_e_h3_Kcap","aggregate_q_indexes","pre_1974_full",1929,1973,42,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_e_h3_Kcap","aggregate_q_indexes","post_1973_full",1974,2024,51,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_e_h3_Kcap","aggregate_q_indexes","fordist_core",1945,1973,29,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_e_h3_Kcap","aggregate_q_indexes","bridge_1940_1978",1940,1978,39,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_e_h3_Kcap","aggregate_q_indexes","pre_1974_alt_1940_1973",1940,1973,34,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_e_h3_Kcap","aggregate_q_indexes","pre_1974_alt_1947_1973",1947,1973,27,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"q_e_h5_Kcap","aggregate_q_indexes","full_long_sample",1929,2024,91,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_e_h5_Kcap","aggregate_q_indexes","pre_1974_full",1929,1973,40,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_e_h5_Kcap","aggregate_q_indexes","post_1973_full",1974,2024,51,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_e_h5_Kcap","aggregate_q_indexes","fordist_core",1945,1973,29,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_e_h5_Kcap","aggregate_q_indexes","bridge_1940_1978",1940,1978,39,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_e_h5_Kcap","aggregate_q_indexes","pre_1974_alt_1940_1973",1940,1973,34,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_e_h5_Kcap","aggregate_q_indexes","pre_1974_alt_1947_1973",1947,1973,27,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"q_omega_h1_Kcap__full_long_sample","periodized_q_indexes","full_long_sample",1929,2024,95,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_Kcap__full_long_sample","periodized_q_indexes","pre_1974_full",1929,1973,44,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_Kcap__full_long_sample","periodized_q_indexes","post_1973_full",1974,2024,51,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"q_omega_h1_Kcap__full_long_sample","periodized_q_indexes","fordist_core",1945,1973,29,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_Kcap__full_long_sample","periodized_q_indexes","bridge_1940_1978",1940,1978,39,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_Kcap__full_long_sample","periodized_q_indexes","pre_1974_alt_1940_1973",1940,1973,34,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_Kcap__full_long_sample","periodized_q_indexes","pre_1974_alt_1947_1973",1947,1973,27,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"q_omega_h1_Kcap__pre_1974_full","periodized_q_indexes","full_long_sample",1929,2024,44,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_Kcap__pre_1974_full","periodized_q_indexes","pre_1974_full",1929,1973,44,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_Kcap__pre_1974_full","periodized_q_indexes","post_1973_full",1974,2024,0,,,FALSE,TRUE,"window_classification=insufficient_sample"
"q_omega_h1_Kcap__pre_1974_full","periodized_q_indexes","fordist_core",1945,1973,29,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_Kcap__pre_1974_full","periodized_q_indexes","bridge_1940_1978",1940,1978,34,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_Kcap__pre_1974_full","periodized_q_indexes","pre_1974_alt_1940_1973",1940,1973,34,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_Kcap__pre_1974_full","periodized_q_indexes","pre_1974_alt_1947_1973",1947,1973,27,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"q_omega_h1_Kcap__post_1973_full","periodized_q_indexes","full_long_sample",1929,2024,51,FALSE,FALSE,TRUE,FALSE,"window_classification=I2_risk"
"q_omega_h1_Kcap__post_1973_full","periodized_q_indexes","pre_1974_full",1929,1973,0,,,FALSE,FALSE,"window_classification=insufficient_sample"
"q_omega_h1_Kcap__post_1973_full","periodized_q_indexes","post_1973_full",1974,2024,51,FALSE,FALSE,TRUE,FALSE,"window_classification=I2_risk"
"q_omega_h1_Kcap__post_1973_full","periodized_q_indexes","fordist_core",1945,1973,0,,,FALSE,FALSE,"window_classification=insufficient_sample"
"q_omega_h1_Kcap__post_1973_full","periodized_q_indexes","bridge_1940_1978",1940,1978,5,,,FALSE,FALSE,"window_classification=insufficient_sample"
"q_omega_h1_Kcap__post_1973_full","periodized_q_indexes","pre_1974_alt_1940_1973",1940,1973,0,,,FALSE,FALSE,"window_classification=insufficient_sample"
"q_omega_h1_Kcap__post_1973_full","periodized_q_indexes","pre_1974_alt_1947_1973",1947,1973,0,,,FALSE,FALSE,"window_classification=insufficient_sample"
"q_omega_h1_Kcap__fordist_core","periodized_q_indexes","full_long_sample",1929,2024,29,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_Kcap__fordist_core","periodized_q_indexes","pre_1974_full",1929,1973,29,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_Kcap__fordist_core","periodized_q_indexes","post_1973_full",1974,2024,0,,,FALSE,TRUE,"window_classification=insufficient_sample"
"q_omega_h1_Kcap__fordist_core","periodized_q_indexes","fordist_core",1945,1973,29,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_Kcap__fordist_core","periodized_q_indexes","bridge_1940_1978",1940,1978,29,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_Kcap__fordist_core","periodized_q_indexes","pre_1974_alt_1940_1973",1940,1973,29,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_Kcap__fordist_core","periodized_q_indexes","pre_1974_alt_1947_1973",1947,1973,27,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"q_omega_h1_Kcap__bridge_1940_1978","periodized_q_indexes","full_long_sample",1929,2024,39,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_Kcap__bridge_1940_1978","periodized_q_indexes","pre_1974_full",1929,1973,34,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_Kcap__bridge_1940_1978","periodized_q_indexes","post_1973_full",1974,2024,5,,,FALSE,TRUE,"window_classification=insufficient_sample"
"q_omega_h1_Kcap__bridge_1940_1978","periodized_q_indexes","fordist_core",1945,1973,29,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_Kcap__bridge_1940_1978","periodized_q_indexes","bridge_1940_1978",1940,1978,39,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_Kcap__bridge_1940_1978","periodized_q_indexes","pre_1974_alt_1940_1973",1940,1973,34,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_Kcap__bridge_1940_1978","periodized_q_indexes","pre_1974_alt_1947_1973",1947,1973,27,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"q_omega_h1_Kcap__pre_1974_alt_1940_1973","periodized_q_indexes","full_long_sample",1929,2024,34,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_Kcap__pre_1974_alt_1940_1973","periodized_q_indexes","pre_1974_full",1929,1973,34,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_Kcap__pre_1974_alt_1940_1973","periodized_q_indexes","post_1973_full",1974,2024,0,,,FALSE,TRUE,"window_classification=insufficient_sample"
"q_omega_h1_Kcap__pre_1974_alt_1940_1973","periodized_q_indexes","fordist_core",1945,1973,29,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_Kcap__pre_1974_alt_1940_1973","periodized_q_indexes","bridge_1940_1978",1940,1978,34,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_Kcap__pre_1974_alt_1940_1973","periodized_q_indexes","pre_1974_alt_1940_1973",1940,1973,34,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_Kcap__pre_1974_alt_1940_1973","periodized_q_indexes","pre_1974_alt_1947_1973",1947,1973,27,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"q_omega_h1_Kcap__pre_1974_alt_1947_1973","periodized_q_indexes","full_long_sample",1929,2024,27,FALSE,FALSE,TRUE,FALSE,"window_classification=I2_risk"
"q_omega_h1_Kcap__pre_1974_alt_1947_1973","periodized_q_indexes","pre_1974_full",1929,1973,27,FALSE,FALSE,TRUE,FALSE,"window_classification=I2_risk"
"q_omega_h1_Kcap__pre_1974_alt_1947_1973","periodized_q_indexes","post_1973_full",1974,2024,0,,,FALSE,FALSE,"window_classification=insufficient_sample"
"q_omega_h1_Kcap__pre_1974_alt_1947_1973","periodized_q_indexes","fordist_core",1945,1973,27,FALSE,FALSE,TRUE,FALSE,"window_classification=I2_risk"
"q_omega_h1_Kcap__pre_1974_alt_1947_1973","periodized_q_indexes","bridge_1940_1978",1940,1978,27,FALSE,FALSE,TRUE,FALSE,"window_classification=I2_risk"
"q_omega_h1_Kcap__pre_1974_alt_1947_1973","periodized_q_indexes","pre_1974_alt_1940_1973",1940,1973,27,FALSE,FALSE,TRUE,FALSE,"window_classification=I2_risk"
"q_omega_h1_Kcap__pre_1974_alt_1947_1973","periodized_q_indexes","pre_1974_alt_1947_1973",1947,1973,27,FALSE,FALSE,TRUE,FALSE,"window_classification=I2_risk"
"q_omega_h1_ME","mechanization_bias_q_candidates","full_long_sample",1929,2024,95,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_ME","mechanization_bias_q_candidates","pre_1974_full",1929,1973,44,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_ME","mechanization_bias_q_candidates","post_1973_full",1974,2024,51,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"q_omega_h1_ME","mechanization_bias_q_candidates","fordist_core",1945,1973,29,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_ME","mechanization_bias_q_candidates","bridge_1940_1978",1940,1978,39,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_ME","mechanization_bias_q_candidates","pre_1974_alt_1940_1973",1940,1973,34,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_ME","mechanization_bias_q_candidates","pre_1974_alt_1947_1973",1947,1973,27,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"q_omega_h1_NRC","mechanization_bias_q_candidates","full_long_sample",1929,2024,95,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_NRC","mechanization_bias_q_candidates","pre_1974_full",1929,1973,44,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_NRC","mechanization_bias_q_candidates","post_1973_full",1974,2024,51,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_NRC","mechanization_bias_q_candidates","fordist_core",1945,1973,29,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_NRC","mechanization_bias_q_candidates","bridge_1940_1978",1940,1978,39,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_NRC","mechanization_bias_q_candidates","pre_1974_alt_1940_1973",1940,1973,34,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_NRC","mechanization_bias_q_candidates","pre_1974_alt_1947_1973",1947,1973,27,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"q_omega_h1_ME_minus_NRC","mechanization_bias_q_candidates","full_long_sample",1929,2024,95,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"q_omega_h1_ME_minus_NRC","mechanization_bias_q_candidates","pre_1974_full",1929,1973,44,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_ME_minus_NRC","mechanization_bias_q_candidates","post_1973_full",1974,2024,51,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_ME_minus_NRC","mechanization_bias_q_candidates","fordist_core",1945,1973,29,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"q_omega_h1_ME_minus_NRC","mechanization_bias_q_candidates","bridge_1940_1978",1940,1978,39,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_ME_minus_NRC","mechanization_bias_q_candidates","pre_1974_alt_1940_1973",1940,1973,34,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_ME_minus_NRC","mechanization_bias_q_candidates","pre_1974_alt_1947_1973",1947,1973,27,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"q_omega_h1_ME_share","mechanization_bias_q_candidates","full_long_sample",1929,2024,95,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"q_omega_h1_ME_share","mechanization_bias_q_candidates","pre_1974_full",1929,1973,44,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_ME_share","mechanization_bias_q_candidates","post_1973_full",1974,2024,51,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_ME_share","mechanization_bias_q_candidates","fordist_core",1945,1973,29,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"q_omega_h1_ME_share","mechanization_bias_q_candidates","bridge_1940_1978",1940,1978,39,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_ME_share","mechanization_bias_q_candidates","pre_1974_alt_1940_1973",1940,1973,34,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"q_omega_h1_ME_share","mechanization_bias_q_candidates","pre_1974_alt_1947_1973",1947,1973,27,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"q_omega_h1_NRC_share","mechanization_bias_q_candidates","full_long_sample",1929,2024,95,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"q_omega_h1_NRC_share","mechanization_bias_q_candidates","pre_1974_full",1929,1973,44,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_NRC_share","mechanization_bias_q_candidates","post_1973_full",1974,2024,51,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_NRC_share","mechanization_bias_q_candidates","fordist_core",1945,1973,29,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"q_omega_h1_NRC_share","mechanization_bias_q_candidates","bridge_1940_1978",1940,1978,39,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_NRC_share","mechanization_bias_q_candidates","pre_1974_alt_1940_1973",1940,1973,34,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"q_omega_h1_NRC_share","mechanization_bias_q_candidates","pre_1974_alt_1947_1973",1947,1973,27,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"q_omega_h1_ME_NRC_gap","mechanization_bias_q_candidates","full_long_sample",1929,2024,95,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"q_omega_h1_ME_NRC_gap","mechanization_bias_q_candidates","pre_1974_full",1929,1973,44,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_ME_NRC_gap","mechanization_bias_q_candidates","post_1973_full",1974,2024,51,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_ME_NRC_gap","mechanization_bias_q_candidates","fordist_core",1945,1973,29,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"q_omega_h1_ME_NRC_gap","mechanization_bias_q_candidates","bridge_1940_1978",1940,1978,39,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_ME_NRC_gap","mechanization_bias_q_candidates","pre_1974_alt_1940_1973",1940,1973,34,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"q_omega_h1_ME_NRC_gap","mechanization_bias_q_candidates","pre_1974_alt_1947_1973",1947,1973,27,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"IPP_stock","frontier_conditioners","full_long_sample",1929,2024,96,FALSE,FALSE,TRUE,TRUE,"window_classification=ambiguous_or_higher_order_risk"
"IPP_stock","frontier_conditioners","pre_1974_full",1929,1973,45,FALSE,FALSE,TRUE,TRUE,"window_classification=ambiguous_or_higher_order_risk"
"IPP_stock","frontier_conditioners","post_1973_full",1974,2024,51,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"IPP_stock","frontier_conditioners","fordist_core",1945,1973,29,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"IPP_stock","frontier_conditioners","bridge_1940_1978",1940,1978,39,FALSE,FALSE,TRUE,TRUE,"window_classification=ambiguous_or_higher_order_risk"
"IPP_stock","frontier_conditioners","pre_1974_alt_1940_1973",1940,1973,34,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"IPP_stock","frontier_conditioners","pre_1974_alt_1947_1973",1947,1973,27,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"IPP_growth","frontier_conditioners","full_long_sample",1929,2024,96,TRUE,TRUE,FALSE,TRUE,"window_classification=I0_recommended"
"IPP_growth","frontier_conditioners","pre_1974_full",1929,1973,45,TRUE,TRUE,FALSE,TRUE,"window_classification=I0_recommended"
"IPP_growth","frontier_conditioners","post_1973_full",1974,2024,51,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"IPP_growth","frontier_conditioners","fordist_core",1945,1973,29,TRUE,TRUE,FALSE,TRUE,"window_classification=I0_recommended"
"IPP_growth","frontier_conditioners","bridge_1940_1978",1940,1978,39,TRUE,TRUE,FALSE,TRUE,"window_classification=I0_recommended"
"IPP_growth","frontier_conditioners","pre_1974_alt_1940_1973",1940,1973,34,TRUE,TRUE,FALSE,TRUE,"window_classification=I0_recommended"
"IPP_growth","frontier_conditioners","pre_1974_alt_1947_1973",1947,1973,27,TRUE,TRUE,FALSE,TRUE,"window_classification=I0_recommended"
"IPP_share_total_fixed_assets","frontier_conditioners","full_long_sample",1929,2024,96,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"IPP_share_total_fixed_assets","frontier_conditioners","pre_1974_full",1929,1973,45,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"IPP_share_total_fixed_assets","frontier_conditioners","post_1973_full",1974,2024,51,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"IPP_share_total_fixed_assets","frontier_conditioners","fordist_core",1945,1973,29,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"IPP_share_total_fixed_assets","frontier_conditioners","bridge_1940_1978",1940,1978,39,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"IPP_share_total_fixed_assets","frontier_conditioners","pre_1974_alt_1940_1973",1940,1973,34,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"IPP_share_total_fixed_assets","frontier_conditioners","pre_1974_alt_1947_1973",1947,1973,27,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"IPP_share_capital_plus_IPP","frontier_conditioners","full_long_sample",1929,2024,96,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"IPP_share_capital_plus_IPP","frontier_conditioners","pre_1974_full",1929,1973,45,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"IPP_share_capital_plus_IPP","frontier_conditioners","post_1973_full",1974,2024,51,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"IPP_share_capital_plus_IPP","frontier_conditioners","fordist_core",1945,1973,29,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"IPP_share_capital_plus_IPP","frontier_conditioners","bridge_1940_1978",1940,1978,39,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"IPP_share_capital_plus_IPP","frontier_conditioners","pre_1974_alt_1940_1973",1940,1973,34,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"IPP_share_capital_plus_IPP","frontier_conditioners","pre_1974_alt_1947_1973",1947,1973,27,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"IPP_to_Kcap","frontier_conditioners","full_long_sample",1929,2024,96,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"IPP_to_Kcap","frontier_conditioners","pre_1974_full",1929,1973,45,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"IPP_to_Kcap","frontier_conditioners","post_1973_full",1974,2024,51,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"IPP_to_Kcap","frontier_conditioners","fordist_core",1945,1973,29,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"IPP_to_Kcap","frontier_conditioners","bridge_1940_1978",1940,1978,39,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"IPP_to_Kcap","frontier_conditioners","pre_1974_alt_1940_1973",1940,1973,34,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"IPP_to_Kcap","frontier_conditioners","pre_1974_alt_1947_1973",1947,1973,27,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"GOV_TRANS_stock","frontier_conditioners","full_long_sample",1929,2024,96,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"GOV_TRANS_stock","frontier_conditioners","pre_1974_full",1929,1973,45,FALSE,FALSE,TRUE,TRUE,"window_classification=ambiguous_or_higher_order_risk"
"GOV_TRANS_stock","frontier_conditioners","post_1973_full",1974,2024,51,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"GOV_TRANS_stock","frontier_conditioners","fordist_core",1945,1973,29,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"GOV_TRANS_stock","frontier_conditioners","bridge_1940_1978",1940,1978,39,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"GOV_TRANS_stock","frontier_conditioners","pre_1974_alt_1940_1973",1940,1973,34,FALSE,FALSE,TRUE,TRUE,"window_classification=ambiguous_or_higher_order_risk"
"GOV_TRANS_stock","frontier_conditioners","pre_1974_alt_1947_1973",1947,1973,27,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"GOV_TRANS_growth","frontier_conditioners","full_long_sample",1929,2024,96,TRUE,TRUE,FALSE,FALSE,"window_classification=I0_recommended"
"GOV_TRANS_growth","frontier_conditioners","pre_1974_full",1929,1973,45,TRUE,TRUE,FALSE,FALSE,"window_classification=I0_recommended"
"GOV_TRANS_growth","frontier_conditioners","post_1973_full",1974,2024,51,TRUE,TRUE,FALSE,FALSE,"window_classification=I0_recommended"
"GOV_TRANS_growth","frontier_conditioners","fordist_core",1945,1973,29,TRUE,TRUE,FALSE,FALSE,"window_classification=I0_recommended"
"GOV_TRANS_growth","frontier_conditioners","bridge_1940_1978",1940,1978,39,TRUE,TRUE,FALSE,FALSE,"window_classification=I0_recommended"
"GOV_TRANS_growth","frontier_conditioners","pre_1974_alt_1940_1973",1940,1973,34,TRUE,TRUE,FALSE,FALSE,"window_classification=I0_recommended"
"GOV_TRANS_growth","frontier_conditioners","pre_1974_alt_1947_1973",1947,1973,27,TRUE,TRUE,FALSE,FALSE,"window_classification=I0_recommended"
"GOV_TRANS_to_Kcap","frontier_conditioners","full_long_sample",1929,2024,96,TRUE,TRUE,FALSE,TRUE,"window_classification=I0_recommended"
"GOV_TRANS_to_Kcap","frontier_conditioners","pre_1974_full",1929,1973,45,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"GOV_TRANS_to_Kcap","frontier_conditioners","post_1973_full",1974,2024,51,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"GOV_TRANS_to_Kcap","frontier_conditioners","fordist_core",1945,1973,29,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"GOV_TRANS_to_Kcap","frontier_conditioners","bridge_1940_1978",1940,1978,39,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"GOV_TRANS_to_Kcap","frontier_conditioners","pre_1974_alt_1940_1973",1940,1973,34,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"GOV_TRANS_to_Kcap","frontier_conditioners","pre_1974_alt_1947_1973",1947,1973,27,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"GOV_TRANS_to_NRC","frontier_conditioners","full_long_sample",1929,2024,96,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"GOV_TRANS_to_NRC","frontier_conditioners","pre_1974_full",1929,1973,45,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"GOV_TRANS_to_NRC","frontier_conditioners","post_1973_full",1974,2024,51,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"GOV_TRANS_to_NRC","frontier_conditioners","fordist_core",1945,1973,29,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"GOV_TRANS_to_NRC","frontier_conditioners","bridge_1940_1978",1940,1978,39,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"GOV_TRANS_to_NRC","frontier_conditioners","pre_1974_alt_1940_1973",1940,1973,34,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"GOV_TRANS_to_NRC","frontier_conditioners","pre_1974_alt_1947_1973",1947,1973,27,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"GOV_TRANS_to_ME","frontier_conditioners","full_long_sample",1929,2024,96,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"GOV_TRANS_to_ME","frontier_conditioners","pre_1974_full",1929,1973,45,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
"GOV_TRANS_to_ME","frontier_conditioners","post_1973_full",1974,2024,51,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"GOV_TRANS_to_ME","frontier_conditioners","fordist_core",1945,1973,29,FALSE,FALSE,TRUE,TRUE,"window_classification=I2_risk"
"GOV_TRANS_to_ME","frontier_conditioners","bridge_1940_1978",1940,1978,39,FALSE,TRUE,FALSE,TRUE,"window_classification=I1_recommended"
