"run_id","model_id","boundary_gate","qomega_gate","integration_order_gate","interaction_gate","sample_survival_gate","rank_gate","overall_gate_status"
"D12C_RUN_001","RDOLS_ME_NRC_OMEGA_INT_LL11","PASS_ME_NRC_BOUNDARY","PASS_QOMEGA_PARKED","PASS_CONTROLLED_PRELIMINARY_REOPENED_FROM_D11_D12B","PASS_INTERACTION_LEVEL_ONLY_NO_DYNAMIC_CORRECTIONS","PASS_SAMPLE_SURVIVAL","PASS_FULL_RANK","PASS_CONTROLLED_PRELIMINARY"
"D12C_RUN_002","RDOLS_ME_NRC_OMEGA_INT_LL22","PASS_ME_NRC_BOUNDARY","PASS_QOMEGA_PARKED","PASS_CONTROLLED_PRELIMINARY_REOPENED_FROM_D11_D12B","PASS_INTERACTION_LEVEL_ONLY_NO_DYNAMIC_CORRECTIONS","PASS_SAMPLE_SURVIVAL","PASS_FULL_RANK","PASS_CONTROLLED_PRELIMINARY"
