"year","date","K_ME","K_NRC","K_cap","k_ME","k_NRC","k_Kcap","g_K_ME","g_K_NRC","g_Kcap","ME_NRC_gap","ME_share","NRC_share","omega_NFC","omega_CORP","pi_res_NFC","pi_res_CORP","e_NFC","e_CORP","ln_e_NFC","ln_e_CORP","IPP_stock","IPP_growth","IPP_share_total_fixed_assets","IPP_share_capital_plus_IPP","IPP_to_Kcap","GOV_TRANS_stock","GOV_TRANS_growth","GOV_TRANS_to_Kcap","GOV_TRANS_to_NRC","GOV_TRANS_to_ME","y_t","Delta_ME_NRC_gap","Delta_ME_share","Delta_NRC_share","q_omega_h1_Kcap","q_omega_h3_Kcap","q_omega_h5_Kcap","q_e_h1_Kcap","q_e_h3_Kcap","q_e_h5_Kcap","q_omega_h1_Kcap__full_long_sample","q_omega_h1_Kcap__pre_1974_full","q_omega_h1_Kcap__post_1973_full","q_omega_h1_Kcap__fordist_core","q_omega_h1_Kcap__bridge_1940_1978","q_omega_h1_Kcap__pre_1974_alt_1940_1973","q_omega_h1_Kcap__pre_1974_alt_1947_1973","g_ME_minus_NRC","q_omega_h1_ME","q_omega_h1_NRC","q_omega_h1_ME_minus_NRC","q_omega_h1_ME_share","q_omega_h1_NRC_share","q_omega_h1_ME_NRC_gap"
1935,"1935-12-31",18941,61392,80333,9.84908416365674,11.0250348124867,11.2939357744185,-0.0240472688644875,-0.00313880088885021,-0.0081081525284219,-1.17595064882999,0.235781061332205,0.764218938667795,0.616558357905585,0.620669233047083,0.383441642094415,0.379330766952917,0.621906486511585,0.611164122137405,-0.474965540774597,-0.492389743544199,1916,0.0894816870344686,0.0232951160500432,0.0232951160500432,0.0238507213722879,21494,-0.0162440120023888,0.267561276187868,0.350110763617409,1.13478697006494,13.3452388877788,-0.02090846797563,-0.003788252261335,0.00378825226133495,-0.136754309851891,-0.0362284216645412,0.00335183413051588,-0.11985003547271,-0.0321483804222131,0.00264507864210511,-0.136754309851891,-0.136754309851891,,,,,,-0.0209084679756373,-0.163430359036123,-0.128293714847017,-0.0351366441891064,-0.006423070253187,0.00642307025318702,-0.0351366441891033
1936,"1936-12-31",20296,68096,88392,9.91817910127912,11.1286737532613,11.389536746793,0.069094937622376,0.103638940774529,0.0956009723745304,-1.21049465198215,0.229613539686849,0.770386460313151,0.61320426040215,0.614970508379365,0.38679573959785,0.385029491620635,0.630777971673227,0.626094237649387,-0.460801345756618,-0.468254379835935,2159,0.119405471984002,0.0238429172510519,0.0238429172510519,0.0244252873563218,24603,0.135094560303422,0.278339668748303,0.361298754699248,1.21220930232558,13.4732839146478,-0.03454400315216,-0.006167521645356,0.00616752164535594,-0.0778107313104738,0.0244188688530902,0.065392168390568,-0.060395170636175,0.0231189739620031,0.0545776370368309,-0.0778107313104738,-0.0778107313104738,,,,,,-0.034544003152153,-0.120829297756082,-0.0643942597079988,-0.0564350380480832,-0.0102257072711948,0.0102257072711948,-0.0564350380480845
1937,"1937-12-31",21664,69637,91301,9.983407175712,11.1510513142638,11.4219170194256,0.0652280744328841,0.022377561002541,0.0323802726325848,-1.1676441385518,0.237281081258694,0.762718918741306,0.629079145811021,0.63195349510747,0.370920854188979,0.36804650489253,0.58962509989229,0.582394919470997,-0.528268367961079,-0.540606505573499,2372,0.0940883296028083,0.0253224015714408,0.0253221312437949,0.0259800002190557,23979,-0.0256899394103929,0.262636772872148,0.344342806266783,1.10685930576071,13.5609505831851,0.0428505134303501,0.00766754157184499,-0.0076675415718449,-0.0579550101791897,0.0444063975198599,0.0860771832776299,-0.0399704079427671,0.0431973470358184,0.0729734939178956,-0.0579550101791897,-0.0579550101791897,,,,,,0.0428505134303431,-0.0808311646160089,-0.0506722439638317,-0.0301589206521772,-0.0055239381125289,0.00552393811252894,-0.0301589206521743
1938,"1938-12-31",21609,68421,90030,9.98086517355747,11.1334350740343,11.4078982271025,-0.00254200215452904,-0.0176162402295432,-0.014018792323073,-1.15256990047679,0.240019993335555,0.759980006664445,0.633989364345709,0.634093023255814,0.366010635654291,0.365906976744186,0.577313526437502,0.577055673732854,-0.549369786672673,-0.549816528856887,2545,0.0703971688670073,0.0274912233324332,0.0274912233324332,0.0282683549927802,24336,0.0147782882049459,0.2703098967011,0.35568027360021,1.12619741774261,13.4617072223556,0.01507423807501,0.002738912076861,-0.00273891207686106,-0.0667739400790905,0.0357201586356481,0.0772581805584321,-0.0482362397666282,0.0345883620059866,0.0646891821394553,-0.0667739400790905,-0.0667739400790905,,,,,,0.0150742380750142,-0.0824302851600298,-0.0617542533198345,-0.0206760318401954,-0.0038009456427657,0.0038009456427657,-0.020676031840195
1939,"1939-12-31",22014,68628,90642,9.99943389358334,11.1364558937033,11.4146729607718,0.0185687200258648,0.00302081966905732,0.00677473366925696,-1.13702200011998,0.24286754484676,0.75713245515324,0.630537992484756,0.630053039748114,0.369462007515244,0.369946960251886,0.585947257609821,0.587167963509525,-0.534525497534539,-0.532444361226162,2730,0.0701709591943827,0.0292378871610333,0.0292378871610333,0.030118488118091,24799,0.0188465942603777,0.273592815692505,0.361353966311127,1.12651040247115,13.5707869115626,0.01554790035681,0.002847551511205,-0.00284755151120497,-0.0624788309865068,0.0399572414061198,0.0814786948287969,-0.0443250943813546,0.038648045727411,0.0687908496417401,-0.0624788309865068,-0.0624788309865068,,,,,,0.0155479003568075,-0.0706579141541184,-0.0598390857780458,-0.0108188283760726,-0.00199562827023518,0.0019956282702352,-0.0108188283760706
1940,"1940-12-31",23646,72281,95927,10.0709492464231,11.1883165796962,11.4713427645199,0.0715153528397217,0.0518606859929207,0.0566698037481235,-1.11736733327318,0.246499942664735,0.753500057335265,0.607110693449235,0.607263654006099,0.392889306550765,0.392736345993901,0.647146081909062,0.64673119065011,-0.435183226490351,-0.435824541214662,3023,0.101948106600453,0.0305507832238504,0.0305507832238504,0.031513546759515,25227,0.0171115197415563,0.262981225306744,0.349012880286659,1.06686120274042,13.6980658144214,0.0196546668468001,0.003632397817975,-0.00363239781797497,-0.02674636669666,0.0757273443664077,0.116878837852225,-0.0111195782858549,0.0717599454059823,0.102855865929614,-0.02674636669666,-0.02674636669666,,,0.0357324642898469,0.0357324642898469,,0.019654666846801,-0.0255647671427212,-0.0271389529431873,0.00157418580046603,0.00029473655781679,-0.000294736557816751,0.00157418580046736
1941,"1941-12-31",26850,80356,107206,10.198021099937,11.294222041682,11.5825074962018,0.127071853513952,0.105905461985802,0.111164731681919,-1.09620094174503,0.250452400052236,0.749547599947764,0.594511097780444,0.594639411049961,0.405488902219556,0.405360588950039,0.682054386761516,0.681691427472475,-0.38264587833359,-0.383178175912541,3678,0.196119410384808,0.0331697990692976,0.0331697990692976,0.0343077812808985,29516,0.15701763967725,0.275320411171017,0.367315446264125,1.09929236499069,13.899211397899,0.0211663915281499,0.00395245738750102,-0.00395245738750105,0.040742930641848,0.145080724921412,0.186110486490145,0.0608202422685711,0.138844409902364,0.170239700626318,0.040742930641848,0.040742930641848,,,0.103221761628355,0.103221761628355,,0.02116639152815,0.0515819139620138,0.0371573855230746,0.0144245284389392,0.00269431570317109,-0.00269431570317107,0.0144245284389405
1942,"1942-12-31",27830,86053,113883,10.2338698545199,11.3627186644835,11.6429268845645,0.0358487545829256,0.0684966228014101,0.0604193883626607,-1.12884880996351,0.244373611513571,0.755626388486429,0.604405412159509,0.604140469603786,0.395594587840491,0.395859530396214,0.654518606024808,0.655244186266533,-0.423855266190855,-0.422747309360473,4411,0.181732294940673,0.0372887660301117,0.0372884508090013,0.0387327344730996,37847,0.248619227308298,0.332332305963138,0.439810349435813,1.3599353215954,14.0539594201574,-0.0326478682184799,-0.006078788538665,0.00607878853866506,0.0766629275445564,0.181980049426309,0.223512846561845,0.102029551146772,0.177415094651031,0.20748325508744,0.0766629275445564,0.0766629275445564,,,0.139141758531063,0.139141758531063,,-0.0326478682184845,0.0728943964031706,0.0778793879389939,-0.0049849915358233,-0.000919591544125824,0.000919591544125879,-0.00498499153581926
1943,"1943-12-31",28202,85838,114040,10.2471481763972,11.3602170778719,11.6443045430266,0.0132783218772392,-0.00250158661152966,0.00137765846212545,-1.11306890147475,0.247299193265521,0.752700806734479,0.621900080256822,0.619827602868132,0.378099919743178,0.380172397131868,0.607975351260667,0.61335183424019,-0.497620938527459,-0.488816552980107,4999,0.125136471308631,0.0419946404119658,0.0419946404119658,0.0438354963170817,41756,0.0982914370416328,0.366152227288671,0.48645122206948,1.4806042124672,14.1800851317035,0.01577990848876,0.00292558175194998,-0.00292558175195001,0.0774955917751724,0.182809412312835,0.224358881656506,0.10293125424298,0.178326057107609,0.208350347773947,0.0774955917751724,0.0774955917751724,,,0.139974422761679,0.139974422761679,,0.0157799084887689,0.08091988601017,0.0763674154519996,0.00455247055817038,0.000848645900467845,-0.000848645900467807,0.00455247055816905
1944,"1944-12-31",28210,86709,114919,10.247431803996,11.3703129636095,11.6519828113498,0.000283627598866687,0.0100958857375915,0.00767826832322349,-1.12288115961347,0.24547724919291,0.75452275080709,0.627959009724536,0.62530531575709,0.372040990275464,0.37469468424291,0.592460629617633,0.599218773295167,-0.523470856083339,-0.51212851667051,5476,0.0911370149947697,0.0454836164292537,0.0454836164292537,0.0476509541503146,37969,-0.0950731162306671,0.330397932456774,0.437889953753359,1.34594115561857,14.1916552369896,-0.00981225813872011,-0.00182194407261099,0.00182194407261094,0.0822707074616185,0.187469651761804,0.229055625065984,0.107599452123866,0.1833029784253,0.213230104870243,0.0822707074616185,0.0822707074616185,,,0.144749538448125,0.144749538448125,,-0.00981225813872481,0.0810962740366682,0.0826460476024714,-0.00154977356580324,-0.000284421264512372,0.000284421264512376,-0.00154977356580164
1945,"1945-12-31",32444,93499,125943,10.3872708051902,11.4457060200324,11.7435847026261,0.139839001194193,0.0753930564229055,0.0916018912762695,-1.05843521484218,0.257608600716197,0.742391399283803,0.638440192180252,0.63547276857004,0.361559807819748,0.36452723142996,0.566317428395342,0.573631553481403,-0.568600530430345,-0.555767981653555,5846,0.0653827592628513,0.0443587856346129,0.0443587856346129,0.0464178239362251,36197,-0.0477937948459868,0.287407795590069,0.387137830351127,1.1156762421403,14.0993476268021,0.06444594477129,0.012131351523287,-0.0121313515232869,0.139792940396359,0.244087696869322,0.285040617865579,0.16186996630357,0.239942094555939,0.271565029911732,0.139792940396359,0.139792940396359,,0.0575222329347408,0.202271771382866,0.202271771382866,,0.0644459447712875,0.168909434747442,0.129989796653905,0.0389196380935366,0.00733357022467118,-0.00733357022467112,0.0389196380935397
1946,"1946-12-31",39251,113140,152391,10.577732200593,11.6363812688971,11.9342048653728,0.190461395402775,0.190675248864729,0.190620162746649,-1.05864906830414,0.257567704129509,0.742432295870491,0.663415069811751,0.660202066025877,0.336584930188249,0.339797933974123,0.507351951296127,0.514687777364217,-0.678550332209198,-0.664194819712026,6662,0.130662073082433,0.0418856726102155,0.0418854092660937,0.0437164924437795,39026,0.0752518482034095,0.256091238983929,0.344935478168641,0.994267661970396,14.0205823132805,-0.000213853461960012,-4.08965866879885e-05,4.08965866879329e-05,0.261492513733761,0.364070335695998,0.402737733210464,0.269821486670554,0.352201702025585,0.38987634667506,0.261492513733761,0.261492513733761,,0.179221806272142,0.323971344720268,0.323971344720268,,-0.000213853461953989,0.290507644631309,0.25172453918312,0.0387831054481883,0.00730746020000658,-0.00730746020000656,0.0387831054481876
1947,"1947-12-31",47227,134685,181912,10.7627210419229,11.810693997623,12.1112783326436,0.184988841329918,0.174312728725873,0.177073467270876,-1.04797295570009,0.259614538897929,0.740385461102071,0.644483720777999,0.644188764185941,0.355516279222001,0.355811235814059,0.551629572261087,0.552340021427876,-0.594878522714179,-0.593591441495771,7773,0.154236450476594,0.0409786803314987,0.0409784642960698,0.0427294516029729,47724,0.201206325340747,0.262346629139364,0.354337899543379,1.01052364113748,14.1093447664935,0.01067611260405,0.00204683476841999,-0.00204683476841994,0.378965720385078,0.47797663712322,0.514510747161893,0.359660055813204,0.450544174583058,0.493592666694558,0.378965720385078,0.378965720385078,,0.296695012923459,0.441444551371585,0.441444551371585,0.117473206651317,0.010676112604045,0.413232029716591,0.367366230279872,0.0458657994367189,0.00866536123079105,-0.008665361230791,0.0458657994367215
1948,"1948-12-31",57116,142385,199501,10.9528395665502,11.866289935333,12.2035745278308,0.190118524627257,0.0555959377100024,0.0922961951871937,-0.913450368782836,0.286294304289202,0.713705695710798,0.624581372598025,0.623778780389284,0.375418627401975,0.376221219610716,0.601072404449678,0.603132442844443,-0.50903987840928,-0.50561846649756,8356,0.0723236534462366,0.0402007149145807,0.0402007149145807,0.041884501832071,51553,0.0771759886823826,0.258409732282044,0.362067633528813,0.902601722809721,14.1909479505293,0.134522586917254,0.026679765391273,-0.026679765391273,0.438449115672973,0.537856531341282,0.573510131397811,0.410573366485641,0.500547144352043,0.545753583276124,0.438449115672973,0.438449115672973,,0.356178408211354,0.50092794665948,0.50092794665948,0.176956601939212,0.134522586917255,0.535760323857189,0.403196907075356,0.132563416781833,0.0258600356996427,-0.0258600356996427,0.132563416781835
1949,"1949-12-31",59235,144618,203853,10.9892678623889,11.8818510622874,12.2251544248426,0.0364282958386735,0.015561126954422,0.0215798970117476,-0.892583199898585,0.290577033450575,0.709422966549425,0.622946489496739,0.620869516577869,0.377053510503261,0.379130483422131,0.605274316270524,0.61064438388252,-0.502073508389782,-0.493240512357271,8554,0.0234191661103988,0.0402715528605326,0.0402717424566987,0.0419616095912251,47225,-0.0876869913083631,0.231662030973299,0.326549945373328,0.79724824850173,14.1655468188294,0.020867168884251,0.00428272916137301,-0.00428272916137296,0.451927517369094,0.551757438974227,0.587316428848152,0.423544447070269,0.512488408618822,0.557919604066469,0.451927517369094,0.451927517369094,,0.369656809907476,0.514406348355601,0.514406348355601,0.190435003635333,0.0208671688842515,0.558512758873515,0.412916097107721,0.145596661765794,0.0285349485577187,-0.0285349485577186,0.145596661765795
1950,"1950-12-31",68427,160499,228926,11.1335227625647,11.9860429910032,12.3411540862093,0.144254900175797,0.104191928715759,0.115999661366699,-0.852520228438546,0.298904449472755,0.701095550527245,0.609475288313768,0.608547071813662,0.390524711686232,0.391452928186338,0.640755612531387,0.643258256127476,-0.44510715446085,-0.441208992881313,9455,0.100144692305703,0.0396633959921302,0.0396633959921302,0.041301555961315,53022,0.115783508376348,0.231611961944034,0.330357198487218,0.774869569029769,14.2810213629557,0.040062971460039,0.00832741602218001,-0.00832741602218001,0.52418909920029,0.624915006612598,0.66141392333908,0.49375606279161,0.580463293510993,0.623613591894573,0.52418909920029,0.52418909920029,,0.441918391738671,0.586667930186797,0.586667930186797,0.262696585466529,0.040062971460038,0.64837584253073,0.477822093335098,0.170553749195632,0.0337224831353146,-0.0337224831353146,0.170553749195635
1951,"1951-12-31",75324,172935,248259,11.2295540881055,12.0606710803352,12.4222278350267,0.096031325540876,0.0746280893319611,0.0810737488174347,-0.831116992229632,0.303408939857165,0.696591060142835,0.618138626346099,0.61656915566416,0.381861373653901,0.38343084433584,0.617760090339502,0.621878082634239,-0.481655100229007,-0.475011214081784,10127,0.0686614222397282,0.039193148262103,0.0391932999465915,0.0407920760173851,59736,0.119227931969478,0.240619675419622,0.345424581490155,0.793054006691094,14.3497089622642,0.021403236208914,0.00450449038440998,-0.00450449038441003,0.573601545635474,0.675099742269067,0.712732016338341,0.545704522375341,0.630380463713039,0.670735014424437,0.573601545635474,0.573601545635474,,0.491330838173855,0.636080376621981,0.636080376621981,0.312109031901713,0.0214032362089149,0.706904562351909,0.523306069597,0.183598492754908,0.0364678587110595,-0.0364678587110595,0.18359849275491
1952,"1952-12-31",79681,183271,262952,11.2857864423805,12.1187212107274,12.4797267849973,0.0562323542749983,0.0580501303922762,0.0574989499706096,-0.832934768346909,0.303024886671332,0.696975113328668,0.63357057934292,0.630758818009814,0.36642942065708,0.369241181990186,0.578356117856839,0.585392025362761,-0.547565479174708,-0.535473527361108,11026,0.085050995817344,0.0402439603035269,0.0402441071910883,0.0419316072895433,62966,0.0526600444374115,0.23945815205817,0.343567722116429,0.790226026279791,14.3778937620312,-0.00181777611727707,-0.000384053185833011,0.000384053185833011,0.60914386758665,0.710568168967798,0.748607054420274,0.581225078903611,0.666102453401817,0.705424038895687,0.60914386758665,0.60914386758665,,0.526873160125031,0.671622698573156,0.671622698573156,0.347651353852889,-0.0018177761172779,0.741663952579663,0.559189097456894,0.182474855122769,0.0362304606023248,-0.0362304606023248,0.182474855122772
1953,"1953-12-31",86836,189428,276264,11.3717765612086,12.1517642840768,12.529112209263,0.085990118828116,0.0330430733493898,0.0493854242656973,-0.779987722868183,0.314322532070773,0.685677467929227,0.644071883964771,0.640512658711947,0.355928116035229,0.359487341288053,0.552621725767953,0.561249393588835,-0.593081551724664,-0.577589920391585,12392,0.116794982947075,0.042929992794191,0.042929992794191,0.0448556453247618,58242,-0.077988154212667,0.210820085135957,0.307462465950124,0.670712607674236,14.4342520166857,0.0529470454787261,0.011297645399441,-0.011297645399441,0.640433019449763,0.741206630925486,0.779312070145453,0.609787441160633,0.696340684797931,0.735482166656215,0.640433019449763,0.640433019449763,,0.558162311988145,0.70291185043627,0.70291185043627,0.378940505716002,0.0529470454787262,0.796144761983359,0.580124216582138,0.216020545401222,0.0433883163432595,-0.0433883163432595,0.216020545401224
1954,"1954-12-31",90085,194297,284382,11.4085089480498,12.1771431952052,12.558073683769,0.0367323868411535,0.02537891112833,0.0289614745060049,-0.76863424715536,0.316774620053309,0.683225379946691,0.642039314043351,0.639122132791917,0.357960685956649,0.360877867208083,0.557537020127834,0.564646174326082,-0.584226374035757,-0.571555984136779,13648,0.0965418876347552,0.0457938939237865,0.0457940475791028,0.0479917856967037,60715,0.0415840405476384,0.213498041366894,0.312485524737901,0.673974579563745,14.410429364878,0.011353475712823,0.00245208798253599,-0.00245208798253604,0.659086290897244,0.759508169491144,0.797431543664589,0.625792181182926,0.713222694495328,0.752828745277996,0.659086290897244,0.659086290897244,,0.576815583435625,0.72156512188375,0.72156512188375,0.397593777163483,0.0113534757128235,0.819803059578664,0.596470059685535,0.223332999893128,0.0449676372698189,-0.0449676372698189,0.223332999893131
1955,"1955-12-31",99701,213256,312957,11.5099309859899,12.2702486009487,12.6538210798931,0.1014220379401,0.093105405743577,0.0957473961240609,-0.760317614958836,0.318577312538144,0.681422687461856,0.622858846487424,0.620572321079935,0.377141153512576,0.379427678920065,0.605500195813933,0.611415730337079,-0.501700392596915,-0.4919781414673,15241,0.11039617415439,0.0464384304596615,0.0464384304596615,0.0486999811475698,67278,0.102642504201016,0.214975220237924,0.315479986495105,0.674797644958426,14.5146087277517,0.00831663219652401,0.001802692484835,-0.001802692484835,0.720559883426173,0.820776346680535,0.857700617133093,0.679174899102934,0.767112995002357,0.80926284588844,0.720559883426173,0.720559883426173,,0.638289175964554,0.783038714412679,0.783038714412679,0.459067369692412,0.00831663219652301,0.884919995246604,0.65624739052287,0.228672604723735,0.0461250367162134,-0.0461250367162135,0.228672604723738
1956,"1956-12-31",114016,233173,347189,11.6440940684056,12.3595359463094,12.7576245792388,0.134163082415663,0.0892873453606953,0.103803499345723,-0.715441877903869,0.328397501072903,0.671602498927097,0.635535528362412,0.632565896030042,0.364464471637588,0.367434103969958,0.573476155733899,0.580862968231389,-0.556038920027007,-0.543240404971822,17474,0.13672489697219,0.0479182148997842,0.0479182148997842,0.0503299355682352,77285,0.138666598897483,0.222602098568791,0.331449181509008,0.677843460566938,14.5503004421744,0.0448757370549669,0.00982018853475902,-0.00982018853475897,0.785214811290008,0.886828936935467,0.923318530428807,0.742027938282941,0.82647679561344,0.869713335862073,0.785214811290008,0.785214811290008,,0.702944103828389,0.847693642276515,0.847693642276515,0.523722297556247,0.0448757370549677,0.968484658001222,0.711860803460156,0.256623854541065,0.0522416280192625,-0.0522416280192625,0.256623854541067
