"year","omega_t","omega_k_t","theta_tot","beta_const_fm_ols","beta_k_t_fm_ols","beta_omega_k_t_fm_ols","theta_tot_formula","im_ols_beta_const","im_ols_beta_k_t","im_ols_beta_omega_k_t","im_ols_metadata_status","dols_fragility_metadata_status","candidate_spec_id","reconstruction_estimator","robustness_estimator","stress_diagnostic_estimator","reconstruction_window_id","reconstruction_window_role","reconstruction_year_start","reconstruction_year_end","sector_target","composition_basis","composition_tier","direct_sector_asset_split","capacity_register","fragility_flag"
1976,0.630753371060034,10.1557225221347,0.839056336926183,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1977,0.630403843120234,10.1748318554473,0.839088188509741,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1978,0.636152526475711,10.2956674244626,0.838564325758298,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1979,0.649784944902043,10.5462996360361,0.837322038475447,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1980,0.654602937898175,10.6515736640504,0.836882987146417,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1981,0.637119794842787,10.3937471711225,0.838476181075972,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1982,0.637923812080797,10.430476185561,0.838402913049806,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1983,0.62949324210345,10.3136146951213,0.839171169241958,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1984,0.623632973944295,10.2430931540605,0.839705200430009,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1985,0.628950706261489,10.3565170637323,0.839220609139993,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1986,0.640257827171573,10.5651712926619,0.838190220248383,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1987,0.637971431188591,10.5468687198993,0.838398573642799,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1988,0.635130978444682,10.5187301797329,0.838657416807009,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1989,0.640624353315478,10.6293052662552,0.838156819662136,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1990,0.644643570706082,10.7164133507794,0.837790558702766,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1991,0.640968458828616,10.6733428048614,0.838125462210394,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1992,0.648208483525974,10.8114607461698,0.837465697352261,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1993,0.64244868931149,10.7340254337858,0.837990572607753,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1994,0.628488369808008,10.5201522729471,0.839262740673708,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1995,0.624660582765844,10.4785648719338,0.839611557077022,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1996,0.620922242011602,10.4398899062715,0.839952222469818,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1997,0.621030977666497,10.4675506946774,0.839942313668823,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1998,0.634609294105485,10.7233535817901,0.838704956561143,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1999,0.640439844250045,10.8503511573645,0.838173633499446,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
2000,0.652779358011841,11.090101486683,0.837049165298467,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
2001,0.654881386402621,11.1513284053527,0.836857612849269,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
2002,0.638661211919941,10.8921770155612,0.838335715696123,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
2003,0.626869045229268,10.7066641929459,0.839410305564109,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
2004,0.613230053731544,10.4878485743652,0.840653191834077,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
2005,0.597479837743853,10.2331194181099,0.842088468570146,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
2006,0.587831471357126,10.083249852771,0.842967699421758,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
2007,0.593479839175833,10.1964498403065,0.842452978167568,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
2008,0.595584591788177,10.2474054809231,0.842261177467054,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
2009,0.593114751011546,10.2132793404575,0.842486247714425,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
2010,0.57177005128177,9.85419222776838,0.844431335387157,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
2011,0.57077261993538,9.84720890913291,0.844522228744329,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
2012,0.568162965987683,9.81447322163319,0.844760039806936,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
2013,0.567108862532718,9.80799024635428,0.844856097547827,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
2014,0.568582031539934,9.84741359897944,0.844721851439328,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
2015,0.575109869197914,9.97413818129305,0.844126986357182,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
2016,0.582943530383766,10.1229127368668,0.843413124930324,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
2017,0.586156566953376,10.1920707744791,0.843120329158882,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
2018,0.584943959084541,10.1858600865163,0.843230830999966,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
2019,0.587441985101222,10.2431999924767,0.84300319230405,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
2020,0.60484793205077,10.5581895640132,0.841417033057379,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
2021,0.579714486970795,10.1299714564009,0.843707379364296,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
2022,0.56475673366441,9.87962904994056,0.845070441011278,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
2023,0.565941031361275,9.91377903993768,0.844962519003465,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
