"event_id","variable_id","year","observed_value","absolute_annual_change","percentage_annual_change_when_valid","percentage_point_change_for_shares","position_relative_to_event"
"volcker_event_profile_1978_1983","CORP_COMPENSATION_SHARE_GVA",1978,0.62883238917044,0.00271952600159608,,0.271952600159608,"pre_event"
"volcker_event_profile_1978_1983","CORP_COMPENSATION_SHARE_GVA",1979,0.64207996266832,0.01324757349788,,1.324757349788,"event_onset"
"volcker_event_profile_1978_1983","CORP_COMPENSATION_SHARE_GVA",1980,0.647330415459289,0.00525045279096903,,0.525045279096903,"post_onset"
"volcker_event_profile_1978_1983","CORP_COMPENSATION_SHARE_GVA",1981,0.630741087162103,-0.0165893282971861,,-1.65893282971861,"post_onset"
"volcker_event_profile_1978_1983","CORP_COMPENSATION_SHARE_GVA",1982,0.631693306878897,0.000952219716794045,,0.0952219716794045,"post_onset"
"volcker_event_profile_1978_1983","CORP_COMPENSATION_SHARE_GVA",1983,0.622788790924917,-0.00890451595398001,,-0.890451595398001,"post_onset"
"volcker_event_profile_1978_1983","CORP_COMPENSATION_SHARE_NVA",1978,0.709111952895687,0.00247140193846196,,0.247140193846196,"pre_event"
"volcker_event_profile_1978_1983","CORP_COMPENSATION_SHARE_NVA",1979,0.727327167283489,0.018215214387802,,1.8215214387802,"event_onset"
"volcker_event_profile_1978_1983","CORP_COMPENSATION_SHARE_NVA",1980,0.739453919464159,0.0121267521806699,,1.21267521806699,"post_onset"
"volcker_event_profile_1978_1983","CORP_COMPENSATION_SHARE_NVA",1981,0.722121579647981,-0.017332339816178,,-1.7332339816178,"post_onset"
"volcker_event_profile_1978_1983","CORP_COMPENSATION_SHARE_NVA",1982,0.730287020093984,0.00816544044600309,,0.816544044600309,"post_onset"
"volcker_event_profile_1978_1983","CORP_COMPENSATION_SHARE_NVA",1983,0.717160912509316,-0.013126107584668,,-1.3126107584668,"post_onset"
"volcker_event_profile_1978_1983","G_TOT_GPIM_2017",1978,33045743.3298366,-51571.3131906986,-0.155817212806908,,"pre_event"
"volcker_event_profile_1978_1983","G_TOT_GPIM_2017",1979,32992478.6888798,-53264.6409568004,-0.161184575045425,,"event_onset"
"volcker_event_profile_1978_1983","G_TOT_GPIM_2017",1980,32879117.9997239,-113360.689155899,-0.343595551655562,,"post_onset"
"volcker_event_profile_1978_1983","G_TOT_GPIM_2017",1981,32798010.6469479,-81107.3527759984,-0.246683480915388,,"post_onset"
"volcker_event_profile_1978_1983","G_TOT_GPIM_2017",1982,32579850.4329869,-218160.213961001,-0.665162946342612,,"post_onset"
"volcker_event_profile_1978_1983","G_TOT_GPIM_2017",1983,32196061.8743313,-383788.558655601,-1.17799361738941,,"post_onset"
"volcker_event_profile_1978_1983","NFC_COMPENSATION_SHARE_GVA",1978,0.636152526475711,0.00574868335547696,,0.574868335547696,"pre_event"
