"event_id","variable_id","year","observed_value","absolute_annual_change","percentage_annual_change_when_valid","percentage_point_change_for_shares","position_relative_to_event"
"volcker_event_profile_1978_1983","NFC_COMPENSATION_SHARE_GVA",1979,0.649784944902043,0.013632418426332,,1.3632418426332,"event_onset"
"volcker_event_profile_1978_1983","NFC_COMPENSATION_SHARE_GVA",1980,0.654602937898175,0.00481799299613206,,0.481799299613206,"post_onset"
"volcker_event_profile_1978_1983","NFC_COMPENSATION_SHARE_GVA",1981,0.637119794842787,-0.017483143055388,,-1.7483143055388,"post_onset"
"volcker_event_profile_1978_1983","NFC_COMPENSATION_SHARE_GVA",1982,0.637923812080797,0.000804017238009935,,0.0804017238009935,"post_onset"
"volcker_event_profile_1978_1983","NFC_COMPENSATION_SHARE_GVA",1983,0.62949324210345,-0.00843056997734692,,-0.843056997734692,"post_onset"
"volcker_event_profile_1978_1983","NFC_COMPENSATION_SHARE_NVA",1978,0.718940975698119,0.00619287032988902,,0.619287032988902,"pre_event"
"volcker_event_profile_1978_1983","NFC_COMPENSATION_SHARE_NVA",1979,0.737470282858668,0.018529307160549,,1.8529307160549,"event_onset"
"volcker_event_profile_1978_1983","NFC_COMPENSATION_SHARE_NVA",1980,0.749229282958739,0.011759000100071,,1.1759000100071,"post_onset"
"volcker_event_profile_1978_1983","NFC_COMPENSATION_SHARE_NVA",1981,0.730681039472866,-0.018548243485873,,-1.8548243485873,"post_onset"
"volcker_event_profile_1978_1983","NFC_COMPENSATION_SHARE_NVA",1982,0.739084348908575,0.00840330943570899,,0.840330943570899,"post_onset"
"volcker_event_profile_1978_1983","NFC_COMPENSATION_SHARE_NVA",1983,0.726266395473609,-0.0128179534349659,,-1.28179534349659,"post_onset"
"volcker_event_profile_1978_1983","Y_REAL_NFC_GVA_BASELINE",1978,3038745,184257,6.45499297947654,,"pre_event"
"volcker_event_profile_1978_1983","Y_REAL_NFC_GVA_BASELINE",1979,3118975,80230,2.640234702155,,"event_onset"
"volcker_event_profile_1978_1983","Y_REAL_NFC_GVA_BASELINE",1980,3140096,21121,0.677177598409728,,"post_onset"
"volcker_event_profile_1978_1983","Y_REAL_NFC_GVA_BASELINE",1981,3283888,143792,4.57922305560086,,"post_onset"
"volcker_event_profile_1978_1983","Y_REAL_NFC_GVA_BASELINE",1982,3253862,-30026,-0.914342998299578,,"post_onset"
"volcker_event_profile_1978_1983","Y_REAL_NFC_GVA_BASELINE",1983,3415215,161353,4.95881509418654,,"post_onset"
"gfc_event_profile_2007_2010","CORP_COMPENSATION_SHARE_GVA",2007,0.596912305967198,0.013895022801359,,1.3895022801359,"pre_event"
"gfc_event_profile_2007_2010","CORP_COMPENSATION_SHARE_GVA",2008,0.609256031850876,0.0123437258836779,,1.23437258836779,"event_onset"
"gfc_event_profile_2007_2010","CORP_COMPENSATION_SHARE_GVA",2009,0.589391374581907,-0.0198646572689689,,-1.98646572689689,"post_onset"
"gfc_event_profile_2007_2010","CORP_COMPENSATION_SHARE_GVA",2010,0.57068891168038,-0.018702462901527,,-1.8702462901527,"post_onset"
"gfc_event_profile_2007_2010","CORP_COMPENSATION_SHARE_NVA",2007,0.698148185659016,0.0206921519294121,,2.06921519294121,"pre_event"
"gfc_event_profile_2007_2010","CORP_COMPENSATION_SHARE_NVA",2008,0.721000308375001,0.0228521227159849,,2.28521227159849,"event_onset"
"gfc_event_profile_2007_2010","CORP_COMPENSATION_SHARE_NVA",2009,0.703035913574027,-0.017964394800974,,-1.7964394800974,"post_onset"
"gfc_event_profile_2007_2010","CORP_COMPENSATION_SHARE_NVA",2010,0.674787885295419,-0.028248028278608,,-2.8248028278608,"post_onset"
"gfc_event_profile_2007_2010","G_TOT_GPIM_2017",2007,25468261.3389006,-93124.4145791009,-0.364316768571216,,"pre_event"
"gfc_event_profile_2007_2010","G_TOT_GPIM_2017",2008,25313159.6636956,-155101.675205,-0.608999857277637,,"event_onset"
"gfc_event_profile_2007_2010","G_TOT_GPIM_2017",2009,24796841.8217936,-516317.841901999,-2.03972103349274,,"post_onset"
"gfc_event_profile_2007_2010","G_TOT_GPIM_2017",2010,24236707.7221194,-560134.099674203,-2.25889290136096,,"post_onset"
"gfc_event_profile_2007_2010","NFC_COMPENSATION_SHARE_GVA",2007,0.593479839175833,0.00564836781870703,,0.564836781870703,"pre_event"
"gfc_event_profile_2007_2010","NFC_COMPENSATION_SHARE_GVA",2008,0.595584591788177,0.002104752612344,,0.2104752612344,"event_onset"
"gfc_event_profile_2007_2010","NFC_COMPENSATION_SHARE_GVA",2009,0.593114751011546,-0.00246984077663104,,-0.246984077663104,"post_onset"
"gfc_event_profile_2007_2010","NFC_COMPENSATION_SHARE_GVA",2010,0.57177005128177,-0.0213446997297759,,-2.13446997297759,"post_onset"
"gfc_event_profile_2007_2010","NFC_COMPENSATION_SHARE_NVA",2007,0.693558511004891,0.00987221452644993,,0.987221452644993,"pre_event"
"gfc_event_profile_2007_2010","NFC_COMPENSATION_SHARE_NVA",2008,0.701768770402349,0.00821025939745801,,0.821025939745801,"event_onset"
"gfc_event_profile_2007_2010","NFC_COMPENSATION_SHARE_NVA",2009,0.707306220721321,0.00553745031897201,,0.553745031897201,"post_onset"
"gfc_event_profile_2007_2010","NFC_COMPENSATION_SHARE_NVA",2010,0.675990132542249,-0.0313160881790719,,-3.13160881790719,"post_onset"
"gfc_event_profile_2007_2010","Y_REAL_NFC_GVA_BASELINE",2007,8463493,96289,1.15079063448196,,"pre_event"
"gfc_event_profile_2007_2010","Y_REAL_NFC_GVA_BASELINE",2008,8373691,-89802,-1.06105127043882,,"event_onset"
"gfc_event_profile_2007_2010","Y_REAL_NFC_GVA_BASELINE",2009,7780498,-593193,-7.08400871252594,,"post_onset"
"gfc_event_profile_2007_2010","Y_REAL_NFC_GVA_BASELINE",2010,8118731,338233,4.34718960148823,,"post_onset"
"covid_event_profile_2019_2022","CORP_COMPENSATION_SHARE_GVA",2019,0.576378084153845,0.00156904790033996,,0.156904790033996,"pre_event"
"covid_event_profile_2019_2022","CORP_COMPENSATION_SHARE_GVA",2020,0.592623908718225,0.0162458245643801,,1.62458245643801,"event_onset"
"covid_event_profile_2019_2022","CORP_COMPENSATION_SHARE_GVA",2021,0.570493812651767,-0.022130096066458,,-2.2130096066458,"post_onset"
"covid_event_profile_2019_2022","CORP_COMPENSATION_SHARE_GVA",2022,0.555000855599031,-0.015492957052736,,-1.5492957052736,"post_onset"
"covid_event_profile_2019_2022","CORP_COMPENSATION_SHARE_NVA",2019,0.680816226842485,0.00294014754296201,,0.294014754296201,"pre_event"
"covid_event_profile_2019_2022","CORP_COMPENSATION_SHARE_NVA",2020,0.707800381827205,0.02698415498472,,2.698415498472,"event_onset"
"covid_event_profile_2019_2022","CORP_COMPENSATION_SHARE_NVA",2021,0.671023081522653,-0.036777300304552,,-3.6777300304552,"post_onset"
"covid_event_profile_2019_2022","CORP_COMPENSATION_SHARE_NVA",2022,0.652416826598795,-0.018606254923858,,-1.8606254923858,"post_onset"
"covid_event_profile_2019_2022","G_TOT_GPIM_2017",2019,21152932.5245726,-243875.705308702,-1.13977609505385,,"pre_event"
"covid_event_profile_2019_2022","G_TOT_GPIM_2017",2020,20731781.5349533,-421150.9896193,-1.99098157728279,,"event_onset"
"covid_event_profile_2019_2022","G_TOT_GPIM_2017",2021,20233341.3618141,-498440.1731392,-2.40423222817991,,"post_onset"
"covid_event_profile_2019_2022","G_TOT_GPIM_2017",2022,19808110.3079466,-425231.0538675,-2.10163534664635,,"post_onset"
"covid_event_profile_2019_2022","NFC_COMPENSATION_SHARE_GVA",2019,0.587441985101222,0.00249802601668103,,0.249802601668103,"pre_event"
"covid_event_profile_2019_2022","NFC_COMPENSATION_SHARE_GVA",2020,0.60484793205077,0.017405946949548,,1.7405946949548,"event_onset"
"covid_event_profile_2019_2022","NFC_COMPENSATION_SHARE_GVA",2021,0.579714486970795,-0.0251334450799751,,-2.51334450799751,"post_onset"
"covid_event_profile_2019_2022","NFC_COMPENSATION_SHARE_GVA",2022,0.56475673366441,-0.0149577533063849,,-1.49577533063849,"post_onset"
"covid_event_profile_2019_2022","NFC_COMPENSATION_SHARE_NVA",2019,0.694491783136635,0.00384846533649696,,0.384846533649696,"pre_event"
"covid_event_profile_2019_2022","NFC_COMPENSATION_SHARE_NVA",2020,0.724024852725833,0.029533069589198,,2.9533069589198,"event_onset"
"covid_event_profile_2019_2022","NFC_COMPENSATION_SHARE_NVA",2021,0.682319272087017,-0.0417055806388159,,-4.17055806388159,"post_onset"
"covid_event_profile_2019_2022","NFC_COMPENSATION_SHARE_NVA",2022,0.664051990819018,-0.018267281267999,,-1.8267281267999,"post_onset"
"covid_event_profile_2019_2022","Y_REAL_NFC_GVA_BASELINE",2019,10406488,270191,2.66557895846975,,"pre_event"
"covid_event_profile_2019_2022","Y_REAL_NFC_GVA_BASELINE",2020,9979518,-426970,-4.10292117763457,,"event_onset"
"covid_event_profile_2019_2022","Y_REAL_NFC_GVA_BASELINE",2021,10945065,965547,9.67528692267503,,"post_onset"
"covid_event_profile_2019_2022","Y_REAL_NFC_GVA_BASELINE",2022,11350816,405751,3.70715934533052,,"post_onset"
