"sample_name","spec_id","interaction_label","n_lead","n_lag","n_rows","fit_failures","pct_fit_failures","mean_omega_range","min_omega_range","median_corr","max_abs_corr","median_max_vif","p95_max_vif","max_max_vif","median_cond_num","p95_cond_num","max_cond_num","near_singularity_share","high_vif_share","moderate_vif_share","high_cond_share"
"Deep comparison","S1","omega_t k_t",4,2,1,0,0,0.0539397814979831,0.0539397814979831,0.875746742076611,0.875746742076611,4.29059986166982,4.29059986166982,4.29059986166982,602.672681873003,602.672681873003,602.672681873003,0,0,0,1
"Deep comparison","S1","omega_t k_t",4,3,1,0,0,0.0539397814979831,0.0539397814979831,0.8626854887284,0.8626854887284,3.90970539247236,3.90970539247236,3.90970539247236,619.798008362143,619.798008362143,619.798008362143,0,0,0,1
"Deep comparison","S1","omega_t k_t",4,4,1,0,0,0.0539397814979831,0.0539397814979831,0.849210116971023,0.849210116971023,3.58625804001164,3.58625804001164,3.58625804001164,642.811552416364,642.811552416364,642.811552416364,0,0,0,1
"Deep comparison","S2","(omega_t-omega_bar)k_t",0,0,1,0,0,0.068903972031307,0.068903972031307,0.325993417584916,0.325993417584916,1.11890829606343,1.11890829606343,1.11890829606343,456.909390852217,456.909390852217,456.909390852217,0,0,0,1
"Deep comparison","S2","(omega_t-omega_bar)k_t",0,1,1,0,0,0.059009657652242,0.059009657652242,0.239421853690197,0.239421853690197,1.0608085413388,1.0608085413388,1.0608085413388,456.889365316194,456.889365316194,456.889365316194,0,0,0,1
"Deep comparison","S2","(omega_t-omega_bar)k_t",0,2,1,0,0,0.0539397814979831,0.0539397814979831,0.153242736106023,0.153242736106023,1.02404806496301,1.02404806496301,1.02404806496301,461.932498600253,461.932498600253,461.932498600253,0,0,0,1
"Deep comparison","S2","(omega_t-omega_bar)k_t",0,3,1,0,0,0.0539397814979831,0.0539397814979831,0.112912056945186,0.112912056945186,1.01291377199517,1.01291377199517,1.01291377199517,474.598954803432,474.598954803432,474.598954803432,0,0,0,1
"Deep comparison","S2","(omega_t-omega_bar)k_t",0,4,1,0,0,0.0539397814979831,0.0539397814979831,0.0932034890614938,0.0932034890614938,1.0087630137127,1.0087630137127,1.0087630137127,490.862227695988,490.862227695988,490.862227695988,0,0,0,1
"Deep comparison","S2","(omega_t-omega_bar)k_t",1,0,1,0,0,0.068903972031307,0.068903972031307,0.322755096321621,0.322755096321621,1.11628428529881,1.11628428529881,1.11628428529881,465.475850079736,465.475850079736,465.475850079736,0,0,0,1
"Deep comparison","S2","(omega_t-omega_bar)k_t",1,1,1,0,0,0.059009657652242,0.059009657652242,0.234731097843916,0.234731097843916,1.05831157985757,1.05831157985757,1.05831157985757,465.654762614428,465.654762614428,465.654762614428,0,0,0,1
"Deep comparison","S2","(omega_t-omega_bar)k_t",1,2,1,0,0,0.0539397814979831,0.0539397814979831,0.147194895385854,0.147194895385854,1.02214616347377,1.02214616347377,1.02214616347377,471.155916645354,471.155916645354,471.155916645354,0,0,0,1
"Deep comparison","S2","(omega_t-omega_bar)k_t",1,3,1,0,0,0.0539397814979831,0.0539397814979831,0.106377381634145,0.106377381634145,1.0114456681908,1.0114456681908,1.0114456681908,484.496666045127,484.496666045127,484.496666045127,0,0,0,1
"Deep comparison","S2","(omega_t-omega_bar)k_t",1,4,1,0,0,0.0539397814979831,0.0539397814979831,0.0864559101343989,0.0864559101343989,1.00753091515935,1.00753091515935,1.00753091515935,501.563200249447,501.563200249447,501.563200249447,0,0,0,1
"Deep comparison","S2","(omega_t-omega_bar)k_t",2,0,1,0,0,0.068903972031307,0.068903972031307,0.338983741750584,0.338983741750584,1.1298285758594,1.1298285758594,1.1298285758594,478.010404334908,478.010404334908,478.010404334908,0,0,0,1
"Deep comparison","S2","(omega_t-omega_bar)k_t",2,1,1,0,0,0.059009657652242,0.059009657652242,0.25221057631875,0.25221057631875,1.06793129644903,1.06793129644903,1.06793129644903,477.685451366508,477.685451366508,477.685451366508,0,0,0,1
"Deep comparison","S2","(omega_t-omega_bar)k_t",2,2,1,0,0,0.0539397814979831,0.0539397814979831,0.165438171290111,0.165438171290111,1.0281399736475,1.0281399736475,1.0281399736475,482.794610323947,482.794610323947,482.794610323947,0,0,0,1
"Deep comparison","S2","(omega_t-omega_bar)k_t",2,3,1,0,0,0.0539397814979831,0.0539397814979831,0.124850339887036,0.124850339887036,1.01583442821993,1.01583442821993,1.01583442821993,496.4142096596,496.4142096596,496.4142096596,0,0,0,1
"Deep comparison","S2","(omega_t-omega_bar)k_t",2,4,1,0,0,0.0539397814979831,0.0539397814979831,0.105233359311097,0.105233359311097,1.01119806798769,1.01119806798769,1.01119806798769,514.147105301405,514.147105301405,514.147105301405,0,0,0,1
"Deep comparison","S2","(omega_t-omega_bar)k_t",3,0,1,0,0,0.068903972031307,0.068903972031307,0.355291855667486,0.355291855667486,1.14446895106587,1.14446895106587,1.14446895106587,491.638174831513,491.638174831513,491.638174831513,0,0,0,1
"Deep comparison","S2","(omega_t-omega_bar)k_t",3,1,1,0,0,0.059009657652242,0.059009657652242,0.26977603202637,0.26977603202637,1.07849166044588,1.07849166044588,1.07849166044588,490.793537077541,490.793537077541,490.793537077541,0,0,0,1
"Deep comparison","S2","(omega_t-omega_bar)k_t",3,2,1,0,0,0.0539397814979831,0.0539397814979831,0.183793366525345,0.183793366525345,1.03496098366202,1.03496098366202,1.03496098366202,495.511418247863,495.511418247863,495.511418247863,0,0,0,1
"Deep comparison","S2","(omega_t-omega_bar)k_t",3,3,1,0,0,0.0539397814979831,0.0539397814979831,0.143487750531632,0.143487750531632,1.02102154149026,1.02102154149026,1.02102154149026,509.468866689605,509.468866689605,509.468866689605,0,0,0,1
"Deep comparison","S2","(omega_t-omega_bar)k_t",3,4,1,0,0,0.0539397814979831,0.0539397814979831,0.124243310957876,0.124243310957876,1.01567841866463,1.01567841866463,1.01567841866463,527.969320864133,527.969320864133,527.969320864133,0,0,0,1
"Deep comparison","S2","(omega_t-omega_bar)k_t",4,0,1,0,0,0.068903972031307,0.068903972031307,0.363249348798756,0.363249348798756,1.15200749149543,1.15200749149543,1.15200749149543,504.930314899838,504.930314899838,504.930314899838,0,0,0,1
"Deep comparison","S2","(omega_t-omega_bar)k_t",4,1,1,0,0,0.059009657652242,0.059009657652242,0.277773208735325,0.277773208735325,1.08360905958959,1.08360905958959,1.08360905958959,503.877180658787,503.877180658787,503.877180658787,0,0,0,1
"Deep comparison","S2","(omega_t-omega_bar)k_t",4,2,1,0,0,0.0539397814979831,0.0539397814979831,0.191640021690934,0.191640021690934,1.03812611367228,1.03812611367228,1.03812611367228,508.619271465595,508.619271465595,508.619271465595,0,0,0,1
"Deep comparison","S2","(omega_t-omega_bar)k_t",4,3,1,0,0,0.0539397814979831,0.0539397814979831,0.151342698560058,0.151342698560058,1.02344153160305,1.02344153160305,1.02344153160305,523.208259421285,523.208259421285,523.208259421285,0,0,0,1
"Deep comparison","S2","(omega_t-omega_bar)k_t",4,4,1,0,0,0.0539397814979831,0.0539397814979831,0.132304861718317,0.132304861718317,1.01781644577109,1.01781644577109,1.01781644577109,542.708600640875,542.708600640875,542.708600640875,0,0,0,1
"Deep comparison","S3","omega_t k_t",0,0,1,0,0,0.068903972031307,0.068903972031307,0.904980284732595,0.904980284732595,5.52453577074363,5.52453577074363,5.52453577074363,104.724918461856,104.724918461856,104.724918461856,0,0,1,1
"Deep comparison","S3","omega_t k_t",0,1,1,0,0,0.059009657652242,0.059009657652242,0.903042962860042,0.903042962860042,5.41966036516323,5.41966036516323,5.41966036516323,114.790951109428,114.790951109428,114.790951109428,0,0,1,1
"Deep comparison","S3","omega_t k_t",0,2,1,0,0,0.0539397814979831,0.0539397814979831,0.897774767629725,0.897774767629725,5.1546267773868,5.1546267773868,5.1546267773868,121.796935175494,121.796935175494,121.796935175494,0,0,1,1
"Deep comparison","S3","omega_t k_t",0,3,1,0,0,0.0539397814979831,0.0539397814979831,0.88795570118677,0.88795570118677,4.72735739770097,4.72735739770097,4.72735739770097,121.859503317478,121.859503317478,121.859503317478,0,0,0,1
"Deep comparison","S3","omega_t k_t",0,4,1,0,0,0.0539397814979831,0.0539397814979831,0.877484704821985,0.877484704821985,4.34743684385853,4.34743684385853,4.34743684385853,120.707466730411,120.707466730411,120.707466730411,0,0,0,1
"Deep comparison","S3","omega_t k_t",1,0,1,0,0,0.068903972031307,0.068903972031307,0.899612255286408,0.899612255286408,5.24389925690131,5.24389925690131,5.24389925690131,103.329176065237,103.329176065237,103.329176065237,0,0,1,1
"Deep comparison","S3","omega_t k_t",1,1,1,0,0,0.059009657652242,0.059009657652242,0.897013903790165,0.897013903790165,5.11859643579063,5.11859643579063,5.11859643579063,113.182074182002,113.182074182002,113.182074182002,0,0,1,1
"Deep comparison","S3","omega_t k_t",1,2,1,0,0,0.0539397814979831,0.0539397814979831,0.890914397730465,0.890914397730465,4.84797863920743,4.84797863920743,4.84797863920743,120.006556682612,120.006556682612,120.006556682612,0,0,0,1
"Deep comparison","S3","omega_t k_t",1,3,1,0,0,0.0539397814979831,0.0539397814979831,0.880170037281173,0.880170037281173,4.4385125111037,4.4385125111037,4.4385125111037,120.001081378966,120.001081378966,120.001081378966,0,0,0,1
"Deep comparison","S3","omega_t k_t",1,4,1,0,0,0.0539397814979831,0.0539397814979831,0.868759592564025,0.868759592564025,4.07735940851977,4.07735940851977,4.07735940851977,118.80648558384,118.80648558384,118.80648558384,0,0,0,1
"Deep comparison","S3","omega_t k_t",2,0,1,0,0,0.068903972031307,0.068903972031307,0.896769294459714,0.896769294459714,5.10712624994758,5.10712624994758,5.10712624994758,101.778640386906,101.778640386906,101.778640386906,0,0,1,1
"Deep comparison","S3","omega_t k_t",2,1,1,0,0,0.059009657652242,0.059009657652242,0.893564985195196,0.893564985195196,4.96175436978541,4.96175436978541,4.96175436978541,111.483794949001,111.483794949001,111.483794949001,0,0,0,1
"Deep comparison","S3","omega_t k_t",2,2,1,0,0,0.0539397814979831,0.0539397814979831,0.886733668896387,0.886733668896387,4.67938272350881,4.67938272350881,4.67938272350881,118.220809373344,118.220809373344,118.220809373344,0,0,0,1
"Deep comparison","S3","omega_t k_t",2,3,1,0,0,0.0539397814979831,0.0539397814979831,0.875338209354977,0.875338209354977,4.27747063596446,4.27747063596446,4.27747063596446,118.195708018004,118.195708018004,118.195708018004,0,0,0,1
"Deep comparison","S3","omega_t k_t",2,4,1,0,0,0.0539397814979831,0.0539397814979831,0.863354244438051,0.863354244438051,3.92742976020086,3.92742976020086,3.92742976020086,116.982496685018,116.982496685018,116.982496685018,0,0,0,1
"Deep comparison","S3","omega_t k_t",3,0,1,0,0,0.068903972031307,0.068903972031307,0.893819860903361,0.893819860903361,4.97299523709088,4.97299523709088,4.97299523709088,100.204210618005,100.204210618005,100.204210618005,0,0,0,1
"Deep comparison","S3","omega_t k_t",3,1,1,0,0,0.059009657652242,0.059009657652242,0.889949716690693,0.889949716690693,4.80793497521594,4.80793497521594,4.80793497521594,109.750251991014,109.750251991014,109.750251991014,0,0,0,1
"Deep comparison","S3","omega_t k_t",3,2,1,0,0,0.0539397814979831,0.0539397814979831,0.882316591062749,0.882316591062749,4.5143173873305,4.5143173873305,4.5143173873305,116.388541833668,116.388541833668,116.388541833668,0,0,0,1
"Deep comparison","S3","omega_t k_t",3,3,1,0,0,0.0539397814979831,0.0539397814979831,0.870227497901127,0.870227497901127,4.12024350715524,4.12024350715524,4.12024350715524,116.3397328034,116.3397328034,116.3397328034,0,0,0,1
"Deep comparison","S3","omega_t k_t",3,4,1,0,0,0.0539397814979831,0.0539397814979831,0.857645415673891,0.857645415673891,3.78151408465945,3.78151408465945,3.78151408465945,115.105771626992,115.105771626992,115.105771626992,0,0,0,1
"Deep comparison","S3","omega_t k_t",4,0,1,0,0,0.068903972031307,0.068903972031307,0.889172877171192,0.889172877171192,4.77619708811636,4.77619708811636,4.77619708811636,98.620555833636,98.620555833636,98.620555833636,0,0,0,0
"Deep comparison","S3","omega_t k_t",4,1,1,0,0,0.059009657652242,0.059009657652242,0.884433548937571,0.884433548937571,4.59184686106741,4.59184686106741,4.59184686106741,107.9515126125,107.9515126125,107.9515126125,0,0,0,1
"Deep comparison","S3","omega_t k_t",4,2,1,0,0,0.0539397814979831,0.0539397814979831,0.875746742076611,0.875746742076611,4.29059986166982,4.29059986166982,4.29059986166982,114.424795337222,114.424795337222,114.424795337222,0,0,0,1
"Deep comparison","S3","omega_t k_t",4,3,1,0,0,0.0539397814979831,0.0539397814979831,0.8626854887284,0.8626854887284,3.90970539247236,3.90970539247236,3.90970539247236,114.324356330414,114.324356330414,114.324356330414,0,0,0,1
"Deep comparison","S3","omega_t k_t",4,4,1,0,0,0.0539397814979831,0.0539397814979831,0.849210116971023,0.849210116971023,3.58625804001164,3.58625804001164,3.58625804001164,113.056364778885,113.056364778885,113.056364778885,0,0,0,1
"Deep comparison","S4","(omega_t-omega_bar)k_t",0,0,1,0,0,0.068903972031307,0.068903972031307,0.325993417584916,0.325993417584916,1.11890829606343,1.11890829606343,1.11890829606343,74.84575073717,74.84575073717,74.84575073717,0,0,0,0
"Deep comparison","S4","(omega_t-omega_bar)k_t",0,1,1,0,0,0.059009657652242,0.059009657652242,0.239421853690197,0.239421853690197,1.0608085413388,1.0608085413388,1.0608085413388,81.9744138607566,81.9744138607566,81.9744138607566,0,0,0,0
"Deep comparison","S4","(omega_t-omega_bar)k_t",0,2,1,0,0,0.0539397814979831,0.0539397814979831,0.153242736106023,0.153242736106023,1.02404806496301,1.02404806496301,1.02404806496301,86.9232316634256,86.9232316634256,86.9232316634256,0,0,0,0
"Deep comparison","S4","(omega_t-omega_bar)k_t",0,3,1,0,0,0.0539397814979831,0.0539397814979831,0.112912056945186,0.112912056945186,1.01291377199517,1.01291377199517,1.01291377199517,86.9451034002594,86.9451034002594,86.9451034002594,0,0,0,0
"Deep comparison","S4","(omega_t-omega_bar)k_t",0,4,1,0,0,0.0539397814979831,0.0539397814979831,0.0932034890614938,0.0932034890614938,1.0087630137127,1.0087630137127,1.0087630137127,86.1115323766355,86.1115323766355,86.1115323766355,0,0,0,0
"Deep comparison","S4","(omega_t-omega_bar)k_t",1,0,1,0,0,0.068903972031307,0.068903972031307,0.322755096321621,0.322755096321621,1.11628428529881,1.11628428529881,1.11628428529881,73.8569659345217,73.8569659345217,73.8569659345217,0,0,0,0
"Deep comparison","S4","(omega_t-omega_bar)k_t",1,1,1,0,0,0.059009657652242,0.059009657652242,0.234731097843916,0.234731097843916,1.05831157985757,1.05831157985757,1.05831157985757,80.8332831052836,80.8332831052836,80.8332831052836,0,0,0,0
"Deep comparison","S4","(omega_t-omega_bar)k_t",1,2,1,0,0,0.0539397814979831,0.0539397814979831,0.147194895385854,0.147194895385854,1.02214616347377,1.02214616347377,1.02214616347377,85.6522597601305,85.6522597601305,85.6522597601305,0,0,0,0
"Deep comparison","S4","(omega_t-omega_bar)k_t",1,3,1,0,0,0.0539397814979831,0.0539397814979831,0.106377381634145,0.106377381634145,1.0114456681908,1.0114456681908,1.0114456681908,85.6253608658081,85.6253608658081,85.6253608658081,0,0,0,0
"Deep comparison","S4","(omega_t-omega_bar)k_t",1,4,1,0,0,0.0539397814979831,0.0539397814979831,0.0864559101343989,0.0864559101343989,1.00753091515935,1.00753091515935,1.00753091515935,84.7613272917388,84.7613272917388,84.7613272917388,0,0,0,0
"Deep comparison","S4","(omega_t-omega_bar)k_t",2,0,1,0,0,0.068903972031307,0.068903972031307,0.338983741750584,0.338983741750584,1.1298285758594,1.1298285758594,1.1298285758594,72.7460417820435,72.7460417820435,72.7460417820435,0,0,0,0
"Deep comparison","S4","(omega_t-omega_bar)k_t",2,1,1,0,0,0.059009657652242,0.059009657652242,0.25221057631875,0.25221057631875,1.06793129644903,1.06793129644903,1.06793129644903,79.615348719936,79.615348719936,79.615348719936,0,0,0,0
"Deep comparison","S4","(omega_t-omega_bar)k_t",2,2,1,0,0,0.0539397814979831,0.0539397814979831,0.165438171290111,0.165438171290111,1.0281399736475,1.0281399736475,1.0281399736475,84.3704633993845,84.3704633993845,84.3704633993845,0,0,0,0
"Deep comparison","S4","(omega_t-omega_bar)k_t",2,3,1,0,0,0.0539397814979831,0.0539397814979831,0.124850339887036,0.124850339887036,1.01583442821993,1.01583442821993,1.01583442821993,84.3289504939236,84.3289504939236,84.3289504939236,0,0,0,0
"Deep comparison","S4","(omega_t-omega_bar)k_t",2,4,1,0,0,0.0539397814979831,0.0539397814979831,0.105233359311097,0.105233359311097,1.01119806798769,1.01119806798769,1.01119806798769,83.4512764946666,83.4512764946666,83.4512764946666,0,0,0,0
"Deep comparison","S4","(omega_t-omega_bar)k_t",3,0,1,0,0,0.068903972031307,0.068903972031307,0.355291855667486,0.355291855667486,1.14446895106587,1.14446895106587,1.14446895106587,71.6186881624028,71.6186881624028,71.6186881624028,0,0,0,0
"Deep comparison","S4","(omega_t-omega_bar)k_t",3,1,1,0,0,0.059009657652242,0.059009657652242,0.26977603202637,0.26977603202637,1.07849166044588,1.07849166044588,1.07849166044588,78.372895711297,78.372895711297,78.372895711297,0,0,0,0
"Deep comparison","S4","(omega_t-omega_bar)k_t",3,2,1,0,0,0.0539397814979831,0.0539397814979831,0.183793366525345,0.183793366525345,1.03496098366202,1.03496098366202,1.03496098366202,83.0561262735394,83.0561262735394,83.0561262735394,0,0,0,0
"Deep comparison","S4","(omega_t-omega_bar)k_t",3,3,1,0,0,0.0539397814979831,0.0539397814979831,0.143487750531632,0.143487750531632,1.02102154149026,1.02102154149026,1.02102154149026,82.9970795689288,82.9970795689288,82.9970795689288,0,0,0,0
"Deep comparison","S4","(omega_t-omega_bar)k_t",3,4,1,0,0,0.0539397814979831,0.0539397814979831,0.124243310957876,0.124243310957876,1.01567841866463,1.01567841866463,1.01567841866463,82.1042356782975,82.1042356782975,82.1042356782975,0,0,0,0
"Deep comparison","S4","(omega_t-omega_bar)k_t",4,0,1,0,0,0.068903972031307,0.068903972031307,0.363249348798756,0.363249348798756,1.15200749149543,1.15200749149543,1.15200749149543,70.4903251085548,70.4903251085548,70.4903251085548,0,0,0,0
"Deep comparison","S4","(omega_t-omega_bar)k_t",4,1,1,0,0,0.059009657652242,0.059009657652242,0.277773208735325,0.277773208735325,1.08360905958959,1.08360905958959,1.08360905958959,77.0900928003325,77.0900928003325,77.0900928003325,0,0,0,0
"Deep comparison","S4","(omega_t-omega_bar)k_t",4,2,1,0,0,0.0539397814979831,0.0539397814979831,0.191640021690934,0.191640021690934,1.03812611367228,1.03812611367228,1.03812611367228,81.6546599530637,81.6546599530637,81.6546599530637,0,0,0,0
"Deep comparison","S4","(omega_t-omega_bar)k_t",4,3,1,0,0,0.0539397814979831,0.0539397814979831,0.151342698560058,0.151342698560058,1.02344153160305,1.02344153160305,1.02344153160305,81.5583382383515,81.5583382383515,81.5583382383515,0,0,0,0
"Deep comparison","S4","(omega_t-omega_bar)k_t",4,4,1,0,0,0.0539397814979831,0.0539397814979831,0.132304861718317,0.132304861718317,1.01781644577109,1.01781644577109,1.01781644577109,80.640970847049,80.640970847049,80.640970847049,0,0,0,0
"Fordist core","S1","omega_t k_t",0,0,1,0,0,0.0539397814979831,0.0539397814979831,0.825282141173346,0.825282141173346,3.13568693591488,3.13568693591488,3.13568693591488,686.238623336379,686.238623336379,686.238623336379,0,0,0,1
"Fordist core","S1","omega_t k_t",0,1,1,0,0,0.044201682832525,0.044201682832525,0.874825206327763,0.874825206327763,4.26110594161935,4.26110594161935,4.26110594161935,744.801809159081,744.801809159081,744.801809159081,0,0,0,1
"Fordist core","S1","omega_t k_t",0,2,1,0,0,0.044201682832525,0.044201682832525,0.887525245608996,0.887525245608996,4.71033914491057,4.71033914491057,4.71033914491057,808.547573779351,808.547573779351,808.547573779351,0,0,0,1
"Fordist core","S1","omega_t k_t",0,3,1,0,0,0.044201682832525,0.044201682832525,0.876016594179973,0.876016594179973,4.29931991250236,4.29931991250236,4.29931991250236,837.258392148967,837.258392148967,837.258392148967,0,0,0,1
"Fordist core","S1","omega_t k_t",0,4,1,0,0,0.044201682832525,0.044201682832525,0.861314986643383,0.861314986643383,3.87391951189462,3.87391951189462,3.87391951189462,864.568921239608,864.568921239608,864.568921239608,0,0,0,1
"Fordist core","S1","omega_t k_t",1,0,1,0,0,0.0539397814979831,0.0539397814979831,0.803335986374047,0.803335986374047,2.81967109594058,2.81967109594058,2.81967109594058,707.164413819311,707.164413819311,707.164413819311,0,0,0,1
"Fordist core","S1","omega_t k_t",1,1,1,0,0,0.044201682832525,0.044201682832525,0.858698762940836,0.858698762940836,3.80754483593584,3.80754483593584,3.80754483593584,759.413194362538,759.413194362538,759.413194362538,0,0,0,1
"Fordist core","S1","omega_t k_t",1,2,1,0,0,0.044201682832525,0.044201682832525,0.872605412533305,0.872605412533305,4.1918211914884,4.1918211914884,4.1918211914884,820.79883845031,820.79883845031,820.79883845031,0,0,0,1
"Fordist core","S1","omega_t k_t",1,3,1,0,0,0.044201682832525,0.044201682832525,0.858892832179183,0.858892832179183,3.81238341905336,3.81238341905336,3.81238341905336,852.114070470297,852.114070470297,852.114070470297,0,0,0,1
"Fordist core","S1","omega_t k_t",1,4,1,0,0,0.044201682832525,0.044201682832525,0.841304624021606,0.841304624021606,3.42223700945137,3.42223700945137,3.42223700945137,882.848008914352,882.848008914352,882.848008914352,0,0,0,1
"Fordist core","S1","omega_t k_t",2,0,1,0,0,0.0539397814979831,0.0539397814979831,0.778193920091238,0.778193920091238,2.5354055263795,2.5354055263795,2.5354055263795,732.186349714729,732.186349714729,732.186349714729,0,0,0,1
"Fordist core","S1","omega_t k_t",2,1,1,0,0,0.044201682832525,0.044201682832525,0.840095017508776,0.840095017508776,3.39858201202802,3.39858201202802,3.39858201202802,779.358865942071,779.358865942071,779.358865942071,0,0,0,1
"Fordist core","S1","omega_t k_t",2,2,1,0,0,0.044201682832525,0.044201682832525,0.85545250902242,0.85545250902242,3.72854680659639,3.72854680659639,3.72854680659639,839.297010345639,839.297010345639,839.297010345639,0,0,0,1
"Fordist core","S1","omega_t k_t",2,3,1,0,0,0.044201682832525,0.044201682832525,0.839181042681014,0.839181042681014,3.38094632584798,3.38094632584798,3.38094632584798,873.747755976997,873.747755976997,873.747755976997,0,0,0,1
"Fordist core","S1","omega_t k_t",2,4,1,0,0,0.044201682832525,0.044201682832525,0.818191538557617,0.818191538557617,3.02514555834541,3.02514555834541,3.02514555834541,908.510820702342,908.510820702342,908.510820702342,0,0,0,1
