"omega_mean","omega_min","omega_max","omega_range","beta1_hat","se_beta1","t_beta1","p_beta1","beta2_hat","se_beta2","t_beta2","p_beta2","const_hat","se_const","t_const","p_const","fit_ok","fit_message","corr_longrun_regressors","VIF_regressor_1","VIF_regressor_2","max_vif","condition_number_longrun_X","smallest_eigenvalue_XtX","rank_longrun_X","near_singularity_flag","design_flag","registry_type","sample_name","economic_start_year","economic_end_year","window_width","rolling_start_year","rolling_end_year","regression_start_year","regression_end_year","N","spec_id","intercept_flag","centered_flag","interaction_label","n_lead","n_lag","kernel","bandwidth"
0.632164091355172,0.609475288313768,0.654104621464026,0.0446293331502581,0.840815026096019,0.0335190190597379,25.0847145794306,3.04620424232662e-20,0.00219609706251592,0.0483715239270329,0.0454006176408391,0.964122117824444,1.43653348357413,0.128276390917528,11.1987363637141,1.18596315419524e-11,TRUE,"",0.905153177803666,5.53410399380646,5.53410399380644,5.53410399380646,720.582056295026,0.0194013015208503,3,FALSE,"moderate-VIF","rolling","Full sample",1929,2024,35,1945,1979,1948,1977,30,"S1",TRUE,FALSE,"omega_t k_t",2,2,"ba",3
0.632164091355172,0.609475288313768,0.654104621464026,0.0446293331502581,0.93249016309498,0.120099031984481,7.7643437060798,1.85617352029149e-08,-0.0202780882645222,0.178574002593745,-0.113555657430465,0.910400347089671,NA,NA,NA,NA,TRUE,"",0.905153177803666,5.53410399380646,5.53410399380644,5.53410399380646,128.065932006787,0.61240174505474,2,FALSE,"moderate-VIF","rolling","Full sample",1929,2024,35,1945,1979,1948,1977,30,"S3",FALSE,FALSE,"omega_t k_t",2,2,"ba",3
0.632549796484429,0.609475288313768,0.654104621464026,0.0446293331502581,0.852912813497988,0.0346745192214808,24.5976824667726,5.06239198250397e-20,-0.00940130805869125,0.0500603846368815,-0.187799357253938,0.85243820228659,1.38430529106809,0.145567899016408,9.50968792173094,4.12843096264708e-10,TRUE,"",0.902545569952533,5.39340888511551,5.3934088851155,5.39340888511551,724.138127692266,0.0193373893960971,3,FALSE,"moderate-VIF","rolling","Full sample",1929,2024,35,1946,1980,1949,1978,30,"S1",TRUE,FALSE,"omega_t k_t",2,2,"ba",3
0.632549796484429,0.609475288313768,0.654104621464026,0.0446293331502581,0.941370754113945,0.0999113260438675,9.42206245666906,3.52252943510917e-10,-0.0348250095241781,0.149518880777056,-0.232913792179228,0.817522591321262,NA,NA,NA,NA,TRUE,"",0.902545569952533,5.39340888511551,5.3934088851155,5.39340888511551,129.305102157418,0.604677312910553,2,FALSE,"moderate-VIF","rolling","Full sample",1929,2024,35,1946,1980,1949,1978,30,"S3",FALSE,FALSE,"omega_t k_t",2,2,"ba",3
0.633444411664605,0.609475288313768,0.654104621464026,0.0446293331502581,0.84120117969519,0.0359299616309305,23.4122482048808,1.81334073336458e-19,0.0125373340916828,0.051656367877496,0.242706458212766,0.810067104237407,1.37620955343713,0.16905844090028,8.14043679870971,9.60814014565801e-09,TRUE,"",0.902068355144102,5.36847371169166,5.36847371169165,5.36847371169166,741.610822485639,0.0185663413458986,3,FALSE,"moderate-VIF","rolling","Full sample",1929,2024,35,1947,1981,1950,1979,30,"S1",TRUE,FALSE,"omega_t k_t",2,2,"ba",3
0.633444411664605,0.609475288313768,0.654104621464026,0.0446293331502581,0.909599769118251,0.0942242757360591,9.6535607412491,2.08398635840284e-10,0.0171891656908202,0.139320673883417,0.123378427707032,0.902688829147596,NA,NA,NA,NA,TRUE,"",0.902068355144102,5.36847371169166,5.36847371169165,5.36847371169166,126.197442660665,0.639294010491994,2,FALSE,"moderate-VIF","rolling","Full sample",1929,2024,35,1947,1981,1950,1979,30,"S3",FALSE,FALSE,"omega_t k_t",2,2,"ba",3
0.634948666650752,0.61236559273945,0.654602937898175,0.042237345158725,0.839249097357903,0.032298339597212,25.9842799296825,1.22036164419854e-20,0.0183699176821897,0.0467308809229256,0.393100179568359,0.697332234683354,1.39755063723685,0.148826613057746,9.39046188395477,5.37704061312364e-10,TRUE,"",0.901058521954691,5.31650369242773,5.31650369242771,5.31650369242773,746.632791023975,0.0184546641188693,3,FALSE,"moderate-VIF","rolling","Full sample",1929,2024,35,1948,1982,1951,1980,30,"S1",TRUE,FALSE,"omega_t k_t",2,2,"ba",3
0.634948666650752,0.61236559273945,0.654602937898175,0.042237345158725,0.909808651084395,0.100634608103236,9.04071341094777,8.4923261881038e-10,0.0285711028869832,0.149670527806372,0.190893312836749,0.849986598415977,NA,NA,NA,NA,TRUE,"",0.901058521954691,5.31650369242773,5.31650369242771,5.31650369242773,128.861042272567,0.617745740376904,2,FALSE,"moderate-VIF","rolling","Full sample",1929,2024,35,1948,1982,1951,1980,30,"S3",FALSE,FALSE,"omega_t k_t",2,2,"ba",3
0.635350025083278,0.61236559273945,0.654602937898175,0.042237345158725,0.952788468748701,0.0141729588781331,67.2257978691185,4.54889919080744e-22,-0.103669635338314,0.00773740686769698,-13.3984986328076,1.83105444489113e-10,0.898445859471951,0.212201010705648,4.23393770125921,0.000559151915492148,TRUE,"",0.897414283888105,5.13748941270998,5.13748941271,5.13748941271,1441.27243315251,0.00342496215388333,3,TRUE,"near-singular","rolling","Full sample",1929,2024,25,1959,1983,1962,1981,20,"S1",TRUE,FALSE,"omega_t k_t",2,2,"ba",3
0.635350025083278,0.61236559273945,0.654602937898175,0.042237345158725,1.00876372116239,0.0065308926823228,154.460311971258,1.45956285284956e-29,-0.110241197108402,0.00969231818324674,-11.3740794538663,1.18950504312085e-09,NA,NA,NA,NA,TRUE,"",0.897414283888105,5.13748941270998,5.13748941271,5.13748941271,117.946012487344,0.509987312391559,2,FALSE,"moderate-VIF","rolling","Full sample",1929,2024,25,1959,1983,1962,1981,20,"S3",FALSE,FALSE,"omega_t k_t",2,2,"ba",3
