"run_id","kernel","bandwidth","base_n_lead","base_n_lag","roll_widths","roll_step","lead_grid","lag_grid","data_start","data_end"
"20260422_034446","ba",3,2,2,"25,35",1,"0,1,2,3,4","0,1,2,3,4",1929,2024
