swing_id,start_year,end_year,start_type,end_type,direction,duration_years,start_r,end_r,amplitude_pct,amplitude_log,pace_pct_per_year,pace_log_per_year,ect_start,ect_end,ect_avg,ect_smoothed_avg,boundary_only,rhs_terminal_window
1,1940,1946,trough,peak,trough_to_peak,6,0.08194716192827933,0.10985438859347624,34.05514725405803,0.29308107597279065,5.00595176041021,0.048846845995465106,-6.052562017806046,-6.107607067750084,-6.124730276456697,-6.12391298734584,FALSE,FALSE
2,1946,1949,peak,trough,peak_to_trough,3,0.10985438859347624,0.09654861474591506,-12.112191436247588,-0.1291090875743377,-4.21234413763435,-0.043036362524779236,-6.107607067750084,-6.0868763905572925,-6.045643836918416,-6.059070629297819,FALSE,FALSE
3,1949,1955,trough,peak,trough_to_peak,6,0.09654861474591506,0.14115822872463382,46.204302460596615,0.3798347894896261,6.5352572374878015,0.06330579824827103,-6.0868763905572925,-6.297242212420575,-6.229870563329059,-6.233577946661174,FALSE,FALSE
4,1955,1961,peak,trough,peak_to_trough,6,0.14115822872463382,0.0806699493415625,-42.851401529746866,-0.5595153197530898,-8.903659556521703,-0.09325255329218163,-6.297242212420575,-6.002397019649123,-6.287674098599751,-6.304885327141019,FALSE,FALSE
5,1961,1969,trough,peak,trough_to_peak,8,0.0806699493415625,0.12022918546617364,49.038379777721715,0.39903366918953376,5.1144119588704795,0.04987920864869172,-6.002397019649123,-6.296999468257914,-6.287512474223861,-6.295316674515708,FALSE,FALSE
6,1969,1972,peak,trough,peak_to_trough,3,0.12022918546617364,0.07463223801686555,-37.92502400520441,-0.47682724130685417,-14.6954518771088,-0.15894241376895138,-6.296999468257914,-6.232778661117724,-6.324473416962959,-6.333439598878798,FALSE,FALSE
7,1972,1974,trough,peak,trough_to_peak,2,0.07463223801686555,0.1336485373820318,79.0761485027819,0.5826409400212826,33.81933660827268,0.2913204700106413,-6.232778661117724,-6.84902210484495,-6.449126555179286,-6.48224433399743,FALSE,FALSE
8,1974,1976,peak,trough,peak_to_trough,2,0.1336485373820318,0.10050615134368027,-24.798165911546533,-0.2849945658556008,-13.281008949334828,-0.1424972829278004,-6.84902210484495,-7.02431051148395,-6.94794235066869,-6.8634415707032534,FALSE,FALSE
9,1976,1978,trough,peak,trough_to_peak,2,0.10050615134368027,0.12376727049752988,23.143975610316957,0.2081840182614294,10.970255298578536,0.1040920091307147,-7.02431051148395,-6.757227904456791,-6.876261704335176,-6.911806126205239,FALSE,TRUE
