"stage_id","validation_result","validation_status","decision","status","interest_candidates_found","interest_candidates_admissible","selected_interest_variable_id","selected_interest_semantic_class","core_proxy_variables_created","optional_consolidated_proxy_status","v1_variables","new_variables","v1_1_candidate_variables","v1_long_rows","new_long_rows","v1_1_candidate_long_rows","v1_wide_rows","v1_1_candidate_wide_rows"
"S30G_FINANCIAL_CLAIMS_PROXY_ADDENDUM","PASS","PASS 48/48","S30G_FINANCIAL_CLAIMS_PROXY_CONSTRUCTION_COMPLETE","V1_1_RELEASE_CANDIDATE_READY_BOUNDED_PROXY",11,1,"NFC_NET_INT","ADMISSIBLE_NFC_INTEREST_AND_MISC_PAYMENTS_PROXY",6,"PARKED_COUNTERPARTY_OR_ACCOUNTING_IDENTITY_UNRESOLVED",37,6,43,3637,582,4219,125,125
