"variable_id","family_id","source_stage","source_file","authoritative_variable_id","contract_status","analytical_role","unit","reference_year","transformation","coverage_start","coverage_end","first_fully_supported_year","support_status","canonical_inclusion_status","baseline_or_robustness","observation_status","alias_status","metadata_status","blocked_status","canonical_exclusion_reason"
"NFC__IPP__gross_stock_current_cost","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","NFC__IPP__gross_stock_current_cost","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"NFC__IPP__official_price_index","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","NFC__IPP__official_price_index","DIAGNOSTIC_ONLY","diagnostic_reference_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","CANONICAL_DIAGNOSTIC","DIAGNOSTIC_ONLY","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"NFC__IPP__retirements","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","NFC__IPP__retirements","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"NFC__IPP__revaluation_holding_gains","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","NFC__IPP__revaluation_holding_gains","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"CORP__ME__official_price_index","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","CORP__ME__official_price_index","DIAGNOSTIC_ONLY","diagnostic_reference_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","CANONICAL_DIAGNOSTIC","DIAGNOSTIC_ONLY","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"CORP__NRC__official_price_index","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","CORP__NRC__official_price_index","DIAGNOSTIC_ONLY","diagnostic_reference_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","CANONICAL_DIAGNOSTIC","DIAGNOSTIC_ONLY","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"FIN__ME__official_price_index","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","FIN__ME__official_price_index","DIAGNOSTIC_ONLY","diagnostic_reference_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","CANONICAL_DIAGNOSTIC","DIAGNOSTIC_ONLY","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"FIN__NRC__official_price_index","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","FIN__NRC__official_price_index","DIAGNOSTIC_ONLY","diagnostic_reference_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","CANONICAL_DIAGNOSTIC","DIAGNOSTIC_ONLY","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"NFC__ME__official_price_index","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","NFC__ME__official_price_index","DIAGNOSTIC_ONLY","diagnostic_reference_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","CANONICAL_DIAGNOSTIC","DIAGNOSTIC_ONLY","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"NFC__NRC__official_price_index","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","NFC__NRC__official_price_index","DIAGNOSTIC_ONLY","diagnostic_reference_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","CANONICAL_DIAGNOSTIC","DIAGNOSTIC_ONLY","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"ACCUMULATED_Q","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","ACCUMULATED_Q","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"ADJUSTED_SHAIKH_CORPORATE_GOS","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","ADJUSTED_SHAIKH_CORPORATE_GOS","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"ADJUSTED_SHAIKH_CORPORATE_GVA","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","ADJUSTED_SHAIKH_CORPORATE_GVA","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"ADJUSTED_SHAIKH_CORPORATE_NOS","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","ADJUSTED_SHAIKH_CORPORATE_NOS","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"BUSINESS_WIDE_SHAIKH_OBJECTS","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","BUSINESS_WIDE_SHAIKH_OBJECTS","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"BUSINESS_WIDE_SHAIKH_RECONCILIATION","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","BUSINESS_WIDE_SHAIKH_RECONCILIATION","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"CORP__current_transfer_payments","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","CORP__current_transfer_payments","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"CORP__current_transfer_receipts","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","CORP__current_transfer_receipts","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"CORP__dividends_paid","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","CORP__dividends_paid","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"CORP__dividends_received","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","CORP__dividends_received","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"CORP__ME__gross_stock_current_cost","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","CORP__ME__gross_stock_current_cost","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"CORP__ME__retirements","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","CORP__ME__retirements","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"CORP__ME__revaluation_holding_gains","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","CORP__ME__revaluation_holding_gains","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"CORP__NRC__gross_stock_current_cost","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","CORP__NRC__gross_stock_current_cost","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"CORP__NRC__retirements","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","CORP__NRC__retirements","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"CORP__NRC__revaluation_holding_gains","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","CORP__NRC__revaluation_holding_gains","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"FIN__current_transfer_payments","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","FIN__current_transfer_payments","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"FIN__current_transfer_receipts","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","FIN__current_transfer_receipts","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"FIN__dividends_paid","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","FIN__dividends_paid","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"FIN__dividends_received","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","FIN__dividends_received","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"FIN__ME__gross_stock_current_cost","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","FIN__ME__gross_stock_current_cost","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"FIN__NRC__gross_stock_current_cost","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","FIN__NRC__gross_stock_current_cost","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"GOV_TRANS__gross_stock_current_cost","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","GOV_TRANS__gross_stock_current_cost","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"GPIM_RECONSTRUCTION","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","GPIM_RECONSTRUCTION","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"NFC__current_transfer_payments","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","NFC__current_transfer_payments","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"NFC__current_transfer_receipts","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","NFC__current_transfer_receipts","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"NFC__dividends_paid","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","NFC__dividends_paid","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"NFC__dividends_received","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","NFC__dividends_received","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"NFC__ME__gross_stock_current_cost","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","NFC__ME__gross_stock_current_cost","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"NFC__ME__retirements","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","NFC__ME__retirements","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"NFC__ME__revaluation_holding_gains","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","NFC__ME__revaluation_holding_gains","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"NFC__NRC__gross_stock_current_cost","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","NFC__NRC__gross_stock_current_cost","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"NFC__NRC__retirements","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","NFC__NRC__retirements","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"NFC__NRC__revaluation_holding_gains","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","NFC__NRC__revaluation_holding_gains","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"POST_S20_CHAPTER2_STAGES","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","POST_S20_CHAPTER2_STAGES","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"PRODUCTIVE_CAPACITY","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","PRODUCTIVE_CAPACITY","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"SHINY_APP","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","SHINY_APP","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"THETA_ECONOMETRICS","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","THETA_ECONOMETRICS","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"UTILIZATION","contextual","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","UTILIZATION","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only",,"","reference_only",,,,"excluded_or_deferred_no_observations","PARKED_EXCLUDED","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","not_alias","not_metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"DOWNSTREAM__e_adj_CORP","contextual","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","DOWNSTREAM__e_adj_CORP","METADATA_REFERENCE_ONLY","metadata_reference_only",,"","reference_only",,,,"metadata_only_zero_observation","METADATA_REFERENCE_ONLY","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","not_alias","metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"DOWNSTREAM__e_adj_NFC","contextual","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","DOWNSTREAM__e_adj_NFC","METADATA_REFERENCE_ONLY","metadata_reference_only",,"","reference_only",,,,"metadata_only_zero_observation","METADATA_REFERENCE_ONLY","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","not_alias","metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"DOWNSTREAM__e_x_Kcap","contextual","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","DOWNSTREAM__e_x_Kcap","METADATA_REFERENCE_ONLY","metadata_reference_only",,"","reference_only",,,,"metadata_only_zero_observation","METADATA_REFERENCE_ONLY","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","not_alias","metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"DOWNSTREAM__e_x_ME","contextual","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","DOWNSTREAM__e_x_ME","METADATA_REFERENCE_ONLY","metadata_reference_only",,"","reference_only",,,,"metadata_only_zero_observation","METADATA_REFERENCE_ONLY","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","not_alias","metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"DOWNSTREAM__e_x_ME_NRC_gap","contextual","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","DOWNSTREAM__e_x_ME_NRC_gap","METADATA_REFERENCE_ONLY","metadata_reference_only",,"","reference_only",,,,"metadata_only_zero_observation","METADATA_REFERENCE_ONLY","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","not_alias","metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
"DOWNSTREAM__e_x_NRC","contextual","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","DOWNSTREAM__e_x_NRC","METADATA_REFERENCE_ONLY","metadata_reference_only",,"","reference_only",,,,"metadata_only_zero_observation","METADATA_REFERENCE_ONLY","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","not_alias","metadata_only","not_blocked","not_authorized_as_value_bearing_canonical_object"
