"run_id","det_tag","cell_id","p","q_tag","eig_id","Re","Im","Mod"
1,"SR_none__LR_both","p01_sym_none_both",1,"sym",1,0.999999999999998,0,0.999999999999998
1,"SR_none__LR_both","p01_sym_none_both",1,"sym",2,0.984864311242431,0,0.984864311242431
1,"SR_none__LR_both","p01_sym_none_both",1,"sym",3,0.277219440472865,0,0.277219440472865
1,"SR_none__LR_both","p01_sym_none_both",1,"sym",4,-0.0623781131441996,0,0.0623781131441996
1,"SR_none__LR_both","p01_Y_only_none_both",1,"Y_only",1,0.999999999999999,0,0.999999999999999
1,"SR_none__LR_both","p01_Y_only_none_both",1,"Y_only",2,0.986494923989545,0,0.986494923989545
1,"SR_none__LR_both","p01_Y_only_none_both",1,"Y_only",3,-0.083443422606539,0,0.083443422606539
1,"SR_none__LR_both","p01_Y_only_none_both",1,"Y_only",4,0,0,0
1,"SR_none__LR_both","p01_K_only_none_both",1,"K_only",1,1.00000000000001,0,1.00000000000001
1,"SR_none__LR_both","p01_K_only_none_both",1,"K_only",2,0.985219791591074,0,0.985219791591074
1,"SR_none__LR_both","p01_K_only_none_both",1,"K_only",3,0.211496560717071,0,0.211496560717071
1,"SR_none__LR_both","p01_K_only_none_both",1,"K_only",4,0,0,0
1,"SR_none__LR_both","p01_Y_short_none_both",1,"Y_short",1,0.999999999999998,0,0.999999999999998
1,"SR_none__LR_both","p01_Y_short_none_both",1,"Y_short",2,0.984864311242431,0,0.984864311242431
1,"SR_none__LR_both","p01_Y_short_none_both",1,"Y_short",3,0.277219440472865,0,0.277219440472865
1,"SR_none__LR_both","p01_Y_short_none_both",1,"Y_short",4,-0.0623781131441996,0,0.0623781131441996
1,"SR_none__LR_both","p01_K_short_none_both",1,"K_short",1,0.999999999999998,0,0.999999999999998
1,"SR_none__LR_both","p01_K_short_none_both",1,"K_short",2,0.984864311242431,0,0.984864311242431
1,"SR_none__LR_both","p01_K_short_none_both",1,"K_short",3,0.277219440472865,0,0.277219440472865
1,"SR_none__LR_both","p01_K_short_none_both",1,"K_short",4,-0.0623781131441996,0,0.0623781131441996
1,"SR_none__LR_both","p02_sym_none_both",2,"sym",1,1,0,1
1,"SR_none__LR_both","p02_sym_none_both",2,"sym",2,0.966484512997548,0,0.966484512997548
1,"SR_none__LR_both","p02_sym_none_both",2,"sym",3,0.354117463845776,0.383279134834068,0.521825711708149
