"event_id","event_onset_year","position","variable_id","year","display_value","annual_change","change_unit"
"volcker_event_profile_1978_1983",1979,"pre_event","Y_REAL_NFC_GVA_BASELINE",1978,3038745,6.45499297947654,"percent"
"volcker_event_profile_1978_1983",1979,"event_onset","Y_REAL_NFC_GVA_BASELINE",1979,3118975,2.640234702155,"percent"
"volcker_event_profile_1978_1983",1979,"post_onset","Y_REAL_NFC_GVA_BASELINE",1980,3140096,0.677177598409728,"percent"
"volcker_event_profile_1978_1983",1979,"post_onset","Y_REAL_NFC_GVA_BASELINE",1981,3283888,4.57922305560086,"percent"
"volcker_event_profile_1978_1983",1979,"post_onset","Y_REAL_NFC_GVA_BASELINE",1982,3253862,-0.914342998299578,"percent"
"volcker_event_profile_1978_1983",1979,"post_onset","Y_REAL_NFC_GVA_BASELINE",1983,3415215,4.95881509418654,"percent"
"volcker_event_profile_1978_1983",1979,"pre_event","G_TOT_GPIM_2017",1978,33045743.3298366,-0.155817212806908,"percent"
"volcker_event_profile_1978_1983",1979,"event_onset","G_TOT_GPIM_2017",1979,32992478.6888798,-0.161184575045425,"percent"
"volcker_event_profile_1978_1983",1979,"post_onset","G_TOT_GPIM_2017",1980,32879117.9997239,-0.343595551655562,"percent"
"volcker_event_profile_1978_1983",1979,"post_onset","G_TOT_GPIM_2017",1981,32798010.6469479,-0.246683480915388,"percent"
"volcker_event_profile_1978_1983",1979,"post_onset","G_TOT_GPIM_2017",1982,32579850.4329869,-0.665162946342612,"percent"
"volcker_event_profile_1978_1983",1979,"post_onset","G_TOT_GPIM_2017",1983,32196061.8743313,-1.17799361738941,"percent"
"volcker_event_profile_1978_1983",1979,"pre_event","KAPPA_ME_NRC",1978,0.360834857210952,0.00748079625354758,"ratio points"
"volcker_event_profile_1978_1983",1979,"event_onset","KAPPA_ME_NRC",1979,0.367863351591755,0.00702849438080322,"ratio points"
"volcker_event_profile_1978_1983",1979,"post_onset","KAPPA_ME_NRC",1980,0.368289887405334,0.000426535813578988,"ratio points"
"volcker_event_profile_1978_1983",1979,"post_onset","KAPPA_ME_NRC",1981,0.366174881702309,-0.0021150057030257,"ratio points"
"volcker_event_profile_1978_1983",1979,"post_onset","KAPPA_ME_NRC",1982,0.36310112169015,-0.00307376001215831,"ratio points"
"volcker_event_profile_1978_1983",1979,"post_onset","KAPPA_ME_NRC",1983,0.361505701166445,-0.00159542052370554,"ratio points"
"volcker_event_profile_1978_1983",1979,"pre_event","CORP_COMPENSATION_SHARE_GVA",1978,62.883238917044,0.271952600159608,"percentage points"
"volcker_event_profile_1978_1983",1979,"event_onset","CORP_COMPENSATION_SHARE_GVA",1979,64.207996266832,1.324757349788,"percentage points"
"volcker_event_profile_1978_1983",1979,"post_onset","CORP_COMPENSATION_SHARE_GVA",1980,64.7330415459289,0.525045279096903,"percentage points"
"volcker_event_profile_1978_1983",1979,"post_onset","CORP_COMPENSATION_SHARE_GVA",1981,63.0741087162103,-1.65893282971861,"percentage points"
