"run_id","det_tag","include","LRinclude","window_tag","window_start","window_end","P_MIN","P_MAX","T_window","T_eff_common","feasibility_share","best_cell_id","best_BIC","theta_best","theta_bandwidth_dBIC2","alpha_y_med_dBIC2","alpha_k_med_dBIC2","stability_margin_best"
1,"SR_none__LR_trend","none","trend","shaikh_window",1947,2011,1,7,65,57,1,"p01_K_only_none_trend",-538.699526503395,0.872372047101448,0,0.115497772589378,0.0856495568714314,0.0155895609035641
