"year","u_med","u_lower","u_upper","u_shaikh"
1947,1.46539608945956,1.36018600226041,1.70724173033053,0.885106384754181
1948,1.45679196613608,1.35403570968784,1.66587362639991,0.923893213272095
1949,1.29291699784304,1.19545551048537,1.42810354581323,0.869800388813019
1950,1.40825504234125,1.30035494685405,1.64148616654802,0.879007756710052
1951,1.36962608633876,1.27160893988334,1.53943079881062,0.925842940807343
1952,1.34040923102429,1.24293852342923,1.513220380344,0.910232961177826
1953,1.34240697814129,1.24328572179419,1.5123880098638,0.924771666526794
1954,1.24373914997106,1.15036299144962,1.38827593886503,0.8767209649086
1955,1.36595462920762,1.25131257207126,1.58193875161172,0.903114199638367
1956,1.32126585409235,1.27132749650815,1.47532917531739,0.86929577589035
1957,1.22500301031294,1.18358949297849,1.34377064770257,0.843951225280762
1958,1.1084814858722,1.07609048693229,1.19174489976096,0.798105180263519
1959,1.152793832777,1.11919627361666,1.22155095336796,0.861047804355621
1960,1.13853575743685,1.09984270989837,1.18739245920955,0.880931198596954
1961,1.11236685458386,1.07126606894217,1.15816872321384,0.882777214050293
1962,1.15398321762318,1.11235716674642,1.20329638115047,0.939095973968506
1963,1.15697409842448,1.11707943166339,1.2100309445822,0.97143566608429
1964,1.18766135592243,1.14731691703439,1.240802058959,1.00164115428925
1965,1.24529510791098,1.19961390493892,1.29351072152828,1.0422728061676
1966,1.29901286688055,1.25729645895573,1.36472292238438,1.06474781036377
1967,1.28181327685651,1.24324176902518,1.36161195813868,1.04273521900177
1968,1.32420796451075,1.28004581454704,1.4261131033421,1.05709373950958
1969,1.33212611764643,1.28176851771677,1.44702935498276,1.04945170879364
1970,1.25747377424198,1.20712755165908,1.37310439807205,0.984412431716919
1971,1.24312535152588,1.19125022521779,1.36512890058428,0.973544180393219
1972,1.28394052799866,1.22794901561291,1.41935438272549,1.00391101837158
1973,1.34669723078863,1.27986235193638,1.53264612419027,1.00486552715302
1974,1.46800586460358,1.37503630391307,1.5521807579475,0.884328484535217
1975,1.25915557844097,1.20170690632845,1.30611413528584,0.853546917438507
1976,1.28058488159103,1.22254927637641,1.3304407767099,0.879995822906494
1977,1.29536557321681,1.23655801361857,1.34838753960566,0.901091992855072
1978,1.35661881280691,1.28073376364823,1.40923803433488,0.911491215229034
1979,1.3432498753856,1.26216992142255,1.39931927915586,0.88534152507782
1980,1.22972399658215,1.17713902516525,1.33728927399394,0.834066033363342
1981,1.19443979060154,1.14960655376719,1.28788979234462,0.843342185020447
1982,1.08335443913283,1.05107910335045,1.14171853931593,0.820055425167084
1983,1.12326384985046,1.09161834944764,1.18148205631453,0.858657002449036
1984,1.22781481067297,1.19464549459791,1.30526280741424,0.924870848655701
1985,1.24730647287663,1.21347307423286,1.3284363386183,0.935598075389862
1986,1.21875480858746,1.18914192380937,1.28793719081754,0.929214417934418
1987,1.24321262795768,1.21343828343073,1.31423148687052,0.948412120342255
1988,1.25485362276414,1.2274146681403,1.31946554996329,0.971393048763275
1989,1.23134343276966,1.20610264375927,1.28799955419803,0.967775762081146
1990,1.20262765460876,1.17910543309618,1.2517401934972,0.960640132427216
1991,1.14121474850619,1.11611647383206,1.17160021868636,0.958979725837708
1992,1.15534072261131,1.13150049177302,1.18443829794382,0.975646138191223
1993,1.15621050101997,1.13424265176553,1.18386313439386,0.979155540466309
1994,1.18443409990675,1.16414241352155,1.21139343526652,1.01144421100616
1995,1.20018770477235,1.17934733350224,1.22665976002073,1.01938092708588
1996,1.24315102028986,1.21913253863967,1.28697368329074,1.04219925403595
1997,1.30845468158279,1.27759174387783,1.37907605074948,1.07182896137238
1998,1.37980525382281,1.33614118523655,1.48859877228142,1.09457731246948
1999,1.44435574503905,1.38542955453894,1.58018930238107,1.10842335224152
2000,1.49068483043623,1.41853586763358,1.64914030554882,1.11509871482849
2001,1.43401801893521,1.35970487192271,1.5988963644131,1.06325256824493
2002,1.38775788619428,1.31573185094102,1.5465398714607,1.03907012939453
2003,1.37070891771208,1.30240755165488,1.51850462160303,1.04768621921539
2004,1.40311504351287,1.32609511818745,1.57845361281574,1.03787088394165
2005,1.40748329445137,1.3277922126207,1.59573485536942,1.03080022335052
2006,1.37309090250575,1.29653464436327,1.55205939825969,1.0236576795578
2007,1.28819771142664,1.22087230248337,1.43597588290953,0.986203849315643
2008,1.16795428762556,1.10827454519455,1.29645130433047,0.925367593765259
2009,1.04944941536296,1.01301839565041,1.11473983882651,0.899437546730042
2010,1.06083473555539,1.02660442408014,1.11257453568041,0.929295063018799
2011,1.03206038565165,1.00178128063539,1.05827016089256,0.941526174545288
