H0,stat_star,stat,cv_1,cv_5,cv_10
r = 0  |,117.00,117.00169920570971,60.16,53.12,49.65
r <= 1 |,43.62,43.624132498864626,41.07,34.91,32
r <= 2 |,15.26***,15.256018992960687,24.6,19.96,17.85
r <= 3 |,3.68***,3.678364553316212,12.97,9.24,7.52
