standardized_entity,raw_entity_label,year,Data series on GDP (current millions dollars MER),Data series on exports in goods (% GDP),Data series on exports in manufactured goods (% GDP),Data series on exports in primary commodities (% GDP),Data series on exports in services (% GDP),Data series on foreign income inflows (% GDP),Data series on foreign income outflows (% GDP),Data series on foreign transfer inflows (% GDP),Data series on foreign transfer outflows (% GDP),Data series on foreign wealth across world regions (% GDP),Data series on gross foreign assets (% GDP),Data series on gross foreign liabilities (% GDP),Data series on imports in goods (% GDP),Data series on imports in manufactured goods (% GDP),Data series on imports in primary commodities (% GDP),Data series on imports in services (% GDP),Data series on net current account (% GDP),Data series on net income balance (% GDP),Data series on net trade balance (goods) (% GDP),Data series on net trade balance (goods+services) (% GDP),Data series on net trade balance (manufactured goods) (% GDP),Data series on net trade balance (primary commodities) (% GDP),Data series on net trade balance (services) (% GDP),Data series on net transfer balance (% GDP),New series on exports in goods + services (% GDP) (MER $),New series on imports in goods + services (% GDP) (MER $)
Chile,CL,1810,4.217479189636499,0.6338927825583855,0.00633892782558389,0.6275538547328017,0.0026447933071813883,0.007165861088986945,0.028024724577089585,0.0037218327302941216,0.04257735485800206,0.042174872835438346,0.06326230925315751,0.021087436417719173,0.44262802589824213,0.42953884967592826,0.013089176222313923,0.05471551582241968,0.07947964852909456,-0.02085886348810264,0.19126475666014342,0.13919403414490514,-0.4231999218503444,0.6144646785104878,-0.052070722515238296,-0.03885552212770794,0.636537575865567,0.49734354172066186
Chile,CL,1811,3.398923805506277,0.6859856817849628,0.006859856817849682,0.679125824967113,0.0026253434837095703,0.00615872520051922,0.028905011113292103,0.0037519084077110155,0.04239223541275323,0.15095231359671,0.22642847039506497,0.075476156798355,0.7180859890216031,0.693073856266503,0.025012132755100266,0.05511778872930213,-0.14597936540004813,-0.022746285912772883,-0.03210030723664037,-0.08459275248223302,-0.6862139994486532,0.6541136922120128,-0.052492445245592566,-0.03864032700504221,0.6886110252686723,0.7732037777509053
Chile,CL,1812,3.480268517035679,0.6777953902134477,0.006777953902134524,0.6710174363113132,0.002679416050783075,0.0056789891835011385,0.02946122927702401,0.0037232872142835957,0.04256829604689428,0.004856714913359719,0.02099978602810844,0.01614307111474872,0.6385840157189256,0.617311776868293,0.02127223885063255,0.05402775456283563,-0.074764212943664,-0.02378224009352287,0.039211374494522055,-0.01213696401753045,-0.6105338229661584,0.6497451974606806,-0.05134833851205256,-0.03884500883261068,0.6804748062642308,0.6926117702817612
Chile,CL,1813,3.672201001996038,0.644770802163984,0.00644770802163989,0.638323094142344,0.0027610382702751095,0.005730262957422116,0.029396250251229442,0.0037158721000963525,0.04261459336854236,-0.06625368937249265,0.033126844686246326,0.09938053405873898,0.8087856097178832,0.7825144198988767,0.02627118981900646,0.05253649067207902,-0.2763549685179565,-0.02366598729380733,-0.1640148075538992,-0.21379025995570314,-0.7760667118772369,0.6120519043233376,-0.049775452401803914,-0.038898721268446006,0.647531840434259,0.8613221003899622
Chile,CL,1814,4.062122045766591,0.6432561129660576,0.006432561129660624,0.6368235518363969,0.002787146408025178,0.005180465056510331,0.030178656517723803,0.00363105596172326,0.04316522076552015,-0.30972182583952745,0.15486091291976373,0.4645827387592912,0.5643126387702034,0.5459826777316048,0.018329961038598686,0.05209433424387551,-0.03489606990500657,-0.024998191461213473,0.07894347419585412,0.029636286360003795,-0.5395501166019442,0.6184935907977982,-0.04930718783585033,-0.039534164803796894,0.6460432593740827,0.6164069730140789
Chile,CL,1815,4.288501225381775,0.6204051293128273,0.006204051293128302,0.6142010780196989,0.0027241268930409557,0.0048903211778493555,0.030683660800665265,0.0035355571069343515,0.043835487831557475,-0.32642638490675563,0.16321319245337781,0.4896395773601334,0.4359451588289461,0.42145548514153247,0.014489673687413617,0.053189513361915665,0.06790131366756745,-0.02579333962281591,0.18445997048388124,0.1339945840150065,-0.4152514338484042,0.5997114043322853,-0.05046538646887471,-0.04029993072462312,0.6231292562058682,0.4891346721908617
Chile,CL,1816,4.586345650534999,0.5426821445350561,0.005426821445350602,0.5372553230897056,0.0027335439170535687,0.004538055516042675,0.03141219387219828,0.0034541395859909152,0.04445412895878295,-0.24173605072086982,0.12086802536043491,0.36260407608130474,0.4896572150746536,0.472326090650906,0.017331124423747537,0.053019687364770494,-0.06513534171626201,-0.026874138356155604,0.05302492946040255,0.0027387860126856295,-0.4668992692055554,0.5199241986659581,-0.050286143447716924,-0.040999989372792034,0.5454156884521097,0.5426769024394241
Chile,CL,1817,5.151466023484894,0.5351811500050465,0.005351811500050506,0.529829338504996,0.0027396981677195154,0.004210474956512125,0.032238949351267594,0.003375441204840217,0.045098521465430974,-0.27320732963420763,0.13660366481710381,0.4098109944513114,0.5080908968392309,0.4902742647172289,0.01781663212200201,0.052909912901884855,-0.09283151622369595,-0.02802847439475547,0.027090253165815592,-0.023079961568349728,-0.4849224532171784,0.512012706382994,-0.05017021473416534,-0.04172308026059075,0.537920848172766,0.5610008097411158
Chile,CL,1818,5.877915981886266,0.5278309768083234,0.0052783097680832395,0.5225526670402402,0.002692205280349667,0.0041267650291534124,0.032479165713129074,0.0032902412814959565,0.04585396288671126,-0.32080020938092757,0.16040010469046379,0.48120031407139136,0.45707518349558063,0.4420307241118613,0.015044459383719398,0.05378243389836982,-0.05125055759446835,-0.028352400683975657,0.07075579331274273,0.01966556469472261,-0.43675241434377804,0.5075082076565208,-0.05109022861802015,-0.0425637216052153,0.5305231820886731,0.5108576173939505
Chile,CL,1819,5.585955458541595,0.5176215413980179,0.0051762154139801606,0.5124453259840377,0.0027327179157595953,0.004124825152806152,0.03248489137571496,0.0034952196383930298,0.04413621868273175,-0.3914967037436213,0.19574835187181064,0.5872450556154319,0.5752639813714574,0.5544834693681931,0.020780512003264254,0.053034493310724906,-0.1769452806356524,-0.02836006622290881,-0.05764243997343954,-0.10794421536840486,-0.549307253954213,0.49166481398077344,-0.05030177539496531,-0.04064099904433872,0.5203542593137774,0.6282984746821823
Chile,CL,1820,5.462919563204734,0.518653436251604,0.005186534362516059,0.513466901889088,0.0018407104336028502,0.002629788197889625,0.02203395263533495,0.0024271964582408766,0.028733305428825403,-0.5812444369297808,0.2906222184648904,0.8718666553946712,0.704068662723837,0.6796398402287771,0.02442882249505984,0.03502401241670977,-0.26430880186336975,-0.019404164437445325,-0.18541522647223296,-0.21859852845533992,-0.6744533058662611,0.4890380793940281,-0.03318330198310692,-0.02630610897058453,0.5204941466852069,0.7390926751405468
Chile,CL,1821,5.596262179764815,0.5028231214164338,0.005028231214164341,0.49779489020226947,0.0018368939977125255,0.002685881858866956,0.02266878276281785,0.002353724324470662,0.02835791801649663,-0.8254061696102217,0.41270308480511086,1.2381092544153325,0.7930401747731523,0.7656621419015922,0.027378032871559953,0.03485494633422815,-0.3692222002892109,-0.019982900903950895,-0.29021705335671844,-0.32323510569323405,-0.7606339106874279,0.47041685733070954,-0.03301805233651563,-0.02600419369202597,0.5046600154141464,0.8278951211073804
Chile,CL,1822,6.193309315626597,0.46193822223269965,0.004619382222326996,0.45731884001037265,0.0018267470574807154,0.0025880407839137757,0.023879100512765965,0.0023046230580027523,0.0278257020455566,-1.07946385763003,0.539731928815015,1.619195786445045,0.7022896844418584,0.677972306138906,0.024317378302952334,0.03478256668104892,-0.32011942054913284,-0.021291059728852188,-0.2403514622091587,-0.27330728183272684,-0.673352923916579,0.4330014617074203,-0.03295581962356821,-0.02552107898755385,0.4637649692901804,0.7370722511229072
Chile,CL,1823,6.290700427005056,0.48176730292303027,0.004817673029230312,0.47694962989379996,0.001804919971402019,0.0025163699898531114,0.02508450909353259,0.0021999711547879284,0.02770516810232108,-1.377915266403649,0.6889576332018245,2.0668728996054733,0.47474997319973405,0.4584442979492254,0.016305675250508658,0.03490377719991394,-0.07415486355642835,-0.02256813910367948,0.007017329723296217,-0.026081527505215717,-0.4536266249199951,0.46064395464329133,-0.03309885722851193,-0.025505196947533153,0.4835722228944323,0.509653750399648
Chile,CL,1824,6.358673253752307,0.4781492478318227,0.004781492478318256,0.4733677553535045,0.0017923439461261243,0.0025455155151642298,0.025862975319733597,0.0021287716619077333,0.02736368261835131,-1.4365478177685538,0.7182739088842769,2.1548217266528304,0.4680800615473826,0.45168818596680144,0.016391875580581163,0.03485239259680107,-0.07154323312724772,-0.023317459804569368,0.010069186284440146,-0.022990862366234786,-0.44690669348848316,0.45697587977292337,-0.033060048650674946,-0.025234910956443576,0.4799415917779488,0.5029324541441836
Chile,CL,1825,7.535032749546942,0.5190548595717521,0.005190548595717514,0.5138643109760346,0.0017706770811496367,0.0024782517584558635,0.027168276440486513,0.0019986600205235895,0.027548533054840292,-1.2726498408558247,0.6363249204279123,1.908974761283737,0.36524054766563807,0.35319242811059637,0.01204811955504168,0.034956569313614023,0.0703885219573023,-0.024690024682030652,0.15381431190611405,0.12062841967364966,-0.3480018795148789,0.5018161914209929,-0.03318589223246439,-0.025549873034316703,0.5208255366529018,0.4001971169792521
Chile,CL,1826,7.049796220839671,0.5172650513488702,0.005172650513488698,0.5120924008353815,0.0017878880337624536,0.002664166201385449,0.027129212701546845,0.002057367494553528,0.026158410649833968,-1.2850128042899485,0.6425064021449742,1.9275192064349227,0.48830115965847076,0.47227090458139376,0.016030255077077,0.03434310055156489,-0.05215741048284484,-0.024465046500161396,0.02896389169039948,-0.003591320827403006,-0.46709825406790506,0.49606214575830454,-0.03255521251780244,-0.02410104315528044,0.5190529393826326,0.5226442602100356
Chile,CL,1827,7.247215169538601,0.5432091884176385,0.005432091884176368,0.5377770965334622,0.001771706806228685,0.002780394402215888,0.02748927489231972,0.001979023419272484,0.02590583252657217,-1.3007448111030449,0.6503724055515224,1.9511172166545672,0.4475316985075464,0.4328336349283187,0.014698063579227729,0.03431751631448168,0.014495990804435619,-0.02470888049010383,0.09567748991009212,0.06313168040183913,-0.42740154304414235,0.5230790329542344,-0.032545809508253,-0.023926809107299687,0.5449808952238673,0.48184921482202814
Chile,CL,1828,7.0050837025523505,0.5720751948743413,0.005720751948743443,0.5663544429255979,0.0017705792401551599,0.002998474395765176,0.027436700119121474,0.001946577539227925,0.025296720970144956,-1.330708148265634,0.665354074132817,1.996062222398451,0.46868911446204825,0.4531366341275517,0.015552480334496546,0.034012841749101,0.023355448749073967,-0.024438225723356296,0.10338608041229308,0.0711438179033473,-0.44741588217880823,0.5508019625911014,-0.03224226250894584,-0.02335014343091703,0.5738457741144966,0.5027019562111492
Chile,CL,1829,7.2449421464716695,0.5600137852988776,0.0056001378529888365,0.5544136474458887,0.0017657601774111774,0.0031786823059394556,0.02760713030516861,0.0018960024801194123,0.02484337399490464,-1.2640701476589888,0.6320350738294944,1.8961052214884833,0.46837964810967303,0.4525114222536444,0.015868225856028678,0.03376219012876126,0.012261887723840053,-0.024428447999229153,0.09163413718920455,0.05963770723785443,-0.44691128440065553,0.5385454215898601,-0.03199642995135008,-0.022947371514785226,0.5617795454762887,0.5021418382384343
Chile,CL,1830,7.273109784474832,0.5995411015298991,0.005995411015298982,0.5935456905146002,0.0017610194342436017,0.003464152511276685,0.027488325505311516,0.0018826534615954255,0.024100275172116475,-1.2469601986573597,0.6234800993286799,1.8704402979860397,0.38147945647053544,0.36820422900847205,0.013275227462063362,0.033498687850692405,0.140082181938359,-0.02402417299403483,0.2180616450593637,0.18632397664291492,-0.36220881799317306,0.5802704630525368,-0.0317376684164488,-0.022217621710521048,0.6013021209641428,0.41497814432122787
Chile,CL,1831,7.710030099924001,0.6166363100110887,0.006166363100110842,0.6104699469109778,0.001733619359645632,0.0038202480891992917,0.027302343915911832,0.0018424856275055105,0.02358022373053806,-1.0441522574209423,0.5220761287104712,1.5662283861314135,0.3889617267189734,0.37517396287377786,0.013787763845195557,0.03361973693816791,0.15056863178384794,-0.023482095826712544,0.22767458329211526,0.195788465713593,-0.36900759977366704,0.5966821830657822,-0.03188611757852228,-0.02173773810303255,0.6183699293707342,0.4225814636571413
Chile,CL,1832,7.974655651197298,0.6043803723072917,0.006043803723072938,0.5983365685842188,0.0017343705747486348,0.003813584446745183,0.02807935166919678,0.001777493973468146,0.023266926465391663,-0.8639315541388717,0.43196577706943584,1.2958973312083075,0.4118343737590761,0.39691547728032184,0.01491889647875424,0.03323256086921679,0.1152926085393724,-0.024265767222451596,0.19254599854821558,0.1610478082537475,-0.3908716735572489,0.5834176721054646,-0.031498190294468154,-0.02148943249192352,0.6061147428820404,0.4450669346282929
Chile,CL,1833,7.970383496005216,0.6164526342858462,0.0061645263428584535,0.6102881079429877,0.0019309586795021895,0.0036962981101368317,0.02918458030408578,0.0016805252438182323,0.02325503107667179,-0.7490402188581877,0.37452010942909386,1.1235603282872817,0.4779465728444512,0.46045667565533016,0.017489897189120963,0.03335792327561137,0.06001630881848328,-0.025488282193948948,0.138506061441395,0.10707909684528578,-0.4542921493124717,0.5927982107538667,-0.03142696459610918,-0.021574505832853554,0.6183835929653483,0.5113044961200626
Chile,CL,1834,8.597099894130638,0.6038990904598608,0.006038990904598577,0.5978600995552623,0.002136233764529057,0.0035448074763828412,0.030489087707200876,0.001611514222712482,0.02303616687564035,-0.6387950435102845,0.31939752175514224,0.9581925652654267,0.47895563141341885,0.46239540998813966,0.016560221425279232,0.03345239492838949,0.04525836499883564,-0.026944280230818036,0.12494345904644194,0.09362729788258155,-0.4563564190835411,0.5812998781299831,-0.031316161163860434,-0.021424652652927867,0.6060353242243899,0.5124080263418084
Chile,CL,1835,8.900736194216172,0.6183121954716037,0.006183121954716091,0.6121290735168876,0.002345196491861558,0.003342222829803847,0.032150457817175335,0.0015224819113008054,0.02306232879043122,-0.5732889959494848,0.2866444979747424,0.8599334939242271,0.5216989891702419,0.5052026795192718,0.016496309650970136,0.03352220265319507,0.01508811827352628,-0.028808234987371485,0.09661320630136172,0.06543620014002818,-0.4990195575645557,0.5956327638659175,-0.031177006161333513,-0.021539846879130416,0.6206573919634653,0.555221191823437
Chile,CL,1836,9.622916407540306,0.6317256911010604,0.006317256911010607,0.6254084341900498,0.0025372027441063205,0.0033125901564491755,0.03319104054807259,0.0014407088187396483,0.023082049222829915,-0.5163090424105222,0.2581545212052611,0.7744635636157833,0.4464017256225984,0.4334659584896752,0.012935767132923206,0.03382903889855279,0.1025123385283018,-0.02987845039162342,0.18532396547846197,0.15403212932401547,-0.4271487015786646,0.6124726670571266,-0.03129183615444647,-0.021641340404090267,0.6342628938451667,0.48023076452115115
Chile,CL,1837,9.79805647839361,0.6625148476487777,0.006625148476487814,0.6558896991722898,0.0027672938239128365,0.0034503464341246143,0.03346052458032642,0.001441902879794907,0.022147584889709155,-0.40640009576951874,0.20320004788475937,0.6096001436542782,0.5034207401751231,0.48791092764245697,0.015509812532666116,0.03368424939863825,0.0774612917428131,-0.030010178146201803,0.1590941074736546,0.12817715189892914,-0.48128577916596915,0.6403798866396236,-0.030916955574725406,-0.020705682009914246,0.6652821414726905,0.5371049895737613
Chile,CL,1838,9.910417709414848,0.654862496305128,0.006548624963051256,0.6483138713420767,0.002958358710168979,0.003583526172542936,0.03377041084473343,0.0013820572344448636,0.021935797892234217,-0.3252093982604903,0.16260469913024514,0.48781409739073545,0.4670317180302014,0.45265854571849734,0.014373172311704036,0.034012254617443186,0.10603625703767257,-0.03018688467219049,0.18783077827492667,0.15677688236765241,-0.4461099207554461,0.6339406990303728,-0.03105389590727421,-0.020553740657789355,0.6578208550152971,0.5010439726476446
Chile,CL,1839,11.080326103967087,0.6503007728192206,0.006503007728192249,0.6437977650910283,0.0031855872718299784,0.0037500151717090435,0.033964635390492263,0.001326318506609664,0.021704097163013542,-0.19603190012837426,0.09801595006418713,0.2940478501925614,0.4431945415465971,0.42819364408442145,0.015000897462175604,0.03395767040647902,0.12574174926278733,-0.030214620218783222,0.2071062312726235,0.17633414813797443,-0.4216906363562292,0.6287968676288527,-0.03077208313464904,-0.02037777865640388,0.6534863600910505,0.47715221195307617
Chile,CL,1840,12.059301893224472,0.6133399504547566,0.006133399504547552,0.6072065509502091,0.0033777447463928982,0.004021670996695178,0.03382119841791127,0.0013061723287194345,0.021040552133500614,-0.06458398673353871,0.032291993366769356,0.09687598010030807,0.4609899602547169,0.4430062338704205,0.0179837263842964,0.034276970594480836,0.07191685712595454,-0.029799527421216096,0.15234999020003975,0.12145076435195182,-0.43687283436587293,0.5892228245659128,-0.030899225848087936,-0.01973437980478118,0.6167176952011495,0.49526693084919776
Chile,CL,1841,12.014607944162115,0.5900376239004722,0.005900376239004729,0.5841372476614675,0.0036313561099569963,0.004097323379526846,0.03439019964075391,0.0012594736163999394,0.020721899026384626,0.007360148430727415,0.042965788501078045,0.035605640070350636,0.4980175979248239,0.47783880550888747,0.02017879241593649,0.034018399381347285,0.011877681033046207,-0.030292876261227064,0.09202002597564829,0.06163298270425796,-0.4719384292698827,0.563958455245531,-0.030387043271390288,-0.019462425409984687,0.5936689800104291,0.5320359973061712
Chile,CL,1842,11.659794139276308,0.587156926047839,0.005871569260478432,0.5812853567873605,0.0038491918383929988,0.004241987444875918,0.03473384742307127,0.0012123472719438974,0.020428683217338938,0.019823246958135105,0.04991162347906761,0.030088376520932505,0.5353110743071534,0.5131783799367371,0.022132694370416275,0.034119915478835555,-0.02813306782334739,-0.030491859978195354,0.05184585174068557,0.021575128100243007,-0.5073068106762587,0.5591526624169442,-0.03027072364044256,-0.01921633594539504,0.5910061178862319,0.5694309897859889
Chile,CL,1843,11.731397394771871,0.5424376447010781,0.005424376447010789,0.5370132682540674,0.004058895711820573,0.004269404664080495,0.03545970030966493,0.0011836262160874896,0.019902883665005873,-0.008259101397913417,0.036584735015329065,0.04484383641324248,0.5882971991183501,0.5639825213316298,0.024314677786720227,0.03429900057260011,-0.12600921237255433,-0.031190295645584433,-0.045859554417271964,-0.07609965927805153,-0.5585581448846191,0.5126985904673471,-0.030240104860779538,-0.018719257448918385,0.5464965404128987,0.6225961996909503
Chile,CL,1844,15.05263729689003,0.4023012959908976,0.00402301295990897,0.3982782830309886,0.00429847491236866,0.004175681651831408,0.03661558505473506,0.0011381027779358796,0.019619594152820094,-0.10464312102256756,0.05232156051128378,0.15696468153385135,0.48963465932153366,0.48496406216959953,0.004670597151934122,0.034244628903123873,-0.16820091209917915,-0.032439903402903654,-0.08733336333063607,-0.11727951732139127,-0.48094104920969055,0.3936076858790545,-0.029946153990755217,-0.018481491374884213,0.40659977090326627,0.5238792882246576
Chile,CL,1845,13.374732907803832,0.48258463288615666,0.004825846328861591,0.47775878655729503,0.004476558989436626,0.004052623393695616,0.0379577806721411,0.001072859256722245,0.01966455471111555,-0.30707321764952444,0.15353660882476222,0.46060982647428667,0.471484374722267,0.4631131855827876,0.008371189139479433,0.03468160643133018,-0.0716016420108427,-0.03390515727844549,0.011100258163889654,-0.0191047892780039,-0.458287339253926,0.4693875974178156,-0.030205047441893552,-0.018591695454393306,0.4870611918755933,0.5061659811535971
Chile,CL,1846,15.615318516530822,0.4885872160646179,0.004885872160646171,0.48370134390397174,0.004715103099670784,0.004059944021737071,0.03881035110959376,0.0010265217433557434,0.019464497427488955,-0.32434017285628214,0.16217008642814107,0.4865102592844232,0.5126119487291557,0.5058723262160245,0.0067396225131311676,0.0346531360796544,-0.1071511484165113,-0.034750407087856684,-0.024024732664537807,-0.05396276564452141,-0.5009864540553783,0.4769617213908406,-0.02993803297998362,-0.01843797568413321,0.49330231916428874,0.5472650848088101
Chile,CL,1847,17.99937529433046,0.48380602393963906,0.004838060239396357,0.4789679637002427,0.004940001490259237,0.003984816816621994,0.040057894435142245,0.0009478804664887747,0.019937415785926622,-0.3743393483725923,0.18716967418629615,0.5615090225588885,0.4206117524549214,0.40936390701848285,0.01124784543643848,0.0347398912339171,-0.02166823119689825,-0.03607307761852025,0.06319427148471768,0.033394381741059846,-0.4045258467790865,0.4677201182638042,-0.029799889743657867,-0.018989535319437846,0.48874602542989826,0.45535164368883846
Chile,CL,1848,15.486893521408891,0.49315045037598204,0.004931504503759804,0.48821894587222225,0.005239716200729304,0.0045598708039264555,0.038599086974306585,0.0009594152100779316,0.018691369373002788,-0.4602529896791236,0.2301264948395618,0.6903794845186854,0.45501564716340076,0.43048238190043797,0.02453326526296281,0.03433076810311156,-0.04272741902310596,-0.03403921617038013,0.03813480321258128,0.009043751310199029,-0.4255508773966782,0.46368568060925947,-0.029091051902382255,-0.017731954162924855,0.49839016657671137,0.48934641526651235
Chile,CL,1849,16.21836856372388,0.6182763454424648,0.00618276345442466,0.6120935819880401,0.005397218468113247,0.004533301389622723,0.039526442382955156,0.000914521414940621,0.01854606991188909,-0.4802951667006384,0.2401475833503192,0.7204427500509576,0.5624575746943707,0.5245138471107043,0.0379437275836665,0.034885666225390875,-0.02629436649946452,-0.03499314099333243,0.05581877074809405,0.02633032299081638,-0.5183310836562796,0.5741498544043736,-0.029488447757277627,-0.017631548496948472,0.623673563910578,0.5973432409197617
Chile,CL,1850,18.69049697714676,0.6578545224946565,0.006578545224946549,0.65127597726971,0.0056904092130793905,0.004233306155512567,0.04162382453882924,0.0008644651734752921,0.018558697618535458,-0.4395846600553232,0.2197923300276616,0.6593769900829848,0.5644016763817747,0.5157111186050111,0.04869055777676359,0.0345611939459033,0.009497310551681088,-0.03739051838331667,0.09345284611288174,0.06458206138005793,-0.5091325733800646,0.6025854194929464,-0.028870784732823906,-0.017694232445060163,0.6635449317077359,0.598962870327678
Chile,CL,1851,18.358750568215736,0.6485959804772202,0.006485959804772173,0.642110020672448,0.006015167712888525,0.0037515414254815213,0.04532016351102558,0.0008682683446563441,0.017472509219505668,-0.4378591166069828,0.2189295583034914,0.6567886749104742,0.768482373069568,0.7255652804706427,0.042917092598925274,0.0341028004152524,-0.20614688825510505,-0.04156862208554405,-0.11988639259234779,-0.14797402529471165,-0.7190793206658705,0.5991929280735228,-0.028087632702363866,-0.016604240874849324,0.6546111481901087,0.8025851734848204
